commit ID;text;predicted_decision;predicted_rationale
MDY6Q29tbWl0MjMyNTI5ODo4ZTdmMzdmMmFhYTU2YjcyM2EyNGY2ODcyODE3Y2Y5YzY0MTBiNjEz;" For slub, build with CONFIG_SLUB_DEBUG=y and
boot with slub_debug=U, or pass SLAB_STORE_USER to kmem_cache_create()
if more focused use is desired";1;0
MDY6Q29tbWl0MjMyNTI5ODo4ZTdmMzdmMmFhYTU2YjcyM2EyNGY2ODcyODE3Y2Y5YzY0MTBiNjEz;" Also for slub, use CONFIG_STACKTRACE
to enable printing of the allocation-time stack trace.";1;1
MDY6Q29tbWl0MjMyNTI5ODo5NWQ2YzcwMWY0Y2E3YzQ0ZGMxNDhkNjY0ZjYwNDU0MTI2NmEyMzMz;mm: extract might_alloc() debug check;1;1
MDY6Q29tbWl0MjMyNTI5ODo5NWQ2YzcwMWY0Y2E3YzQ0ZGMxNDhkNjY0ZjYwNDU0MTI2NmEyMzMz;"Extracted from slab.h, which seems to have the most complete version
including the correct might_sleep() check";0;1
MDY6Q29tbWl0MjMyNTI5ODo5NWQ2YzcwMWY0Y2E3YzQ0ZGMxNDhkNjY0ZjYwNDU0MTI2NmEyMzMz; Roll it out to slob.c;0;1
MDY6Q29tbWl0MjMyNTI5ODo5NWQ2YzcwMWY0Y2E3YzQ0ZGMxNDhkNjY0ZjYwNDU0MTI2NmEyMzMz;"Motivated by a discussion with Paul about possibly changing call_rcu
behaviour to allocate memory, but only roughly every 500th call";0;1
MDY6Q29tbWl0MjMyNTI5ODo5NWQ2YzcwMWY0Y2E3YzQ0ZGMxNDhkNjY0ZjYwNDU0MTI2NmEyMzMz;"There are a lot fewer places in the kernel that care about whether
allocating memory is allowed or not (due to deadlocks with reclaim code)
than places that care whether sleeping is allowed";0;1
MDY6Q29tbWl0MjMyNTI5ODo5NWQ2YzcwMWY0Y2E3YzQ0ZGMxNDhkNjY0ZjYwNDU0MTI2NmEyMzMz;" But debugging these
also tends to be a lot harder, so nice descriptive checks could come in
handy";0;1
MDY6Q29tbWl0MjMyNTI5ODo5NWQ2YzcwMWY0Y2E3YzQ0ZGMxNDhkNjY0ZjYwNDU0MTI2NmEyMzMz; I might have some use eventually for annotations in drivers/gpu;1;1
MDY6Q29tbWl0MjMyNTI5ODo5NWQ2YzcwMWY0Y2E3YzQ0ZGMxNDhkNjY0ZjYwNDU0MTI2NmEyMzMz;"Note that unlike fs_reclaim_acquire/release gfpflags_allow_blocking does
not consult the PF_MEMALLOC flags";1;0
MDY6Q29tbWl0MjMyNTI5ODo5NWQ2YzcwMWY0Y2E3YzQ0ZGMxNDhkNjY0ZjYwNDU0MTI2NmEyMzMz;" But there is no flag equivalent for
GFP_NOWAIT, hence this check can't go wrong due to
memalloc_no*_save/restore contexts";0;1
MDY6Q29tbWl0MjMyNTI5ODo5NWQ2YzcwMWY0Y2E3YzQ0ZGMxNDhkNjY0ZjYwNDU0MTI2NmEyMzMz;" Willy is working on a patch series
which might change this";0;0
MDY6Q29tbWl0MjMyNTI5ODo5NWQ2YzcwMWY0Y2E3YzQ0ZGMxNDhkNjY0ZjYwNDU0MTI2NmEyMzMz;"I think best would be if that updates gfpflags_allow_blocking(), since
there's a ton of callers all over the place for that already.";1;1
MDY6Q29tbWl0MjMyNTI5ODpkNDJmMzI0NWM3ZTI5OWUwMTcyMTNmYTAyOGMzMTkzMTZiY2RiN2Y0;mm: memcg: convert vmstat slab counters to bytes;1;0
MDY6Q29tbWl0MjMyNTI5ODpkNDJmMzI0NWM3ZTI5OWUwMTcyMTNmYTAyOGMzMTkzMTZiY2RiN2Y0;"In order to prepare for per-object slab memory accounting, convert
NR_SLAB_RECLAIMABLE and NR_SLAB_UNRECLAIMABLE vmstat items to bytes";1;0
MDY6Q29tbWl0MjMyNTI5ODpkNDJmMzI0NWM3ZTI5OWUwMTcyMTNmYTAyOGMzMTkzMTZiY2RiN2Y0;"To make it obvious, rename them to NR_SLAB_RECLAIMABLE_B and
NR_SLAB_UNRECLAIMABLE_B (similar to NR_KERNEL_STACK_KB)";1;0
MDY6Q29tbWl0MjMyNTI5ODpkNDJmMzI0NWM3ZTI5OWUwMTcyMTNmYTAyOGMzMTkzMTZiY2RiN2Y0;"Internally global and per-node counters are stored in pages, however memcg
and lruvec counters are stored in bytes";0;0
MDY6Q29tbWl0MjMyNTI5ODpkNDJmMzI0NWM3ZTI5OWUwMTcyMTNmYTAyOGMzMTkzMTZiY2RiN2Y0;" This scheme may look weird, but
only for now";1;0
MDY6Q29tbWl0MjMyNTI5ODpkNDJmMzI0NWM3ZTI5OWUwMTcyMTNmYTAyOGMzMTkzMTZiY2RiN2Y0;" As soon as slab pages will be shared between multiple
cgroups, global and node counters will reflect the total number of slab
pages";1;1
MDY6Q29tbWl0MjMyNTI5ODpkNDJmMzI0NWM3ZTI5OWUwMTcyMTNmYTAyOGMzMTkzMTZiY2RiN2Y0;" However memcg and lruvec counters will be used for per-memcg slab
memory tracking, which will take separate kernel objects in the account";0;0
MDY6Q29tbWl0MjMyNTI5ODpkNDJmMzI0NWM3ZTI5OWUwMTcyMTNmYTAyOGMzMTkzMTZiY2RiN2Y0;"Keeping global and node counters in pages helps to avoid additional
overhead";0;0
MDY6Q29tbWl0MjMyNTI5ODpkNDJmMzI0NWM3ZTI5OWUwMTcyMTNmYTAyOGMzMTkzMTZiY2RiN2Y0;"The size of slab memory shouldn't exceed 4Gb on 32-bit machines, so it
will fit into atomic_long_t we use for vmstats.";1;1
MDY6Q29tbWl0MjMyNTI5ODpmZDdjYjU3NTNlZjQ5OTY0ZWE5ZGI1MTIxYzNmYzlhNGVjMjFlZDhl;mm/sl[uo]b: export __kmalloc_track(_node)_caller;0;0
MDY6Q29tbWl0MjMyNTI5ODpmZDdjYjU3NTNlZjQ5OTY0ZWE5ZGI1MTIxYzNmYzlhNGVjMjFlZDhl;"slab does this already, and I want to use this in a memory allocation
tracker in drm for stuff that's tied to the lifetime of a drm_device,
not the underlying struct device";1;1
MDY6Q29tbWl0MjMyNTI5ODpmZDdjYjU3NTNlZjQ5OTY0ZWE5ZGI1MTIxYzNmYzlhNGVjMjFlZDhl;Kinda like devres, but for drm.;1;0
MDY6Q29tbWl0MjMyNTI5ODo1OWJiNDc5ODVjMWRiMjI5Y2NmZjhjNWRlZWJlY2Q1NGZjNzdkMmE5;mm, sl[aou]b: guarantee natural alignment for kmalloc(power-of-two);1;0
MDY6Q29tbWl0MjMyNTI5ODo1OWJiNDc5ODVjMWRiMjI5Y2NmZjhjNWRlZWJlY2Q1NGZjNzdkMmE5;"In most configurations, kmalloc() happens to return naturally aligned
(i.e";0;0
MDY6Q29tbWl0MjMyNTI5ODo1OWJiNDc5ODVjMWRiMjI5Y2NmZjhjNWRlZWJlY2Q1NGZjNzdkMmE5; aligned to the block size itself) blocks for power of two sizes;0;0
MDY6Q29tbWl0MjMyNTI5ODo1OWJiNDc5ODVjMWRiMjI5Y2NmZjhjNWRlZWJlY2Q1NGZjNzdkMmE5;"That means some kmalloc() users might unknowingly rely on that
alignment, until stuff breaks when the kernel is built with e.g";0;0
MDY6Q29tbWl0MjMyNTI5ODo1OWJiNDc5ODVjMWRiMjI5Y2NmZjhjNWRlZWJlY2Q1NGZjNzdkMmE5;CONFIG_SLUB_DEBUG or CONFIG_SLOB, and blocks stop being aligned;1;1
MDY6Q29tbWl0MjMyNTI5ODo1OWJiNDc5ODVjMWRiMjI5Y2NmZjhjNWRlZWJlY2Q1NGZjNzdkMmE5;" Then
developers have to devise workaround such as own kmem caches with
specified alignment [1], which is not always practical, as recently
evidenced in [2]";1;0
MDY6Q29tbWl0MjMyNTI5ODo1OWJiNDc5ODVjMWRiMjI5Y2NmZjhjNWRlZWJlY2Q1NGZjNzdkMmE5;The topic has been discussed at LSF/MM 2019 [3];0;0
MDY6Q29tbWl0MjMyNTI5ODo1OWJiNDc5ODVjMWRiMjI5Y2NmZjhjNWRlZWJlY2Q1NGZjNzdkMmE5;" Adding a
'kmalloc_aligned()' variant would not help with code unknowingly relying
on the implicit alignment";0;0
MDY6Q29tbWl0MjMyNTI5ODo1OWJiNDc5ODVjMWRiMjI5Y2NmZjhjNWRlZWJlY2Q1NGZjNzdkMmE5;" For slab implementations it would either
require creating more kmalloc caches, or allocate a larger size and only
give back part of it";1;0
MDY6Q29tbWl0MjMyNTI5ODo1OWJiNDc5ODVjMWRiMjI5Y2NmZjhjNWRlZWJlY2Q1NGZjNzdkMmE5;" That would be wasteful, especially with a generic
alignment parameter (in contrast with a fixed alignment to size)";1;0
MDY6Q29tbWl0MjMyNTI5ODo1OWJiNDc5ODVjMWRiMjI5Y2NmZjhjNWRlZWJlY2Q1NGZjNzdkMmE5;"Ideally we should provide to mm users what they need without difficult
workarounds or own reimplementations, so let's make the kmalloc()
alignment to size explicitly guaranteed for power-of-two sizes under all
configurations";1;1
MDY6Q29tbWl0MjMyNTI5ODo1OWJiNDc5ODVjMWRiMjI5Y2NmZjhjNWRlZWJlY2Q1NGZjNzdkMmE5;" What this means for the three available allocators?
  implicitly provided alignment could be compromised with
  CONFIG_DEBUG_SLAB due to redzoning, however SLAB disables redzoning for
  caches with alignment larger than unsigned long long";0;1
MDY6Q29tbWl0MjMyNTI5ODo1OWJiNDc5ODVjMWRiMjI5Y2NmZjhjNWRlZWJlY2Q1NGZjNzdkMmE5;" Practically on at
  least x86 this includes kmalloc caches as they use cache line alignment,
  which is larger than that";0;1
MDY6Q29tbWl0MjMyNTI5ODo1OWJiNDc5ODVjMWRiMjI5Y2NmZjhjNWRlZWJlY2Q1NGZjNzdkMmE5;" Still, this patch ensures alignment on all
  arches and cache sizes";1;1
MDY6Q29tbWl0MjMyNTI5ODo1OWJiNDc5ODVjMWRiMjI5Y2NmZjhjNWRlZWJlY2Q1NGZjNzdkMmE5;  CONFIG_SLUB_DEBUG and boot parameter for the particular kmalloc cache;1;1
MDY6Q29tbWl0MjMyNTI5ODo1OWJiNDc5ODVjMWRiMjI5Y2NmZjhjNWRlZWJlY2Q1NGZjNzdkMmE5;"  With this patch, explicit alignment is guaranteed with redzoning as
  well";0;1
MDY6Q29tbWl0MjMyNTI5ODo1OWJiNDc5ODVjMWRiMjI5Y2NmZjhjNWRlZWJlY2Q1NGZjNzdkMmE5;" This will result in more memory being wasted, but that should be
  acceptable in a debugging scenario";0;1
MDY6Q29tbWl0MjMyNTI5ODo1OWJiNDc5ODVjMWRiMjI5Y2NmZjhjNWRlZWJlY2Q1NGZjNzdkMmE5;  kmalloc();0;0
MDY6Q29tbWl0MjMyNTI5ODo1OWJiNDc5ODVjMWRiMjI5Y2NmZjhjNWRlZWJlY2Q1NGZjNzdkMmE5; The potential downside is increased fragmentation;1;0
MDY6Q29tbWl0MjMyNTI5ODo1OWJiNDc5ODVjMWRiMjI5Y2NmZjhjNWRlZWJlY2Q1NGZjNzdkMmE5;" While
  pathological allocation scenarios are certainly possible, in my testing,
  after booting a x86_64 kernel+userspace with virtme, around 16MB memory
  was consumed by slab pages both before and after the patch, with
  difference in the noise.";0;0
MDY6Q29tbWl0MjMyNTI5ODo2YTQ4NmMwYWQ0ZGNkZWUzOTQ2ODQyYzY0ODg0ZDI5NzhiZmUyNjAy;mm, sl[ou]b: improve memory accounting;1;1
MDY6Q29tbWl0MjMyNTI5ODo2YTQ4NmMwYWQ0ZGNkZWUzOTQ2ODQyYzY0ODg0ZDI5NzhiZmUyNjAy;"Patch series ""guarantee natural alignment for kmalloc()"", v2";0;1
MDY6Q29tbWl0MjMyNTI5ODo2YTQ4NmMwYWQ0ZGNkZWUzOTQ2ODQyYzY0ODg0ZDI5NzhiZmUyNjAy;This patch (of 2);1;0
MDY6Q29tbWl0MjMyNTI5ODo2YTQ4NmMwYWQ0ZGNkZWUzOTQ2ODQyYzY0ODg0ZDI5NzhiZmUyNjAy;"SLOB currently doesn't account its pages at all, so in /proc/meminfo the
Slab field shows zero";1;0
MDY6Q29tbWl0MjMyNTI5ODo2YTQ4NmMwYWQ0ZGNkZWUzOTQ2ODQyYzY0ODg0ZDI5NzhiZmUyNjAy;" Modifying a counter on page allocation and
freeing should be acceptable even for the small system scenarios SLOB is
intended for";1;1
MDY6Q29tbWl0MjMyNTI5ODo2YTQ4NmMwYWQ0ZGNkZWUzOTQ2ODQyYzY0ODg0ZDI5NzhiZmUyNjAy;" Since reclaimable caches are not separated in SLOB,
account everything as unreclaimable";0;0
MDY6Q29tbWl0MjMyNTI5ODo2YTQ4NmMwYWQ0ZGNkZWUzOTQ2ODQyYzY0ODg0ZDI5NzhiZmUyNjAy;"SLUB currently doesn't account kmalloc() and kmalloc_node() allocations
larger than order-1 page, that are passed directly to the page
allocator";0;1
MDY6Q29tbWl0MjMyNTI5ODo2YTQ4NmMwYWQ0ZGNkZWUzOTQ2ODQyYzY0ODg0ZDI5NzhiZmUyNjAy;" As they also don't appear in /proc/slabinfo, it might look
like a memory leak";1;1
MDY6Q29tbWl0MjMyNTI5ODo2YTQ4NmMwYWQ0ZGNkZWUzOTQ2ODQyYzY0ODg0ZDI5NzhiZmUyNjAy; For consistency, account them as well;1;0
MDY6Q29tbWl0MjMyNTI5ODo2YTQ4NmMwYWQ0ZGNkZWUzOTQ2ODQyYzY0ODg0ZDI5NzhiZmUyNjAy;" (SLAB
doesn't actually use page allocator directly, so no change there)";1;1
MDY6Q29tbWl0MjMyNTI5ODo2YTQ4NmMwYWQ0ZGNkZWUzOTQ2ODQyYzY0ODg0ZDI5NzhiZmUyNjAy;"Ideally SLOB and SLUB would be handled in separate patches, but due to
implementations, it's easier to patch both at once to prevent
inconsistencies.";1;0
MDY6Q29tbWl0MjMyNTI5ODphNTBiODU0ZTA3M2NkMzMzNWJiYmFkYThkY2ZmODNhODU3Mjk3ZGQ3;mm: introduce page_size();1;0
MDY6Q29tbWl0MjMyNTI5ODphNTBiODU0ZTA3M2NkMzMzNWJiYmFkYThkY2ZmODNhODU3Mjk3ZGQ3;"Patch series ""Make working with compound pages easier"", v2";1;1
MDY6Q29tbWl0MjMyNTI5ODphNTBiODU0ZTA3M2NkMzMzNWJiYmFkYThkY2ZmODNhODU3Mjk3ZGQ3;"These three patches add three helpers and convert the appropriate
places to use them";1;1
MDY6Q29tbWl0MjMyNTI5ODphNTBiODU0ZTA3M2NkMzMzNWJiYmFkYThkY2ZmODNhODU3Mjk3ZGQ3;This patch (of 3);1;0
MDY6Q29tbWl0MjMyNTI5ODphNTBiODU0ZTA3M2NkMzMzNWJiYmFkYThkY2ZmODNhODU3Mjk3ZGQ3;It's unnecessarily hard to find out the size of a potentially huge page;1;1
MDY6Q29tbWl0MjMyNTI5ODphNTBiODU0ZTA3M2NkMzMzNWJiYmFkYThkY2ZmODNhODU3Mjk3ZGQ3;Replace 'PAGE_SIZE << compound_order(page)' with page_size(page).;1;0
MDY6Q29tbWl0MjMyNTI5ODoxMGQxZjhjYjM5NjVhNmY2MzNiZjIzZWI5ODRjZGE1NTI5MjdlM2E1;mm/slab: refactor common ksize KASAN logic into slab_common.c;1;0
MDY6Q29tbWl0MjMyNTI5ODoxMGQxZjhjYjM5NjVhNmY2MzNiZjIzZWI5ODRjZGE1NTI5MjdlM2E1;"This refactors common code of ksize() between the various allocators into
slab_common.c: __ksize() is the allocator-specific implementation without
instrumentation, whereas ksize() includes the required KASAN logic.";1;0
MDY6Q29tbWl0MjMyNTI5ODphZGFiN2I2ODE4OWQxNDUwNGU5ZjY5MGVlN2ViN2U5OGFmNjgzMDFi;slob: use slab_list instead of lru;1;0
MDY6Q29tbWl0MjMyNTI5ODphZGFiN2I2ODE4OWQxNDUwNGU5ZjY5MGVlN2ViN2U5OGFmNjgzMDFi;Currently we use the page->lru list for maintaining lists of slabs;0;0
MDY6Q29tbWl0MjMyNTI5ODphZGFiN2I2ODE4OWQxNDUwNGU5ZjY5MGVlN2ViN2U5OGFmNjgzMDFi;" We
have a list_head in the page structure (slab_list) that can be used for
this purpose";0;0
MDY6Q29tbWl0MjMyNTI5ODphZGFiN2I2ODE4OWQxNDUwNGU5ZjY5MGVlN2ViN2U5OGFmNjgzMDFi;" Doing so makes the code cleaner since we are not
overloading the lru list";0;1
MDY6Q29tbWl0MjMyNTI5ODphZGFiN2I2ODE4OWQxNDUwNGU5ZjY5MGVlN2ViN2U5OGFmNjgzMDFi;"The slab_list is part of a union within the page struct (included here
stripped down)";1;0
MDY6Q29tbWl0MjMyNTI5ODphZGFiN2I2ODE4OWQxNDUwNGU5ZjY5MGVlN2ViN2U5OGFmNjgzMDFi;"	union {
		struct {
			union {
Here we see that slab_list and lru are the same bits";1;1
MDY6Q29tbWl0MjMyNTI5ODphZGFiN2I2ODE4OWQxNDUwNGU5ZjY5MGVlN2ViN2U5OGFmNjgzMDFi;" We can verify that
this change is safe to do by examining the object file produced from
slob.c before and after this patch is applied";1;1
MDY6Q29tbWl0MjMyNTI5ODphZGFiN2I2ODE4OWQxNDUwNGU5ZjY5MGVlN2ViN2U5OGFmNjgzMDFi;Steps taken to verify;0;1
MDY6Q29tbWl0MjMyNTI5ODphZGFiN2I2ODE4OWQxNDUwNGU5ZjY5MGVlN2ViN2U5OGFmNjgzMDFi; 1;0;0
MDY6Q29tbWl0MjMyNTI5ODphZGFiN2I2ODE4OWQxNDUwNGU5ZjY5MGVlN2ViN2U5OGFmNjgzMDFi;"checkout current tip of Linus' tree
    commit a667cb7a94d4 (""Merge branch 'akpm' (patches from Andrew)"")
 2";1;0
MDY6Q29tbWl0MjMyNTI5ODphZGFiN2I2ODE4OWQxNDUwNGU5ZjY5MGVlN2ViN2U5OGFmNjgzMDFi;"configure and build (select SLOB allocator)
    CONFIG_SLOB=y
    CONFIG_SLAB_MERGE_DEFAULT=y
 3";1;1
MDY6Q29tbWl0MjMyNTI5ODphZGFiN2I2ODE4OWQxNDUwNGU5ZjY5MGVlN2ViN2U5OGFmNjgzMDFi;"dissasemble object file `objdump -dr mm/slub.o > before.s
 4";1;0
MDY6Q29tbWl0MjMyNTI5ODphZGFiN2I2ODE4OWQxNDUwNGU5ZjY5MGVlN2ViN2U5OGFmNjgzMDFi;"apply patch
 5";1;0
MDY6Q29tbWl0MjMyNTI5ODphZGFiN2I2ODE4OWQxNDUwNGU5ZjY5MGVlN2ViN2U5OGFmNjgzMDFi;"build
 6";1;1
MDY6Q29tbWl0MjMyNTI5ODphZGFiN2I2ODE4OWQxNDUwNGU5ZjY5MGVlN2ViN2U5OGFmNjgzMDFi;"dissasemble object file `objdump -dr mm/slub.o > after.s
 7";1;0
MDY6Q29tbWl0MjMyNTI5ODphZGFiN2I2ODE4OWQxNDUwNGU5ZjY5MGVlN2ViN2U5OGFmNjgzMDFi;"diff before.s after.s
Use slab_list list_head instead of the lru list_head for maintaining
lists of slabs.";1;1
MDY6Q29tbWl0MjMyNTI5ODoxMzBlOGUwOWUyNjc1YmJjNDg0NTgxODI1ZmUyOWUyZTVhNmI4YjBh;slob: respect list_head abstraction layer;1;0
MDY6Q29tbWl0MjMyNTI5ODoxMzBlOGUwOWUyNjc1YmJjNDg0NTgxODI1ZmUyOWUyZTVhNmI4YjBh;Currently we reach inside the list_head;0;0
MDY6Q29tbWl0MjMyNTI5ODoxMzBlOGUwOWUyNjc1YmJjNDg0NTgxODI1ZmUyOWUyZTVhNmI4YjBh;" This is a violation of the layer
of abstraction provided by the list_head";1;0
MDY6Q29tbWl0MjMyNTI5ODoxMzBlOGUwOWUyNjc1YmJjNDg0NTgxODI1ZmUyOWUyZTVhNmI4YjBh; It makes the code fragile;1;0
MDY6Q29tbWl0MjMyNTI5ODoxMzBlOGUwOWUyNjc1YmJjNDg0NTgxODI1ZmUyOWUyZTVhNmI4YjBh;More importantly it makes the code wicked hard to understand;0;1
MDY6Q29tbWl0MjMyNTI5ODoxMzBlOGUwOWUyNjc1YmJjNDg0NTgxODI1ZmUyOWUyZTVhNmI4YjBh;"The code reaches into the list_head structure to counteract the fact that
the list _may_ have been changed during slob_page_alloc()";1;0
MDY6Q29tbWl0MjMyNTI5ODoxMzBlOGUwOWUyNjc1YmJjNDg0NTgxODI1ZmUyOWUyZTVhNmI4YjBh;" Instead of
this we can add a return parameter to slob_page_alloc() to signal that the
list was modified (list_del() called with page->lru to remove page from
the freelist)";1;1
MDY6Q29tbWl0MjMyNTI5ODoxMzBlOGUwOWUyNjc1YmJjNDg0NTgxODI1ZmUyOWUyZTVhNmI4YjBh;"This code is concerned with an optimisation that counters the tendency for
first fit allocation algorithm to fragment memory into many small chunks
at the front of the memory pool";0;0
MDY6Q29tbWl0MjMyNTI5ODoxMzBlOGUwOWUyNjc1YmJjNDg0NTgxODI1ZmUyOWUyZTVhNmI4YjBh;" Since the page is only removed from the
list when an allocation uses _all_ the remaining memory in the page then
in this special case fragmentation does not occur and we therefore do not
need the optimisation";0;1
MDY6Q29tbWl0MjMyNTI5ODoxMzBlOGUwOWUyNjc1YmJjNDg0NTgxODI1ZmUyOWUyZTVhNmI4YjBh;"Add a return parameter to slob_page_alloc() to signal that the allocation
used up the whole page and that the page was removed from the free list";1;1
MDY6Q29tbWl0MjMyNTI5ODoxMzBlOGUwOWUyNjc1YmJjNDg0NTgxODI1ZmUyOWUyZTVhNmI4YjBh;"After calling slob_page_alloc() check the return value just added and only
attempt optimisation if the page is still on the list";1;0
MDY6Q29tbWl0MjMyNTI5ODoxMzBlOGUwOWUyNjc1YmJjNDg0NTgxODI1ZmUyOWUyZTVhNmI4YjBh;"Use list_head API instead of reaching into the list_head structure to
check if sp is at the front of the list.";1;0
MDY6Q29tbWl0MjMyNTI5ODoxMjgyMjdlN2ZlNDA4N2I2MGYxYmQzMWY3NjJlNjEyMzdlYjIzNzkw;slab: __GFP_ZERO is incompatible with a constructor;1;0
MDY6Q29tbWl0MjMyNTI5ODoxMjgyMjdlN2ZlNDA4N2I2MGYxYmQzMWY3NjJlNjEyMzdlYjIzNzkw;"__GFP_ZERO requests that the object be initialised to all-zeroes, while
the purpose of a constructor is to initialise an object to a particular
pattern";0;1
MDY6Q29tbWl0MjMyNTI5ODoxMjgyMjdlN2ZlNDA4N2I2MGYxYmQzMWY3NjJlNjEyMzdlYjIzNzkw; We cannot do both;0;1
MDY6Q29tbWl0MjMyNTI5ODoxMjgyMjdlN2ZlNDA4N2I2MGYxYmQzMWY3NjJlNjEyMzdlYjIzNzkw;" Add a warning to catch any users who
mistakenly pass a __GFP_ZERO flag when allocating a slab with a
constructor.";1;0
MDY6Q29tbWl0MjMyNTI5ODpkNTAxMTJlZGRlMWQwYzYyMTUyMGU1Mzc0NzA0NDAwOWYxMWM2NTZi;slab, slub, slob: add slab_flags_t;1;0
MDY6Q29tbWl0MjMyNTI5ODpkNTAxMTJlZGRlMWQwYzYyMTUyMGU1Mzc0NzA0NDAwOWYxMWM2NTZi;"Add sparse-checked slab_flags_t for struct kmem_cache::flags (SLAB_POISON,
etc)";1;0
MDY6Q29tbWl0MjMyNTI5ODpkNTAxMTJlZGRlMWQwYzYyMTUyMGU1Mzc0NzA0NDAwOWYxMWM2NTZi;"SLAB is bloated temporarily by switching to ""unsigned long"", but only
temporarily.";0;0
MDY6Q29tbWl0MjMyNTI5ODo5Zjg4ZmFlZTNmZjdkNmU4YjA5YzlkMjNiN2Q0YWMwYzE1YTNlYWU5;mm/slob.c: remove an unnecessary check for __GFP_ZERO;1;1
MDY6Q29tbWl0MjMyNTI5ODo5Zjg4ZmFlZTNmZjdkNmU4YjA5YzlkMjNiN2Q0YWMwYzE1YTNlYWU5;"Current flow guarantees a valid pointer when handling the __GFP_ZERO
case";0;1
MDY6Q29tbWl0MjMyNTI5ODo5Zjg4ZmFlZTNmZjdkNmU4YjA5YzlkMjNiN2Q0YWMwYzE1YTNlYWU5; So remove the unnecessary NULL pointer check.;1;1
MDY6Q29tbWl0MjMyNTI5ODpiMjQ0MTMxODBmNTYwMGJjYjNiYjcwZmJlZDVjZjE4NmI2MDg2NGJk;License cleanup: add SPDX GPL-2.0 license identifier to files with no license;1;1
MDY6Q29tbWl0MjMyNTI5ODpiMjQ0MTMxODBmNTYwMGJjYjNiYjcwZmJlZDVjZjE4NmI2MDg2NGJk;"Many source files in the tree are missing licensing information, which
makes it harder for compliance tools to determine the correct license";0;1
MDY6Q29tbWl0MjMyNTI5ODpiMjQ0MTMxODBmNTYwMGJjYjNiYjcwZmJlZDVjZjE4NmI2MDg2NGJk;"By default all files without license information are under the default
license of the kernel, which is GPL version 2";0;0
MDY6Q29tbWl0MjMyNTI5ODpiMjQ0MTMxODBmNTYwMGJjYjNiYjcwZmJlZDVjZjE4NmI2MDg2NGJk;"Update the files which contain no license information with the 'GPL-2.0'
SPDX license identifier";1;0
MDY6Q29tbWl0MjMyNTI5ODpiMjQ0MTMxODBmNTYwMGJjYjNiYjcwZmJlZDVjZjE4NmI2MDg2NGJk;" The SPDX identifier is a legally binding
shorthand, which can be used instead of the full boiler plate text";1;0
MDY6Q29tbWl0MjMyNTI5ODpiMjQ0MTMxODBmNTYwMGJjYjNiYjcwZmJlZDVjZjE4NmI2MDg2NGJk;"This patch is based on work done by Thomas Gleixner and Kate Stewart and
Philippe Ombredanne";0;1
MDY6Q29tbWl0MjMyNTI5ODpiMjQ0MTMxODBmNTYwMGJjYjNiYjcwZmJlZDVjZjE4NmI2MDg2NGJk;How this work was done;1;1
MDY6Q29tbWl0MjMyNTI5ODpiMjQ0MTMxODBmNTYwMGJjYjNiYjcwZmJlZDVjZjE4NmI2MDg2NGJk;"Patches were generated and checked against linux-4.14-rc6 for a subset of
the use cases";1;0
MDY6Q29tbWl0MjMyNTI5ODpiMjQ0MTMxODBmNTYwMGJjYjNiYjcwZmJlZDVjZjE4NmI2MDg2NGJk; - file had no licensing information it it;1;0
MDY6Q29tbWl0MjMyNTI5ODpiMjQ0MTMxODBmNTYwMGJjYjNiYjcwZmJlZDVjZjE4NmI2MDg2NGJk;" - file was a */uapi/* one with no licensing information in it,
 - file was a */uapi/* one with existing licensing information,
Further patches will be generated in subsequent months to fix up cases
where non-standard license headers were used, and references to license
had to be inferred by heuristics based on keywords";0;1
MDY6Q29tbWl0MjMyNTI5ODpiMjQ0MTMxODBmNTYwMGJjYjNiYjcwZmJlZDVjZjE4NmI2MDg2NGJk;"The analysis to determine which SPDX License Identifier to be applied to
a file was done in a spreadsheet of side by side results from of the
output of two independent scanners (ScanCode & Windriver) producing SPDX
tag:value files created by Philippe Ombredanne";0;1
MDY6Q29tbWl0MjMyNTI5ODpiMjQ0MTMxODBmNTYwMGJjYjNiYjcwZmJlZDVjZjE4NmI2MDg2NGJk;" Philippe prepared the
base worksheet, and did an initial spot review of a few 1000 files";0;0
MDY6Q29tbWl0MjMyNTI5ODpiMjQ0MTMxODBmNTYwMGJjYjNiYjcwZmJlZDVjZjE4NmI2MDg2NGJk;"The 4.13 kernel was the starting point of the analysis with 60,537 files
assessed";1;0
MDY6Q29tbWl0MjMyNTI5ODpiMjQ0MTMxODBmNTYwMGJjYjNiYjcwZmJlZDVjZjE4NmI2MDg2NGJk;" Kate Stewart did a file by file comparison of the scanner
to be applied to the file";1;1
MDY6Q29tbWl0MjMyNTI5ODpiMjQ0MTMxODBmNTYwMGJjYjNiYjcwZmJlZDVjZjE4NmI2MDg2NGJk;"She confirmed any determination that was not
immediately clear with lawyers working with the Linux Foundation";0;0
MDY6Q29tbWl0MjMyNTI5ODpiMjQ0MTMxODBmNTYwMGJjYjNiYjcwZmJlZDVjZjE4NmI2MDg2NGJk;Criteria used to select files for SPDX license identifier tagging was;0;1
MDY6Q29tbWl0MjMyNTI5ODpiMjQ0MTMxODBmNTYwMGJjYjNiYjcwZmJlZDVjZjE4NmI2MDg2NGJk; - Files considered eligible had to be source code files;0;0
