commit ID;text;predicted_decision;predicted_rationale
MDY6Q29tbWl0MjMyNTI5ODpjOTQyZmRkZjg3OTNiMjAxM2JlOGM5MDFiNDdkMGE4ZGMwMmJmOTlm;"  this program is free software you can redistribute it and or modify
  it under the terms of the gnu general public license as published by
  the free software foundation either version 2 of the license or at
  your option any later version this program is distributed in the
  hope that it will be useful but without any warranty without even
  the implied warranty of merchantability or fitness for a particular
  purpose see the gnu general public license for more details
  this program is free software you can redistribute it and or modify
  it under the terms of the gnu general public license as published by
  the free software foundation either version 2 of the license or at
  your option any later version [author] [kishon] [vijay] [abraham]
  [i] [kishon]@[ti] [com] this program is distributed in the hope that
  it will be useful but without any warranty without even the implied
  warranty of merchantability or fitness for a particular purpose see
  the gnu general public license for more details
  this program is free software you can redistribute it and or modify
  it under the terms of the gnu general public license as published by
  the free software foundation either version 2 of the license or at
  your option any later version [author] [graeme] [gregory]
  [gg]@[slimlogic] [co] [uk] [author] [kishon] [vijay] [abraham] [i]
  [kishon]@[ti] [com] [based] [on] [twl6030]_[usb] [c] [author] [hema]
  [hk] [hemahk]@[ti] [com] this program is distributed in the hope
  that it will be useful but without any warranty without even the
  implied warranty of merchantability or fitness for a particular
  purpose see the gnu general public license for more details
extracted by the scancode license scanner the SPDX license identifier
  GPL-2.0-or-later
has been chosen to replace the boilerplate/reference in 1105 file(s).";0;0
MDY6Q29tbWl0MjMyNTI5ODoxM2U5NjIxNDBiZTY3MWYzMWEwMTE1NDNmMTE0NzdhZjY3YTZjMzNl;ACPI: button: reinitialize button state upon resume;0;0
MDY6Q29tbWl0MjMyNTI5ODoxM2U5NjIxNDBiZTY3MWYzMWEwMTE1NDNmMTE0NzdhZjY3YTZjMzNl;"With commit dfa46c50f65b (""ACPI / button: Fix an issue in
button.lid_init_state=ignore mode""), the lid device is considered to be
not compliant to SW_LID if the Lid state is unchanged when updating it";1;0
MDY6Q29tbWl0MjMyNTI5ODoxM2U5NjIxNDBiZTY3MWYzMWEwMTE1NDNmMTE0NzdhZjY3YTZjMzNl;"This is not wrong, but we overlooked the resume case, where Lid state is
updated unconditionally in the button driver .resume() callback";1;1
MDY6Q29tbWl0MjMyNTI5ODoxM2U5NjIxNDBiZTY3MWYzMWEwMTE1NDNmMTE0NzdhZjY3YTZjMzNl;"And this
results in warning message ""ACPI: button: The lid device is not compliant
to  SW_LID."" after resume, if the machine is suspended with Lid opened and
then resumed with Lid opened";0;1
MDY6Q29tbWl0MjMyNTI5ODoxM2U5NjIxNDBiZTY3MWYzMWEwMTE1NDNmMTE0NzdhZjY3YTZjMzNl;"Fix this by flushing the cached lid state before updating the Lid device
in .resume() callback";1;1
MDY6Q29tbWl0MjMyNTI5ODoxM2U5NjIxNDBiZTY3MWYzMWEwMTE1NDNmMTE0NzdhZjY3YTZjMzNl;"Fixes: dfa46c50f65b (""ACPI / button: Fix an issue in button.lid_init_state=ignore mode"")
Reported-and-tested-by: Zhao Lijian <lijian.zhao@intel.com>";1;1
MDY6Q29tbWl0MjMyNTI5ODoyYzRjMmE3MWJkNmY3NWMzOTgyYWMwOTQwNzg4OWIxMTA2NzNhYzgz;ACPI / button: fix defined but not used warning;1;1
MDY6Q29tbWl0MjMyNTI5ODoyYzRjMmE3MWJkNmY3NWMzOTgyYWMwOTQwNzg4OWIxMTA2NzNhYzgz;"Fix a build warning in the ACPI button driver when CONFIG_PROC_FS
is not enabled by marking the unused function as __maybe_unused";1;1
MDY6Q29tbWl0MjMyNTI5ODoyYzRjMmE3MWJkNmY3NWMzOTgyYWMwOTQwNzg4OWIxMTA2NzNhYzgz;../drivers/acpi/button.c:252:12: warning: 'acpi_button_state_seq_show' defined but not used [-Wunused-function];0;0
MDY6Q29tbWl0MjMyNTI5ODo3YzA1OGM3Yzc0YjNkYmViN2QxNTdjMjczOTU5Zjg3ZmFmNzEwMzUw;ACPI / button: increment wakeup count only when notified;1;1
MDY6Q29tbWl0MjMyNTI5ODo3YzA1OGM3Yzc0YjNkYmViN2QxNTdjMjczOTU5Zjg3ZmFmNzEwMzUw;"Because acpi_lid_initialize_state() is called on every system
resume and it triggers acpi_lid_notify_state() which invokes
acpi_pm_wakeup_event() for the lid device, the lid's wakeup count is
incremented even if the lid was not the source of the event that woke up
the system";0;0
MDY6Q29tbWl0MjMyNTI5ODo3YzA1OGM3Yzc0YjNkYmViN2QxNTdjMjczOTU5Zjg3ZmFmNzEwMzUw;"That behavior confuses user space deamons using
wakeup_count to identify the potential system wakeup source";1;0
MDY6Q29tbWl0MjMyNTI5ODo3YzA1OGM3Yzc0YjNkYmViN2QxNTdjMjczOTU5Zjg3ZmFmNzEwMzUw;"To avoid
the confusion, only trigger acpi_pm_wakeup_event() in the
acpi_button_notify() path and don't do that in the
acpi_lid_initialize_state() path.";1;1
MDY6Q29tbWl0MjMyNTI5ODozZjM5NDJhY2E2ZGEzNTFhMTI1NDNhYTc3NjQ2Nzc5MWI2M2IzYTc4;proc: introduce proc_create_single{,_data};1;0
MDY6Q29tbWl0MjMyNTI5ODozZjM5NDJhY2E2ZGEzNTFhMTI1NDNhYTc3NjQ2Nzc5MWI2M2IzYTc4;"Variants of proc_create{,_data} that directly take a seq_file show
callback and drastically reduces the boilerplate code in the callers";1;1
MDY6Q29tbWl0MjMyNTI5ODozZjM5NDJhY2E2ZGEzNTFhMTI1NDNhYTc3NjQ2Nzc5MWI2M2IzYTc4;All trivial callers converted over.;1;0
MDY6Q29tbWl0MjMyNTI5ODphYzFlNTViMWZkYjI3YzFiMDdhMGE2ZmU1MTlmMTI5MWZmMWU3ZDQw;ACPI / button: make module loadable when booted in non-ACPI mode;1;0
MDY6Q29tbWl0MjMyNTI5ODphYzFlNTViMWZkYjI3YzFiMDdhMGE2ZmU1MTlmMTI5MWZmMWU3ZDQw;"Modules such as nouveau.ko and i915.ko have a link time dependency on
acpi_lid_open(), and due to its use of acpi_bus_register_driver(),
the button.ko module that provides it is only loadable when booted in
ACPI mode";0;0
MDY6Q29tbWl0MjMyNTI5ODphYzFlNTViMWZkYjI3YzFiMDdhMGE2ZmU1MTlmMTI5MWZmMWU3ZDQw;"However, the ACPI button driver can be built into the core
kernel as well, in which case the dependency can always be satisfied,
and the dependent modules can be loaded regardless of whether the
system was booted in ACPI mode or not";1;0
MDY6Q29tbWl0MjMyNTI5ODphYzFlNTViMWZkYjI3YzFiMDdhMGE2ZmU1MTlmMTI5MWZmMWU3ZDQw;"So let's fix this asymmetry by making the ACPI button driver loadable
as a module even if not booted in ACPI mode, so it can provide the
acpi_lid_open() symbol in the same way as when built into the kernel.";1;1
MDY6Q29tbWl0MjMyNTI5ODo5ZTgxMWUxOWE3YWNhMTZkNDBlMWNlMGM2OGU5YmJmZmVhMWI5ODEw;ACPI: button: Add a LID switch blacklist and add 1 model to it;1;0
MDY6Q29tbWl0MjMyNTI5ODo5ZTgxMWUxOWE3YWNhMTZkNDBlMWNlMGM2OGU5YmJmZmVhMWI5ODEw;"The GP-electronic T701 tablet does not have a LID switch, but it
does define a LID device in its DSDT";0;0
MDY6Q29tbWl0MjMyNTI5ODo5ZTgxMWUxOWE3YWNhMTZkNDBlMWNlMGM2OGU5YmJmZmVhMWI5ODEw;"The _LID method points to
the ""\\_SB.GPO2"" pin 0x18 GPIO with a pull setting of ""PullDefault"",
which leaves the pin floating";1;0
MDY6Q29tbWl0MjMyNTI5ODo5ZTgxMWUxOWE3YWNhMTZkNDBlMWNlMGM2OGU5YmJmZmVhMWI5ODEw;"This causes the ACPI button driver to cause spurious LID closed events,
causing the device to suspend while the user is using it";0;1
MDY6Q29tbWl0MjMyNTI5ODo5ZTgxMWUxOWE3YWNhMTZkNDBlMWNlMGM2OGU5YmJmZmVhMWI5ODEw;"There is
nothing the ACPI button driver (or the gpio code) can do to fix this,
so the only solution is to add a DMI based blacklist and ignore the LID
device on these tablets.";1;1
MDY6Q29tbWl0MjMyNTI5ODphZTM1ZDY1NmQ3OTZmYTIwMzc4NzQ1NWNlNTk4NzRjNjY4MmRjMGNm;ACPI: button: Add a debug message when we're sending a LID event;1;0
MDY6Q29tbWl0MjMyNTI5ODphZTM1ZDY1NmQ3OTZmYTIwMzc4NzQ1NWNlNTk4NzRjNjY4MmRjMGNm;"I've been debugging some spurious suspend issues on various devices,
at least on some devices these spurious suspends are caused by surious
LID closed events being send to userspace";0;0
MDY6Q29tbWl0MjMyNTI5ODphZTM1ZDY1NmQ3OTZmYTIwMzc4NzQ1NWNlNTk4NzRjNjY4MmRjMGNm;Running e.g;0;0
MDY6Q29tbWl0MjMyNTI5ODphZTM1ZDY1NmQ3OTZmYTIwMzc4NzQ1NWNlNTk4NzRjNjY4MmRjMGNm;"evemu-record after noticing a spurious suspend is too late
to detect that a LID closed event it the (probable) cause of this";1;1
MDY6Q29tbWl0MjMyNTI5ODphZTM1ZDY1NmQ3OTZmYTIwMzc4NzQ1NWNlNTk4NzRjNjY4MmRjMGNm;This commit adds an acpi_handle_debug call to help debugging this.;1;1
MDY6Q29tbWl0MjMyNTI5ODo4NGQzZjZiNzY0NDc4OTY5MTljNjNiMjhhZDcxZjcxMjM4Y2VmY2Nl;ACPI / button: Delay acpi_lid_initialize_state() until first user space open;0;0
MDY6Q29tbWl0MjMyNTI5ODo4NGQzZjZiNzY0NDc4OTY5MTljNjNiMjhhZDcxZjcxMjM4Y2VmY2Nl;"ACPI _LID methods may depend on OpRegions and do not always handle
handlers for those OpRegions not being present properly e.g";0;0
MDY6Q29tbWl0MjMyNTI5ODo4NGQzZjZiNzY0NDc4OTY5MTljNjNiMjhhZDcxZjcxMjM4Y2VmY2Nl;;0;0
MDY6Q29tbWl0MjMyNTI5ODo4NGQzZjZiNzY0NDc4OTY5MTljNjNiMjhhZDcxZjcxMjM4Y2VmY2Nl;"            Method (_LID, 0, NotSerialized)  // _LID: Lid Status
                If ((^^I2C5.PMI1.AVBL == One) && (^^GPO2.AVBL == One))
Note the missing Return (1) when either of the OpRegions is not available,
this causes (in this case) a report of the lid-switch being closed,
which causes userspace to do an immediate suspend at boot";0;1
MDY6Q29tbWl0MjMyNTI5ODo4NGQzZjZiNzY0NDc4OTY5MTljNjNiMjhhZDcxZjcxMjM4Y2VmY2Nl;"This commit delays getting the initial state and thus calling _LID for
the first time until userspace opens the /dev/input/event# node";0;1
MDY6Q29tbWl0MjMyNTI5ODo4NGQzZjZiNzY0NDc4OTY5MTljNjNiMjhhZDcxZjcxMjM4Y2VmY2Nl;"This
ensures that all drivers will have had a chance to load and registerer
their OpRegions before the first _LID call, fixing this issue.";0;0
MDY6Q29tbWl0MjMyNTI5ODplNGRjYTdiN2FhMDhiMjI4OTNjNDU0ODVkMjIyYjU4MDdjMTM3NWFl;treewide: Fix function prototypes for module_param_call();1;1
MDY6Q29tbWl0MjMyNTI5ODplNGRjYTdiN2FhMDhiMjI4OTNjNDU0ODVkMjIyYjU4MDdjMTM3NWFl;"Several function prototypes for the set/get functions defined by
module_param_call() have a slightly wrong argument types";0;1
MDY6Q29tbWl0MjMyNTI5ODplNGRjYTdiN2FhMDhiMjI4OTNjNDU0ODVkMjIyYjU4MDdjMTM3NWFl;"This fixes
those in an effort to clean up the calls when running under type-enforced
compiler instrumentation for CFI";0;1
MDY6Q29tbWl0MjMyNTI5ODplNGRjYTdiN2FhMDhiMjI4OTNjNDU0ODVkMjIyYjU4MDdjMTM3NWFl;"This is the result of running the
following semantic patch";0;1
MDY6Q29tbWl0MjMyNTI5ODplNGRjYTdiN2FhMDhiMjI4OTNjNDU0ODVkMjIyYjU4MDdjMTM3NWFl;"@match_module_param_call_function@
@fix_set_prototype
 depends on match_module_param_call_function@
 int _set_func(
-_val_type _val
+const char * _val
-_param_type _param
+const struct kernel_param * _param
@fix_get_prototype
 depends on match_module_param_call_function@
 int _get_func(
-_val_type _val
+char * _val
-_param_type _param
+const struct kernel_param * _param
Two additional by-hand changes are included for places where the above
Coccinelle script didn't notice them";0;1
MDY6Q29tbWl0MjMyNTI5ODplNGRjYTdiN2FhMDhiMjI4OTNjNDU0ODVkMjIyYjU4MDdjMTM3NWFl;"	drivers/platform/x86/thinkpad_acpi.c
	fs/lockd/svc.c";1;0
MDY6Q29tbWl0MjMyNTI5ODpiNmFlYWI0NGVkMzg3ZTUyNjRkMjk2OWJjN2RlZWU5OTNiMjlhNTE1;ACPI: fix whitespace in pr_fmt() to align log entries;1;1
MDY6Q29tbWl0MjMyNTI5ODpiNmFlYWI0NGVkMzg3ZTUyNjRkMjk2OWJjN2RlZWU5OTNiMjlhNTE1;See this dmesg extract before the patch:;0;0
MDY6Q29tbWl0MjMyNTI5ODozM2U0ZjgwZWU2OWI1MTY4YmFkZjM3ZWRiZmVkNzk2ZWI0ODQzNGI5;ACPI / PM: Ignore spurious SCI wakeups from suspend-to-idle;0;0
MDY6Q29tbWl0MjMyNTI5ODozM2U0ZjgwZWU2OWI1MTY4YmFkZjM3ZWRiZmVkNzk2ZWI0ODQzNGI5;"The ACPI SCI (System Control Interrupt) is set up as a wakeup IRQ
during suspend-to-idle transitions and, consequently, any events
signaled through it wake up the system from that state";1;0
MDY6Q29tbWl0MjMyNTI5ODozM2U0ZjgwZWU2OWI1MTY4YmFkZjM3ZWRiZmVkNzk2ZWI0ODQzNGI5;" However,
on some systems some of the events signaled via the ACPI SCI while
suspended to idle should not cause the system to wake up";0;1
MDY6Q29tbWl0MjMyNTI5ODozM2U0ZjgwZWU2OWI1MTY4YmFkZjM3ZWRiZmVkNzk2ZWI0ODQzNGI5;" In fact,
quite often they should just be discarded";0;1
MDY6Q29tbWl0MjMyNTI5ODozM2U0ZjgwZWU2OWI1MTY4YmFkZjM3ZWRiZmVkNzk2ZWI0ODQzNGI5;"Arguably, systems should not resume entirely on such events, but in
order to decide which events really should cause the system to resume
and which are spurious, it is necessary to resume up to the point
when ACPI SCIs are actually handled and processed, which is after
executing dpm_resume_noirq() in the system resume path";0;1
MDY6Q29tbWl0MjMyNTI5ODozM2U0ZjgwZWU2OWI1MTY4YmFkZjM3ZWRiZmVkNzk2ZWI0ODQzNGI5;"For this reasons, add a loop around freeze_enter() in which the
platforms can process events signaled via multiplexed IRQ lines
like the ACPI SCI and add suspend-to-idle hooks that can be
used for this purpose to struct platform_freeze_ops";1;0
MDY6Q29tbWl0MjMyNTI5ODozM2U0ZjgwZWU2OWI1MTY4YmFkZjM3ZWRiZmVkNzk2ZWI0ODQzNGI5;"In the ACPI case, the ->wake hook is used for checking if the SCI
has triggered while suspended and deferring the interrupt-induced
system wakeup until the events signaled through it are actually
processed sufficiently to decide whether or not the system should
resume";0;1
MDY6Q29tbWl0MjMyNTI5ODozM2U0ZjgwZWU2OWI1MTY4YmFkZjM3ZWRiZmVkNzk2ZWI0ODQzNGI5;" In turn, the ->sync hook allows all of the relevant event
queues to be flushed so as to prevent events from being missed due
to race conditions";1;1
MDY6Q29tbWl0MjMyNTI5ODozM2U0ZjgwZWU2OWI1MTY4YmFkZjM3ZWRiZmVkNzk2ZWI0ODQzNGI5;"In addition to that, some ACPI code processing wakeup events needs
to be modified to use the ""hard"" version of wakeup triggers, so that
it will cause a system resume to happen on device-induced wakeup
events even if the ""soft"" mechanism to prevent the system from
suspending is not enabled";0;1
MDY6Q29tbWl0MjMyNTI5ODozM2U0ZjgwZWU2OWI1MTY4YmFkZjM3ZWRiZmVkNzk2ZWI0ODQzNGI5;" However, to preserve the existing
behavior with respect to suspend-to-RAM, this only is done in
the suspend-to-idle case and only if an SCI has occurred while
suspended.";0;1
MDY6Q29tbWl0MjMyNTI5ODpmM2I3ZWFhZTFiMzVlYjgwNzc2MTBlYjdjN2RiMDQyYzliMDY0NWUx;"Revert ""ACPI / sleep: Ignore spurious SCI wakeups from suspend-to-idle""";0;0
MDY6Q29tbWl0MjMyNTI5ODpmM2I3ZWFhZTFiMzVlYjgwNzc2MTBlYjdjN2RiMDQyYzliMDY0NWUx;"Revert commit eed4d47efe95 (ACPI / sleep: Ignore spurious SCI wakeups
from suspend-to-idle) as it turned out to be premature and triggered
a number of different issues on various systems";0;1
MDY6Q29tbWl0MjMyNTI5ODpmM2I3ZWFhZTFiMzVlYjgwNzc2MTBlYjdjN2RiMDQyYzliMDY0NWUx;"That includes, but is not limited to, premature suspend-to-RAM aborts
on Dell XPS 13 (9343) reported by Dominik";0;0
MDY6Q29tbWl0MjMyNTI5ODpmM2I3ZWFhZTFiMzVlYjgwNzc2MTBlYjdjN2RiMDQyYzliMDY0NWUx;"The issue the commit in question attempted to address is real and
will need to be taken care of going forward, but evidently more work
is needed for this purpose.";0;1
MDY6Q29tbWl0MjMyNTI5ODo4NzhkOGRiMDM5ZGFhYzA5MzgyMzhlOWE0MGE1YmQ2ZTUwZWUzYzli;"Revert ""ACPI / button: Change default behavior to lid_init_state=open""";1;0
MDY6Q29tbWl0MjMyNTI5ODo4NzhkOGRiMDM5ZGFhYzA5MzgyMzhlOWE0MGE1YmQ2ZTUwZWUzYzli;"Revert commit 77e9a4aa9de1 (ACPI / button: Change default behavior to
lid_init_state=open) which changed the kernel's behavior on laptops
that boot with closed lids and expect the lid switch state to be
reported accurately by the kernel";0;1
MDY6Q29tbWl0MjMyNTI5ODo4NzhkOGRiMDM5ZGFhYzA5MzgyMzhlOWE0MGE1YmQ2ZTUwZWUzYzli;"If you boot or resume your laptop with the lid closed on a docking
station while using an external monitor connected to it, both internal
and external displays will light on, while only the external should";0;1
MDY6Q29tbWl0MjMyNTI5ODo4NzhkOGRiMDM5ZGFhYzA5MzgyMzhlOWE0MGE1YmQ2ZTUwZWUzYzli;"There is a design choice in gdm to only provide the greeter on the
internal display when lit on, so users only see a gray area on the
external monitor";0;0
MDY6Q29tbWl0MjMyNTI5ODo4NzhkOGRiMDM5ZGFhYzA5MzgyMzhlOWE0MGE1YmQ2ZTUwZWUzYzli;"Also, the cursor will not show up as it's by
default on the internal display too";1;1
MDY6Q29tbWl0MjMyNTI5ODo4NzhkOGRiMDM5ZGFhYzA5MzgyMzhlOWE0MGE1YmQ2ZTUwZWUzYzli;"To ""fix"" that, users have to open the laptop once and close it once
again to sync the state of the switch with the hardware state";1;0
MDY6Q29tbWl0MjMyNTI5ODo4NzhkOGRiMDM5ZGFhYzA5MzgyMzhlOWE0MGE1YmQ2ZTUwZWUzYzli;"Even if the ""method"" operation mode implementation can be buggy on
some platforms, the ""open"" choice is worse";1;1
MDY6Q29tbWl0MjMyNTI5ODo4NzhkOGRiMDM5ZGFhYzA5MzgyMzhlOWE0MGE1YmQ2ZTUwZWUzYzli;" It breaks docking
stations basically and there is no way to have a user-space hwdb to
fix that";1;1
MDY6Q29tbWl0MjMyNTI5ODo4NzhkOGRiMDM5ZGFhYzA5MzgyMzhlOWE0MGE1YmQ2ZTUwZWUzYzli;"On the contrary, it's rather easy in user-space to have a hwdb
with the problematic platforms";0;0
MDY6Q29tbWl0MjMyNTI5ODo4NzhkOGRiMDM5ZGFhYzA5MzgyMzhlOWE0MGE1YmQ2ZTUwZWUzYzli;"Then,  libinput (1.7.0+) can fix
the state of the lid switch for us: you need to set the udev
property LIBINPUT_ATTR_LID_SWITCH_RELIABILITY to 'write_open'";1;1
MDY6Q29tbWl0MjMyNTI5ODo4NzhkOGRiMDM5ZGFhYzA5MzgyMzhlOWE0MGE1YmQ2ZTUwZWUzYzli;"When libinput detects internal keyboard events, it will overwrite the
state of the switch to open, making it reliable again";0;0
MDY6Q29tbWl0MjMyNTI5ODo4NzhkOGRiMDM5ZGFhYzA5MzgyMzhlOWE0MGE1YmQ2ZTUwZWUzYzli;" Given that
logind only checks the lid switch value after a timeout, we can
assume the user will use the internal keyboard before this timeout
expires";1;1
MDY6Q29tbWl0MjMyNTI5ODo4NzhkOGRiMDM5ZGFhYzA5MzgyMzhlOWE0MGE1YmQ2ZTUwZWUzYzli;For example, such a hwdb entry is;0;1
MDY6Q29tbWl0MjMyNTI5ODo4NzhkOGRiMDM5ZGFhYzA5MzgyMzhlOWE0MGE1YmQ2ZTUwZWUzYzli;"libinput:name:*Lid Switch*:dmi:*svnMicrosoftCorporation:pnSurface3:*
 LIBINPUT_ATTR_LID_SWITCH_RELIABILITY=write_open";0;1
MDY6Q29tbWl0MjMyNTI5ODpmMzY5ZmRmNGY2NjEzMjJiNzNmMzMwN2U5ZjNjZDU1ZmIzYTIwMTIz;"Revert ""ACPI / button: Remove lid_init_state=method mode""";1;0
MDY6Q29tbWl0MjMyNTI5ODpmMzY5ZmRmNGY2NjEzMjJiNzNmMzMwN2U5ZjNjZDU1ZmIzYTIwMTIz;This reverts commit ecb10b694b72ca5ea51b3c90a71ff2a11963425a;1;0
MDY6Q29tbWl0MjMyNTI5ODpmMzY5ZmRmNGY2NjEzMjJiNzNmMzMwN2U5ZjNjZDU1ZmIzYTIwMTIz;"The only expected ACPI control method lid device's usage model is
 1";0;1
MDY6Q29tbWl0MjMyNTI5ODpmMzY5ZmRmNGY2NjEzMjJiNzNmMzMwN2U5ZjNjZDU1ZmIzYTIwMTIz;"Listen to the lid notification,
 2";1;0
MDY6Q29tbWl0MjMyNTI5ODpmMzY5ZmRmNGY2NjEzMjJiNzNmMzMwN2U5ZjNjZDU1ZmIzYTIwMTIz;"Evaluate _LID after being notified by BIOS,
 3";0;0
MDY6Q29tbWl0MjMyNTI5ODpmMzY5ZmRmNGY2NjEzMjJiNzNmMzMwN2U5ZjNjZDU1ZmIzYTIwMTIz;"Suspend the system (if users configure to do so) after seeing ""close""";0;0
MDY6Q29tbWl0MjMyNTI5ODpmMzY5ZmRmNGY2NjEzMjJiNzNmMzMwN2U5ZjNjZDU1ZmIzYTIwMTIz;"It's not ensured that BIOS will notify OS after boot/resume, and
it's not ensured that BIOS will always generate ""open"" event upon
opening the lid";0;0
MDY6Q29tbWl0MjMyNTI5ODpmMzY5ZmRmNGY2NjEzMjJiNzNmMzMwN2U5ZjNjZDU1ZmIzYTIwMTIz;But there are 2 wrong usage models;0;0
MDY6Q29tbWl0MjMyNTI5ODpmMzY5ZmRmNGY2NjEzMjJiNzNmMzMwN2U5ZjNjZDU1ZmIzYTIwMTIz; 1;0;0
MDY6Q29tbWl0MjMyNTI5ODpmMzY5ZmRmNGY2NjEzMjJiNzNmMzMwN2U5ZjNjZDU1ZmIzYTIwMTIz;"When the lid device is responsible for suspend/resume the system,
    userspace requires to see ""open"" event to be paired with ""close"" after
    the system is resumed, or it will suspend the system again";0;0
MDY6Q29tbWl0MjMyNTI5ODpmMzY5ZmRmNGY2NjEzMjJiNzNmMzMwN2U5ZjNjZDU1ZmIzYTIwMTIz; 2;1;0
MDY6Q29tbWl0MjMyNTI5ODpmMzY5ZmRmNGY2NjEzMjJiNzNmMzMwN2U5ZjNjZDU1ZmIzYTIwMTIz;"When an external monitor connects to the laptop attached docks,
    userspace requires to see ""close"" event after the system is resumed so
    that it can determine whether the internal display should remain dark
    and the external display should be lit on";1;1
MDY6Q29tbWl0MjMyNTI5ODpmMzY5ZmRmNGY2NjEzMjJiNzNmMzMwN2U5ZjNjZDU1ZmIzYTIwMTIz;"After we made default kernel behavior to be suitable for usage model 1,
users of usage model 2 start to report regressions for such behavior
change";1;0
MDY6Q29tbWl0MjMyNTI5ODpmMzY5ZmRmNGY2NjEzMjJiNzNmMzMwN2U5ZjNjZDU1ZmIzYTIwMTIz;"Reversion of button.lid_init_state=method doesn't actually reverts to old
default behavior as doing so can enter a regression loop, but facilitates
users to work the reported regressions around with
button.lid_init_state=method";1;1
MDY6Q29tbWl0MjMyNTI5ODpmMzY5ZmRmNGY2NjEzMjJiNzNmMzMwN2U5ZjNjZDU1ZmIzYTIwMTIz;Fixes: ecb10b694b72 (ACPI / button: Remove lid_init_state=method mode);1;1
MDY6Q29tbWl0MjMyNTI5ODplZWQ0ZDQ3ZWZlOTUwOGI4NTViMDk3NTRjZjZkZTQzMjVkOGEyZjBk;ACPI / sleep: Ignore spurious SCI wakeups from suspend-to-idle;0;0
MDY6Q29tbWl0MjMyNTI5ODplZWQ0ZDQ3ZWZlOTUwOGI4NTViMDk3NTRjZjZkZTQzMjVkOGEyZjBk;"The ACPI SCI (System Control Interrupt) is set up as a wakeup IRQ
during suspend-to-idle transitions and, consequently, any events
signaled through it wake up the system from that state";1;0
MDY6Q29tbWl0MjMyNTI5ODplZWQ0ZDQ3ZWZlOTUwOGI4NTViMDk3NTRjZjZkZTQzMjVkOGEyZjBk;" However,
on some systems some of the events signaled via the ACPI SCI while
suspended to idle should not cause the system to wake up";0;1
MDY6Q29tbWl0MjMyNTI5ODplZWQ0ZDQ3ZWZlOTUwOGI4NTViMDk3NTRjZjZkZTQzMjVkOGEyZjBk;" In fact,
quite often they should just be discarded";0;1
MDY6Q29tbWl0MjMyNTI5ODplZWQ0ZDQ3ZWZlOTUwOGI4NTViMDk3NTRjZjZkZTQzMjVkOGEyZjBk;"Arguably, systems should not resume entirely on such events, but in
order to decide which events really should cause the system to resume
and which are spurious, it is necessary to resume up to the point
when ACPI SCIs are actually handled and processed, which is after
executing dpm_resume_noirq() in the system resume path";0;1
MDY6Q29tbWl0MjMyNTI5ODplZWQ0ZDQ3ZWZlOTUwOGI4NTViMDk3NTRjZjZkZTQzMjVkOGEyZjBk;"For this reasons, add a loop around freeze_enter() in which the
platforms can process events signaled via multiplexed IRQ lines
like the ACPI SCI and add suspend-to-idle hooks that can be
used for this purpose to struct platform_freeze_ops";1;0
MDY6Q29tbWl0MjMyNTI5ODplZWQ0ZDQ3ZWZlOTUwOGI4NTViMDk3NTRjZjZkZTQzMjVkOGEyZjBk;"In the ACPI case, the ->wake hook is used for checking if the SCI
has triggered while suspended and deferring the interrupt-induced
system wakeup until the events signaled through it are actually
processed sufficiently to decide whether or not the system should
resume";0;1
MDY6Q29tbWl0MjMyNTI5ODplZWQ0ZDQ3ZWZlOTUwOGI4NTViMDk3NTRjZjZkZTQzMjVkOGEyZjBk;" In turn, the ->sync hook allows all of the relevant event
queues to be flushed so as to prevent events from being missed due
to race conditions";1;1
MDY6Q29tbWl0MjMyNTI5ODplZWQ0ZDQ3ZWZlOTUwOGI4NTViMDk3NTRjZjZkZTQzMjVkOGEyZjBk;"In addition to that, some ACPI code processing wakeup events needs
to be modified to use the ""hard"" version of wakeup triggers, so that
it will cause a system resume to happen on device-induced wakeup
events even if the ""soft"" mechanism to prevent the system from
suspending is not enabled (that also helps to catch device-induced
wakeup events occurring during suspend transitions in progress).";0;1
MDY6Q29tbWl0MjMyNTI5ODplY2IxMGI2OTRiNzJjYTVlYTUxYjNjOTBhNzFmZjJhMTE5NjM0MjVh;ACPI / button: Remove lid_init_state=method mode;1;0
MDY6Q29tbWl0MjMyNTI5ODplY2IxMGI2OTRiNzJjYTVlYTUxYjNjOTBhNzFmZjJhMTE5NjM0MjVh;"The mode is buggy, and lid_init__state=open is more useful than this
mode, so this patch makes it deprecated.";1;1
MDY6Q29tbWl0MjMyNTI5ODo3N2U5YTRhYTlkZTEwY2MxNDE4YmY5YTg5MjM2Njk4ODgwMmE4MDI1;ACPI / button: Change default behavior to lid_init_state=open;1;0
MDY6Q29tbWl0MjMyNTI5ODo3N2U5YTRhYTlkZTEwY2MxNDE4YmY5YTg5MjM2Njk4ODgwMmE4MDI1;More and more platforms need the button.lid_init_state=open quirk;1;0
MDY6Q29tbWl0MjMyNTI5ODo3N2U5YTRhYTlkZTEwY2MxNDE4YmY5YTg5MjM2Njk4ODgwMmE4MDI1;"This
patch sets it the default behavior";1;0
MDY6Q29tbWl0MjMyNTI5ODo3N2U5YTRhYTlkZTEwY2MxNDE4YmY5YTg5MjM2Njk4ODgwMmE4MDI1;"If a platform doesn't send lid open event or lid open event is lost due to
the underlying system problems, then we can compare various combinations";0;1
