;Decision1;Rationale1;URL1;URL1;Decision2;Rationale2;URL2;Relationship;Alpha;similarity_rationales;contradiction_rationales
59;Use <iden> in <file_name>  ;The utility here is negligible. Were sharing threads between HTTP, HTTP/2 and web sockets now.;https://github.com/square/okhttp/commit/620be4c97baf5d20cb21c55a11a6191b2511f1ce;https://github.com/square/okhttp/commit/620be4c97baf5d20cb21c55a11a6191b2511f1ce;Move <iden> retries / fallback into <method_name>;The decision is explained by the improvements in handling connection attempts and IOExceptions, making retries smarter in different scenarios.;https://github.com/square/okhttp/commit/60f5406dcc094d0431420139bd002e8bdd4ea5d5;Similar;0.8065530061721802;0.3051282167434692;
60;Use <iden> in <file_name>  ;The utility here is negligible. Were sharing threads between HTTP, HTTP/2 and web sockets now.;https://github.com/square/okhttp/commit/620be4c97baf5d20cb21c55a11a6191b2511f1ce;https://github.com/square/okhttp/commit/620be4c97baf5d20cb21c55a11a6191b2511f1ce;Convert <file_name> to Kotlin;<pr_link>, <iden>, <file_name>;https://github.com/square/okhttp/commit/02052b01f6cd1533dd5490ceb61ab6391c4cf2f8;Similar;0.8694837093353271;0.328976571559906;
61;Use <iden> in <file_name>  ;The utility here is negligible. Were sharing threads between HTTP, HTTP/2 and web sockets now.;https://github.com/square/okhttp/commit/620be4c97baf5d20cb21c55a11a6191b2511f1ce;https://github.com/square/okhttp/commit/620be4c97baf5d20cb21c55a11a6191b2511f1ce;Convert <file_name>, <file_name> to Kotlin  ;"to Kotlin

Decision: Rename <file_name> <version> to .kt (and others)  ";https://github.com/square/okhttp/commit/23ca0ea3bb33706f8e75412ab7d3ce1faa15a1d6;Similar;0.8628828525543213;0.3162071108818054;
62;Use <iden> in <file_name>  ;The utility here is negligible. Were sharing threads between HTTP, HTTP/2 and web sockets now.;https://github.com/square/okhttp/commit/620be4c97baf5d20cb21c55a11a6191b2511f1ce;https://github.com/square/okhttp/commit/620be4c97baf5d20cb21c55a11a6191b2511f1ce;Refactor <file_name> by using <iden>;We can use <iden> instead of overriding <iden> abstract class;https://github.com/square/okhttp/commit/bc3c787ea2df854ac399603d5c67111716137d31;Similar;0.9606412649154664;0.5567512512207031;
63;Adopt idiomatic <iden> in <file_name>;idiomatic;https://github.com/square/okhttp/commit/53e0f9e7fb39f7babd6388a7a56e9c7e827667e7;https://github.com/square/okhttp/commit/53e0f9e7fb39f7babd6388a7a56e9c7e827667e7;Make <file_name> accessors final  ;If we want these to be vals to Kotlin, they cant be open. I think the motivation to make these non-final was pretty weak, and I dont mind breaking <iden> compatibility here.;https://github.com/square/okhttp/commit/e3e829d2060542d50f33d1a9864f7ace82c9db5c;Similar;0.8106222152709961;0.216641217470169;
64;Adopt idiomatic <iden> in <file_name>;idiomatic;https://github.com/square/okhttp/commit/53e0f9e7fb39f7babd6388a7a56e9c7e827667e7;https://github.com/square/okhttp/commit/53e0f9e7fb39f7babd6388a7a56e9c7e827667e7;Convert <file_name> to Kotlin;"to Kotlin

Decision: Rename <file_name> to .kt";https://github.com/square/okhttp/commit/bc6776c751b4cd93551a2a20f56429bb78296829;Similar;0.8619725704193115;0.4422183930873871;
65;Adopt idiomatic <iden> in <file_name>;idiomatic;https://github.com/square/okhttp/commit/53e0f9e7fb39f7babd6388a7a56e9c7e827667e7;https://github.com/square/okhttp/commit/53e0f9e7fb39f7babd6388a7a56e9c7e827667e7;Introduce <method_name> ;This is the payoff that preceding changes have been working towards.;https://github.com/square/okhttp/commit/59e68cd2bcba789e7faca70f8910afd2edeed2be;Similar;0.8970745205879211;0.5137519836425781;
66;Adopt idiomatic <iden> in <file_name>;idiomatic;https://github.com/square/okhttp/commit/53e0f9e7fb39f7babd6388a7a56e9c7e827667e7;https://github.com/square/okhttp/commit/53e0f9e7fb39f7babd6388a7a56e9c7e827667e7;Introduce <method_name> responseFailed events;These replace <iden>() / <iden>() in some failure scenarios. They may also be issued in cases where no event was published previously.;https://github.com/square/okhttp/commit/aac6c8da0720c53ccd8aa8385f8f250f78a7b61c;Similar;0.8473001718521118;0.2495522052049636;
67;Adopt idiomatic <iden> in <file_name>;idiomatic;https://github.com/square/okhttp/commit/53e0f9e7fb39f7babd6388a7a56e9c7e827667e7;https://github.com/square/okhttp/commit/53e0f9e7fb39f7babd6388a7a56e9c7e827667e7;Rename <method_name> to <iden()>;I prefer signed;https://github.com/square/okhttp/commit/137e7de0454f10160370f105ac7d9d2fc5403c84;Similar;0.8943504095077515;0.6201057434082031;
68;Adopt idiomatic <iden> in <file_name>;idiomatic;https://github.com/square/okhttp/commit/53e0f9e7fb39f7babd6388a7a56e9c7e827667e7;https://github.com/square/okhttp/commit/53e0f9e7fb39f7babd6388a7a56e9c7e827667e7;Update readme and changelog for <version>;<version>;https://github.com/square/okhttp/commit/b8fd4e3de0098c44010800c8206000a21feeb252;Similar;0.800493597984314;0.7874414324760437;
69;Adopt idiomatic <iden> in <file_name>;idiomatic;https://github.com/square/okhttp/commit/53e0f9e7fb39f7babd6388a7a56e9c7e827667e7;https://github.com/square/okhttp/commit/53e0f9e7fb39f7babd6388a7a56e9c7e827667e7;Add <method_name>;Might be useful to expose this bookkeeping to app developers;https://github.com/square/okhttp/commit/cc216c6f731f4f08ac29e5619943f502c50bfafd;Similar;0.8924567103385925;0.1846502423286438;
70;Adopt idiomatic <iden> in <file_name>;idiomatic;https://github.com/square/okhttp/commit/53e0f9e7fb39f7babd6388a7a56e9c7e827667e7;https://github.com/square/okhttp/commit/53e0f9e7fb39f7babd6388a7a56e9c7e827667e7;Fix flakiness in <method_name>  ;Theres a race where the HTTP engine has been created, but not yet connected and the cancel isnt as immediate as it could be. Fix the test by making sure theres a response to be retrieved. With the upcoming connection pool changes we might make the implementation more robust.;https://github.com/square/okhttp/commit/e36d7ecc26be18021da3555fc8b14381df7af34d;Similar;0.8245652318000793;-0.0272465460002422;
71;Adopt idiomatic <iden> in <file_name>;idiomatic;https://github.com/square/okhttp/commit/53e0f9e7fb39f7babd6388a7a56e9c7e827667e7;https://github.com/square/okhttp/commit/53e0f9e7fb39f7babd6388a7a56e9c7e827667e7;Move  <file_name>  pooling logic  ;"previously we had this ugly, awkward release() method that attempted to manage  <file_name>  pooling, discarding streams for caching, and closing broken streams; move  <file_name>  reuse to  <file_name>, with policy informed by  <method_name>  specifying what to do when the  <file_name>  becomes idle: pool, close or hold, so the  <file_name>  does what its told.";https://github.com/square/okhttp/commit/dac5aed3d5f9307b9d1ab0a8c7840b232d053ef3;Similar;0.8179054260253906;0.1944765299558639;
72;Adopt idiomatic <iden> in <file_name>;idiomatic;https://github.com/square/okhttp/commit/53e0f9e7fb39f7babd6388a7a56e9c7e827667e7;https://github.com/square/okhttp/commit/53e0f9e7fb39f7babd6388a7a56e9c7e827667e7;Introduce a <file_name> interface between engine and connection.;This breaks the direct dependency from <file_name> to <method_name>;https://github.com/square/okhttp/commit/5f87fc19ab269a929b61c088a806a674644caa6a;Similar;0.8642762303352356;0.4331928789615631;
73;Adopt idiomatic <iden> in <file_name>;idiomatic;https://github.com/square/okhttp/commit/53e0f9e7fb39f7babd6388a7a56e9c7e827667e7;https://github.com/square/okhttp/commit/53e0f9e7fb39f7babd6388a7a56e9c7e827667e7;Expose <iden> directly on <method_name>  ;direct;https://github.com/square/okhttp/commit/c5c4e7857cb25af822b9b3b1fbd158cbd168f48a;Similar;0.879074215888977;0.8387515544891357;
74;Adopt idiomatic <iden> in <file_name>;idiomatic;https://github.com/square/okhttp/commit/53e0f9e7fb39f7babd6388a7a56e9c7e827667e7;https://github.com/square/okhttp/commit/53e0f9e7fb39f7babd6388a7a56e9c7e827667e7;Add convenience overload for <iden>-backed <method_name>;convenience;https://github.com/square/okhttp/commit/35d0922f46c95bd73b1d070b6963cf3512167854;Similar;0.8201199173927307;0.7309871912002563;
75;Adopt idiomatic <iden> in <file_name>;idiomatic;https://github.com/square/okhttp/commit/53e0f9e7fb39f7babd6388a7a56e9c7e827667e7;https://github.com/square/okhttp/commit/53e0f9e7fb39f7babd6388a7a56e9c7e827667e7;Move <iden> retries / fallback into <method_name>;The decision is explained by the improvements in handling connection attempts and IOExceptions, making retries smarter in different scenarios.;https://github.com/square/okhttp/commit/60f5406dcc094d0431420139bd002e8bdd4ea5d5;Similar;0.8627616167068481;0.2976230978965759;
76;Adopt idiomatic <iden> in <file_name>;idiomatic;https://github.com/square/okhttp/commit/53e0f9e7fb39f7babd6388a7a56e9c7e827667e7;https://github.com/square/okhttp/commit/53e0f9e7fb39f7babd6388a7a56e9c7e827667e7;Convert <file_name> to Kotlin;<pr_link>, <iden>, <file_name>;https://github.com/square/okhttp/commit/02052b01f6cd1533dd5490ceb61ab6391c4cf2f8;Similar;0.8619725704193115;0.5739769339561462;
77;Adopt idiomatic <iden> in <file_name>;idiomatic;https://github.com/square/okhttp/commit/53e0f9e7fb39f7babd6388a7a56e9c7e827667e7;https://github.com/square/okhttp/commit/53e0f9e7fb39f7babd6388a7a56e9c7e827667e7;Convert <file_name>, <file_name> to Kotlin  ;"to Kotlin

Decision: Rename <file_name> <version> to .kt (and others)  ";https://github.com/square/okhttp/commit/23ca0ea3bb33706f8e75412ab7d3ce1faa15a1d6;Similar;0.8723697066307068;0.3990425765514374;
78;Adopt idiomatic <iden> in <file_name>;idiomatic;https://github.com/square/okhttp/commit/53e0f9e7fb39f7babd6388a7a56e9c7e827667e7;https://github.com/square/okhttp/commit/53e0f9e7fb39f7babd6388a7a56e9c7e827667e7;Refactor <file_name> by using <iden>;We can use <iden> instead of overriding <iden> abstract class;https://github.com/square/okhttp/commit/bc3c787ea2df854ac399603d5c67111716137d31;Similar;0.9105337858200072;0.5810750126838684;
79;Fix a regression in combining cache headers;This was introduced with our migration to Kotlin. Iterating over the indices of the header names doesnt work because header names are not distinct.;https://github.com/square/okhttp/commit/a1265b6140a8fe336602b969960d4048ebd1d3da;https://github.com/square/okhttp/commit/a1265b6140a8fe336602b969960d4048ebd1d3da;Add error-prone compiler and fix its found issues;error-prone, its found issues;https://github.com/square/okhttp/commit/1c2c57b1a9e037d81aeac3ad5088db9ec4358fb1;Similar;0.8022259473800659;0.3816719055175781;
80;Convert <file_name> to Kotlin;"to Kotlin

Decision: Rename <file_name> to .kt";https://github.com/square/okhttp/commit/bc6776c751b4cd93551a2a20f56429bb78296829;https://github.com/square/okhttp/commit/bc6776c751b4cd93551a2a20f56429bb78296829;Introduce <method_name> ;This is the payoff that preceding changes have been working towards.;https://github.com/square/okhttp/commit/59e68cd2bcba789e7faca70f8910afd2edeed2be;Similar;0.8174008727073669;0.4792014956474304;
81;Convert <file_name> to Kotlin;"to Kotlin

Decision: Rename <file_name> to .kt";https://github.com/square/okhttp/commit/bc6776c751b4cd93551a2a20f56429bb78296829;https://github.com/square/okhttp/commit/bc6776c751b4cd93551a2a20f56429bb78296829;Rename <method_name> to <iden()>;I prefer signed;https://github.com/square/okhttp/commit/137e7de0454f10160370f105ac7d9d2fc5403c84;Similar;0.856165885925293;0.424846351146698;
82;Convert <file_name> to Kotlin;"to Kotlin

Decision: Rename <file_name> to .kt";https://github.com/square/okhttp/commit/bc6776c751b4cd93551a2a20f56429bb78296829;https://github.com/square/okhttp/commit/bc6776c751b4cd93551a2a20f56429bb78296829;Add <method_name>;Might be useful to expose this bookkeeping to app developers;https://github.com/square/okhttp/commit/cc216c6f731f4f08ac29e5619943f502c50bfafd;Similar;0.8312495350837708;0.3182065486907959;
83;Convert <file_name> to Kotlin;"to Kotlin

Decision: Rename <file_name> to .kt";https://github.com/square/okhttp/commit/bc6776c751b4cd93551a2a20f56429bb78296829;https://github.com/square/okhttp/commit/bc6776c751b4cd93551a2a20f56429bb78296829;Introduce a <file_name> interface between engine and connection.;This breaks the direct dependency from <file_name> to <method_name>;https://github.com/square/okhttp/commit/5f87fc19ab269a929b61c088a806a674644caa6a;Similar;0.829817533493042;0.7007049918174744;
84;Convert <file_name> to Kotlin;"to Kotlin

Decision: Rename <file_name> to .kt";https://github.com/square/okhttp/commit/bc6776c751b4cd93551a2a20f56429bb78296829;https://github.com/square/okhttp/commit/bc6776c751b4cd93551a2a20f56429bb78296829;Move <iden> retries / fallback into <method_name>;The decision is explained by the improvements in handling connection attempts and IOExceptions, making retries smarter in different scenarios.;https://github.com/square/okhttp/commit/60f5406dcc094d0431420139bd002e8bdd4ea5d5;Similar;0.8098671436309814;0.3146718740463257;
85;Convert <file_name> to Kotlin;"to Kotlin

Decision: Rename <file_name> to .kt";https://github.com/square/okhttp/commit/bc6776c751b4cd93551a2a20f56429bb78296829;https://github.com/square/okhttp/commit/bc6776c751b4cd93551a2a20f56429bb78296829;Convert <file_name> to Kotlin;<pr_link>, <iden>, <file_name>;https://github.com/square/okhttp/commit/02052b01f6cd1533dd5490ceb61ab6391c4cf2f8;Similar;1.0;0.7455853819847107;
86;Convert <file_name> to Kotlin;"to Kotlin

Decision: Rename <file_name> to .kt";https://github.com/square/okhttp/commit/bc6776c751b4cd93551a2a20f56429bb78296829;https://github.com/square/okhttp/commit/bc6776c751b4cd93551a2a20f56429bb78296829;Convert <file_name>, <file_name> to Kotlin  ;"to Kotlin

Decision: Rename <file_name> <version> to .kt (and others)  ";https://github.com/square/okhttp/commit/23ca0ea3bb33706f8e75412ab7d3ce1faa15a1d6;Similar;0.9855733513832092;0.9379360675811768;
87;Convert <file_name> to Kotlin;"to Kotlin

Decision: Rename <file_name> to .kt";https://github.com/square/okhttp/commit/bc6776c751b4cd93551a2a20f56429bb78296829;https://github.com/square/okhttp/commit/bc6776c751b4cd93551a2a20f56429bb78296829;Refactor <file_name> by using <iden>;We can use <iden> instead of overriding <iden> abstract class;https://github.com/square/okhttp/commit/bc3c787ea2df854ac399603d5c67111716137d31;Similar;0.8696914911270142;0.5381677150726318;
88;Introduce <method_name> ;This is the payoff that preceding changes have been working towards.;https://github.com/square/okhttp/commit/59e68cd2bcba789e7faca70f8910afd2edeed2be;https://github.com/square/okhttp/commit/59e68cd2bcba789e7faca70f8910afd2edeed2be;Introduce <method_name> responseFailed events;These replace <iden>() / <iden>() in some failure scenarios. They may also be issued in cases where no event was published previously.;https://github.com/square/okhttp/commit/aac6c8da0720c53ccd8aa8385f8f250f78a7b61c;Similar;0.93759286403656;0.5862078070640564;
89;Introduce <method_name> ;This is the payoff that preceding changes have been working towards.;https://github.com/square/okhttp/commit/59e68cd2bcba789e7faca70f8910afd2edeed2be;https://github.com/square/okhttp/commit/59e68cd2bcba789e7faca70f8910afd2edeed2be;Rename <method_name> to <iden()>;I prefer signed;https://github.com/square/okhttp/commit/137e7de0454f10160370f105ac7d9d2fc5403c84;Similar;0.8776825070381165;0.5102101564407349;
90;Introduce <method_name> ;This is the payoff that preceding changes have been working towards.;https://github.com/square/okhttp/commit/59e68cd2bcba789e7faca70f8910afd2edeed2be;https://github.com/square/okhttp/commit/59e68cd2bcba789e7faca70f8910afd2edeed2be;Add <method_name>;Might be useful to expose this bookkeeping to app developers;https://github.com/square/okhttp/commit/cc216c6f731f4f08ac29e5619943f502c50bfafd;Similar;0.9622647762298584;0.3721823692321777;
91;Introduce <method_name> ;This is the payoff that preceding changes have been working towards.;https://github.com/square/okhttp/commit/59e68cd2bcba789e7faca70f8910afd2edeed2be;https://github.com/square/okhttp/commit/59e68cd2bcba789e7faca70f8910afd2edeed2be;Fix flakiness in <method_name>  ;Theres a race where the HTTP engine has been created, but not yet connected and the cancel isnt as immediate as it could be. Fix the test by making sure theres a response to be retrieved. With the upcoming connection pool changes we might make the implementation more robust.;https://github.com/square/okhttp/commit/e36d7ecc26be18021da3555fc8b14381df7af34d;Similar;0.8513545989990234;0.3329607546329498;
92;Introduce <method_name> ;This is the payoff that preceding changes have been working towards.;https://github.com/square/okhttp/commit/59e68cd2bcba789e7faca70f8910afd2edeed2be;https://github.com/square/okhttp/commit/59e68cd2bcba789e7faca70f8910afd2edeed2be;Introduce a <file_name> interface between engine and connection.;This breaks the direct dependency from <file_name> to <method_name>;https://github.com/square/okhttp/commit/5f87fc19ab269a929b61c088a806a674644caa6a;Similar;0.8247865438461304;0.4501882493495941;
93;Introduce <method_name> ;This is the payoff that preceding changes have been working towards.;https://github.com/square/okhttp/commit/59e68cd2bcba789e7faca70f8910afd2edeed2be;https://github.com/square/okhttp/commit/59e68cd2bcba789e7faca70f8910afd2edeed2be;Expose <iden> directly on <method_name>  ;direct;https://github.com/square/okhttp/commit/c5c4e7857cb25af822b9b3b1fbd158cbd168f48a;Similar;0.9070591926574708;0.5084691047668457;
94;Introduce <method_name> ;This is the payoff that preceding changes have been working towards.;https://github.com/square/okhttp/commit/59e68cd2bcba789e7faca70f8910afd2edeed2be;https://github.com/square/okhttp/commit/59e68cd2bcba789e7faca70f8910afd2edeed2be;Transfer to/from <iden> directly from <iden>  ;<pr_link>;https://github.com/square/okhttp/commit/0a4896a296c113c5fe0e82f0f052e615b95527bf;Similar;0.8277508020401001;0.4754945039749145;
95;Introduce <method_name> ;This is the payoff that preceding changes have been working towards.;https://github.com/square/okhttp/commit/59e68cd2bcba789e7faca70f8910afd2edeed2be;https://github.com/square/okhttp/commit/59e68cd2bcba789e7faca70f8910afd2edeed2be;Move <iden> retries / fallback into <method_name>;The decision is explained by the improvements in handling connection attempts and IOExceptions, making retries smarter in different scenarios.;https://github.com/square/okhttp/commit/60f5406dcc094d0431420139bd002e8bdd4ea5d5;Similar;0.8558824062347412;0.4603623747825622;
96;Introduce <method_name> ;This is the payoff that preceding changes have been working towards.;https://github.com/square/okhttp/commit/59e68cd2bcba789e7faca70f8910afd2edeed2be;https://github.com/square/okhttp/commit/59e68cd2bcba789e7faca70f8910afd2edeed2be;Convert <file_name> to Kotlin;<pr_link>, <iden>, <file_name>;https://github.com/square/okhttp/commit/02052b01f6cd1533dd5490ceb61ab6391c4cf2f8;Similar;0.8174008727073669;0.423728197813034;
97;Introduce <method_name> ;This is the payoff that preceding changes have been working towards.;https://github.com/square/okhttp/commit/59e68cd2bcba789e7faca70f8910afd2edeed2be;https://github.com/square/okhttp/commit/59e68cd2bcba789e7faca70f8910afd2edeed2be;Convert <file_name>, <file_name> to Kotlin  ;"to Kotlin

Decision: Rename <file_name> <version> to .kt (and others)  ";https://github.com/square/okhttp/commit/23ca0ea3bb33706f8e75412ab7d3ce1faa15a1d6;Similar;0.8267107605934143;0.4979810416698456;
98;Introduce <method_name> ;This is the payoff that preceding changes have been working towards.;https://github.com/square/okhttp/commit/59e68cd2bcba789e7faca70f8910afd2edeed2be;https://github.com/square/okhttp/commit/59e68cd2bcba789e7faca70f8910afd2edeed2be;Refactor <file_name> by using <iden>;We can use <iden> instead of overriding <iden> abstract class;https://github.com/square/okhttp/commit/bc3c787ea2df854ac399603d5c67111716137d31;Similar;0.8666090369224548;0.4747208654880523;
99;Introduce <method_name> responseFailed events;These replace <iden>() / <iden>() in some failure scenarios. They may also be issued in cases where no event was published previously.;https://github.com/square/okhttp/commit/aac6c8da0720c53ccd8aa8385f8f250f78a7b61c;https://github.com/square/okhttp/commit/aac6c8da0720c53ccd8aa8385f8f250f78a7b61c;Rename <method_name> to <iden()>;I prefer signed;https://github.com/square/okhttp/commit/137e7de0454f10160370f105ac7d9d2fc5403c84;Similar;0.8145343661308289;0.3596075773239136;
100;Introduce <method_name> responseFailed events;These replace <iden>() / <iden>() in some failure scenarios. They may also be issued in cases where no event was published previously.;https://github.com/square/okhttp/commit/aac6c8da0720c53ccd8aa8385f8f250f78a7b61c;https://github.com/square/okhttp/commit/aac6c8da0720c53ccd8aa8385f8f250f78a7b61c;Add <method_name>;Might be useful to expose this bookkeeping to app developers;https://github.com/square/okhttp/commit/cc216c6f731f4f08ac29e5619943f502c50bfafd;Similar;0.8897522687911987;0.4867852926254272;
101;Introduce <method_name> responseFailed events;These replace <iden>() / <iden>() in some failure scenarios. They may also be issued in cases where no event was published previously.;https://github.com/square/okhttp/commit/aac6c8da0720c53ccd8aa8385f8f250f78a7b61c;https://github.com/square/okhttp/commit/aac6c8da0720c53ccd8aa8385f8f250f78a7b61c;Introduce a <file_name> interface between engine and connection.;This breaks the direct dependency from <file_name> to <method_name>;https://github.com/square/okhttp/commit/5f87fc19ab269a929b61c088a806a674644caa6a;Similar;0.8112809062004089;0.4982981085777282;
102;Introduce <method_name> responseFailed events;These replace <iden>() / <iden>() in some failure scenarios. They may also be issued in cases where no event was published previously.;https://github.com/square/okhttp/commit/aac6c8da0720c53ccd8aa8385f8f250f78a7b61c;https://github.com/square/okhttp/commit/aac6c8da0720c53ccd8aa8385f8f250f78a7b61c;Expose <iden> directly on <method_name>  ;direct;https://github.com/square/okhttp/commit/c5c4e7857cb25af822b9b3b1fbd158cbd168f48a;Similar;0.8724842071533203;0.1991119086742401;
103;Introduce <method_name> responseFailed events;These replace <iden>() / <iden>() in some failure scenarios. They may also be issued in cases where no event was published previously.;https://github.com/square/okhttp/commit/aac6c8da0720c53ccd8aa8385f8f250f78a7b61c;https://github.com/square/okhttp/commit/aac6c8da0720c53ccd8aa8385f8f250f78a7b61c;Transfer to/from <iden> directly from <iden>  ;<pr_link>;https://github.com/square/okhttp/commit/0a4896a296c113c5fe0e82f0f052e615b95527bf;Similar;0.8282937407493591;0.2518380284309387;
104;Introduce <method_name> responseFailed events;These replace <iden>() / <iden>() in some failure scenarios. They may also be issued in cases where no event was published previously.;https://github.com/square/okhttp/commit/aac6c8da0720c53ccd8aa8385f8f250f78a7b61c;https://github.com/square/okhttp/commit/aac6c8da0720c53ccd8aa8385f8f250f78a7b61c;Move <iden> retries / fallback into <method_name>;The decision is explained by the improvements in handling connection attempts and IOExceptions, making retries smarter in different scenarios.;https://github.com/square/okhttp/commit/60f5406dcc094d0431420139bd002e8bdd4ea5d5;Similar;0.8572410941123962;0.5159010291099548;
105;Introduce <method_name> responseFailed events;These replace <iden>() / <iden>() in some failure scenarios. They may also be issued in cases where no event was published previously.;https://github.com/square/okhttp/commit/aac6c8da0720c53ccd8aa8385f8f250f78a7b61c;https://github.com/square/okhttp/commit/aac6c8da0720c53ccd8aa8385f8f250f78a7b61c;Refactor <file_name> by using <iden>;We can use <iden> instead of overriding <iden> abstract class;https://github.com/square/okhttp/commit/bc3c787ea2df854ac399603d5c67111716137d31;Similar;0.8111620545387268;0.495147168636322;
106;Rename <method_name> to <iden()>;I prefer signed;https://github.com/square/okhttp/commit/137e7de0454f10160370f105ac7d9d2fc5403c84;https://github.com/square/okhttp/commit/137e7de0454f10160370f105ac7d9d2fc5403c84;Add <method_name>;Might be useful to expose this bookkeeping to app developers;https://github.com/square/okhttp/commit/cc216c6f731f4f08ac29e5619943f502c50bfafd;Similar;0.886548638343811;0.2999747395515442;
107;Rename <method_name> to <iden()>;I prefer signed;https://github.com/square/okhttp/commit/137e7de0454f10160370f105ac7d9d2fc5403c84;https://github.com/square/okhttp/commit/137e7de0454f10160370f105ac7d9d2fc5403c84;Fix flakiness in <method_name>  ;Theres a race where the HTTP engine has been created, but not yet connected and the cancel isnt as immediate as it could be. Fix the test by making sure theres a response to be retrieved. With the upcoming connection pool changes we might make the implementation more robust.;https://github.com/square/okhttp/commit/e36d7ecc26be18021da3555fc8b14381df7af34d;Similar;0.8107166290283203;0.180557906627655;
108;Rename <method_name> to <iden()>;I prefer signed;https://github.com/square/okhttp/commit/137e7de0454f10160370f105ac7d9d2fc5403c84;https://github.com/square/okhttp/commit/137e7de0454f10160370f105ac7d9d2fc5403c84;Expose <iden> directly on <method_name>  ;direct;https://github.com/square/okhttp/commit/c5c4e7857cb25af822b9b3b1fbd158cbd168f48a;Similar;0.8515671491622925;0.5123689770698547;
109;Rename <method_name> to <iden()>;I prefer signed;https://github.com/square/okhttp/commit/137e7de0454f10160370f105ac7d9d2fc5403c84;https://github.com/square/okhttp/commit/137e7de0454f10160370f105ac7d9d2fc5403c84;Transfer to/from <iden> directly from <iden>  ;<pr_link>;https://github.com/square/okhttp/commit/0a4896a296c113c5fe0e82f0f052e615b95527bf;Similar;0.8287271857261658;0.5207452178001404;
110;Rename <method_name> to <iden()>;I prefer signed;https://github.com/square/okhttp/commit/137e7de0454f10160370f105ac7d9d2fc5403c84;https://github.com/square/okhttp/commit/137e7de0454f10160370f105ac7d9d2fc5403c84;Move <iden> retries / fallback into <method_name>;The decision is explained by the improvements in handling connection attempts and IOExceptions, making retries smarter in different scenarios.;https://github.com/square/okhttp/commit/60f5406dcc094d0431420139bd002e8bdd4ea5d5;Similar;0.8914456963539124;0.4387780129909515;
111;Rename <method_name> to <iden()>;I prefer signed;https://github.com/square/okhttp/commit/137e7de0454f10160370f105ac7d9d2fc5403c84;https://github.com/square/okhttp/commit/137e7de0454f10160370f105ac7d9d2fc5403c84;Convert <file_name> to Kotlin;<pr_link>, <iden>, <file_name>;https://github.com/square/okhttp/commit/02052b01f6cd1533dd5490ceb61ab6391c4cf2f8;Similar;0.856165885925293;0.3888648152351379;
112;Rename <method_name> to <iden()>;I prefer signed;https://github.com/square/okhttp/commit/137e7de0454f10160370f105ac7d9d2fc5403c84;https://github.com/square/okhttp/commit/137e7de0454f10160370f105ac7d9d2fc5403c84;Convert <file_name>, <file_name> to Kotlin  ;"to Kotlin

Decision: Rename <file_name> <version> to .kt (and others)  ";https://github.com/square/okhttp/commit/23ca0ea3bb33706f8e75412ab7d3ce1faa15a1d6;Similar;0.8680740594863892;0.4606472849845886;
113;Rename <method_name> to <iden()>;I prefer signed;https://github.com/square/okhttp/commit/137e7de0454f10160370f105ac7d9d2fc5403c84;https://github.com/square/okhttp/commit/137e7de0454f10160370f105ac7d9d2fc5403c84;Refactor <file_name> by using <iden>;We can use <iden> instead of overriding <iden> abstract class;https://github.com/square/okhttp/commit/bc3c787ea2df854ac399603d5c67111716137d31;Similar;0.8851649761199951;0.4925563335418701;
114;Remove <iden>-mode <iden> cipher suites;This removes the following cipher suites as supported-by-default;https://github.com/square/okhttp/commit/ea014716fd2a8712ee39888725f91bed43148cd3;https://github.com/square/okhttp/commit/ea014716fd2a8712ee39888725f91bed43148cd3;Drop our one remaining <iden> cipher suite;Tracking <iden> and Firefox, which have also dropped this cipher suite;https://github.com/square/okhttp/commit/868ee844458eda9ee7b1b6f9a5238b7c3f84c0e4;Similar;0.8367103338241577;0.7536815404891968;
115;Remove <iden>-mode <iden> cipher suites;This removes the following cipher suites as supported-by-default;https://github.com/square/okhttp/commit/ea014716fd2a8712ee39888725f91bed43148cd3;https://github.com/square/okhttp/commit/ea014716fd2a8712ee39888725f91bed43148cd3;Move out of the <file_name> package;To promote the code into AOSP, well keep this package as-is and do the jarjar in <iden> instead;https://github.com/square/okhttp/commit/50999cceb5f5bcdaf79baa5ac7eeef90c72bda8d;Similar;0.8216295838356018;0.3849177360534668;0.6717100143432617
116;Remove <iden>-mode <iden> cipher suites;This removes the following cipher suites as supported-by-default;https://github.com/square/okhttp/commit/ea014716fd2a8712ee39888725f91bed43148cd3;https://github.com/square/okhttp/commit/ea014716fd2a8712ee39888725f91bed43148cd3;Remove old <iden> protocol method;old;https://github.com/square/okhttp/commit/4ab6a8258b0df3a3528029f810e1f48952dba2d7;Similar;0.8496418595314026;0.4497720003128052;
117;Inject a leading . for better matching under <file_name> <enter> Closes : <issue_link>;for better matching;https://github.com/square/okhttp/commit/fd509b937c4a5438fe02ddf06ade5ad56736af5d;https://github.com/square/okhttp/commit/fd509b937c4a5438fe02ddf06ade5ad56736af5d;Add convenience overload for <iden>-backed <method_name>;convenience;https://github.com/square/okhttp/commit/35d0922f46c95bd73b1d070b6963cf3512167854;Similar;0.809103786945343;0.6161919832229614;
