url;new_message1;Decision;Rationale
https://github.com/square/okhttp/commit/35d0922f46c95bd73b1d070b6963cf3512167854;Add convenience overload for <iden>-backed  <method_name>  ;Add convenience overload for <iden>-backed <method_name>;convenience
https://github.com/square/okhttp/commit/eb5e72280b56427139bb14ffe14036f8dca6dba3;Use consistent camel casing of <iden>. ;Use consistent camel casing of <iden>;consistent camel casing
https://github.com/square/okhttp/commit/59b1c1dc5290b9f96ebeefb7ea2369d58042fed3; <file_name>  version updates. Drop unused dependencies. ;Drop unused dependencies;unused
https://github.com/square/okhttp/commit/0ff5ce5a6dd22b24c0c080e6fe8b734ec0859418;Update website to the latest design. ;Update website to the latest design  ;latest design
https://github.com/square/okhttp/commit/58c42623d084b05c249f1948686f250413a3611a;Minor doc fix. ;Minor doc fix  ;
https://github.com/square/okhttp/commit/62177b80f051ffa1f0f95c15fd20482db2006b24;Add <iden>  <enter> <url> ;Add <iden> <enter> <url>  ;
https://github.com/square/okhttp/commit/abb3ab4f50a99119caf0871fe95234a3e619dc82;New Javadocs.  <enter> <url> ;New Javadocs;
https://github.com/square/okhttp/commit/4c1436b3d6e6a7f9722bbcaa4d9a286747168ec0;HTTP/2 initial window size is 65535 not 65536. ;HTTP/2 initial window size is 65535 not 65536  ;not 65536
https://github.com/square/okhttp/commit/0a4896a296c113c5fe0e82f0f052e615b95527bf;Transfer to/from <iden> directly from <iden>. ( <pr_link> ) ;Transfer to/from <iden> directly from <iden>  ;<pr_link>
https://github.com/square/okhttp/commit/b3027a52edfe25824ca96a4eaab3dfc08b622016;Replace Math.min() with <iden> ( <pr_link> )  <enter> * Replace Math.min() with <iden> <enter> * Fix ;Replace Math.min() with <iden> ( <pr_link> ), Replace Math.min() with <iden>, Fix;
https://github.com/square/okhttp/commit/58a0a363d0c5f7a7c2fb6736bf96b459f40d39c5;Convert  <file_name>  to <iden> ;Convert  <file_name>  to <iden>;
https://github.com/square/okhttp/commit/1e386df1fe6293d1d00ce8a8cc98e75e1bf2d858;Convert  <file_name>  to Kotlin  <enter> Update  <file_name>  ;Convert <file_name> to Kotlin, Update <file_name>;
https://github.com/square/okhttp/commit/a7603602ca8b58c5a32117f03189d6d6a7c8e7be;add @overide for subclass override method ;add @override for subclass override method;subclass override method
https://github.com/square/okhttp/commit/967635662ab7b853508872c743629249cec2bb0c;Clean up  <file_name>  ;Clean up <file_name>  ;
https://github.com/square/okhttp/commit/43f93d014c6cf42847ba88fe67dc2d7237bbfb4b;Fix flaky testRfc2109Response()  <enter> The time delta in the cookie max-age is rounded down, so is at most 59 seconds. Possibly a GC or some other hiccup can occasionally make it lower, so allow some room for error. <enter>  Fixes <issue_link> . ;Fix flaky testRfc2109Response();The time delta in the cookie max-age is rounded down, so is at most 59 seconds. Possibly a GC or some other hiccup can occasionally make it lower, so allow some room for error.
https://github.com/square/okhttp/commit/be245e75cdfe87f077743ba9e72c66e04c3ded02;Document HttpLoggingInterceptor.redactHeader() ;Document HttpLoggingInterceptor.redactHeader()  ;
https://github.com/square/okhttp/commit/a9942c7c902a4ecc3c96b97b34737c54b07b48d2;Fix code reference in Javadoc. ;Fix code reference in Javadoc;
https://github.com/square/okhttp/commit/92e64f0279f1ce10ddd280fe048a92f6a959203d;Partially revert connection timeout behavior  <enter> Related to issue  <issue_link> . <enter> If there is a *connection* timeout the next route should be tried. Timeouts during a request/response should probably not be retried. <enter> The timeout/interrupt behavior was changed in PR  <pr_link>  for issue  <issue_link> . This modified both connection and request/response behavior. The issue reported was actually about the use of Thread.interrupt(), not timeouts, but the behavior change modified both behavior for interrupt and timeout. <enter> PR  <pr_link>  split the handling of exceptions so that separate code now handles connection errors from that which handles request/response errors. It faithfully kept the behavior from PR  <pr_link> . <enter> The modification of the timeout behavior during *connection* caused problems on <iden>. Now that the two types of error handling are split it's possible to deal with them differently and return the connection behavior to trying the next route. This does not modify behavior during request/response. ;Partially revert connection timeout behavior  ;The modification of the timeout behavior during connection caused problems
https://github.com/square/okhttp/commit/7a3bb19ea44f6771a20d3f5c323cc8bd15d73a56;Prevent  <file_name>  interfering with Android tests  <enter> On Android we run the OkHttp tests as an instrumented test case. The default UncaughtExceptionHandler on Android will quit the app, causing the current test to fail. <enter>  <file_name>  creates a thread that fails for various reasons that are not related to / required for the actual test. Often the exception is thrown during a subsequent test. <enter> This change logs the exception but prevent it from propagating out of the top of the call stack. This decreases overall flakiness. ;This change logs the exception but prevent it from propagating out of the top of the call stack.;This decreases overall flakiness.
https://github.com/square/okhttp/commit/426c11de7b411bd47e9ef5ba3ce08d8589a8a88c;Upstream commit of <iden> / <iden> fix  <enter> <url>#/c/111211  <enter> The change's to <iden>'s  <file_name>  have been ported. <enter> This does not include the introduction of PlatformTest, which will be difficult to write so it works everywhere. ;The change's to <iden>'s  <file_name> have been ported  ;Upstream commit of <iden> / <iden> fix, This does not include the introduction of PlatformTest, which will be difficult to write so it works everywhere
https://github.com/square/okhttp/commit/60f5406dcc094d0431420139bd002e8bdd4ea5d5;Move <iden> retries / fallback into  <method_name> <enter> <iden> changes: 1) Added:  <method_name>  2) Incompatible <iden> change:  <file_name>  constructor no longer includes <iden>. Removed <iden>(). 3) Added:  <method_name>  4) Added:  <method_name>  <enter> Implicit / semantic /  <file_name>  changes: <enter> 1)  <file_name>  now handles all attempts to connect via a  <file_name>  (effectively a {proxy, socket address} pair), rather than just one attempt. i.e.  <file_name>  now handles all the <iden> negotiation fallbacks internally. <enter> 2) <iden> no longer deals with <iden> versions. Individual <iden> failures are not counted against a <iden>. If no connection attempts to a  <file_name>  were successful the failure is counted against the  <method_name>  <enter> 3) The code makes a distinction between when various IOExceptions occur, with the intention making retries a bit smarter. It is now more obvious which exceptions happen during setup ( <file_name> ), connection ( <file_name> ), <iden> communication and thus which can be retried and whether the request might have been sent. ;Move <iden> retries / fallback into <method_name>;The decision is explained by the improvements in handling connection attempts and IOExceptions, making retries smarter in different scenarios.
https://github.com/square/okhttp/commit/6cf56de5d0701ff26aa6043c552e17c4665c1287;Return  <file_name>  to previous (e.g. KitKat) behavior  <enter> This change required to handle this <iden> scenario: <enter> When this version of <iden> is packaged into <iden> in a future release (in com.android.okhttp...) there is a possibility that an older version of <iden> bundled with application (in com.squareup.okhttp...) will pick up the newer  <file_name>  via ResponseCache.getDefault(). It will attempt to use the get() / put() methods. Commit  <otherCommit_link>  was intended to restore  <file_name>  get() and put() and avoid the UnsupportedOperationException that would be thrown. <enter> Unfortunately, it didn't quite do it: <enter> In KitKat and older versions <iden>, in  <file_name>  the behavior was to ignore any calls to put(URI, <iden>) including any <iden> that wasn't its own (i.e. only ones from com.android.okhttp would be cached). The previous fix to  <file_name>  re-introduced get()/put() but didn't implement the necessary instanceof checks. <enter> Jesse also informs me that coexistance with other implementations of <iden> is not required (since <iden> replaces the <iden> implementation on the desktop). I have also since discovered that  <file_name>  didn't implement the cache-control logic required to follow the letter of the <iden> anyway, which means that  <file_name>  is not suitable for use in cases where the Http(s)<iden> implementation expects a fully compliant implementation. <enter> Also addressed nits from  <otherCommit_link> . ;Return <file_name> to previous (e.g. KitKat) behavior;this change required to handle this <iden> scenario
https://github.com/square/okhttp/commit/e19326c0337758817e5879f9e1bef452d27f9a4a;Add  <method_name>  ;Add <method_name>  ;
https://github.com/square/okhttp/commit/b03026067b3686e45d4e11886eaccf084c36b01e;Update to HTTP/2 <iden> 10 and  <file_name>  6. ;Update to HTTP/2 <iden> 10 and  <file_name> 6;
https://github.com/square/okhttp/commit/08bc3c8808ec4495a1284ed6eb2325d44b435d33;Add  <method_name>  ;Add <method_name>  ;
https://github.com/square/okhttp/commit/241814257b774f39896d7384c3452ef22612307f;Backfill spdy and http/2 related tests wrt zero-length messages. ;Backfill spdy and http/2 related tests wrt zero-length messages;
https://github.com/square/okhttp/commit/8c2f383f14e354a45d0f9f16f5b0fa35b7244a51;Document  <file_name>  throwing modes ( <pr_link> ) ;Document <file_name> throwing modes;To include the <pr_link> information
https://github.com/square/okhttp/commit/0e0f3a2d8d95278bf362eaeb08f13516e383fafd;Push OkHttp 3.1<version> into the sea. It is no longer supported. ( <pr_link> )  <enter> OkHttp <version> is our only branch receiving security fixes, bug fixes, and new features. <enter> OkHttp <version> gets security fixes only. ;Push OkHttp 3.1<version> into the sea;It is no longer supported
https://github.com/square/okhttp/commit/02052b01f6cd1533dd5490ceb61ab6391c4cf2f8;Convert  <file_name>  to Kotlin ( <pr_link> )  <enter> * <iden>  <file_name>  to  <file_name>  <enter> * Convert  <file_name>  to Kotlin ;Convert <file_name> to Kotlin;<pr_link>, <iden>, <file_name>
https://github.com/square/okhttp/commit/23ca0ea3bb33706f8e75412ab7d3ce1faa15a1d6;Convert  <file_name> ,  <file_name>  to Kotlin ( <pr_link> )  <enter> * Rename  <file_name> <version> to .kt (and others) <enter> * Convert  <file_name> ,  <file_name>  to Kotlin ;Convert <file_name>, <file_name> to Kotlin  ;"to Kotlin

Decision: Rename <file_name> <version> to .kt (and others)  "
https://github.com/square/okhttp/commit/18f2b5e6e69de28f420298862378abfd243096ce;Fix source compatibility for some <iden> callsites. ( <pr_link> )  <enter> We had a problem where boolean vals needed to be reverted back to boolean funs. I'd like to go back to vals later, but supporting existing source patterns is more important. <enter> We also had a problem where single abstract method types (<iden> types) could be supplied as lambas when calling into <iden> but not when calling into <iden>. <enter> I found these by pointing  <file_name>  at the <iden> <enter> Get there like this: git co  <otherCommit_link> ^ git co  <otherCommit_link>  okhttp/build.gradle git co  <otherCommit_link>  build.gradle ;Fix source compatibility for some <iden> callsites;supporting existing source patterns is more important
https://github.com/square/okhttp/commit/af6198a1e992b55ff4d16dcaeeacbb4e90e29c8a;Fail HTTP/2 connections if the pong is not received. ( <pr_link> )  <enter> This removes the  <file_name>  abstraction from our http2 package. This was written as if it were a public API, but never exposed to any callers but tests. Removing it makes it easier to lock down how pings are used. <enter> This also removes the  <file_name>  class, replacing it with a new  <file_name>  on  <method_name>  The new  <file_name> , STALL_SOCKET_AT_START, allows us to do <iden> and negotiate an HTTP/2 connection without actually building a proper  <file_name>  and without responding to pings. <enter> The behavior in HTTP/2 connections is modeled after our behavior in web sockets. We count outgoing pings, incoming pongs, and confirm that the pongs are keeping up. If later we make this policy more sophisticated we can track the changes in both places. <enter>  Closes :  <issue_link> ;Fail HTTP/2 connections if the pong is not received;This removes the abstraction from our http2 package
https://github.com/square/okhttp/commit/3646138247488c9832a7f325401fe0b12fcdbebf;Don't summarize the request and response  <method_name>  ( <pr_link> )  <enter> Just pass the <iden> and <iden> objects in directly. ;Just pass the <iden> and <iden> objects in directly;Don't summarize the request and response
https://github.com/square/okhttp/commit/a95ec06a5037f7ca84f4f596397ce6090734c59b;Fix a race in  <method_name>  ( <pr_link> )  <enter> We were assuming on a client failure the server wouldn't have any further events. But it will get a failure if we give it a moment. This was causing some test flakiness. ;Fix a race in <method_name> ( <pr_link> );We were assuming on a client failure the server wouldn't have any further events. But it will get a failure if we give it a moment. This was causing some test flakiness.
https://github.com/square/okhttp/commit/87b86a53c4a5c591b8e1c5ec94b4d81edece00a8;Add <iden> config to README ;Add <iden> config to README;
https://github.com/square/okhttp/commit/69cabb714e2a9972a69be991e660bae99b356824;Improve some Markdown ;Improve some Markdown;improve
https://github.com/square/okhttp/commit/2d73da131dfa77de81ff8a54831c7385a0ce2d72;fix <issue_link> : PROPFIND request should not redirect to GET request ;fix <issue_link> : PROPFIND request should not redirect to GET request;PROPFIND request should not redirect to GET request
https://github.com/square/okhttp/commit/bc3c787ea2df854ac399603d5c67111716137d31;Refactor  <file_name>  by using <iden>  <enter> Cont.  <pr_link>  <enter> We can use <iden> instead of overriding <iden> abstract class. ;Refactor <file_name> by using <iden>;We can use <iden> instead of overriding <iden> abstract class
https://github.com/square/okhttp/commit/0137eb9dbad165caea7189c5c3e09382563ef8bd;Remove unnecessary use of grouping parentheses  <enter> Let's remove warnings found by errorprone. <enter> - attempt  <enter> - isEaualTo  ;Remove unnecessary use of grouping parentheses  ;Let's remove warnings found by errorprone.
https://github.com/square/okhttp/commit/fc238a225d6da5b8d6e8fcb580b9d66021953fd7;Handle <iden> in  <file_name>  ;Handle <iden> in <file_name>;
https://github.com/square/okhttp/commit/eba8a830929c2a696c48e702a0e22766ed9ab516;Enable GitHub <iden> Security Scanning ( <pr_link> ) ( <pr_link> )  <enter> Add  <file_name>  to configure GitHub workflow for code security scanning. Added <iden> action to override default <iden> 8. ;Enable GitHub Security Scanning;To configure GitHub workflow for code security scanning
https://github.com/square/okhttp/commit/512f3528daf902fb74ad0e128420763cb91bdd35; <file_name>  - load through bootstrap ;load through bootstrap;-
https://github.com/square/okhttp/commit/e97bb77a0efc057e47e1692fdf7f858bdbdb65ed;adds optional  <file_name>  body for <iden> requests to ammend <pr_link> ;adds optional <file_name> body for <iden> requests to ammend <pr_link>;
https://github.com/square/okhttp/commit/8e996aadc5d7839f249399abac657e3c9df1dc4a;Fix bug where request body isn't sent when it should ;Fix bug where request body isn't sent when it should  ;request body isn't sent when it should
https://github.com/square/okhttp/commit/0665b628fafec38271d7a66421ae04c7fd35dd29;Add support for following <iden> 307 temporary redirects.  <enter> Fixes Android bug 41739. ;Add support for following <iden> 307 temporary redirects  ;Fixes Android bug 41739
https://github.com/square/okhttp/commit/28434ce17d1b0bfb7f398d047e825f0f76b6e403;Add wildcard hostnames support in  <file_name>  ;Add wildcard hostnames support in <file_name>;support
https://github.com/square/okhttp/commit/eae6f32101a5be6bf20621b7765791d32cb70f09;Fix correctness of WebSocketReader reserved flags test ;Fix correctness of WebSocketReader reserved flags test;reserved flags
