Decision1;Rationale1;Decision2;Rationale2;Relationship;Alpha;similarity_rationales;contradiction_rationales
Fix flakiness in <method_name>  ;Theres a race where the HTTP engine has been created, but not yet connected and the cancel isnt as immediate as it could be. Fix the test by making sure theres a response to be retrieved. With the upcoming connection pool changes we might make the implementation more robust.;Refactor <file_name> by using <iden>;We can use <iden> instead of overriding <iden> abstract class;Similar;0.8431010842323303;0.29184478521347046;0.5844907760620117
Fix <iden> post retransmit in the new API  ;We dont buffer response bodies in the new API. But we should retransmit POST bodies when a request fails.;Fix checkstyle issues in new <iden> code;checkstyle issues;Similar;0.834945797920227;0.3477293848991394;
Move  <file_name>  pooling logic  ;"previously we had this ugly, awkward release() method that attempted to manage  <file_name>  pooling, discarding streams for caching, and closing broken streams; move  <file_name>  reuse to  <file_name>, with policy informed by  <method_name>  specifying what to do when the  <file_name>  becomes idle: pool, close or hold, so the  <file_name>  does what its told.";Move <iden> retries / fallback into <method_name>;The decision is explained by the improvements in handling connection attempts and IOExceptions, making retries smarter in different scenarios.;Similar;0.8417710661888123;0.4457501173019409;
Fix checkstyle issues in new <iden> code;checkstyle issues;Add error-prone compiler and fix its found issues;error-prone, its found issues;Similar;0.8196260333061218;0.7868475914001465;
Fix checkstyle issues in new <iden> code;checkstyle issues;Fix source compatibility for some <iden> callsites;supporting existing source patterns is more important;Similar;0.8317853212356567;0.5918539762496948;
Dont use <iden> APIs not in Gingerbread;APIs not in Gingerbread;We dont need no stinkin braces;no stinkin braces;Similar;0.8297960162162781;0.8151080012321472;
Introduce a <file_name> interface between engine and connection.;This breaks the direct dependency from <file_name> to <method_name>;Expose <iden> directly on <method_name>  ;direct;Similar;0.8104908466339111;0.42951637506484985;
Introduce a <file_name> interface between engine and connection.;This breaks the direct dependency from <file_name> to <method_name>;Convert <file_name> to Kotlin;<pr_link>, <iden>, <file_name>;Similar;0.829817533493042;0.6222207546234131;
Introduce a <file_name> interface between engine and connection.;This breaks the direct dependency from <file_name> to <method_name>;Convert <file_name>, <file_name> to Kotlin  ;"to Kotlin

Decision: Rename <file_name> <version> to .kt (and others)  ";Similar;0.8344882726669312;0.6497299671173096;
Introduce a <file_name> interface between engine and connection.;This breaks the direct dependency from <file_name> to <method_name>;Refactor <file_name> by using <iden>;We can use <iden> instead of overriding <iden> abstract class;Similar;0.8634790778160095;0.6640855669975281;0.6098315119743347
Introduce a <file_name> interface between engine and connection.;This breaks the direct dependency from <file_name> to <method_name>;Add wildcard hostnames support in <file_name>;support;Similar;0.8170636296272278;0.34246593713760376;
Move out of the <file_name> package;To promote the code into AOSP, well keep this package as-is and do the jarjar in <iden> instead;Remove old <iden> protocol method;old;Similar;0.8113645911216736;0.2672916352748871;
Move out of the <file_name> package;To promote the code into AOSP, well keep this package as-is and do the jarjar in <iden> instead;Move <iden> retries / fallback into <method_name>;The decision is explained by the improvements in handling connection attempts and IOExceptions, making retries smarter in different scenarios.;Similar;0.8065208196640015;0.4312395453453064;
Expose <iden> directly on <method_name>  ;direct;Transfer to/from <iden> directly from <iden>  ;<pr_link>;Similar;0.8753862977027893;0.6822105646133423;
Expose <iden> directly on <method_name>  ;direct;Move <iden> retries / fallback into <method_name>;The decision is explained by the improvements in handling connection attempts and IOExceptions, making retries smarter in different scenarios.;Similar;0.8162170648574829;0.16026175022125244;
Expose <iden> directly on <method_name>  ;direct;Convert <file_name>, <file_name> to Kotlin  ;"to Kotlin

Decision: Rename <file_name> <version> to .kt (and others)  ";Similar;0.8090091943740845;0.32762444019317627;
Expose <iden> directly on <method_name>  ;direct;Just pass the <iden> and <iden> objects in directly;Dont summarize the request and response;Similar;0.8140782117843628;0.6575525403022766;
Expose <iden> directly on <method_name>  ;direct;Refactor <file_name> by using <iden>;We can use <iden> instead of overriding <iden> abstract class;Similar;0.8688902854919434;0.5487171411514282;
Use HTML entity for ampersand;to represent the ampersand symbol in HTML;Refactor <file_name> by using <iden>;We can use <iden> instead of overriding <iden> abstract class;Similar;0.8001756072044373;0.533021867275238;
Transfer to/from <iden> directly from <iden>  ;<pr_link>;Move <iden> retries / fallback into <method_name>;The decision is explained by the improvements in handling connection attempts and IOExceptions, making retries smarter in different scenarios.;Similar;0.8199807405471802;0.25054511427879333;
Transfer to/from <iden> directly from <iden>  ;<pr_link>;Just pass the <iden> and <iden> objects in directly;Dont summarize the request and response;Similar;0.8539905548095703;0.6247286200523376;
Transfer to/from <iden> directly from <iden>  ;<pr_link>;Refactor <file_name> by using <iden>;We can use <iden> instead of overriding <iden> abstract class;Similar;0.8195908069610596;0.6045246720314026;
Move <iden> retries / fallback into <method_name>;The decision is explained by the improvements in handling connection attempts and IOExceptions, making retries smarter in different scenarios.;Convert <file_name> to Kotlin;<pr_link>, <iden>, <file_name>;Similar;0.8098671436309814;0.2537575960159302;
Move <iden> retries / fallback into <method_name>;The decision is explained by the improvements in handling connection attempts and IOExceptions, making retries smarter in different scenarios.;Convert <file_name>, <file_name> to Kotlin  ;"to Kotlin

Decision: Rename <file_name> <version> to .kt (and others)  ";Similar;0.8312361240386963;0.42192965745925903;
Move <iden> retries / fallback into <method_name>;The decision is explained by the improvements in handling connection attempts and IOExceptions, making retries smarter in different scenarios.;Refactor <file_name> by using <iden>;We can use <iden> instead of overriding <iden> abstract class;Similar;0.8216032981872559;0.43515342473983765;0.5484582781791687
Return <file_name> to previous (e.g. KitKat) behavior;this change required to handle this <iden> scenario;Convert <file_name>, <file_name> to Kotlin  ;"to Kotlin

Decision: Rename <file_name> <version> to .kt (and others)  ";Similar;0.8039604425430298;0.6176273822784424;
Convert <file_name> to Kotlin;<pr_link>, <iden>, <file_name>;Convert <file_name>, <file_name> to Kotlin  ;"to Kotlin

Decision: Rename <file_name> <version> to .kt (and others)  ";Similar;0.9855733513832092;0.7262798547744751;
Convert <file_name> to Kotlin;<pr_link>, <iden>, <file_name>;Refactor <file_name> by using <iden>;We can use <iden> instead of overriding <iden> abstract class;Similar;0.8696914911270142;0.5929394364356995;
Convert <file_name>, <file_name> to Kotlin  ;"to Kotlin

Decision: Rename <file_name> <version> to .kt (and others)  ";Refactor <file_name> by using <iden>;We can use <iden> instead of overriding <iden> abstract class;Similar;0.8671493530273438;0.5473275780677795;0.5884580016136169
