Decision1;Rationale1;Decision2;Rationale2;Relationship;Alpha
Move the ` <file_name> ` file from  <file_name> ` into ` <file_name>;since the IDE plugin supports both.;Set <iden> in default <iden>  ;Only affects the default <iden> (so when users are not overriding the default global user details).;Similar;0.6821686029434204
Move the ` <file_name> ` file from  <file_name> ` into ` <file_name>;since the IDE plugin supports both.;Blitz some more special characters from the metric names  ;When MVC path matchers are used as metric keys, they can still contain invalid characters and patterns (like asterisks). This change removes some more special characters and also tidies up the names a bit so no key part starts or ends with - (which is ugly);Similar;0.5334872007369995
Move the ` <file_name> ` file from  <file_name> ` into ` <file_name>;since the IDE plugin supports both.;Fix typo a -> an  ;Fix typo;Similar;0.6749480962753296
Move the ` <file_name> ` file from  <file_name> ` into ` <file_name>;since the IDE plugin supports both.;Fix checkstyle header violation  ;See <issue_link>;Similar;0.5450496673583984
Move the ` <file_name> ` file from  <file_name> ` into ` <file_name>;since the IDE plugin supports both.;Make file detection more resilient across restarts;Retain file snapshot state across devtools restarts to help prevent detection failures;Similar;0.5068707466125488
Move the ` <file_name> ` file from  <file_name> ` into ` <file_name>;since the IDE plugin supports both.;Fix package name for boot-loader-tools  ;Issue: #53129653;Similar;0.5365854501724243
Move the ` <file_name> ` file from  <file_name> ` into ` <file_name>;since the IDE plugin supports both.;Improve error handling in <iden> upgrade checks;See <pr_link>;Similar;0.5163242816925049
Move the ` <file_name> ` file from  <file_name> ` into ` <file_name>;since the IDE plugin supports both.;Add group property to <file_name>;See <pr_link>;Similar;0.8534344434738159
Move the ` <file_name> ` file from  <file_name> ` into ` <file_name>;since the IDE plugin supports both.;Fix <iden> deprecation <enter> See <pr_link>  ;deprecation;Similar;0.7306606769561768
Move the ` <file_name> ` file from  <file_name> ` into ` <file_name>;since the IDE plugin supports both.;Fix link formatting in custom <iden> section  ;See <pr_link>;Similar;0.6742086410522461
Move the ` <file_name> ` file from  <file_name> ` into ` <file_name>;since the IDE plugin supports both.;Remove duplicate word in docs;duplicate;Similar;0.6409063339233398
Move the ` <file_name> ` file from  <file_name> ` into ` <file_name>;since the IDE plugin supports both.;Fix tests;Fix;Similar;0.5211413502693176
Move the ` <file_name> ` file from  <file_name> ` into ` <file_name>;since the IDE plugin supports both.;Remove unnecessary logging by start-docker script  ;unnecessary;Similar;0.5516763925552368
Move the ` <file_name> ` file from  <file_name> ` into ` <file_name>;since the IDE plugin supports both.;Fix profile precedence when active and include provided  ;If profiles were activated via the environment using the active and include profile property, profiles specified via the active property would take precedence. This commit restores that behavior.;Similar;0.6111702919006348
Move the ` <file_name> ` file from  <file_name> ` into ` <file_name>;since the IDE plugin supports both.;Rename samples to smoke tests;Closes the <issue_link>;Similar;0.5859828591346741
Move the ` <file_name> ` file from  <file_name> ` into ` <file_name>;since the IDE plugin supports both.;Prepend without replacing in <file_name>  ;It was incorrect to simply replace existing instances because you cant tell from the instance which media types and java types it supports. This fix just prepends the custom converters so they get higher priority.;Similar;0.6771558523178101
Move the ` <file_name> ` file from  <file_name> ` into ` <file_name>;since the IDE plugin supports both.;Align expectations of various <iden> configurations;They all want to create an <iden> and when that happens user sees no MBeans, or sometimes just one set (<iden> Core, <iden> or <iden>). To harmonise them we create a  @bean  of type <iden> and link to it in the other autoconfigs;Similar;0.6517302989959717
Move the ` <file_name> ` file from  <file_name> ` into ` <file_name>;since the IDE plugin supports both.;Register an <iden> in security autoconfig  ;it helps a lot;Similar;0.5505163669586182
Move the ` <file_name> ` file from  <file_name> ` into ` <file_name>;since the IDE plugin supports both.;Fix freeMarker->freemarker;The need to correct the naming from freeMarker to freemarker;Similar;0.581060528755188
Move the ` <file_name> ` file from  <file_name> ` into ` <file_name>;since the IDE plugin supports both.;Remove undefined <iden> appender from basic log4j config <enter> Fixes <issue_link> ;Fixes <issue_link>;Similar;0.689293384552002
Move the ` <file_name> ` file from  <file_name> ` into ` <file_name>;since the IDE plugin supports both.;Add <iden> for <iden>  ;<iden> is exposed via server.servletPath.;Similar;0.7600672841072083
Move the ` <file_name> ` file from  <file_name> ` into ` <file_name>;since the IDE plugin supports both.;Fix typos in Javadocs;Improve documentation accuracy;Similar;0.5627458095550537
Move the ` <file_name> ` file from  <file_name> ` into ` <file_name>;since the IDE plugin supports both.;Add missing dependency;missing;Similar;0.5736585259437561
Move the ` <file_name> ` file from  <file_name> ` into ` <file_name>;since the IDE plugin supports both.;Fix test;Fix;Similar;0.5257405042648315
Move the ` <file_name> ` file from  <file_name> ` into ` <file_name>;since the IDE plugin supports both.;Add test for nested properties;test for nested properties;Similar;0.6431068181991577
Move the ` <file_name> ` file from  <file_name> ` into ` <file_name>;since the IDE plugin supports both.;Align <file_name> Javadoc with documentation;See <pr_link>;Similar;0.7294649481773376
Move the ` <file_name> ` file from  <file_name> ` into ` <file_name>;since the IDE plugin supports both.;Add <file_name> option for <file_name> building;This commit adds a <file_name> option to the configuration of the Maven plugin spring-boot:build-<file_name> goal and the Gradle plugin <file_name> task. The new option gives users control over pulling the <file_name> and run <file_name> from a remote <file_name> registry to the local <iden> daemon.;Similar;0.8150488138198853
Move the ` <file_name> ` file from  <file_name> ` into ` <file_name>;since the IDE plugin supports both.;Add XMLUnit to spring-boot-starter-test  ;Closes <pr_link>;Similar;0.5712461471557617
Move the ` <file_name> ` file from  <file_name> ` into ` <file_name>;since the IDE plugin supports both.;Update Spring <iden> auto-configuration so that `<iden>` from `<iden>` is implicitly applied.;Prior to this commit `<iden>` interfaces would only get picked up if `<iden>` was added alongside with the `@SpringBootApplication`.;Similar;0.5519528985023499
Move the ` <file_name> ` file from  <file_name> ` into ` <file_name>;since the IDE plugin supports both.;Fix NPE in <file_name> when migration.installedOn is null;See <pr_link>;Similar;0.5395327806472778
Move the ` <file_name> ` file from  <file_name> ` into ` <file_name>;since the IDE plugin supports both.;Update <file_name>, Replace line break with missing line fold, Closes <pr_link>;to continue the property value;Similar;0.7053366303443909
Improve startup times by adding more background pre-initializers and lazily evaluating the whitelabel SpEL view  ;(although not by much);Log warning on slow host resolution, Update ` <file_name>` so that if the `<iden>` call takes more than 200ms a warning is logged, Closes `<issue_link>`;slow host resolution, more than 200ms, close issue;Similar;0.5336238145828247
Improve startup times by adding more background pre-initializers and lazily evaluating the whitelabel SpEL view  ;(although not by much);Change LoggingSystemTests to use real temp folder, Update <file_name> to use a <iden> rule, Fixes <issue_link>;real temp folder, a <iden> rule, <issue_link>;Similar;0.6332825422286987
Improve startup times by adding more background pre-initializers and lazily evaluating the whitelabel SpEL view  ;(although not by much);Apply micrometer <iden> beans automatically, Update ` <file_name> ` and ` <file_name> ` so that micrometer `<iden>` beans are automatically applied.  ;Fixes <issue_link>;Similar;0.5735412836074829
Improve startup times by adding more background pre-initializers and lazily evaluating the whitelabel SpEL view  ;(although not by much);Improve <iden> documentation for reactive applications;Closes <issue_link>;Similar;0.6762212514877319
Improve startup times by adding more background pre-initializers and lazily evaluating the whitelabel SpEL view  ;(although not by much);Fix meta-data for spring.devtools.remote;See <issue_link>;Similar;0.552201509475708
Improve startup times by adding more background pre-initializers and lazily evaluating the whitelabel SpEL view  ;(although not by much);Test that <iden> works when thread is interrupted  ;Update RandomAccessDataFile to acquire the semaphore uninterruptibly to allow loading classes or resources on an interrupted thread;Similar;0.5018212199211121
Improve startup times by adding more background pre-initializers and lazily evaluating the whitelabel SpEL view  ;(although not by much);Improve the diagnostics  ;to fail fast with an information exception message when we detect that the embedded servlet container factory beans class cannot be instantiated;Similar;0.5599111318588257
Improve startup times by adding more background pre-initializers and lazily evaluating the whitelabel SpEL view  ;(although not by much);Update view of bean types when an override is detected;Previously, when a bean was overridden and its type changes, \<file_name> could be left with a stale view of the beans type. This would lead to incorrect bean condition evaluation as conditions would match or not match based on the beans old type.;Similar;0.6291254758834839
Improve startup times by adding more background pre-initializers and lazily evaluating the whitelabel SpEL view  ;(although not by much);Update appendix with details of new Spring <iden> property  ;Follow-on from  <otherCommit_link>, Closes <issue_link>;Similar;0.5527645349502563
Improve startup times by adding more background pre-initializers and lazily evaluating the whitelabel SpEL view  ;(although not by much);Update <file_name> config to look for minor version upgrades;look for minor version upgrades;Similar;0.5799381732940674
Improve startup times by adding more background pre-initializers and lazily evaluating the whitelabel SpEL view  ;(although not by much);Improve diagnostics when <file_name> type deduction fails;previously, this failure was only logged as a debug message, leaving the user with a misleading message suggesting that the @ConditionalOnBean or <iden> annotation was not configured correctly.;Similar;0.5799673199653625
Improve startup times by adding more background pre-initializers and lazily evaluating the whitelabel SpEL view  ;(although not by much);Improve links to <iden> plugins documentation;Closes <pr_link>;Similar;0.6714525818824768
Improve startup times by adding more background pre-initializers and lazily evaluating the whitelabel SpEL view  ;(although not by much);Update documentation for new <iden> support;new <iden> support;Similar;0.6465559601783752
Improve startup times by adding more background pre-initializers and lazily evaluating the whitelabel SpEL view  ;(although not by much);Improve <iden> support naming;support naming;Similar;0.5177798867225647
Improve startup times by adding more background pre-initializers and lazily evaluating the whitelabel SpEL view  ;(although not by much);Apply consistent formatting, drop JDK 8 support, and cleanup repo locations to use spring.io.  ;Polish, consistent formatting, drop JDK 8 support, cleanup repo locations to use spring.io.  ;Similar;0.5902782678604126
Improve startup times by adding more background pre-initializers and lazily evaluating the whitelabel SpEL view  ;(although not by much);Blitz some more special characters from the metric names  ;When MVC path matchers are used as metric keys, they can still contain invalid characters and patterns (like asterisks). This change removes some more special characters and also tidies up the names a bit so no key part starts or ends with - (which is ugly);Similar;0.5113403797149658
Improve startup times by adding more background pre-initializers and lazily evaluating the whitelabel SpEL view  ;(although not by much);Fix broken test (use web app context)  ;broken test;Similar;0.5520011186599731
Improve startup times by adding more background pre-initializers and lazily evaluating the whitelabel SpEL view  ;(although not by much);Make file detection more resilient across restarts;Retain file snapshot state across devtools restarts to help prevent detection failures;Similar;0.722995400428772
Improve startup times by adding more background pre-initializers and lazily evaluating the whitelabel SpEL view  ;(although not by much);Improve error handling in <iden> upgrade checks;See <pr_link>;Similar;0.6374626755714417
Improve startup times by adding more background pre-initializers and lazily evaluating the whitelabel SpEL view  ;(although not by much);Fix link formatting in custom <iden> section  ;See <pr_link>;Similar;0.5126189589500427
Improve startup times by adding more background pre-initializers and lazily evaluating the whitelabel SpEL view  ;(although not by much);Remove unnecessary logging by start-docker script  ;unnecessary;Similar;0.5065423846244812
Improve startup times by adding more background pre-initializers and lazily evaluating the whitelabel SpEL view  ;(although not by much);Rename samples to smoke tests;Closes the <issue_link>;Similar;0.5058426856994629
Improve startup times by adding more background pre-initializers and lazily evaluating the whitelabel SpEL view  ;(although not by much);Extract logic for duplicate file removal so it can be shared between <iden> and Gradle plugins. Also fixed bug in recursive scanning logic. Really fixes <issue_link>;can be shared, fixed bug, fixes;Similar;0.6671409606933594
Improve startup times by adding more background pre-initializers and lazily evaluating the whitelabel SpEL view  ;(although not by much);Add hooks for failed application context startup;[bs-31];Similar;0.5507572889328003
Improve startup times by adding more background pre-initializers and lazily evaluating the whitelabel SpEL view  ;(although not by much);Add <file_name> option for <file_name> building;This commit adds a <file_name> option to the configuration of the Maven plugin spring-boot:build-<file_name> goal and the Gradle plugin <file_name> task. The new option gives users control over pulling the <file_name> and run <file_name> from a remote <file_name> registry to the local <iden> daemon.;Similar;0.5076338648796082
Improve startup times by adding more background pre-initializers and lazily evaluating the whitelabel SpEL view  ;(although not by much);Add XMLUnit to spring-boot-starter-test  ;Closes <pr_link>;Similar;0.576747715473175
Improve startup times by adding more background pre-initializers and lazily evaluating the whitelabel SpEL view  ;(although not by much);Update Spring <iden> auto-configuration so that `<iden>` from `<iden>` is implicitly applied.;Prior to this commit `<iden>` interfaces would only get picked up if `<iden>` was added alongside with the `@SpringBootApplication`.;Similar;0.5534671545028687
Fix tests failing on Windows;tests failing on Windows;Reinstate devtools debug logging with opt-out;Reinstate `web` logging when devtools is in use, making use of the new logging groups support;Similar;0.5645299553871155
Fix tests failing on Windows;tests failing on Windows;Fix failing test;failing;Similar;0.7972276210784912
Fix tests failing on Windows;tests failing on Windows;Log warning on slow host resolution, Update ` <file_name>` so that if the `<iden>` call takes more than 200ms a warning is logged, Closes `<issue_link>`;slow host resolution, more than 200ms, close issue;Similar;0.5468776226043701
Fix tests failing on Windows;tests failing on Windows;Fix merge conflict  ;Closes <issue_link>;Similar;0.5285390615463257
Fix tests failing on Windows;tests failing on Windows;Change LoggingSystemTests to use real temp folder, Update <file_name> to use a <iden> rule, Fixes <issue_link>;real temp folder, a <iden> rule, <issue_link>;Similar;0.5809050798416138
Fix tests failing on Windows;tests failing on Windows;Fix <file_name> outer class tangle;Fixes <issue_link>;Similar;0.5619720816612244
Fix tests failing on Windows;tests failing on Windows;Fix checkstyle errors;fix;Similar;0.7023158073425293
Fix tests failing on Windows;tests failing on Windows;Fix mapping of <iden>s idle-timeout and heartbeat-interval  ;Previous to this commit the connection idle timeout and heartbeat interval were mapped to seconds whereas <iden> expects ms for all duration types.;Similar;0.5211975574493408
Fix tests failing on Windows;tests failing on Windows;Document how to use <file_name> with reactive access <enter> Closes <issue_link>;to provide information on how to use <file_name> with reactive access and address the issue identified in <issue_link>;Similar;0.5320924520492554
Fix tests failing on Windows;tests failing on Windows;Fix encoding of @bean in reference documentation;Closes <issue_link>;Similar;0.6084280610084534
Fix tests failing on Windows;tests failing on Windows;Fix doc formatting;Closes <issue_link>;Similar;0.5804992318153381
Fix tests failing on Windows;tests failing on Windows;Fix health indicator auto-configuration order;The health auto-configuration `AutoconfigureOrder` entry was referring to the standard couchbase auto-configuration that was not responsible for configuring the `CouchbaseOperations` bean, causing the health indicator implementation to rely on the presence of such a bean.;Similar;0.5974293947219849
Fix tests failing on Windows;tests failing on Windows;Fix datasource metrics doc;The maximum and minimum number of connections are not metrics so these are not exposed. Fix the doc that stated the contrary.;Similar;0.5330289602279663
Fix tests failing on Windows;tests failing on Windows;Improve <iden> documentation for reactive applications;Closes <issue_link>;Similar;0.549960732460022
Fix tests failing on Windows;tests failing on Windows;Fix build failure;Fix;Similar;0.696725606918335
Fix tests failing on Windows;tests failing on Windows;Fix broken build;broken;Similar;0.6468864679336548
Fix tests failing on Windows;tests failing on Windows;Try to make <file_name> less flakey;Closes <issue_link>;Similar;0.5213391780853271
Fix tests failing on Windows;tests failing on Windows;Test that <iden> works when thread is interrupted  ;Update RandomAccessDataFile to acquire the semaphore uninterruptibly to allow loading classes or resources on an interrupted thread;Similar;0.704953670501709
Fix tests failing on Windows;tests failing on Windows;Improve the diagnostics  ;to fail fast with an information exception message when we detect that the embedded servlet container factory beans class cannot be instantiated;Similar;0.5165876150131226
Fix tests failing on Windows;tests failing on Windows;Update view of bean types when an override is detected;Previously, when a bean was overridden and its type changes, \<file_name> could be left with a stale view of the beans type. This would lead to incorrect bean condition evaluation as conditions would match or not match based on the beans old type.;Similar;0.5511362552642822
Fix tests failing on Windows;tests failing on Windows;Ensure that <file_name> destroys underlying controller;Closes <issue_link>;Similar;0.5373632907867432
Fix tests failing on Windows;tests failing on Windows;Fix <file_name> handling of profiles activated by a file;Previously, <file_name> used a <iden> with no PathTransformer. This would result in an NPE within Maven, compounded by the NPE not being included in the failure message, hindering diagnosis. This commit updates <file_name> to configure its <iden> with a PathTransformer and improves the failure message for better problem diagnosis.;Similar;0.6040146350860596
Fix tests failing on Windows;tests failing on Windows;Avoid creating unnecessary garbage during <iden> normalization <enter> Closes <issue_link>;Closes <issue_link>;Similar;0.5188151001930237
Fix tests failing on Windows;tests failing on Windows;Ensure that AWTError from  <file_name> does not prevent app starting;Closes <issue_link>;Similar;0.524289608001709
Fix tests failing on Windows;tests failing on Windows;Remove duplicate console appender from Actuator samples <file_name> config;Closes <issue_link>;Similar;0.584916353225708
Fix tests failing on Windows;tests failing on Windows;Update <file_name> config to look for minor version upgrades;look for minor version upgrades;Similar;0.660294771194458
Fix tests failing on Windows;tests failing on Windows;Improve diagnostics when <file_name> type deduction fails;previously, this failure was only logged as a debug message, leaving the user with a misleading message suggesting that the @ConditionalOnBean or <iden> annotation was not configured correctly.;Similar;0.7762953042984009
Fix tests failing on Windows;tests failing on Windows;Improve links to <iden> plugins documentation;Closes <pr_link>;Similar;0.5349547266960144
Fix tests failing on Windows;tests failing on Windows;Fix broken links in the documentation;broken links;Similar;0.7605463862419128
Fix tests failing on Windows;tests failing on Windows;Fix  <file_name>  javadoc;Fix;Similar;0.5443121194839478
Fix tests failing on Windows;tests failing on Windows;Fix exec-maven-plugin configuration issue;fixes <issue_link>;Similar;0.7108436822891235
Fix tests failing on Windows;tests failing on Windows;Fix missing trailing / in resource paths  ;paths;Similar;0.6209609508514404
Fix tests failing on Windows;tests failing on Windows;Extract auto-configuration from <file_name>;specific auto-configuration, allowing <iden> to be used without <file_name> if required;Similar;0.5162816047668457
Fix tests failing on Windows;tests failing on Windows;Add /error to ignored paths for security autoconfig;Protecting /error doesnt make a great deal of sense and if it is protected you dont get the ErrorPageFilter for the attempt at loading it, so Tomcat renders its own HTML error page;Similar;0.6622247695922852
Fix tests failing on Windows;tests failing on Windows;Fix broken test (use web app context)  ;broken test;Similar;0.7742055654525757
Fix tests failing on Windows;tests failing on Windows;Fix typo a -> an  ;Fix typo;Similar;0.509041965007782
Fix tests failing on Windows;tests failing on Windows;Fix checkstyle header violation  ;See <issue_link>;Similar;0.7227749824523926
Fix tests failing on Windows;tests failing on Windows;Make file detection more resilient across restarts;Retain file snapshot state across devtools restarts to help prevent detection failures;Similar;0.5280688405036926
Fix tests failing on Windows;tests failing on Windows;Fix package name for boot-loader-tools  ;Issue: #53129653;Similar;0.6462656259536743
Fix tests failing on Windows;tests failing on Windows;Improve error handling in <iden> upgrade checks;See <pr_link>;Similar;0.6963292956352234
Fix tests failing on Windows;tests failing on Windows;Fix checkstyle violation;see the PR link;Similar;0.7044910192489624
Fix tests failing on Windows;tests failing on Windows;Fix <iden> deprecation <enter> See <pr_link>  ;deprecation;Similar;0.5691182613372803
Fix tests failing on Windows;tests failing on Windows;Fix link formatting in custom <iden> section  ;See <pr_link>;Similar;0.5823854207992554
Fix tests failing on Windows;tests failing on Windows;Remove duplicate word in docs;duplicate;Similar;0.5983879566192627
Fix tests failing on Windows;tests failing on Windows;Fix tests;Fix;Similar;0.6677647829055786
Fix tests failing on Windows;tests failing on Windows;Remove unnecessary logging by start-docker script  ;unnecessary;Similar;0.6200026273727417
Fix tests failing on Windows;tests failing on Windows;Fix profile precedence when active and include provided  ;If profiles were activated via the environment using the active and include profile property, profiles specified via the active property would take precedence. This commit restores that behavior.;Similar;0.5254819989204407
Fix tests failing on Windows;tests failing on Windows;Fix documentation for health endpoint security  ;Fixes <issue_link>;Similar;0.5862728357315063
Fix tests failing on Windows;tests failing on Windows;Send Slack Notifications when build completes;Closes <issue_link>;Similar;0.5990561246871948
Fix tests failing on Windows;tests failing on Windows;Extract logic for duplicate file removal so it can be shared between <iden> and Gradle plugins. Also fixed bug in recursive scanning logic. Really fixes <issue_link>;can be shared, fixed bug, fixes;Similar;0.6497678160667419
Fix tests failing on Windows;tests failing on Windows;Register an <iden> in security autoconfig  ;it helps a lot;Similar;0.5516157150268555
Fix tests failing on Windows;tests failing on Windows;Remove undefined <iden> appender from basic log4j config <enter> Fixes <issue_link> ;Fixes <issue_link>;Similar;0.5828604698181152
Fix tests failing on Windows;tests failing on Windows;Fix typos in Javadocs;Improve documentation accuracy;Similar;0.6384220719337463
Fix tests failing on Windows;tests failing on Windows;Add hooks for failed application context startup;[bs-31];Similar;0.6960557699203491
Fix tests failing on Windows;tests failing on Windows;Fix test;Fix;Similar;0.6525372862815857
Fix tests failing on Windows;tests failing on Windows;Fix NPE in <file_name> when migration.installedOn is null;See <pr_link>;Similar;0.6913117170333862
Fix tests failing on Windows;tests failing on Windows;Update <file_name>, Replace line break with missing line fold, Closes <pr_link>;to continue the property value;Similar;0.5587542653083801
Make <iden> a default method;"Change ` <method_name> to have a default implementation that return `<iden>`; Fixes <issue_link>";Update actuator security documentation;Update documentation to align with the new role based method.;Similar;0.6575709581375122
Make <iden> a default method;"Change ` <method_name> to have a default implementation that return `<iden>`; Fixes <issue_link>";Add a rule to enforce <iden> 5 usage and conventions;Closes <issue_link>;Similar;0.5865483283996582
Make <iden> a default method;"Change ` <method_name> to have a default implementation that return `<iden>`; Fixes <issue_link>";Fix failing test;failing;Similar;0.535770058631897
Make <iden> a default method;"Change ` <method_name> to have a default implementation that return `<iden>`; Fixes <issue_link>";Add initializer support  ;Add `<iden>` support to `<file_name>`;Similar;0.7585501074790955
Make <iden> a default method;"Change ` <method_name> to have a default implementation that return `<iden>`; Fixes <issue_link>";Fix merge conflict  ;Closes <issue_link>;Similar;0.6103006601333618
Make <iden> a default method;"Change ` <method_name> to have a default implementation that return `<iden>`; Fixes <issue_link>";Change LoggingSystemTests to use real temp folder, Update <file_name> to use a <iden> rule, Fixes <issue_link>;real temp folder, a <iden> rule, <issue_link>;Similar;0.5777957439422607
Make <iden> a default method;"Change ` <method_name> to have a default implementation that return `<iden>`; Fixes <issue_link>";Fix <file_name> outer class tangle;Fixes <issue_link>;Similar;0.6933622360229492
Make <iden> a default method;"Change ` <method_name> to have a default implementation that return `<iden>`; Fixes <issue_link>";Fix checkstyle errors;fix;Similar;0.5766153931617737
Make <iden> a default method;"Change ` <method_name> to have a default implementation that return `<iden>`; Fixes <issue_link>";Fix mapping of <iden>s idle-timeout and heartbeat-interval  ;Previous to this commit the connection idle timeout and heartbeat interval were mapped to seconds whereas <iden> expects ms for all duration types.;Similar;0.5739153027534485
Make <iden> a default method;"Change ` <method_name> to have a default implementation that return `<iden>`; Fixes <issue_link>";Document how to use <file_name> with reactive access <enter> Closes <issue_link>;to provide information on how to use <file_name> with reactive access and address the issue identified in <issue_link>;Similar;0.6409008502960205
Make <iden> a default method;"Change ` <method_name> to have a default implementation that return `<iden>`; Fixes <issue_link>";Fix encoding of @bean in reference documentation;Closes <issue_link>;Similar;0.5241392254829407
Make <iden> a default method;"Change ` <method_name> to have a default implementation that return `<iden>`; Fixes <issue_link>";Polish Document how to add metadata for collection and enum default values;Closes <issue_link>;Similar;0.579980731010437
Make <iden> a default method;"Change ` <method_name> to have a default implementation that return `<iden>`; Fixes <issue_link>";Polish Clarify edge case docs on <file_name>;Closes <pr_link>;Similar;0.609698474407196
Make <iden> a default method;"Change ` <method_name> to have a default implementation that return `<iden>`; Fixes <issue_link>";Fix doc formatting;Closes <issue_link>;Similar;0.706099271774292
Make <iden> a default method;"Change ` <method_name> to have a default implementation that return `<iden>`; Fixes <issue_link>";Fix health indicator auto-configuration order;The health auto-configuration `AutoconfigureOrder` entry was referring to the standard couchbase auto-configuration that was not responsible for configuring the `CouchbaseOperations` bean, causing the health indicator implementation to rely on the presence of such a bean.;Similar;0.5908656716346741
Make <iden> a default method;"Change ` <method_name> to have a default implementation that return `<iden>`; Fixes <issue_link>";Fix datasource metrics doc;The maximum and minimum number of connections are not metrics so these are not exposed. Fix the doc that stated the contrary.;Similar;0.681865930557251
Make <iden> a default method;"Change ` <method_name> to have a default implementation that return `<iden>`; Fixes <issue_link>";Configure <iden> explicitly;simplifying the auto-configuration and let it us proxy-free configuration classes;Similar;0.8513943552970886
Make <iden> a default method;"Change ` <method_name> to have a default implementation that return `<iden>`; Fixes <issue_link>";Refine validator and `<iden>` validator configuration  ;This commit ensures that a primary JSR 303 and `<iden>` will be exposed if the auto-configuration kicks in. As `<iden>` exposes 3 contracts (JSR-303 `<iden>` and `<iden>` as well as the `<iden>` validator one), this makes sure that those types can be injected by type. `<iden>` exposes 3 contracts and were only checking for the absence of a `javax.validation.<iden>` to auto-configure a `<iden>`. If no standard JSR validator exists but a <iden>s `<iden>` exists and is primary, we shouldnt flag the auto-configured one as `<iden>`. Previous iterations on this feature have made sure that well auto-configure at most one `javax.validation.<iden>` so not flagging it `<iden>` is no problem. This commit also restores and adds tests that validate `<file_name>` will configure a JSR validator even if a <iden> is present. This effectively fixes `<issue_link>` in a different way. Closes `<issue_link>` Closes `<issue_link>`;Similar;0.7674722671508789
Make <iden> a default method;"Change ` <method_name> to have a default implementation that return `<iden>`; Fixes <issue_link>";Notify the use of logback specific system property;Users following the logback documentation can be confused at first so were not logging a warning when we found out that the logback specific property has been specified.;Similar;0.7022321224212646
Make <iden> a default method;"Change ` <method_name> to have a default implementation that return `<iden>`; Fixes <issue_link>";Add option to  <file_name>  devtools from fat jar;removes `org.springframework.boot:spring-boot-devtools` (if necessary) when repackaging the application;Similar;0.5123958587646484
Make <iden> a default method;"Change ` <method_name> to have a default implementation that return `<iden>`; Fixes <issue_link>";Define shell.ssh.port and shell.telnet port as integer properties  ;So that the generated meta-data exposes the proper type;Similar;0.543960452079773
Make <iden> a default method;"Change ` <method_name> to have a default implementation that return `<iden>`; Fixes <issue_link>";Allow binding number to <iden>  <enter>  ;Closes <issue_link>  ;Similar;0.80776447057724
Make <iden> a default method;"Change ` <method_name> to have a default implementation that return `<iden>`; Fixes <issue_link>";Improve <iden> documentation for reactive applications;Closes <issue_link>;Similar;0.6637609004974365
Make <iden> a default method;"Change ` <method_name> to have a default implementation that return `<iden>`; Fixes <issue_link>";Fix meta-data for spring.devtools.remote;See <issue_link>;Similar;0.5067390203475952
Make <iden> a default method;"Change ` <method_name> to have a default implementation that return `<iden>`; Fixes <issue_link>";Rename redis starter to <file_name> -boot-starter-data-redis;Closes <issue_link>;Similar;0.6539739370346069
Make <iden> a default method;"Change ` <method_name> to have a default implementation that return `<iden>`; Fixes <issue_link>";Fix build failure;Fix;Similar;0.5049983263015747
Make <iden> a default method;"Change ` <method_name> to have a default implementation that return `<iden>`; Fixes <issue_link>";updates the How-To to mention that;as the <iden> auto-configuration requires `commons-pool2`;Similar;0.7032976150512695
Make <iden> a default method;"Change ` <method_name> to have a default implementation that return `<iden>`; Fixes <issue_link>";Test that <iden> works when thread is interrupted  ;Update RandomAccessDataFile to acquire the semaphore uninterruptibly to allow loading classes or resources on an interrupted thread;Similar;0.6053966283798218
Make <iden> a default method;"Change ` <method_name> to have a default implementation that return `<iden>`; Fixes <issue_link>";Improve the diagnostics  ;to fail fast with an information exception message when we detect that the embedded servlet container factory beans class cannot be instantiated;Similar;0.5563574433326721
Make <iden> a default method;"Change ` <method_name> to have a default implementation that return `<iden>`; Fixes <issue_link>";Fix <file_name> handling of profiles activated by a file;Previously, <file_name> used a <iden> with no PathTransformer. This would result in an NPE within Maven, compounded by the NPE not being included in the failure message, hindering diagnosis. This commit updates <file_name> to configure its <iden> with a PathTransformer and improves the failure message for better problem diagnosis.;Similar;0.6430395841598511
Make <iden> a default method;"Change ` <method_name> to have a default implementation that return `<iden>`; Fixes <issue_link>";Polish new layered jar support;new layered jar support;Similar;0.5185121297836304
Make <iden> a default method;"Change ` <method_name> to have a default implementation that return `<iden>`; Fixes <issue_link>";Remove duplicate console appender from Actuator samples <file_name> config;Closes <issue_link>;Similar;0.5100220441818237
Make <iden> a default method;"Change ` <method_name> to have a default implementation that return `<iden>`; Fixes <issue_link>";Update <file_name> config to look for minor version upgrades;look for minor version upgrades;Similar;0.5527671575546265
Make <iden> a default method;"Change ` <method_name> to have a default implementation that return `<iden>`; Fixes <issue_link>";Remove non-existent starter from dependencies;non-existent;Similar;0.5380083918571472
Make <iden> a default method;"Change ` <method_name> to have a default implementation that return `<iden>`; Fixes <issue_link>";No-op <file_name> when <iden> is not present  ;Closes <issue_link>;Similar;0.5474900007247925
Make <iden> a default method;"Change ` <method_name> to have a default implementation that return `<iden>`; Fixes <issue_link>";Improve links to <iden> plugins documentation;Closes <pr_link>;Similar;0.6698981523513794
