Decision1;Rationale1;Decision2;Rationale2;Relationship;Alpha
add <iden> for dynamically created class;dynamically created;Check config instance in <file_name> before create a new one;"-

None";Similar;0.7529348134994507
add <iden> for dynamically created class;dynamically created;Config optimization.  ;add, hold reference of, change from-spring to include-spring-env;Similar;0.6800330281257629
add <iden> for dynamically created class;dynamically created;support handle of exception from <iden> or <iden> ( <pr_link> ) <enter> fix <pr_link>;handle of exception from <iden> or <iden> <enter> fix <pr_link>;Similar;0.7402821183204651
add <iden> for dynamically created class;dynamically created;Fix configurator bug;configurator;Similar;0.6262196898460388
add <iden> for dynamically created class;dynamically created;Fix NPE in <file_name>  ;Fix;Similar;0.7455748319625854
add <iden> for dynamically created class;dynamically created;Move <iden> in config-api to bootstrap temporarily;to solve the unreasonable dependency problem between modules;Similar;0.7032376527786255
add <iden> for dynamically created class;dynamically created;Fix comments;Fix;Similar;0.5847713351249695
add <iden> for dynamically created class;dynamically created;Fix compilation problem;Fix;Similar;0.581467866897583
add <iden> for dynamically created class;dynamically created;Remove duplicate ut classes;duplicate;Similar;0.5210890769958496
add <iden> for dynamically created class;dynamically created;Change  <file_name>  and  <file_name> : scope and rules  ;scope and rules  ;Similar;0.7486264705657959
add <iden> for dynamically created class;dynamically created;Add <file_name> name and fix <file_name> error  ;error;Similar;0.7103490829467773
add <iden> for dynamically created class;dynamically created;Fix UT problems after structure change  ;after structure change;Similar;0.6126449108123779
add <iden> for dynamically created class;dynamically created;Translate missing content and add apache license;missing content and apache license;Similar;0.5502474904060364
add <iden> for dynamically created class;dynamically created;Fixed typo in \<file_name\>  ;mDeamo;Similar;0.6454684734344482
add <iden> for dynamically created class;dynamically created;Add package support for dubbo-remoting-netty4 module;package support;Similar;0.7112812995910645
add <iden> for dynamically created class;dynamically created;Change <method_name> wait/notify to lock/condition;Fixed <pr_link>;Similar;0.6716462969779968
add <iden> for dynamically created class;dynamically created;fix compiler bug;bug;Similar;0.6880909204483032
add <iden> for dynamically created class;dynamically created;add maven-compiler-plugin to <file_name>;to use Maven compiler plugin;Similar;0.8085769414901733
add <iden> for dynamically created class;dynamically created;"add the router key in <file_name> (<pr_link>)
";-;Similar;0.7473940849304199
add <iden> for dynamically created class;dynamically created;fix wrong telnet command package( <issue_link> ) ( <pr_link> );wrong telnet command package;Similar;0.5053077340126038
add <iden> for dynamically created class;dynamically created;fix typo ( <pr_link> );typo;Similar;0.7346853017807007
add <iden> for dynamically created class;dynamically created;Enhancement;file_name, pr_link;Similar;0.5018016695976257
add <iden> for dynamically created class;dynamically created;Enable <file_name> ( <pr_link> );Enable;Similar;0.7312185168266296
add <iden> for dynamically created class;dynamically created;Fix random ut falling in \<file\_name\> ( \<pr\_link\> )  ;random ut falling;Similar;0.5912405252456665
add <iden> for dynamically created class;dynamically created;Enhance <file_name> support generate type definition which contains <iden> or <iden>;support generate type definition;Similar;0.7942797541618347
add <iden> for dynamically created class;dynamically created;Remove unused variable parameters in <file_name> (<pr_link>);unused;Similar;0.5650882124900818
add <iden> for dynamically created class;dynamically created;fix typo:<iden> ( <pr_link> );typo;Similar;0.7662146091461182
add <iden> for dynamically created class;dynamically created;Fix issue#5411 (<pr_link>);Fix;Similar;0.5885053873062134
add <iden> for dynamically created class;dynamically created;use revision in  <file_name>  ( <pr_link> );Revision use;Similar;0.7354064583778381
add <iden> for dynamically created class;dynamically created;Fix zk client create logic  ;fix;Similar;0.7817996144294739
add <iden> for dynamically created class;dynamically created;polish <file_name> ;remove test profile and jvm permSize args;Similar;0.6154543161392212
add <iden> for dynamically created class;dynamically created;add <file_name> rule to check import order;<pr_link>;Similar;0.732268750667572
add <iden> for dynamically created class;dynamically created;Fix <issue_link> ( <pr_link> );fix;Similar;0.7027056813240051
add <iden> for dynamically created class;dynamically created;`<file_name>` class should be consistent with the writing of the ExecutionChannelHandler class;fix <issue_link>;Similar;0.7786554098129272
add <iden> for dynamically created class;dynamically created;support get system load on windows ( <pr_link> );fix <issue_link>;Similar;0.7538477778434753
add <iden> for dynamically created class;dynamically created;"Add a remoting redis to adapt mono, sentinel and cluster redis; refactor redis registry to use the new module  ";"to adapt mono, sentinel and cluster redis; refactor redis registry to use the new module";Similar;0.7100210785865784
add <iden> for dynamically created class;dynamically created;Fix NPE when unexport <iden> ( <pr_link> );NPE;Similar;0.6520677208900452
add <iden> for dynamically created class;dynamically created;Make code of process callback of method cleaner in <file_name> (<pr_link>);cleaner;Similar;0.703134298324585
add <iden> for dynamically created class;dynamically created;Revert fix wrong check of <iden> when export a service (fix issue_6269) ( <pr_link> )  ;fix wrong check;Similar;0.5633473992347717
add <iden> for dynamically created class;dynamically created;Adding the new methods into <file_name>  ;to manipulate the exported <iden> for service introspection ( <pr_link> );Similar;0.7900014519691467
add <iden> for dynamically created class;dynamically created;Adding the overriding rule for <file_name> (<pr_link>);Enhancement;Similar;0.7402335405349731
add <iden> for dynamically created class;dynamically created;Add `how can I contribute?` section;-;Similar;0.5454239249229431
add <iden> for dynamically created class;dynamically created;Correct <file_name> version  ;Correct;Similar;0.6617687940597534
add <iden> for dynamically created class;dynamically created;Remove unnecessary null check and fix typo;unnecessary, fix typo;Similar;0.5241026282310486
add <iden> for dynamically created class;dynamically created;<file_name> ( <pr_link> ) <enter> fixes <issue_link>, <issue_link>, <issue_link>;Fixing <issue_link> multiple times;Similar;0.7328355312347412
add <iden> for dynamically created class;dynamically created;Modify comments and imports  ;just for [by implication];Similar;0.5561880469322205
add <iden> for dynamically created class;dynamically created;modify consumer  <file_name> : param type from string to map;param type from string to map;Similar;0.7037031650543213
add <iden> for dynamically created class;dynamically created;Modify <file_name> <enter> <url>;to indicate the revision of the <file_name> and inclusion of <url>;Similar;0.721647322177887
add <iden> for dynamically created class;dynamically created;Reduce object allocation for <method_name>;"-
None";Similar;0.5615797638893127
add <iden> for dynamically created class;dynamically created;Minor improvement on test cases: ( <pr_link> )  ;Use org.junit.Assert instead of junit.framework.Assert( @deprecated  since Junit 4), Use assertTrue and other assert methods through static import to make codes easier to read;Similar;0.548896074295044
add <iden> for dynamically created class;dynamically created;Simplify code with Lambda;code simplification;Similar;0.6388349533081055
add <iden> for dynamically created class;dynamically created;Remove unused import for unit test;clear unused import;Similar;0.5037782788276672
add <iden> for dynamically created class;dynamically created;add jdk11 to travis ci;upgrade jacoco to support jdk11;Similar;0.5034080743789673
add <iden> for dynamically created class;dynamically created;Port <pr_link> into main trunk (<pr_link>);Fixes <issue_link>;Similar;0.5863937139511108
add <iden> for dynamically created class;dynamically created;switch from <iden> to regular list;in order to avoid potential UnsupportedOperationException ( <pr_link> );Similar;0.5921016335487366
add <iden> for dynamically created class;dynamically created;rename package name from <iden> to impl;-;Similar;0.640172004699707
add <iden> for dynamically created class;dynamically created;add unit test for parsing path;-;Similar;0.787412166595459
add <iden> for dynamically created class;dynamically created;fix comment grammar error;to correct the grammar error;Similar;0.5644447803497314
add <iden> for dynamically created class;dynamically created;Merge pull request  ;fix QoS port can only be configured by identity property problem;Similar;0.6132888197898865
add <iden> for dynamically created class;dynamically created;Proofread README.md file with multiple fixes;to improve readability and content quality;Similar;0.5996279716491699
add <iden> for dynamically created class;dynamically created;Fix typo;typo;Similar;0.6340124607086182
add <iden> for dynamically created class;dynamically created;Update README.md ( <pr_link> )  <enter> add @override annotation;to include the @override annotation;Similar;0.7096294164657593
add <iden> for dynamically created class;dynamically created;Support <iden> auto recognize in <file_name> ( <pr_link>);"Enhancement

Decision: Fix <issue_link>";Similar;0.7236325144767761
add <iden> for dynamically created class;dynamically created;Change <iden> to regular list in <file_name> (<pr_link>);to regular list;Similar;0.6845106482505798
fix test case DUBBO-135  ;test case glitch fix;"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;Similar;0.6749340295791626
fix test case DUBBO-135  ;test case glitch fix;reduce the level of request data in timeout log ( <pr_link> ) <enter>  ;to control the size of log;Similar;0.5192961096763611
fix test case DUBBO-135  ;test case glitch fix;add switch of generic invocation with class info  ;fix;Similar;0.5590949058532715
fix test case DUBBO-135  ;test case glitch fix;fix alibaba <file_name> setAttachment(<iden>) ( <pr_link> );bugfix;Similar;0.6845085024833679
fix test case DUBBO-135  ;test case glitch fix;Revert [Dubbo-5813]prevent <iden> method of <iden> being invoked twice when using Spring ( <pr_link> ) ( <pr_link> )  ;This reverts commit <otherCommit_link>;Similar;0.5728698372840881
fix test case DUBBO-135  ;test case glitch fix;add comment for <file_name>;see <issue_link>;Similar;0.5382336378097534
fix test case DUBBO-135  ;test case glitch fix;add gpg signing plugin for protobuf compiler ;for protobuf compiler;Similar;0.5330705046653748
fix test case DUBBO-135  ;test case glitch fix;implements future and keep  <file_name>  backward compatibility.;future and backward compatibility.;Similar;0.5996351838111877
fix test case DUBBO-135  ;test case glitch fix;revert (<pr_link>);performance tuning;Similar;0.6319068670272827
fix test case DUBBO-135  ;test case glitch fix;Save <file_name> allocation;Performance tuning;Similar;0.5102459192276001
fix test case DUBBO-135  ;test case glitch fix;fix conflicts after merged master;after merged master;Similar;0.6205231547355652
fix test case DUBBO-135  ;test case glitch fix;Solve compile problem in java11  ;java11;Similar;0.606273353099823
fix test case DUBBO-135  ;test case glitch fix;Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;Similar;0.5641567707061768
fix test case DUBBO-135  ;test case glitch fix;Revert code to avoid NPE in RPC wire after providers are cleared  ; avoid NPE;Similar;0.5337855219841003
fix test case DUBBO-135  ;test case glitch fix;Check config instance in <file_name> before create a new one;"-

None";Similar;0.5636982917785645
fix test case DUBBO-135  ;test case glitch fix;Config optimization.  ;add, hold reference of, change from-spring to include-spring-env;Similar;0.6042542457580566
fix test case DUBBO-135  ;test case glitch fix;support handle of exception from <iden> or <iden> ( <pr_link> ) <enter> fix <pr_link>;handle of exception from <iden> or <iden> <enter> fix <pr_link>;Similar;0.6826440095901489
fix test case DUBBO-135  ;test case glitch fix;Fix configurator bug;configurator;Similar;0.6229095458984375
fix test case DUBBO-135  ;test case glitch fix;Fix NPE in <file_name>  ;Fix;Similar;0.6061825156211853
fix test case DUBBO-135  ;test case glitch fix;Move <iden> in config-api to bootstrap temporarily;to solve the unreasonable dependency problem between modules;Similar;0.5599183440208435
fix test case DUBBO-135  ;test case glitch fix;Fix comments;Fix;Similar;0.6134416460990906
fix test case DUBBO-135  ;test case glitch fix;Fix compilation problem;Fix;Similar;0.6123965382575989
fix test case DUBBO-135  ;test case glitch fix;Change  <file_name>  and  <file_name> : scope and rules  ;scope and rules  ;Similar;0.6112696528434753
fix test case DUBBO-135  ;test case glitch fix;Add <file_name> name and fix <file_name> error  ;error;Similar;0.5934635400772095
fix test case DUBBO-135  ;test case glitch fix;Fix UT problems after structure change  ;after structure change;Similar;0.6109283566474915
fix test case DUBBO-135  ;test case glitch fix;Translate missing content and add apache license;missing content and apache license;Similar;0.5142728686332703
fix test case DUBBO-135  ;test case glitch fix;Fixed typo in \<file_name\>  ;mDeamo;Similar;0.5767728090286255
fix test case DUBBO-135  ;test case glitch fix;Add package support for dubbo-remoting-netty4 module;package support;Similar;0.6727699041366577
fix test case DUBBO-135  ;test case glitch fix;Change <method_name> wait/notify to lock/condition;Fixed <pr_link>;Similar;0.6205366849899292
fix test case DUBBO-135  ;test case glitch fix;fix(dubbo-admin): webx-<version> not compitable with spring-<version>;not compitable;Similar;0.5100911855697632
fix test case DUBBO-135  ;test case glitch fix;fix compiler bug;bug;Similar;0.5932842493057251
fix test case DUBBO-135  ;test case glitch fix;add maven-compiler-plugin to <file_name>;to use Maven compiler plugin;Similar;0.5398293137550354
fix test case DUBBO-135  ;test case glitch fix;"add the router key in <file_name> (<pr_link>)
";-;Similar;0.5863739252090454
fix test case DUBBO-135  ;test case glitch fix;fix wrong telnet command package( <issue_link> ) ( <pr_link> );wrong telnet command package;Similar;0.590946614742279
fix test case DUBBO-135  ;test case glitch fix;fix wrong telnet command package;wrong;Similar;0.5122488141059875
fix test case DUBBO-135  ;test case glitch fix;fix typo ( <pr_link> );typo;Similar;0.710631787776947
fix test case DUBBO-135  ;test case glitch fix;Enable <file_name> ( <pr_link> );Enable;Similar;0.5835913419723511
fix test case DUBBO-135  ;test case glitch fix;Fix random ut falling in \<file\_name\> ( \<pr\_link\> )  ;random ut falling;Similar;0.5077047348022461
fix test case DUBBO-135  ;test case glitch fix;Enhance <file_name> support generate type definition which contains <iden> or <iden>;support generate type definition;Similar;0.5595001578330994
fix test case DUBBO-135  ;test case glitch fix;Remove unused variable parameters in <file_name> (<pr_link>);unused;Similar;0.5353302955627441
fix test case DUBBO-135  ;test case glitch fix;fix typo:<iden> ( <pr_link> );typo;Similar;0.7049682140350342
fix test case DUBBO-135  ;test case glitch fix;Fix issue#5411 (<pr_link>);Fix;Similar;0.801507294178009
fix test case DUBBO-135  ;test case glitch fix;use revision in  <file_name>  ( <pr_link> );Revision use;Similar;0.6231389045715332
fix test case DUBBO-135  ;test case glitch fix;Fix zk client create logic  ;fix;Similar;0.6107167601585388
fix test case DUBBO-135  ;test case glitch fix;add <file_name> rule to check import order;<pr_link>;Similar;0.5875856876373291
fix test case DUBBO-135  ;test case glitch fix;Fix <issue_link> ( <pr_link> );fix;Similar;0.7255539298057556
fix test case DUBBO-135  ;test case glitch fix;`<file_name>` class should be consistent with the writing of the ExecutionChannelHandler class;fix <issue_link>;Similar;0.5338996052742004
fix test case DUBBO-135  ;test case glitch fix;Fix hessian-lite spelling mistake  ;spelling mistake;Similar;0.5932672023773193
fix test case DUBBO-135  ;test case glitch fix;"Add a remoting redis to adapt mono, sentinel and cluster redis; refactor redis registry to use the new module  ";"to adapt mono, sentinel and cluster redis; refactor redis registry to use the new module";Similar;0.5681502819061279
fix test case DUBBO-135  ;test case glitch fix;Fix NPE when unexport <iden> ( <pr_link> );NPE;Similar;0.6679680943489075
fix test case DUBBO-135  ;test case glitch fix;fix publish null value when use consul config center  ;fix publish null value;Similar;0.5219739675521851
fix test case DUBBO-135  ;test case glitch fix;Make code of process callback of method cleaner in <file_name> (<pr_link>);cleaner;Similar;0.6117063760757446
fix test case DUBBO-135  ;test case glitch fix;Revert fix wrong check of <iden> when export a service (fix issue_6269) ( <pr_link> )  ;fix wrong check;Similar;0.6086048483848572
fix test case DUBBO-135  ;test case glitch fix;Adding the new methods into <file_name>  ;to manipulate the exported <iden> for service introspection ( <pr_link> );Similar;0.5321838855743408
fix test case DUBBO-135  ;test case glitch fix;Adding the overriding rule for <file_name> (<pr_link>);Enhancement;Similar;0.6259785890579224
fix test case DUBBO-135  ;test case glitch fix;Correct <file_name> version  ;Correct;Similar;0.5548093318939209
fix test case DUBBO-135  ;test case glitch fix;Remove unnecessary null check and fix typo;unnecessary, fix typo;Similar;0.6068316698074341
fix test case DUBBO-135  ;test case glitch fix;Consider removing <iden> later  ;<iden> is unstable;Similar;0.515993595123291
fix test case DUBBO-135  ;test case glitch fix;<file_name> ( <pr_link> ) <enter> fixes <issue_link>, <issue_link>, <issue_link>;Fixing <issue_link> multiple times;Similar;0.692746102809906
fix test case DUBBO-135  ;test case glitch fix;Modify comments and imports  ;just for [by implication];Similar;0.5671952366828918
fix test case DUBBO-135  ;test case glitch fix;remove tomcat-embed-logging-juli ( <pr_link> );fixes <issue_link>;Similar;0.5302634835243225
fix test case DUBBO-135  ;test case glitch fix;fix qos configuration cannot work after added qos-enable style support ( <pr_link> ) <enter>  fixes <issue_link>;qos configuration cannot work after added qos-enable style support;Similar;0.5098367929458618
fix test case DUBBO-135  ;test case glitch fix;modify consumer  <file_name> : param type from string to map;param type from string to map;Similar;0.5236830115318298
fix test case DUBBO-135  ;test case glitch fix;Modify <file_name> <enter> <url>;to indicate the revision of the <file_name> and inclusion of <url>;Similar;0.5181069374084473
fix test case DUBBO-135  ;test case glitch fix;Reduce object allocation for <method_name>;"-
None";Similar;0.5013105869293213
fix test case DUBBO-135  ;test case glitch fix;Minor improvement on test cases: ( <pr_link> )  ;Use org.junit.Assert instead of junit.framework.Assert( @deprecated  since Junit 4), Use assertTrue and other assert methods through static import to make codes easier to read;Similar;0.6161245703697205
fix test case DUBBO-135  ;test case glitch fix;Simplify code with Lambda;code simplification;Similar;0.5878201723098755
fix test case DUBBO-135  ;test case glitch fix;Remove unused import for unit test;clear unused import;Similar;0.5499494075775146
fix test case DUBBO-135  ;test case glitch fix;add jdk11 to travis ci;upgrade jacoco to support jdk11;Similar;0.5163645148277283
fix test case DUBBO-135  ;test case glitch fix;remove the space ( <pr_link> );follow up for pr#4339;Similar;0.5160961151123047
fix test case DUBBO-135  ;test case glitch fix;Port <pr_link> into main trunk (<pr_link>);Fixes <issue_link>;Similar;0.5855424404144287
fix test case DUBBO-135  ;test case glitch fix;switch from <iden> to regular list;in order to avoid potential UnsupportedOperationException ( <pr_link> );Similar;0.5971707701683044
fix test case DUBBO-135  ;test case glitch fix;rename package name from <iden> to impl;-;Similar;0.555023193359375
fix test case DUBBO-135  ;test case glitch fix;add unit test for parsing path;-;Similar;0.652008593082428
fix test case DUBBO-135  ;test case glitch fix;fix comment grammar error;to correct the grammar error;Similar;0.6162318587303162
fix test case DUBBO-135  ;test case glitch fix;Merge pull request  ;fix QoS port can only be configured by identity property problem;Similar;0.5699445605278015
fix test case DUBBO-135  ;test case glitch fix;Proofread README.md file with multiple fixes;to improve readability and content quality;Similar;0.5952456593513489
fix test case DUBBO-135  ;test case glitch fix;Fix typo;typo;Similar;0.6589012145996094
fix test case DUBBO-135  ;test case glitch fix;Update README.md ( <pr_link> )  <enter> add @override annotation;to include the @override annotation;Similar;0.5911385416984558
fix test case DUBBO-135  ;test case glitch fix;Support <iden> auto recognize in <file_name> ( <pr_link>);"Enhancement

Decision: Fix <issue_link>";Similar;0.6022425889968872
fix test case DUBBO-135  ;test case glitch fix;Change <iden> to regular list in <file_name> (<pr_link>);to regular list;Similar;0.6248060464859009
"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;reduce the level of request data in timeout log ( <pr_link> ) <enter>  ;to control the size of log;Similar;0.7025706768035889
"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;add switch of generic invocation with class info  ;fix;Similar;0.7808141112327576
"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;Fix Not Properly Closed Resources ( <pr_link> );Not Properly Closed;Similar;0.5548657178878784
"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;Reduce memory allocation during address change notification;reduce allocation during export and refer at start up;Similar;0.590080976486206
"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;return default value if not implemented;not implemented;Similar;0.5337049961090088
"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;fix alibaba <file_name> setAttachment(<iden>) ( <pr_link> );bugfix;Similar;0.9275956749916077
"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;Revert [Dubbo-5813]prevent <iden> method of <iden> being invoked twice when using Spring ( <pr_link> ) ( <pr_link> )  ;This reverts commit <otherCommit_link>;Similar;0.5519717335700989
"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;add comment for <file_name>;see <issue_link>;Similar;0.8754220604896545
"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;add start status for <iden> server  ;-;Similar;0.7934183478355408
"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;add gpg signing plugin for protobuf compiler ;for protobuf compiler;Similar;0.7508998513221741
"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;Shorten the life cycle of <iden>;to get a better gc effect ( <pr_link> );Similar;0.5034975409507751
"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;implements future and keep  <file_name>  backward compatibility.;future and backward compatibility.;Similar;0.6995307803153992
"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;revert (<pr_link>);performance tuning;Similar;0.7698089480400085
"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;Save <file_name> allocation;Performance tuning;Similar;0.8102825284004211
"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;fix conflicts after merged master;after merged master;Similar;0.6718636751174927
"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;Solve compile problem in java11  ;java11;Similar;0.6722463369369507
"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;Similar;0.8432356119155884
"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;Revert code to avoid NPE in RPC wire after providers are cleared  ; avoid NPE;Similar;0.5539159774780273
"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;Check config instance in <file_name> before create a new one;"-

None";Similar;0.7846518754959106
"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;Config optimization.  ;add, hold reference of, change from-spring to include-spring-env;Similar;0.6836881637573242
"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;support handle of exception from <iden> or <iden> ( <pr_link> ) <enter> fix <pr_link>;handle of exception from <iden> or <iden> <enter> fix <pr_link>;Similar;0.8741880059242249
"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;Fix configurator bug;configurator;Similar;0.7072426080703735
"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;Fix NPE in <file_name>  ;Fix;Similar;0.8832865953445435
"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;Move <iden> in config-api to bootstrap temporarily;to solve the unreasonable dependency problem between modules;Similar;0.7417088150978088
"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;Fix comments;Fix;Similar;0.6707456111907959
"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;Fix compilation problem;Fix;Similar;0.6546559929847717
"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;Remove duplicate ut classes;duplicate;Similar;0.5824166536331177
"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;Change  <file_name>  and  <file_name> : scope and rules  ;scope and rules  ;Similar;0.8903182744979858
"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;Add <file_name> name and fix <file_name> error  ;error;Similar;0.8750016689300537
"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;Remove call of deprecated method;Deprecated;Similar;0.5386760234832764
"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;Fix UT problems after structure change  ;after structure change;Similar;0.7095790505409241
"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;Translate missing content and add apache license;missing content and apache license;Similar;0.6587075591087341
"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;Fixed typo in \<file_name\>  ;mDeamo;Similar;0.80704665184021
"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;Add package support for dubbo-remoting-netty4 module;package support;Similar;0.7548150420188904
"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;Change <method_name> wait/notify to lock/condition;Fixed <pr_link>;Similar;0.8286387920379639
"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;fix compiler bug;bug;Similar;0.6657587289810181
"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;add maven-compiler-plugin to <file_name>;to use Maven compiler plugin;Similar;0.876034140586853
"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;"add the router key in <file_name> (<pr_link>)
";-;Similar;0.8904160261154175
"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;fix wrong telnet command package( <issue_link> ) ( <pr_link> );wrong telnet command package;Similar;0.6882505416870117
"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;fix wrong telnet command package;wrong;Similar;0.53219074010849
"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;fix typo ( <pr_link> );typo;Similar;0.8888777494430542
"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;Enhancement;file_name, pr_link;Similar;0.5100200772285461
"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;Enable <file_name> ( <pr_link> );Enable;Similar;0.8638418912887573
"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;Fix random ut falling in \<file\_name\> ( \<pr\_link\> )  ;random ut falling;Similar;0.7314770221710205
"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;Enhance <file_name> support generate type definition which contains <iden> or <iden>;support generate type definition;Similar;0.8587825298309326
"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;Remove unused variable parameters in <file_name> (<pr_link>);unused;Similar;0.7654976844787598
"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;fix typo:<iden> ( <pr_link> );typo;Similar;0.9208295345306396
"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;Fix issue#5411 (<pr_link>);Fix;Similar;0.7432242631912231
"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;use revision in  <file_name>  ( <pr_link> );Revision use;Similar;0.9177072048187256
"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;Fix zk client create logic  ;fix;Similar;0.7149186134338379
"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;polish <file_name> ;remove test profile and jvm permSize args;Similar;0.6396143436431885
"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;add <file_name> rule to check import order;<pr_link>;Similar;0.8329818248748779
"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;Fix <issue_link> ( <pr_link> );fix;Similar;0.8613353967666626
"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;`<file_name>` class should be consistent with the writing of the ExecutionChannelHandler class;fix <issue_link>;Similar;0.753891110420227
"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;support get system load on windows ( <pr_link> );fix <issue_link>;Similar;0.6889330148696899
"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;Fix hessian-lite spelling mistake  ;spelling mistake;Similar;0.5856852531433105
"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;"Add a remoting redis to adapt mono, sentinel and cluster redis; refactor redis registry to use the new module  ";"to adapt mono, sentinel and cluster redis; refactor redis registry to use the new module";Similar;0.7479063272476196
"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;Fix NPE when unexport <iden> ( <pr_link> );NPE;Similar;0.7999351024627686
"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;fix publish null value when use consul config center  ;fix publish null value;Similar;0.572667121887207
"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;Make code of process callback of method cleaner in <file_name> (<pr_link>);cleaner;Similar;0.8384705781936646
"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;Revert fix wrong check of <iden> when export a service (fix issue_6269) ( <pr_link> )  ;fix wrong check;Similar;0.727269172668457
"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;Adding the new methods into <file_name>  ;to manipulate the exported <iden> for service introspection ( <pr_link> );Similar;0.8183925747871399
"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;Adding the overriding rule for <file_name> (<pr_link>);Enhancement;Similar;0.8620746731758118
"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;Add `how can I contribute?` section;-;Similar;0.566875696182251
"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;Correct <file_name> version  ;Correct;Similar;0.763019323348999
"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;Remove unused code  ;unused;Similar;0.5264880061149597
"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;Remove unnecessary null check and fix typo;unnecessary, fix typo;Similar;0.6616249084472656
