index;Decision;Rationale;URL;web_url
119;Most gfp.h inclusion directives were ignored  ;stuff from gfp.h was usually wildly available and often used in preprocessor macros;https://api.github.com/repos/torvalds/linux/git/commits/5a0e3ad6af8660be21ca98a971cd00f331318c05;https://github.com/torvalds/linux/commit/5a0e3ad6af8660be21ca98a971cd00f331318c05
120;description of the patch behaviour;an action or a change;https://api.github.com/repos/torvalds/linux/git/commits/5a0e3ad6af8660be21ca98a971cd00f331318c05;https://github.com/torvalds/linux/commit/5a0e3ad6af8660be21ca98a971cd00f331318c05
121;failures were fixed;Build tests were done on the following configurations;https://api.github.com/repos/torvalds/linux/git/commits/5a0e3ad6af8660be21ca98a971cd00f331318c05;https://github.com/torvalds/linux/commit/5a0e3ad6af8660be21ca98a971cd00f331318c05
122;CONFIG_GCOV_KERNEL was turned off for all tests and a few more options had to be turned off depending on archs to make things build;my distributed build env didn't work with gcov compiles, like ipr on powerpc/64 which failed due to missing writeq;https://api.github.com/repos/torvalds/linux/git/commits/5a0e3ad6af8660be21ca98a971cd00f331318c05;https://github.com/torvalds/linux/commit/5a0e3ad6af8660be21ca98a971cd00f331318c05
123;percpu.h modifications were reverted  ;so that it could be applied as a separate patch and serve as bisection point;https://api.github.com/repos/torvalds/linux/git/commits/5a0e3ad6af8660be21ca98a971cd00f331318c05;https://github.com/torvalds/linux/commit/5a0e3ad6af8660be21ca98a971cd00f331318c05
124;I'm fairly confident about the coverage of this conversion patch  ;Given the fact that I had only a couple of failures from tests on step 6;https://api.github.com/repos/torvalds/linux/git/commits/5a0e3ad6af8660be21ca98a971cd00f331318c05;https://github.com/torvalds/linux/commit/5a0e3ad6af8660be21ca98a971cd00f331318c05
125;Add more run-time wake-up fields;Add more;https://api.github.com/repos/torvalds/linux/git/commits/f517709d65beed95f52f021b43e3035b52ef791a;https://github.com/torvalds/linux/commit/f517709d65beed95f52f021b43e3035b52ef791a
126;Introduce a new wake-up flag, always_enabled, for marking devices that should be permanently enabled to generate run-time events  ;devices that should be permanently enabled to generate run-time events;https://api.github.com/repos/torvalds/linux/git/commits/f517709d65beed95f52f021b43e3035b52ef791a;https://github.com/torvalds/linux/commit/f517709d65beed95f52f021b43e3035b52ef791a
127;Introduce a reference counter for run-wake devices and a function that will initialize all of the run-time wake-up fields for given device.;-;https://api.github.com/repos/torvalds/linux/git/commits/f517709d65beed95f52f021b43e3035b52ef791a;https://github.com/torvalds/linux/commit/f517709d65beed95f52f021b43e3035b52ef791a
128;Add an API to allow devices to indicate whether or not they want their device's GPE to be enabled for both runtime and wakeup events;to allow devices to indicate whether or not they want their device's GPE to be enabled;https://api.github.com/repos/torvalds/linux/git/commits/9630bdd9b15d2f489c646d8bc04b60e53eb5ec78;https://github.com/torvalds/linux/commit/9630bdd9b15d2f489c646d8bc04b60e53eb5ec78
129;Remove the old GPE type handling entirely  ;Gets rid of various quirks, like the implicit disabling with GPE type setting;https://api.github.com/repos/torvalds/linux/git/commits/9630bdd9b15d2f489c646d8bc04b60e53eb5ec78;https://github.com/torvalds/linux/commit/9630bdd9b15d2f489c646d8bc04b60e53eb5ec78
130;complain the following warning message;"will

";https://api.github.com/repos/torvalds/linux/git/commits/13c199c0d0cf78b27592991129fb8cbcfc5164de;https://github.com/torvalds/linux/commit/13c199c0d0cf78b27592991129fb8cbcfc5164de
131;"This patch is to eliminate the above warning message
";Device PNP0C0D:00 failed to resume: error 1;https://api.github.com/repos/torvalds/linux/git/commits/13c199c0d0cf78b27592991129fb8cbcfc5164de;https://github.com/torvalds/linux/commit/13c199c0d0cf78b27592991129fb8cbcfc5164de
132;don't try to use a non-existent lid device;non-existent;https://api.github.com/repos/torvalds/linux/git/commits/2c907b72db4dd4e8af6dccb6e0ac122d78627b8d;https://github.com/torvalds/linux/commit/2c907b72db4dd4e8af6dccb6e0ac122d78627b8d
133;return -ENODEV;there's no lid device present;https://api.github.com/repos/torvalds/linux/git/commits/2c907b72db4dd4e8af6dccb6e0ac122d78627b8d;https://github.com/torvalds/linux/commit/2c907b72db4dd4e8af6dccb6e0ac122d78627b8d
134;Some drivers need to know when a lid event occurs and get the current status;-;https://api.github.com/repos/torvalds/linux/git/commits/7e12715ecc47a8a59154afe2746e48998225bb69;https://github.com/torvalds/linux/commit/7e12715ecc47a8a59154afe2746e48998225bb69
135;not all ACPI drivers use/want it;they should not have to #undef PREFIX to define their own;https://api.github.com/repos/torvalds/linux/git/commits/a192a9580bcc41692be1f36b77c3b681827f566a;https://github.com/torvalds/linux/commit/a192a9580bcc41692be1f36b77c3b681827f566a
136;whitespace fix  ;This does not change any actual console output;https://api.github.com/repos/torvalds/linux/git/commits/a192a9580bcc41692be1f36b77c3b681827f566a;https://github.com/torvalds/linux/commit/a192a9580bcc41692be1f36b77c3b681827f566a
139;we could install either a fixed event handler or a notify handler, but the Linux/ACPI code now handles that for us;We previously needed that so we don't need to worry about it;https://api.github.com/repos/torvalds/linux/git/commits/d68b597c883cf863c7216564cae08a4730d56cc1;https://github.com/torvalds/linux/commit/d68b597c883cf863c7216564cae08a4730d56cc1
141;type: Power Button;I don't think there's anything meaningful user-space can do by knowing whether a button is a control method or a fixed hardware button;https://api.github.com/repos/torvalds/linux/git/commits/d68b597c883cf863c7216564cae08a4730d56cc1;https://github.com/torvalds/linux/commit/d68b597c883cf863c7216564cae08a4730d56cc1
142;Remove button->device pointer;button;https://api.github.com/repos/torvalds/linux/git/commits/106c19e7b978e1b84ea5cabbd470a0ddced577c8;https://github.com/torvalds/linux/commit/106c19e7b978e1b84ea5cabbd470a0ddced577c8
143;We no longer need a pointer from struct acpi_button back to the struct acpi_device;no longer need;https://api.github.com/repos/torvalds/linux/git/commits/106c19e7b978e1b84ea5cabbd470a0ddced577c8;https://github.com/torvalds/linux/commit/106c19e7b978e1b84ea5cabbd470a0ddced577c8
145;This patch adds temporaries to cache the acpi_device_hid(), acpi_device_name(), and acpi_device_class() pointers;so we don't have to clutter the code with so many uses of those interfaces;https://api.github.com/repos/torvalds/linux/git/commits/bf04a77227db76f163bc2355ef4e176794987be2;https://github.com/torvalds/linux/commit/bf04a77227db76f163bc2355ef4e176794987be2
146;Better to oops and learn about a bug;than to silently cover it up;https://api.github.com/repos/torvalds/linux/git/commits/e2fb9754d27513918a4936e8cbaad50ff56cfd3d;https://github.com/torvalds/linux/commit/e2fb9754d27513918a4936e8cbaad50ff56cfd3d
147;changes a bit of whitespace to follow Linux conventions;follow Linux conventions;https://api.github.com/repos/torvalds/linux/git/commits/50a4da890102a455e5cd3dd358c38650d07178d3;https://github.com/torvalds/linux/commit/50a4da890102a455e5cd3dd358c38650d07178d3
148;use .notify method instead of installing handler directly  ;-;https://api.github.com/repos/torvalds/linux/git/commits/373cfc360ec773be2f7615e59a19f3313255db7c;https://github.com/torvalds/linux/commit/373cfc360ec773be2f7615e59a19f3313255db7c
149;The presence of .notify() causes Linux/ACPI to manage event handlers and notify handlers on our behalf  ;so we don't have to install and remove them ourselves;https://api.github.com/repos/torvalds/linux/git/commits/373cfc360ec773be2f7615e59a19f3313255db7c;https://github.com/torvalds/linux/commit/373cfc360ec773be2f7615e59a19f3313255db7c
150;convert that back to ACPI_BUTTON_NOTIFY_STATUS;to preserve user-space backward compatibility;https://api.github.com/repos/torvalds/linux/git/commits/373cfc360ec773be2f7615e59a19f3313255db7c;https://github.com/torvalds/linux/commit/373cfc360ec773be2f7615e59a19f3313255db7c
152;Setting ->owner as done currently (pde->owner = THIS_MODULE) is racy;as correctly noted at bug #12454;https://api.github.com/repos/torvalds/linux/git/commits/99b76233803beab302123d243eea9e41149804f3;https://github.com/torvalds/linux/commit/99b76233803beab302123d243eea9e41149804f3
153;leave ->owner as easy-manipulative field;somebody will forget to unpin previous/pin current module when switching ->owner;https://api.github.com/repos/torvalds/linux/git/commits/99b76233803beab302123d243eea9e41149804f3;https://github.com/torvalds/linux/commit/99b76233803beab302123d243eea9e41149804f3
154;"proc_fops is declared as ""const""";should give some thoughts;https://api.github.com/repos/torvalds/linux/git/commits/99b76233803beab302123d243eea9e41149804f3;https://github.com/torvalds/linux/commit/99b76233803beab302123d243eea9e41149804f3
155;"rmmod'ed directories will be empty and return ""."" and "".."" -- no harm";no harm;https://api.github.com/repos/torvalds/linux/git/commits/99b76233803beab302123d243eea9e41149804f3;https://github.com/torvalds/linux/commit/99b76233803beab302123d243eea9e41149804f3
156;don't want such modular code;definitely;https://api.github.com/repos/torvalds/linux/git/commits/99b76233803beab302123d243eea9e41149804f3;https://github.com/torvalds/linux/commit/99b76233803beab302123d243eea9e41149804f3
158;start using GPE from userspace;GPE is already disabled in interrupt context;https://api.github.com/repos/torvalds/linux/git/commits/0b7084ac67fb84f0cf2f8bc02d7e0dea8521dd2d;https://github.com/torvalds/linux/commit/0b7084ac67fb84f0cf2f8bc02d7e0dea8521dd2d
159;Move all the component definitions for drivers to a single shared place, include/acpi/acpi_drivers.h  ;to have a single shared place;https://api.github.com/repos/torvalds/linux/git/commits/89595b8f2850a080d290bf778ec933ea1d99f78e;https://github.com/torvalds/linux/commit/89595b8f2850a080d290bf778ec933ea1d99f78e
160;"verify by using ""input-events"" from input-utils and just closing and opening the lid";easy;https://api.github.com/repos/torvalds/linux/git/commits/df316e939100e789b3c5d4d102619ccf5834bd00;https://github.com/torvalds/linux/commit/df316e939100e789b3c5d4d102619ccf5834bd00
161;Change the argument to take a pointer to an acpi_integer;support 64-bit integers on all platforms;https://api.github.com/repos/torvalds/linux/git/commits/27663c5855b10af9ec67bc7dfba001426ba21222;https://github.com/torvalds/linux/commit/27663c5855b10af9ec67bc7dfba001426ba21222
162;use non-racy method for proc entries creation;reduce race conditions in proc entries creation;https://api.github.com/repos/torvalds/linux/git/commits/cf7acfab032ff262f42954328cdfd20a5d9aaaac;https://github.com/torvalds/linux/commit/cf7acfab032ff262f42954328cdfd20a5d9aaaac
163;Use proc_create()/proc_create_data() to make sure that ->proc_fops and ->data be setup;before gluing PDE to main tree;https://api.github.com/repos/torvalds/linux/git/commits/cf7acfab032ff262f42954328cdfd20a5d9aaaac;https://github.com/torvalds/linux/commit/cf7acfab032ff262f42954328cdfd20a5d9aaaac
164;Add correct ->owner to proc_fops to fix reading/module unloading race  ;fix reading/module unloading race;https://api.github.com/repos/torvalds/linux/git/commits/cf7acfab032ff262f42954328cdfd20a5d9aaaac;https://github.com/torvalds/linux/commit/cf7acfab032ff262f42954328cdfd20a5d9aaaac
165;get rid of input BIT* duplicate defines;duplicate;https://api.github.com/repos/torvalds/linux/git/commits/7b19ada2ed3c1eccb9fe94d74b05e1428224663d;https://github.com/torvalds/linux/commit/7b19ada2ed3c1eccb9fe94d74b05e1428224663d
166;Also remove includes of input.h from non-input sources only for BIT macro definition;non-input sources, BIT macro definition;https://api.github.com/repos/torvalds/linux/git/commits/7b19ada2ed3c1eccb9fe94d74b05e1428224663d;https://github.com/torvalds/linux/commit/7b19ada2ed3c1eccb9fe94d74b05e1428224663d
167;Define the macro temporarily in a local manner;all those local definitions will be removed further in this patchset (to not break bisecting);https://api.github.com/repos/torvalds/linux/git/commits/7b19ada2ed3c1eccb9fe94d74b05e1428224663d;https://github.com/torvalds/linux/commit/7b19ada2ed3c1eccb9fe94d74b05e1428224663d
169;Re-name acpi_bus_generate_event() to acpi_bus_generate_proc_event()  ;to make sure there is no confusion that it is for /proc/acpi/event only;https://api.github.com/repos/torvalds/linux/git/commits/14e04fb34ffa82ee61ae69f98d8fca12d2e8e31c;https://github.com/torvalds/linux/commit/14e04fb34ffa82ee61ae69f98d8fca12d2e8e31c
170;Add CONFIG_ACPI_PROC_EVENT to allow removal of /proc/acpi/event;to allow removal of /proc/acpi/event;https://api.github.com/repos/torvalds/linux/git/commits/14e04fb34ffa82ee61ae69f98d8fca12d2e8e31c;https://github.com/torvalds/linux/commit/14e04fb34ffa82ee61ae69f98d8fca12d2e8e31c
173;fix acpi_driver.name usage;fix;https://api.github.com/repos/torvalds/linux/git/commits/c2b6705b75d9c7aff98a4602a32230639e10891c;https://github.com/torvalds/linux/commit/c2b6705b75d9c7aff98a4602a32230639e10891c
174;ls bus/acpi/drivers  ;Display the list of ACPI drivers.;https://api.github.com/repos/torvalds/linux/git/commits/c2b6705b75d9c7aff98a4602a32230639e10891c;https://github.com/torvalds/linux/commit/c2b6705b75d9c7aff98a4602a32230639e10891c
176;"Make ""module name"" actually match the file name";cosmetic only;https://api.github.com/repos/torvalds/linux/git/commits/f52fd66d2ea794010c2d7536cf8e6abed0ac4947;https://github.com/torvalds/linux/commit/f52fd66d2ea794010c2d7536cf8e6abed0ac4947
177;"Invoke with ';' as leaving it off confuses Lindent  ";gcc doesn't care;https://api.github.com/repos/torvalds/linux/git/commits/f52fd66d2ea794010c2d7536cf8e6abed0ac4947;https://github.com/torvalds/linux/commit/f52fd66d2ea794010c2d7536cf8e6abed0ac4947
178;Fix indentation where Lindent did get confused  ;Lindent did get confused;https://api.github.com/repos/torvalds/linux/git/commits/f52fd66d2ea794010c2d7536cf8e6abed0ac4947;https://github.com/torvalds/linux/commit/f52fd66d2ea794010c2d7536cf8e6abed0ac4947
181;remove unnecessary casts and variable initializations, clean up formatting;unnecessary;https://api.github.com/repos/torvalds/linux/git/commits/c0968f0ea21d10b6720246e1e96bd6a7a161964d;https://github.com/torvalds/linux/commit/c0968f0ea21d10b6720246e1e96bd6a7a161964d
182;Remove unneeded acpi_handle from driver;unneeded;https://api.github.com/repos/torvalds/linux/git/commits/6c689537726ec665246d2f60c48475be2efac2d0;https://github.com/torvalds/linux/commit/6c689537726ec665246d2f60c48475be2efac2d0
183;Use acpi_device's handle instead of driver's  ;-;https://api.github.com/repos/torvalds/linux/git/commits/27b1d3e85b1dfd9037d3fbb98b2e2aacca01da39;https://github.com/torvalds/linux/commit/27b1d3e85b1dfd9037d3fbb98b2e2aacca01da39
184;un-export ACPI_ERROR() -- use printk(KERN_ERR...);use printk(KERN_ERR...);https://api.github.com/repos/torvalds/linux/git/commits/6468463abd7051fcc29f3ee7c931f9bbbb26f5a4;https://github.com/torvalds/linux/commit/6468463abd7051fcc29f3ee7c931f9bbbb26f5a4
186;restore /proc/acpi/button/ (ala 2.6.12)  ;[ACPI];https://api.github.com/repos/torvalds/linux/git/commits/b34a8030eeab4d59dcdd86de38f6927b9edd441f;https://github.com/torvalds/linux/commit/b34a8030eeab4d59dcdd86de38f6927b9edd441f
190;"Create a separate ""historical"" git archive";about 3.2GB when imported into git - space that would just make the early git days unnecessarily complicated;https://api.github.com/repos/torvalds/linux/git/commits/1da177e4c3f41524e886b7f1b8a0c1fc7321cac2;https://github.com/torvalds/linux/commit/1da177e4c3f41524e886b7f1b8a0c1fc7321cac2
