Decision1;Rationale1;Decision2;Rationale2;Relationship;Alpha;similarity_rationales
Modifying a counter on page allocation and freeing should be acceptable even for the small system scenarios SLOB is intended for;SLOB is intended for;I do not see it as an option;SLUB shrinker would be too costly to call since SLUB does not keep free slabs on a separate list;Contradicts;0.9943108558654784;0.20286136865615845
Modifying a counter on page allocation and freeing should be acceptable even for the small system scenarios SLOB is intended for;SLOB is intended for;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.9480730295181274;0.39369678497314453
it might look like a memory leak  ;As they also dont appear in /proc/slabinfo;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.929329514503479;0.36562031507492065
"SLAB doesnt actually use page allocator directly
";no change there;Make dead caches discard free slabs immediately;slub;Contradicts;0.8475188612937927;0.6858303546905518
add three helpers, convert the appropriate places;these three patches;slab_mutex for kmem_cache_shrink is removed;after its applied, there is no need in taking the slab_mutex;Contradicts;0.9141575694084167;0.2694389522075653
add three helpers, convert the appropriate places;these three patches;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.8615742921829224;0.3830276429653168
add three helpers, convert the appropriate places;these three patches;Cleanup zeroing allocations;Slab allocators;Contradicts;0.8855900168418884;0.5132333040237427
to find out the size of a potentially huge page;Its unnecessarily hard;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.9473156332969666;0.27943894267082214
union of slab_list and lru;slab_list and lru are the same bits;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.904276728630066;0.4136781692504883
verify that this change is safe to do by examining the object file produced from slob.c before and after this patch is applied;safe to do;I do not see it as an option;SLUB shrinker would be too costly to call since SLUB does not keep free slabs on a separate list;Contradicts;0.9652844071388244;0.1206282377243042
verify that this change is safe to do by examining the object file produced from slob.c before and after this patch is applied;safe to do;No need to zero mapping since it is no longer in use;it is no longer in use;Contradicts;0.8581426739692688;0.4853910505771637
verify that this change is safe to do by examining the object file produced from slob.c before and after this patch is applied;safe to do;we dont care about the RCU head state before passing it to call_rcu();anyway;Contradicts;0.8893717527389526;0.646524965763092
verify that this change is safe to do by examining the object file produced from slob.c before and after this patch is applied;safe to do;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.9612968564033508;0.2955676317214966
verify that this change is safe to do by examining the object file produced from slob.c before and after this patch is applied;safe to do;Slob does not need any special definitions;since we introduce a fallback case;Contradicts;0.9930033087730408;0.3253893256187439
configure and build (select SLOB allocator);SLOB allocator;I do not see it as an option;SLUB shrinker would be too costly to call since SLUB does not keep free slabs on a separate list;Contradicts;0.9937343001365662;0.25916576385498047
configure and build (select SLOB allocator);SLOB allocator;"
Use a destructor will BUG()
";"
Any attempt to";Contradicts;0.8081879615783691;0.5859980583190918
configure and build (select SLOB allocator);SLOB allocator;Slob does not need any special definitions;since we introduce a fallback case;Contradicts;0.8666681051254272;0.6735293865203857
Use slab_list list_head instead of the lru list_head for maintaining lists of slabs  ;maintain;All documentation files were explicitly excluded;explicitly excluded;Contradicts;0.8736962676048279;0.724648654460907
Use slab_list list_head instead of the lru list_head for maintaining lists of slabs  ;maintain;I do not see it as an option;SLUB shrinker would be too costly to call since SLUB does not keep free slabs on a separate list;Contradicts;0.9878675937652588;0.05575859174132347
Use slab_list list_head instead of the lru list_head for maintaining lists of slabs  ;maintain;This patch makes the slab and slub code use page->lru universally instead of mixing ->list and ->lru;mixing ->list and ->lru;Contradicts;0.9552050828933716;0.6172048449516296
Use slab_list list_head instead of the lru list_head for maintaining lists of slabs  ;maintain;The new rule is: page->lru is what you use;if you want to keep your page on a list;Contradicts;0.9920023679733276;0.4693133234977722
Use slab_list list_head instead of the lru list_head for maintaining lists of slabs  ;maintain;Slob does not need any special definitions;since we introduce a fallback case;Contradicts;0.8461611270904541;0.5453370809555054
Add a return parameter to slob_page_alloc();to signal that the list was modified;I do not see it as an option;SLUB shrinker would be too costly to call since SLUB does not keep free slabs on a separate list;Contradicts;0.9072942733764648;0.21248973906040192
Add a return parameter to slob_page_alloc();to signal that the list was modified;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.8916429281234741;0.3884209394454956
Add a return parameter to slob_page_alloc();to signal that the list was modified;we dont encode seperate size and next fields into each slob block;"use the sign bit to distinguish between ""size"" or ""next""";Contradicts;0.8074012398719788;0.6523714065551758
Add a return parameter to slob_page_alloc();to signal that the list was modified;Slob does not need any special definitions;since we introduce a fallback case;Contradicts;0.9924339056015016;0.702843964099884
Add a return parameter to slob_page_alloc()  ;to signal that the allocation used up the whole page and that the page was removed from the free list;I do not see it as an option;SLUB shrinker would be too costly to call since SLUB does not keep free slabs on a separate list;Contradicts;0.9131327271461488;0.5194425582885742
Add a return parameter to slob_page_alloc()  ;to signal that the allocation used up the whole page and that the page was removed from the free list;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.8327754735946655;0.2772951126098633
Add a return parameter to slob_page_alloc()  ;to signal that the allocation used up the whole page and that the page was removed from the free list;Slob does not need any special definitions;since we introduce a fallback case;Contradicts;0.9885826110839844;0.37244245409965515
remove an unnecessary check for __GFP_ZERO;unnecessary;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.8558506965637207;0.33589956164360046
Add SPDX GPL-2.0 license identifier to files with no license;License cleanup;to be applied to the file;a file by file comparison of the scanner;Contradicts;0.8967819809913635;0.4807174801826477
Add SPDX GPL-2.0 license identifier to files with no license;License cleanup;I do not see it as an option;SLUB shrinker would be too costly to call since SLUB does not keep free slabs on a separate list;Contradicts;0.9125401377677916;0.30248475074768066
Add SPDX GPL-2.0 license identifier to files with no license;License cleanup;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.9123870730400084;0.3750241696834564
Add SPDX GPL-2.0 license identifier to files with no license;License cleanup;Slob does not need any special definitions;since we introduce a fallback case;Contradicts;0.881475031375885;0.5591545104980469
to be applied to the file;a file by file comparison of the scanner;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.8295587301254272;0.44043993949890137
Make and config files were included as candidates if they contained >5 lines of source;File already had some variant of a license header in it (even if <5 lines);This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.9449973106384276;0.5035398006439209
Make and config files were included as candidates if they contained >5 lines of source;File already had some variant of a license header in it (even if <5 lines);Slob does not need any special definitions;since we introduce a fallback case;Contradicts;0.8804388046264648;0.38367539644241333
All documentation files were explicitly excluded;explicitly excluded;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.886951744556427;0.4127066135406494
the top level COPYING file license applied;both scanners couldnt find any license traces, file was considered to have no license information;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.9373584985733032;0.33622217178344727
For non */uapi/* files;that summary was;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.909846305847168;0.5019676685333252
Kate also obtained a third independent scan of the 4.13 code base from FOSSology, and compared selected files where the other two scanners disagreed against that SPDX file;to see if there was new insights;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.9215519428253174;0.4058196544647217
Thomas wrote a script to parse the csv files and add the proper SPDX tag to the file  ;in the format that the file expected;I do not see it as an option;SLUB shrinker would be too costly to call since SLUB does not keep free slabs on a separate list;Contradicts;0.9306683540344238;0.08386922627687454
Thomas wrote a script to parse the csv files and add the proper SPDX tag to the file  ;in the format that the file expected;"
Use a destructor will BUG()
";"
Any attempt to";Contradicts;0.8930091261863708;0.6123212575912476
Thomas wrote a script to parse the csv files and add the proper SPDX tag to the file  ;in the format that the file expected;Slob does not need any special definitions;since we introduce a fallback case;Contradicts;0.9157143235206604;0.6835777759552002
Greg ran the script using the .csv files to generate the patches;to detect more types of files automatically and to distinguish between header and source .c files;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.9583714604377748;0.3040386140346527
reducing the irq states;allows reducing the irq states and will reduce the amount of __bfs() lookups we do;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.8730669617652893;0.37954095005989075
And by moving this annotation out of the lockdep code;it becomes easier for the mm people to extend;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.8965219259262085;0.292860746383667
"reported chasing a bug
";their assumption that SLAB_DESTROY_BY_RCU provided an existence guarantee;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.9131593704223632;0.2563188374042511
SLAB_DESTROY_BY_RCU only prevents freeing of an entire slab of blocks;Instead;Make dead caches discard free slabs immediately;slub;Contradicts;0.8704993724822998;0.7638450860977173
SLAB_DESTROY_BY_RCU only prevents freeing of an entire slab of blocks;Instead;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.9276356101036072;0.4168884754180908
SLAB_DESTROY_BY_RCU only prevents freeing of an entire slab of blocks;Instead;Slob does not need any special definitions;since we introduce a fallback case;Contradicts;0.9816285371780396;0.6700795888900757
renames SLAB_DESTROY_BY_RCU to SLAB_TYPESAFE_BY_RCU;to avoid future instances of this sort of confusion;I do not see it as an option;SLUB shrinker would be too costly to call since SLUB does not keep free slabs on a separate list;Contradicts;0.9215783476829528;0.4167324900627136
renames SLAB_DESTROY_BY_RCU to SLAB_TYPESAFE_BY_RCU;to avoid future instances of this sort of confusion;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.937440037727356;0.2840615510940552
renames SLAB_DESTROY_BY_RCU to SLAB_TYPESAFE_BY_RCU;to avoid future instances of this sort of confusion;Slob does not need any special definitions;since we introduce a fallback case;Contradicts;0.9146199822425842;0.4595785140991211
call synchronize_sched() just once;its enough to call it just once - after setting cpu_partial for all caches and before shrinking them;I do not see it as an option;SLUB shrinker would be too costly to call since SLUB does not keep free slabs on a separate list;Contradicts;0.9579802751541138;0.28365883231163025
move it out of the slab_mutex  ;which we have to hold for iterating over the slab cache list;I do not see it as an option;SLUB shrinker would be too costly to call since SLUB does not keep free slabs on a separate list;Contradicts;0.8857367634773254;0.40875035524368286
move it out of the slab_mutex  ;which we have to hold for iterating over the slab cache list;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.8204348087310791;0.3344602584838867
allow future extension of the bulk alloc API;is done to;I do not see it as an option;SLUB shrinker would be too costly to call since SLUB does not keep free slabs on a separate list;Contradicts;0.8308543562889099;0.0587177649140358
allow future extension of the bulk alloc API;is done to;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.9428834915161132;0.4551857113838196
"To keep compatible with future users of this API linking against an older kernel when using the new flag, we need to return the number of allocated objects with this API change.
";to keep compatible;Make dead caches discard free slabs immediately;slub;Contradicts;0.8043422698974609;0.49546343088150024
"To keep compatible with future users of this API linking against an older kernel when using the new flag, we need to return the number of allocated objects with this API change.
";to keep compatible;I do not see it as an option;SLUB shrinker would be too costly to call since SLUB does not keep free slabs on a separate list;Contradicts;0.9188286662101746;0.08927911520004272
"To keep compatible with future users of this API linking against an older kernel when using the new flag, we need to return the number of allocated objects with this API change.
";to keep compatible;No need to zero mapping since it is no longer in use;it is no longer in use;Contradicts;0.9814220666885376;0.5106552243232727
"To keep compatible with future users of this API linking against an older kernel when using the new flag, we need to return the number of allocated objects with this API change.
";to keep compatible;we dont care about the RCU head state before passing it to call_rcu();anyway;Contradicts;0.9362034797668456;0.7206461429595947
"To keep compatible with future users of this API linking against an older kernel when using the new flag, we need to return the number of allocated objects with this API change.
";to keep compatible;Remove kmemtrace ftrace plugin;tracing;Contradicts;0.8332684636116028;0.7168364524841309
"To keep compatible with future users of this API linking against an older kernel when using the new flag, we need to return the number of allocated objects with this API change.
";to keep compatible;We remove kmemtrace  ;kmemtrace has been superseded by kmem trace events and perf-kmem;Contradicts;0.8292407989501953;0.3910718560218811
"To keep compatible with future users of this API linking against an older kernel when using the new flag, we need to return the number of allocated objects with this API change.
";to keep compatible;Drop it  ;if you want;Contradicts;0.8553001880645752;0.7400645017623901
"To keep compatible with future users of this API linking against an older kernel when using the new flag, we need to return the number of allocated objects with this API change.
";to keep compatible;Pass only pointer to the object  ;"Nobody uses this ""feature"", nor does anybody use passed kmem cache in a non-trivial way";Contradicts;0.8780235648155212;0.18506284058094025
"To keep compatible with future users of this API linking against an older kernel when using the new flag, we need to return the number of allocated objects with this API change.
";to keep compatible;Cleanup zeroing allocations;Slab allocators;Contradicts;0.8735116124153137;0.48759734630584717
"To keep compatible with future users of this API linking against an older kernel when using the new flag, we need to return the number of allocated objects with this API change.
";to keep compatible;we dont encode seperate size and next fields into each slob block;"use the sign bit to distinguish between ""size"" or ""next""";Contradicts;0.9301564693450928;0.459592342376709
"To keep compatible with future users of this API linking against an older kernel when using the new flag, we need to return the number of allocated objects with this API change.
";to keep compatible;Slob does not need any special definitions;since we introduce a fallback case;Contradicts;0.9918644428253174;0.4208729565143585
hiding potentially buggy callers;except temporarily;record page flag overlays explicitly;slob;Contradicts;0.9269780516624452;0.6851822137832642
hiding potentially buggy callers;except temporarily;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.9941297769546508;0.49605339765548706
Add the basic infrastructure for alloc/free operations on pointer arrays;for alloc/free operations on pointer arrays;I do not see it as an option;SLUB shrinker would be too costly to call since SLUB does not keep free slabs on a separate list;Contradicts;0.9656724333763124;0.15168149769306183
Add the basic infrastructure for alloc/free operations on pointer arrays;for alloc/free operations on pointer arrays;slab_mutex for kmem_cache_shrink is removed;after its applied, there is no need in taking the slab_mutex;Contradicts;0.9246424436569214;0.49163609743118286
Add the basic infrastructure for alloc/free operations on pointer arrays;for alloc/free operations on pointer arrays;They are no longer needed;They have become so simple;Contradicts;0.901145040988922;0.48370853066444397
Add the basic infrastructure for alloc/free operations on pointer arrays;for alloc/free operations on pointer arrays;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.826890230178833;0.4454779028892517
Add the basic infrastructure for alloc/free operations on pointer arrays;for alloc/free operations on pointer arrays;we dont encode seperate size and next fields into each slob block;"use the sign bit to distinguish between ""size"" or ""next""";Contradicts;0.8134469389915466;0.4278808832168579
Add the basic infrastructure for alloc/free operations on pointer arrays;for alloc/free operations on pointer arrays;Slob does not need any special definitions;since we introduce a fallback case;Contradicts;0.8087613582611084;0.3808425962924957
These optimizations may avoid taking locks repeatedly and bypass metadata creation if all objects in slab pages can be used to provide the objects required;avoid taking locks repeatedly and bypass metadata creation if all objects in slab pages can be used to provide the objects required;Make dead caches discard free slabs immediately;slub;Contradicts;0.8838971257209778;0.31616804003715515
These optimizations may avoid taking locks repeatedly and bypass metadata creation if all objects in slab pages can be used to provide the objects required;avoid taking locks repeatedly and bypass metadata creation if all objects in slab pages can be used to provide the objects required;I do not see it as an option;SLUB shrinker would be too costly to call since SLUB does not keep free slabs on a separate list;Contradicts;0.9388223886489868;0.5710241198539734
These optimizations may avoid taking locks repeatedly and bypass metadata creation if all objects in slab pages can be used to provide the objects required;avoid taking locks repeatedly and bypass metadata creation if all objects in slab pages can be used to provide the objects required;"Introduce much more complexity to both SLUB and memcg
";than this small patch;Contradicts;0.8595430254936218;0.22450077533721924
These optimizations may avoid taking locks repeatedly and bypass metadata creation if all objects in slab pages can be used to provide the objects required;avoid taking locks repeatedly and bypass metadata creation if all objects in slab pages can be used to provide the objects required;we dont care about the RCU head state before passing it to call_rcu();anyway;Contradicts;0.824357807636261;0.17575693130493164
These optimizations may avoid taking locks repeatedly and bypass metadata creation if all objects in slab pages can be used to provide the objects required;avoid taking locks repeatedly and bypass metadata creation if all objects in slab pages can be used to provide the objects required;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.9211874008178712;0.36586809158325195
These optimizations may avoid taking locks repeatedly and bypass metadata creation if all objects in slab pages can be used to provide the objects required;avoid taking locks repeatedly and bypass metadata creation if all objects in slab pages can be used to provide the objects required;Slob does not need any special definitions;since we introduce a fallback case;Contradicts;0.8764486908912659;0.3410108685493469
Make dead caches discard free slabs immediately;slub;I do not see it as an option;SLUB shrinker would be too costly to call since SLUB does not keep free slabs on a separate list;Contradicts;0.9501873254776;0.3825390934944153
SLUB may store empty slabs in per cpu/node partial lists instead of freeing them immediately;To speed up further allocations;Slob does not need any special definitions;since we introduce a fallback case;Contradicts;0.9389086365699768;0.4600560665130615
resurrects approach first proposed in [1];To fix this issue;Drop it  ;if you want;Contradicts;0.8065934181213379;0.7172035574913025
setting kmem_caches cpu_partial and min_partial constants to 0 and tuning put_cpu_partial();Achieving dropping frozen empty slabs immediately if cpu_partial = 0;I do not see it as an option;SLUB shrinker would be too costly to call since SLUB does not keep free slabs on a separate list;Contradicts;0.945139467716217;0.3226194679737091
setting kmem_caches cpu_partial and min_partial constants to 0 and tuning put_cpu_partial();Achieving dropping frozen empty slabs immediately if cpu_partial = 0;we dont care about the RCU head state before passing it to call_rcu();anyway;Contradicts;0.8495438098907471;0.22146962583065033
setting kmem_caches cpu_partial and min_partial constants to 0 and tuning put_cpu_partial();Achieving dropping frozen empty slabs immediately if cpu_partial = 0;we dont encode seperate size and next fields into each slob block;"use the sign bit to distinguish between ""size"" or ""next""";Contradicts;0.8596804738044739;0.27824369072914124
setting kmem_caches cpu_partial and min_partial constants to 0 and tuning put_cpu_partial();Achieving dropping frozen empty slabs immediately if cpu_partial = 0;"
Use a destructor will BUG()
";"
Any attempt to";Contradicts;0.8418518900871277;0.23172485828399658
setting kmem_caches cpu_partial and min_partial constants to 0 and tuning put_cpu_partial();Achieving dropping frozen empty slabs immediately if cpu_partial = 0;Slob does not need any special definitions;since we introduce a fallback case;Contradicts;0.9799485206604004;0.4220465421676636
make put_cpu_partial() call unfreeze_partials() after freezing a slab that belongs to an offline memory cgroup;touch relatively cold functions, only make this specific call;I do not see it as an option;SLUB shrinker would be too costly to call since SLUB does not keep free slabs on a separate list;Contradicts;0.9665731191635132;0.3337828814983368
make put_cpu_partial() call unfreeze_partials() after freezing a slab that belongs to an offline memory cgroup;touch relatively cold functions, only make this specific call;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.8058668375015259;0.37145504355430603
make put_cpu_partial() call unfreeze_partials() after freezing a slab that belongs to an offline memory cgroup;touch relatively cold functions, only make this specific call;This patch fixes it with using get_order() instead of find_order()  ;which is SLOB version of get_order();Contradicts;0.8056074380874634;0.49254652857780457
make put_cpu_partial() call unfreeze_partials() after freezing a slab that belongs to an offline memory cgroup;touch relatively cold functions, only make this specific call;Slob does not need any special definitions;since we introduce a fallback case;Contradicts;0.9176263809204102;0.4277815818786621
I do not see it as an option;SLUB shrinker would be too costly to call since SLUB does not keep free slabs on a separate list;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.8234112858772278;0.1733766794204712
"Introduce much more complexity to both SLUB and memcg
";than this small patch;turn on/off CONFIG_DEBUG_SLAB without full kernel build and remove some complicated #if defintion;After this change, simplify the process and reduce complexity;Contradicts;0.9426321387290956;0.5225690603256226
"Introduce much more complexity to both SLUB and memcg
";than this small patch;ksize() can simply return PAGE_SIZE << compound_order(page);There is no need to store the allocated size;Contradicts;0.9651522040367126;0.5982613563537598
"Introduce much more complexity to both SLUB and memcg
";than this small patch;They are no longer needed;They have become so simple;Contradicts;0.8024079203605652;0.7288636565208435
"Introduce much more complexity to both SLUB and memcg
";than this small patch;No need to zero mapping since it is no longer in use;it is no longer in use;Contradicts;0.8566843867301941;0.6601384282112122
"Introduce much more complexity to both SLUB and memcg
";than this small patch;we dont care about the RCU head state before passing it to call_rcu();anyway;Contradicts;0.8074542880058289;0.73944091796875
"Introduce much more complexity to both SLUB and memcg
";than this small patch;We remove kmemtrace  ;kmemtrace has been superseded by kmem trace events and perf-kmem;Contradicts;0.8738677501678467;0.51095050573349
"Introduce much more complexity to both SLUB and memcg
";than this small patch;Drop it  ;if you want;Contradicts;0.8790267109870911;0.6396075487136841
"Introduce much more complexity to both SLUB and memcg
";than this small patch;Cleanup zeroing allocations;Slab allocators;Contradicts;0.9148642420768738;0.4637831449508667
"Introduce much more complexity to both SLUB and memcg
";than this small patch;Remove obsolete SLAB_MUST_HWCACHE_ALIGN;obsolete;Contradicts;0.8960066437721252;0.7425098419189453
"Introduce much more complexity to both SLUB and memcg
";than this small patch;added a simple non-optimized version for mm/slob.c for compatibility;compatibility;Contradicts;0.95666241645813;0.66280198097229
"Introduce much more complexity to both SLUB and memcg
";than this small patch;This patch cleans up the slab header definitions;cleans up the slab header definitions;Contradicts;0.9131921529769896;0.31123268604278564
"Introduce much more complexity to both SLUB and memcg
";than this small patch;Slob does not need any special definitions;since we introduce a fallback case;Contradicts;0.9968679547309875;0.547675609588623
"Introduce much more complexity to both SLUB and memcg
";than this small patch;simplifies SLOB;at this point slob may be broken;Contradicts;0.9974291920661926;0.606464684009552
Thanks to list_lru reparenting, we no longer keep entries for offline cgroups in per-memcg arrays;We do not have to bother if a per-memcg cache will be shrunk a bit later than it could be;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.8664659857749939;0.3554342985153198
Thanks to list_lru reparenting, we no longer keep entries for offline cgroups in per-memcg arrays;We do not have to bother if a per-memcg cache will be shrunk a bit later than it could be;Slob does not need any special definitions;since we introduce a fallback case;Contradicts;0.8551166653633118;0.4101543426513672
Track caller if tracing or slab debugging is enabled;Tracing or slab debugging is enabled;we dont care about the RCU head state before passing it to call_rcu();anyway;Contradicts;0.8829828500747681;0.4260159730911255
Track caller if tracing or slab debugging is enabled;Tracing or slab debugging is enabled;We remove kmemtrace  ;kmemtrace has been superseded by kmem trace events and perf-kmem;Contradicts;0.9354886412620544;0.5182249546051025
Track caller if tracing or slab debugging is enabled;Tracing or slab debugging is enabled;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.8945327401161194;0.4395959675312042
Track caller if tracing or slab debugging is enabled;Tracing or slab debugging is enabled;remove bigblock tracking;slob;Contradicts;0.8292170166969299;0.4352835416793823
Track caller if tracing or slab debugging is enabled;Tracing or slab debugging is enabled;Slob does not need any special definitions;since we introduce a fallback case;Contradicts;0.8872312307357788;0.534710168838501
its okay to change this situation;default slab allocator, SLUB, doesnt use this technique;a rename would likely cause more conflicts than it is worth  ;as it is used throughout the arch code;Contradicts;0.8956598043441772;0.35957714915275574
its okay to change this situation;default slab allocator, SLUB, doesnt use this technique;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.8894119262695312;0.3280473053455353
turn on/off CONFIG_DEBUG_SLAB without full kernel build and remove some complicated #if defintion;After this change, simplify the process and reduce complexity;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.9051123857498168;0.33257535099983215
turn on/off CONFIG_DEBUG_SLAB without full kernel build and remove some complicated #if defintion;After this change, simplify the process and reduce complexity;Slob does not need any special definitions;since we introduce a fallback case;Contradicts;0.8720118403434753;0.4461100399494171
slab_mutex for kmem_cache_shrink is removed;after its applied, there is no need in taking the slab_mutex;Slob does not need any special definitions;since we introduce a fallback case;Contradicts;0.8932028412818909;0.39979982376098633
unioned together;Conveniently;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.816429853439331;0.40352070331573486
That code can use them interchangeably;Gets horribly confusing like with this nugget from slab.c;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.8764646649360657;0.2718597650527954
This patch makes the slab and slub code use page->lru universally instead of mixing ->list and ->lru;mixing ->list and ->lru;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.9720414876937866;0.46480727195739746
This patch makes the slab and slub code use page->lru universally instead of mixing ->list and ->lru;mixing ->list and ->lru;Slob does not need any special definitions;since we introduce a fallback case;Contradicts;0.8588226437568665;0.5668063163757324
The new rule is: page->lru is what you use;if you want to keep your page on a list;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.941838800907135;0.3574228286743164
function naming changes;requires some;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.9381111860275269;0.49930769205093384
Call the ctor() method only if allocation succeeded;The solution is to only call the ctor() method if allocation succeeded;"
Use a destructor will BUG()
";"
Any attempt to";Contradicts;0.8510309457778931;0.5535233616828918
Rename the function names page_xchg_last_nid(), page_last_nid(), and reset_page_last_nid() to a struct_field_op style pattern;The function names were judged to be inconsistent;we dont encode seperate size and next fields into each slob block;"use the sign bit to distinguish between ""size"" or ""next""";Contradicts;0.8365981578826904;0.42323851585388184
Rename the function names page_xchg_last_nid(), page_last_nid(), and reset_page_last_nid() to a struct_field_op style pattern;The function names were judged to be inconsistent;Slob does not need any special definitions;since we introduce a fallback case;Contradicts;0.9604132771492004;0.47832104563713074
rename reset_page_mapcount() to page_mapcount_reset();it looked jarring to have them beside each other;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.8926836252212524;0.3223220109939575
rename reset_page_mapcount() to page_mapcount_reset();it looked jarring to have them beside each other;Slob does not need any special definitions;since we introduce a fallback case;Contradicts;0.9139598608016968;0.43996956944465637
a rename would likely cause more conflicts than it is worth  ;as it is used throughout the arch code;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;Contradicts;0.9675874710083008;0.4545358419418335
a rename would likely cause more conflicts than it is worth  ;as it is used throughout the arch code;add several empty functions to slob.c and rename slobs kmalloc to __kmalloc;In order to get a greater set of common functions;Contradicts;0.9282041788101196;0.532365083694458
If we start chaining caches, this information will always be more trustworthy than whatever is passed into the function.;this information will always be more trustworthy;They are no longer needed;They have become so simple;Contradicts;0.8122329711914062;0.5568979978561401
If we start chaining caches, this information will always be more trustworthy than whatever is passed into the function.;this information will always be more trustworthy;Drop it  ;if you want;Contradicts;0.8578987717628479;0.4269436001777649
If we start chaining caches, this information will always be more trustworthy than whatever is passed into the function.;this information will always be more trustworthy;Pass only pointer to the object  ;"Nobody uses this ""feature"", nor does anybody use passed kmem cache in a non-trivial way";Contradicts;0.9372754693031312;0.1766074150800705
