Decision1;Rationale1;Decision2;Rationale2;Relationship;Alpha;similarity_rationales;contradiction_rationales
Add example of using <iden> <file_name> as a <iden> <method_name>  ;This also adds the <file_name> instance as a param to the string <file_name> to allow it to delegate to others directly. This brings it into parity with the method signatures of the other <file_name> methods anyway.;Expose success type on <method_name>;Theres a bit of a test gap going on for all the variants of successful and erroneous handling of sync, async, and rx. This new behavior is fully tested in all three but more general behavior testing for them will be needed in a follow-up.;Similar;0.8617689609527588;0.6077823638916016;0.7468600869178772
Add example of using <iden> <file_name> as a <iden> <method_name>  ;This also adds the <file_name> instance as a param to the string <file_name> to allow it to delegate to others directly. This brings it into parity with the method signatures of the other <file_name> methods anyway.;Provide a mutable <file_name> implementation. <iden> to conform.;to conform;Similar;0.8766804933547974;0.2908315658569336;
Add example of using <iden> <file_name> as a <iden> <method_name>  ;This also adds the <file_name> instance as a param to the string <file_name> to allow it to delegate to others directly. This brings it into parity with the method signatures of the other <file_name> methods anyway.;Allow <file_name> instantiation  ;Hide some Apache implementation details;Similar;0.8550029397010803;0.39702320098876953;
Add example of using <iden> <file_name> as a <iden> <method_name>  ;This also adds the <file_name> instance as a param to the string <file_name> to allow it to delegate to others directly. This brings it into parity with the method signatures of the other <file_name> methods anyway.;Adding a human-readable name to the  <file_name>  interface;human-readable;Similar;0.823516845703125;0.2336713820695877;
Add example of using <iden> <file_name> as a <iden> <method_name>  ;This also adds the <file_name> instance as a param to the string <file_name> to allow it to delegate to others directly. This brings it into parity with the method signatures of the other <file_name> methods anyway.;rename <iden> ->  <file_name>  ;to harvest the names for new annotations;Similar;0.8833016157150269;0.5543661117553711;
Add example of using <iden> <file_name> as a <iden> <method_name>  ;This also adds the <file_name> instance as a param to the string <file_name> to allow it to delegate to others directly. This brings it into parity with the method signatures of the other <file_name> methods anyway.;Add <file_name>, <file_name> support to <file_name>  ;-;Similar;0.9047186374664308;0.08894366025924683;
Add example of using <iden> <file_name> as a <iden> <method_name>  ;This also adds the <file_name> instance as a param to the string <file_name> to allow it to delegate to others directly. This brings it into parity with the method signatures of the other <file_name> methods anyway.;Allow <file_name> extensions;improved <file_name>;Similar;0.8923995494842529;0.5761518478393555;
Add example of using <iden> <file_name> as a <iden> <method_name>  ;This also adds the <file_name> instance as a param to the string <file_name> to allow it to delegate to others directly. This brings it into parity with the method signatures of the other <file_name> methods anyway.;Ensure <file_name> and <file_name> use FileDescriptor.sync();Ensure <file_name> and <file_name> use FileDescriptor.sync();Similar;0.8338294625282288;0.6198073029518127;
Add example of using <iden> <file_name> as a <iden> <method_name>  ;This also adds the <file_name> instance as a param to the string <file_name> to allow it to delegate to others directly. This brings it into parity with the method signatures of the other <file_name> methods anyway.;moved util to <file_name>, added <file_name>  ;Organize and enhance code files;Similar;0.8829120397567749;0.5659605264663696;
Add example of using <iden> <file_name> as a <iden> <method_name>  ;This also adds the <file_name> instance as a param to the string <file_name> to allow it to delegate to others directly. This brings it into parity with the method signatures of the other <file_name> methods anyway.;Use <iden> <version>s JsonAdapter.serializeNulls();serializeNulls;Similar;0.8239469528198242;0.19929230213165283;
Add example of using <iden> <file_name> as a <iden> <method_name>  ;This also adds the <file_name> instance as a param to the string <file_name> to allow it to delegate to others directly. This brings it into parity with the method signatures of the other <file_name> methods anyway.;Expose <iden> via the <file_name> injection-like framework;injection-like framework;Similar;0.9063787460327148;0.40930497646331787;
Add example of using <iden> <file_name> as a <iden> <method_name>  ;This also adds the <file_name> instance as a param to the string <file_name> to allow it to delegate to others directly. This brings it into parity with the method signatures of the other <file_name> methods anyway.;Changing `<file_name>` to implement `<file_name>` interface;interface;Similar;0.8584415912628174;0.30956798791885376;
Remove incorrect generic parameter  ;incorrect;Remove unused classes from <otherCommit_link>;unused;Similar;0.8019514083862305;0.8824944496154785;
Remove incorrect generic parameter  ;incorrect;Removal of Unnecessary Creation of <iden>;if <iden> has length 0 there is no point to create stringBuilder for that. that condition check needs to happen before stringBuilder creation.;Similar;0.8902180194854736;0.27017343044281006;
Remove incorrect generic parameter  ;incorrect;Remove redundant throws  ;redundant;Similar;0.8423252105712891;0.8833587169647217;
Switch to a generic to/from  <file_name> , explicit factory.;This allows for specialization based on for what purpose the  <file_name>  is being created.;Introduce factory for <file_name> concept;This is still highly-inefficient in its internal use and there are no tests proving that we now fail earlier in configuring a service method;Similar;0.8950556516647339;0.20188988745212555;
Switch to a generic to/from  <file_name> , explicit factory.;This allows for specialization based on for what purpose the  <file_name>  is being created.;Move <file_name> into the main package, remove <iden> from core;This change means that only <iden> and <iden> are the types which are allowed for their respective objects by default. If you want serialization of any kind, you need to opt-in with either your own <file_name> or one of the provided ones;Similar;0.8090865612030029;0.7135181427001953;
Switch to a generic to/from  <file_name> , explicit factory.;This allows for specialization based on for what purpose the  <file_name>  is being created.;Introduce builder pattern to instantiate <method_name>;profiler are now optional. Convenience methods for specifying a <iden> or an <iden> directly are also provided.;Similar;0.8231918811798096;0.5162529349327087;
Introduce factory for <file_name> concept;This is still highly-inefficient in its internal use and there are no tests proving that we now fail earlier in configuring a service method;Introduce builder pattern to instantiate <method_name>;profiler are now optional. Convenience methods for specifying a <iden> or an <iden> directly are also provided.;Similar;0.8484541177749634;0.4039011597633362;
Introduce factory for <file_name> concept;This is still highly-inefficient in its internal use and there are no tests proving that we now fail earlier in configuring a service method;Expose <iden> via the <file_name> injection-like framework;injection-like framework;Similar;0.8076765537261963;0.1380583494901657;
Move <file_name> into the main package, remove <iden> from core;This change means that only <iden> and <iden> are the types which are allowed for their respective objects by default. If you want serialization of any kind, you need to opt-in with either your own <file_name> or one of the provided ones;Reintroduced deprecated <file_name> constructor;deprecated;Similar;0.8587321043014526;0.30549877882003784;
Remove unused classes from <otherCommit_link>;unused;Remove unused <file_name> classes;unused;Similar;0.9447469711303712;1.0;
Remove unused classes from <otherCommit_link>;unused;Reintroduced deprecated <file_name> constructor;deprecated;Similar;0.8177813291549683;0.8271223902702332;
Remove unused classes from <otherCommit_link>;unused;Removal of Unnecessary Creation of <iden>;if <iden> has length 0 there is no point to create stringBuilder for that. that condition check needs to happen before stringBuilder creation.;Similar;0.8493497967720032;0.36140176653862;
Fix annotation link;<iden> is gone;Fix IntelliJ auto-formatting  ;Improve the formatting;Similar;0.8549141883850098;0.45880284905433655;
Fix annotation link;<iden> is gone;Fix styling of <iden> download;styling;Similar;0.8220888376235962;0.489966481924057;
Fix annotation link;<iden> is gone;Fix spelling;spelling;Similar;0.8247721195220947;0.62822026014328;
Fix annotation link;<iden> is gone;Add fixed query parameter support;support;Similar;0.8516250848770142;0.5954315662384033;
Fix annotation link;<iden> is gone;Fix support for protobuf <version>+;ExtensionRegistry cannot be null;Similar;0.8417033553123474;0.5611217021942139;
Fix annotation link;<iden> is gone;Fix typo;typo;Similar;0.8992551565170288;0.6340473890304565;
Expose success type on <method_name>;Theres a bit of a test gap going on for all the variants of successful and erroneous handling of sync, async, and rx. This new behavior is fully tested in all three but more general behavior testing for them will be needed in a follow-up.;Provide a mutable <file_name> implementation. <iden> to conform.;to conform;Similar;0.8092195391654968;0.19748231768608093;0.8753548860549927
Expose success type on <method_name>;Theres a bit of a test gap going on for all the variants of successful and erroneous handling of sync, async, and rx. This new behavior is fully tested in all three but more general behavior testing for them will be needed in a follow-up.;Allow <file_name> instantiation  ;Hide some Apache implementation details;Similar;0.8704698085784912;0.3840115964412689;0.8055939674377441
Expose success type on <method_name>;Theres a bit of a test gap going on for all the variants of successful and erroneous handling of sync, async, and rx. This new behavior is fully tested in all three but more general behavior testing for them will be needed in a follow-up.;Introduce builder pattern to instantiate <method_name>;profiler are now optional. Convenience methods for specifying a <iden> or an <iden> directly are also provided.;Similar;0.8257386088371277;0.3805093467235565;
Expose success type on <method_name>;Theres a bit of a test gap going on for all the variants of successful and erroneous handling of sync, async, and rx. This new behavior is fully tested in all three but more general behavior testing for them will be needed in a follow-up.;Add <file_name>, <file_name> support to <file_name>  ;-;Similar;0.8581393957138062;-0.04296752065420151;0.8896418213844299
Expose success type on <method_name>;Theres a bit of a test gap going on for all the variants of successful and erroneous handling of sync, async, and rx. This new behavior is fully tested in all three but more general behavior testing for them will be needed in a follow-up.;Allow <file_name> extensions;improved <file_name>;Similar;0.8610180616378784;0.3052119314670563;0.8774048686027527
Expose success type on <method_name>;Theres a bit of a test gap going on for all the variants of successful and erroneous handling of sync, async, and rx. This new behavior is fully tested in all three but more general behavior testing for them will be needed in a follow-up.;moved util to <file_name>, added <file_name>  ;Organize and enhance code files;Similar;0.8112006187438965;0.4363809823989868;0.828305721282959
Expose success type on <method_name>;Theres a bit of a test gap going on for all the variants of successful and erroneous handling of sync, async, and rx. This new behavior is fully tested in all three but more general behavior testing for them will be needed in a follow-up.;Expose <iden> via the <file_name> injection-like framework;injection-like framework;Similar;0.8320127725601196;0.20734508335590363;0.8425998091697693
Update <file_name> to latest. Add default constructor.;latest, Add default constructor;Introduce builder pattern to instantiate <method_name>;profiler are now optional. Convenience methods for specifying a <iden> or an <iden> directly are also provided.;Similar;0.8225990533828735;0.3386755883693695;
Update <file_name> to latest. Add default constructor.;latest, Add default constructor;moved util to <file_name>, added <file_name>  ;Organize and enhance code files;Similar;0.8256851434707642;0.6078176498413086;
Update <file_name> to latest. Add default constructor.;latest, Add default constructor;Changing `<file_name>` to implement `<file_name>` interface;interface;Similar;0.813383936882019;0.5250303745269775;
Fix IntelliJ auto-formatting  ;Improve the formatting;Fix styling of <iden> download;styling;Similar;0.8185828924179077;0.7110834717750549;
Fix IntelliJ auto-formatting  ;Improve the formatting;Fix typo;typo;Similar;0.8167020082473755;0.5751357078552246;
Provide a mutable <file_name> implementation. <iden> to conform.;to conform;Introduce builder pattern to instantiate <method_name>;profiler are now optional. Convenience methods for specifying a <iden> or an <iden> directly are also provided.;Similar;0.8208271265029907;0.3925545811653137;
Provide a mutable <file_name> implementation. <iden> to conform.;to conform;Add fixed query parameter support;support;Similar;0.8023358583450317;0.8426966071128845;
Provide a mutable <file_name> implementation. <iden> to conform.;to conform;Add <file_name>, <file_name> support to <file_name>  ;-;Similar;0.856271505355835;0.8020845055580139;
Provide a mutable <file_name> implementation. <iden> to conform.;to conform;Allow <file_name> extensions;improved <file_name>;Similar;0.8238099813461304;0.6244213581085205;
Provide a mutable <file_name> implementation. <iden> to conform.;to conform;Ensure <file_name> and <file_name> use FileDescriptor.sync();Ensure <file_name> and <file_name> use FileDescriptor.sync();Similar;0.8568558692932129;0.5937144756317139;
Provide a mutable <file_name> implementation. <iden> to conform.;to conform;moved util to <file_name>, added <file_name>  ;Organize and enhance code files;Similar;0.8257677555084229;0.5168042182922363;
Provide a mutable <file_name> implementation. <iden> to conform.;to conform;Expose <iden> via the <file_name> injection-like framework;injection-like framework;Similar;0.8457403182983398;0.6869176626205444;
Provide a mutable <file_name> implementation. <iden> to conform.;to conform;Changing `<file_name>` to implement `<file_name>` interface;interface;Similar;0.832633376121521;0.733295738697052;
Allow <file_name> instantiation  ;Hide some Apache implementation details;rename <iden> ->  <file_name>  ;to harvest the names for new annotations;Similar;0.8335056304931641;0.5115598440170288;
Allow <file_name> instantiation  ;Hide some Apache implementation details;Add <file_name>, <file_name> support to <file_name>  ;-;Similar;0.8933571577072144;0.3596270680427551;
Allow <file_name> instantiation  ;Hide some Apache implementation details;Allow <file_name> extensions;improved <file_name>;Similar;0.8941651582717896;0.4728924334049225;
Allow <file_name> instantiation  ;Hide some Apache implementation details;Ensure <file_name> and <file_name> use FileDescriptor.sync();Ensure <file_name> and <file_name> use FileDescriptor.sync();Similar;0.8118504285812378;0.5253958106040955;
Allow <file_name> instantiation  ;Hide some Apache implementation details;moved util to <file_name>, added <file_name>  ;Organize and enhance code files;Similar;0.8642947673797607;0.5771821737289429;
Allow <file_name> instantiation  ;Hide some Apache implementation details;Expose <iden> via the <file_name> injection-like framework;injection-like framework;Similar;0.847456693649292;0.4458353817462921;
Remove unused <file_name> classes;unused;Reintroduced deprecated <file_name> constructor;deprecated;Similar;0.8451347351074219;0.8271223902702332;
Introduce builder pattern to instantiate <method_name>;profiler are now optional. Convenience methods for specifying a <iden> or an <iden> directly are also provided.;Expose <iden> via the <file_name> injection-like framework;injection-like framework;Similar;0.8502663373947144;0.4289948344230652;
Adding a human-readable name to the  <file_name>  interface;human-readable;Add <file_name>, <file_name> support to <file_name>  ;-;Similar;0.8071363568305969;0.6766977310180664;
Adding a human-readable name to the  <file_name>  interface;human-readable;Expose <iden> via the <file_name> injection-like framework;injection-like framework;Similar;0.8312628269195557;0.5709329843521118;
Adding a human-readable name to the  <file_name>  interface;human-readable;Changing `<file_name>` to implement `<file_name>` interface;interface;Similar;0.841084897518158;0.7025395035743713;
rename <iden> ->  <file_name>  ;to harvest the names for new annotations;Add <file_name>, <file_name> support to <file_name>  ;-;Similar;0.8332940340042114;0.2956097722053528;
rename <iden> ->  <file_name>  ;to harvest the names for new annotations;Allow <file_name> extensions;improved <file_name>;Similar;0.8419884443283081;0.6006754636764526;
rename <iden> ->  <file_name>  ;to harvest the names for new annotations;moved util to <file_name>, added <file_name>  ;Organize and enhance code files;Similar;0.9009898900985718;0.7235838174819946;
rename <iden> ->  <file_name>  ;to harvest the names for new annotations;Use <iden> <version>s JsonAdapter.serializeNulls();serializeNulls;Similar;0.8096293210983276;0.46916332840919495;
rename <iden> ->  <file_name>  ;to harvest the names for new annotations;Expose <iden> via the <file_name> injection-like framework;injection-like framework;Similar;0.8471070528030396;0.4807509183883667;
rename <iden> ->  <file_name>  ;to harvest the names for new annotations;Changing `<file_name>` to implement `<file_name>` interface;interface;Similar;0.8554489612579346;0.46330755949020386;
Fix spelling;spelling;Fix typo;typo;Similar;0.8300853967666626;0.7279039621353149;
Add fixed query parameter support;support;Allow <file_name> extensions;improved <file_name>;Similar;0.8172138333320618;0.6324853301048279;
Add fixed query parameter support;support;Fix support for protobuf <version>+;ExtensionRegistry cannot be null;Similar;0.822589635848999;0.5741251111030579;
Add <file_name>, <file_name> support to <file_name>  ;-;Allow <file_name> extensions;improved <file_name>;Similar;0.917963683605194;0.5608880519866943;
Add <file_name>, <file_name> support to <file_name>  ;-;Ensure <file_name> and <file_name> use FileDescriptor.sync();Ensure <file_name> and <file_name> use FileDescriptor.sync();Similar;0.8598542213439941;0.4629371166229248;
Add <file_name>, <file_name> support to <file_name>  ;-;moved util to <file_name>, added <file_name>  ;Organize and enhance code files;Similar;0.9104733467102052;0.40467196702957153;
Add <file_name>, <file_name> support to <file_name>  ;-;Expose <iden> via the <file_name> injection-like framework;injection-like framework;Similar;0.8451688289642334;0.6883095502853394;
Add <file_name>, <file_name> support to <file_name>  ;-;Changing `<file_name>` to implement `<file_name>` interface;interface;Similar;0.8212052583694458;0.7601059079170227;
Allow <file_name> extensions;improved <file_name>;Ensure <file_name> and <file_name> use FileDescriptor.sync();Ensure <file_name> and <file_name> use FileDescriptor.sync();Similar;0.80333411693573;0.7476352453231812;
Allow <file_name> extensions;improved <file_name>;moved util to <file_name>, added <file_name>  ;Organize and enhance code files;Similar;0.8489277362823486;0.7188955545425415;
Allow <file_name> extensions;improved <file_name>;Expose <iden> via the <file_name> injection-like framework;injection-like framework;Similar;0.8328016996383667;0.6532294750213623;
Allow <file_name> extensions;improved <file_name>;Fix support for protobuf <version>+;ExtensionRegistry cannot be null;Similar;0.8161601424217224;0.44175368547439575;
Ensure <file_name> and <file_name> use FileDescriptor.sync();Ensure <file_name> and <file_name> use FileDescriptor.sync();moved util to <file_name>, added <file_name>  ;Organize and enhance code files;Similar;0.8069458603858948;0.7369556427001953;
Ensure <file_name> and <file_name> use FileDescriptor.sync();Ensure <file_name> and <file_name> use FileDescriptor.sync();Expose <iden> via the <file_name> injection-like framework;injection-like framework;Similar;0.8073415756225586;0.6540013551712036;
moved util to <file_name>, added <file_name>  ;Organize and enhance code files;Expose <iden> via the <file_name> injection-like framework;injection-like framework;Similar;0.827278733253479;0.6361204385757446;
moved util to <file_name>, added <file_name>  ;Organize and enhance code files;Changing `<file_name>` to implement `<file_name>` interface;interface;Similar;0.8891830444335938;0.6528220176696777;
Use <iden> <version>s JsonAdapter.serializeNulls();serializeNulls;Expose <iden> via the <file_name> injection-like framework;injection-like framework;Similar;0.8215926885604858;0.709907054901123;
Removal of Unnecessary Creation of <iden>;if <iden> has length 0 there is no point to create stringBuilder for that. that condition check needs to happen before stringBuilder creation.;Remove redundant throws  ;redundant;Similar;0.8504301309585571;0.3268842399120331;
Expose <iden> via the <file_name> injection-like framework;injection-like framework;Changing `<file_name>` to implement `<file_name>` interface;interface;Similar;0.8302749991416931;0.8292475342750549;
Fix support for protobuf <version>+;ExtensionRegistry cannot be null;Fix typo;typo;Similar;0.8192603588104248;0.5445349216461182;
