Decision1;Rationale1;Decision2;Rationale2;Relationship;Alpha
Move <file_name> into the main package, remove <iden> from core;This change means that only <iden> and <iden> are the types which are allowed for their respective objects by default. If you want serialization of any kind, you need to opt-in with either your own <file_name> or one of the provided ones;fix issue <issue_link> : permit use when servers or intermediaries mistakingly miss Content-<iden> header;mistakingly miss Content-<iden> header;Contradicts;0.6814730167388916
Remove unused classes from <otherCommit_link>;unused;Revert Revert Allow  <file_name>  instantiation. Hide some Apache implementation details.;This reverts commit  <otherCommit_link>;Contradicts;0.5439808964729309
Remove unused classes from <otherCommit_link>;unused;Reintroduced deprecated <file_name> constructor;deprecated;Contradicts;0.7493727803230286
Remove unused classes from <otherCommit_link>;unused;Changing `<file_name>` to implement `<file_name>` interface;interface;Contradicts;0.7108664512634277
Update to OkHttp <version>. Fix a tiny potential NPE;potential NPE;Revert Revert Allow  <file_name>  instantiation. Hide some Apache implementation details.;This reverts commit  <otherCommit_link>;Contradicts;0.738172173500061
Fix annotation link;<iden> is gone;Revert Revert Allow  <file_name>  instantiation. Hide some Apache implementation details.;This reverts commit  <otherCommit_link>;Contradicts;0.6448864936828613
Use the annotations directly for parameter handling.;Before we attempted to normalize the parameter annotations into a name and type model. The introduction of multi-part transfer encodings required something more expressive so the annotation instances themselves were used. This change removes the name and type in favor of using the annotation for everything.;Revert Revert Allow  <file_name>  instantiation. Hide some Apache implementation details.;This reverts commit  <otherCommit_link>;Contradicts;0.6590428948402405
Use the annotations directly for parameter handling.;Before we attempted to normalize the parameter annotations into a name and type model. The introduction of multi-part transfer encodings required something more expressive so the annotation instances themselves were used. This change removes the name and type in favor of using the annotation for everything.;Reintroduced deprecated <file_name> constructor;deprecated;Contradicts;0.7906460762023926
Use the annotations directly for parameter handling.;Before we attempted to normalize the parameter annotations into a name and type model. The introduction of multi-part transfer encodings required something more expressive so the annotation instances themselves were used. This change removes the name and type in favor of using the annotation for everything.;Changing `<file_name>` to implement `<file_name>` interface;interface;Contradicts;0.5846713781356812
Expose success type on <method_name>;Theres a bit of a test gap going on for all the variants of successful and erroneous handling of sync, async, and rx. This new behavior is fully tested in all three but more general behavior testing for them will be needed in a follow-up.;Revert Revert Allow  <file_name>  instantiation. Hide some Apache implementation details.;This reverts commit  <otherCommit_link>;Contradicts;0.8640516996383667
Correct map parameter type detection for query and field  ;-;Revert Revert Allow  <file_name>  instantiation. Hide some Apache implementation details.;This reverts commit  <otherCommit_link>;Contradicts;0.6058783531188965
Correct map parameter type detection for query and field  ;-;Changing `<file_name>` to implement `<file_name>` interface;interface;Contradicts;0.7388117909431458
Update <file_name> to latest. Add default constructor.;latest, Add default constructor;Revert Revert Allow  <file_name>  instantiation. Hide some Apache implementation details.;This reverts commit  <otherCommit_link>;Contradicts;0.5320343375205994
Update <file_name> to latest. Add default constructor.;latest, Add default constructor;Reintroduced deprecated <file_name> constructor;deprecated;Contradicts;0.9743891954421997
Update <file_name> to latest. Add default constructor.;latest, Add default constructor;Removal of Unnecessary Creation of <iden>;if <iden> has length 0 there is no point to create stringBuilder for that. that condition check needs to happen before stringBuilder creation.;Contradicts;0.5374780893325806
Add simple package info to root package  ;simple;Revert Revert Allow  <file_name>  instantiation. Hide some Apache implementation details.;This reverts commit  <otherCommit_link>;Contradicts;0.7698705196380615
Properly name ignored exception in catch block  ;Properly naming;Revert Revert Allow  <file_name>  instantiation. Hide some Apache implementation details.;This reverts commit  <otherCommit_link>;Contradicts;0.654920756816864
Correct header length checking logic. Improve exception message;Improve;Revert Revert Allow  <file_name>  instantiation. Hide some Apache implementation details.;This reverts commit  <otherCommit_link>;Contradicts;0.5822672843933105
Correct header length checking logic. Improve exception message;Improve;Reintroduced deprecated <file_name> constructor;deprecated;Contradicts;0.6122722029685974
Promote <iden> logging to a class which knows about chunking  ;This is an <iden>-specific implementation detail which is now only performed when needed;Reintroduced deprecated <file_name> constructor;deprecated;Contradicts;0.6451282501220703
Fix IntelliJ auto-formatting  ;Improve the formatting;Revert Revert Allow  <file_name>  instantiation. Hide some Apache implementation details.;This reverts commit  <otherCommit_link>;Contradicts;0.808670163154602
Add path and query tests for pre-encoded values;-;Revert Revert Allow  <file_name>  instantiation. Hide some Apache implementation details.;This reverts commit  <otherCommit_link>;Contradicts;0.6063402891159058
Add converters module and protobuf converter;to the sentence;Revert Revert Allow  <file_name>  instantiation. Hide some Apache implementation details.;This reverts commit  <otherCommit_link>;Contradicts;0.8616322875022888
Add converters module and protobuf converter;to the sentence;Reintroduced deprecated <file_name> constructor;deprecated;Contradicts;0.7089475393295288
Log network and unexpected exceptions if logging is enabled  ;if logging is enabled;Changing `<file_name>` to implement `<file_name>` interface;interface;Contradicts;0.6829121708869934
Fix styling of <iden> download;styling;Revert Revert Allow  <file_name>  instantiation. Hide some Apache implementation details.;This reverts commit  <otherCommit_link>;Contradicts;0.6563419699668884
Fix styling of <iden> download;styling;Reintroduced deprecated <file_name> constructor;deprecated;Contradicts;0.5370512008666992
Rename pair to field to match annotation;match annotation;Revert Revert Allow  <file_name>  instantiation. Hide some Apache implementation details.;This reverts commit  <otherCommit_link>;Contradicts;0.5942578315734863
" 
- Add <iden> <method_name>  
- Also update our sample to use <iden> contributors rather than the <iden>  
- Bump some dependencies to their latest versions  
";" 
- Use this on <iden> <version> and prior and when on the <iden>  
- because the latter is shutting down and subject to lame rate limiting when on common networks";Revert Revert Allow  <file_name>  instantiation. Hide some Apache implementation details.;This reverts commit  <otherCommit_link>;Contradicts;0.5235881805419922
" 
- Add <iden> <method_name>  
- Also update our sample to use <iden> contributors rather than the <iden>  
- Bump some dependencies to their latest versions  
";" 
- Use this on <iden> <version> and prior and when on the <iden>  
- because the latter is shutting down and subject to lame rate limiting when on common networks";Reintroduced deprecated <file_name> constructor;deprecated;Contradicts;0.6465986371040344
" 
- Add <iden> <method_name>  
- Also update our sample to use <iden> contributors rather than the <iden>  
- Bump some dependencies to their latest versions  
";" 
- Use this on <iden> <version> and prior and when on the <iden>  
- because the latter is shutting down and subject to lame rate limiting when on common networks";Removal of Unnecessary Creation of <iden>;if <iden> has length 0 there is no point to create stringBuilder for that. that condition check needs to happen before stringBuilder creation.;Contradicts;0.9863511919975281
Provide a mutable <file_name> implementation. <iden> to conform.;to conform;Use no_aop Guice variant  ;no_aop;Contradicts;0.5129789710044861
Provide a mutable <file_name> implementation. <iden> to conform.;to conform;Reintroduced deprecated <file_name> constructor;deprecated;Contradicts;0.8784360289573669
Revert Revert Allow  <file_name>  instantiation. Hide some Apache implementation details.;This reverts commit  <otherCommit_link>;Use no_aop Guice variant  ;no_aop;Contradicts;0.6408299803733826
Revert Revert Allow  <file_name>  instantiation. Hide some Apache implementation details.;This reverts commit  <otherCommit_link>;Reintroduced deprecated <file_name> constructor;deprecated;Contradicts;0.8445336818695068
Revert Revert Allow  <file_name>  instantiation. Hide some Apache implementation details.;This reverts commit  <otherCommit_link>;Allow <file_name> extensions;improved <file_name>;Contradicts;0.658042848110199
Allow <file_name> instantiation  ;Hide some Apache implementation details;Reintroduced deprecated <file_name> constructor;deprecated;Contradicts;0.8611265420913696
Allow <file_name> instantiation  ;Hide some Apache implementation details;Allow <file_name> extensions;improved <file_name>;Contradicts;0.5477975010871887
Hide more implementation details;more implementation details;Expose <iden> via the <file_name> injection-like framework;injection-like framework;Contradicts;0.5405112504959106
Remove unused <file_name> classes;unused;Reintroduced deprecated <file_name> constructor;deprecated;Contradicts;0.968499481678009
Remove unused <file_name> classes;unused;moved util to <file_name>, added <file_name>  ;Organize and enhance code files;Contradicts;0.9332810044288635
Introduce builder pattern to instantiate <method_name>;profiler are now optional. Convenience methods for specifying a <iden> or an <iden> directly are also provided.;Reintroduced deprecated <file_name> constructor;deprecated;Contradicts;0.9207895994186401
Adding a human-readable name to the  <file_name>  interface;human-readable;Reintroduced deprecated <file_name> constructor;deprecated;Contradicts;0.8622389435768127
Adding a human-readable name to the  <file_name>  interface;human-readable;Removal of Unnecessary Creation of <iden>;if <iden> has length 0 there is no point to create stringBuilder for that. that condition check needs to happen before stringBuilder creation.;Contradicts;0.593475878238678
Reintroduced deprecated <file_name> constructor;deprecated;Add fixed query parameter support;support;Contradicts;0.5338749885559082
Reintroduced deprecated <file_name> constructor;deprecated;Removal of Unnecessary Creation of <iden>;if <iden> has length 0 there is no point to create stringBuilder for that. that condition check needs to happen before stringBuilder creation.;Contradicts;0.8813978433609009
Fix small wording issues in custom converter docs;small wording issues;Changing `<file_name>` to implement `<file_name>` interface;interface;Contradicts;0.5806392431259155
Update custom conversion docs per feedback;Clarify that <iden> is just the default converter, Add section on other built-in converters, Add section on implementing your own custom converters;Changing `<file_name>` to implement `<file_name>` interface;interface;Contradicts;0.6535447239875793
fix issue <issue_link> : permit use when servers or intermediaries mistakingly miss Content-<iden> header;mistakingly miss Content-<iden> header;Changing `<file_name>` to implement `<file_name>` interface;interface;Contradicts;0.823123574256897
