;Decision1;Rationale1;URL1;Decision2;Rationale2;URL2;Relationship;Alpha;similarity_rationales
94;avoid unnecessary mm locking and scanning for OOM_DISABLE;unnecessary mm locking and scanning for OOM_DISABLE;https://github.com/torvalds/linux/commit/4d8b9135c30ccbe46e621fefd862969819003fd6;We can tolerate a comm being printed that is in the middle of an update;to avoid taking the lock;https://github.com/torvalds/linux/commit/da39da3a54fed88e29024f2f1f6cd7357cd03a44;Contradicts;0.9120756387710572;0.7725107073783875
95;avoid unnecessary mm locking and scanning for OOM_DISABLE;unnecessary mm locking and scanning for OOM_DISABLE;https://github.com/torvalds/linux/commit/4d8b9135c30ccbe46e621fefd862969819003fd6;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;https://github.com/torvalds/linux/commit/4837fe37adff1d159904f0c013471b1ecbcb455e;Contradicts;0.9637935161590576;0.4651119112968445
96;avoid unnecessary mm locking and scanning for OOM_DISABLE;unnecessary mm locking and scanning for OOM_DISABLE;https://github.com/torvalds/linux/commit/4d8b9135c30ccbe46e621fefd862969819003fd6;Add the necessary rcu_read_lock();necessary;https://github.com/torvalds/linux/commit/ad96244179fbd55b40c00f10f399bc04739b8e1f;Contradicts;0.901354432106018;0.4366766214370727
97;Move the check for OOM_DISABLE to the badness heuristic;Reduce the number of times task_lock() needs to be held;https://github.com/torvalds/linux/commit/4d8b9135c30ccbe46e621fefd862969819003fd6;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;https://github.com/torvalds/linux/commit/4837fe37adff1d159904f0c013471b1ecbcb455e;Contradicts;0.9587295055389404;0.5014350414276123
98;tasks with badness scores of 0 are prohibited from being oom killed;they would not allow for future memory freeing anyway;https://github.com/torvalds/linux/commit/4d8b9135c30ccbe46e621fefd862969819003fd6;Killing such a task should be acceptable;it is highly unlikely it has done anything useful because it cannot modify any memory before it calls exec;https://github.com/torvalds/linux/commit/97fd49c2355ffdede6526afc0c72bc314d05f42a;Contradicts;0.9952272176742554;0.7670942544937134
99;it is no longer necessary to check the oom_adj value for threads sharing the same memory (except when simply issuing SIGKILLs for threads in other thread groups);the oom_adj value is a characteristic of an mm and not a task;https://github.com/torvalds/linux/commit/4d8b9135c30ccbe46e621fefd862969819003fd6;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;https://github.com/torvalds/linux/commit/4837fe37adff1d159904f0c013471b1ecbcb455e;Contradicts;0.9478530883789062;0.6160848736763
100;it is no longer necessary to check the oom_adj value for threads sharing the same memory (except when simply issuing SIGKILLs for threads in other thread groups);the oom_adj value is a characteristic of an mm and not a task;https://github.com/torvalds/linux/commit/4d8b9135c30ccbe46e621fefd862969819003fd6;push the re-check loop out of freeze_processes into check_frozen_processes;to make the code more readable as per Rafael;https://github.com/torvalds/linux/commit/5695be142e203167e3cb515ef86a88424f3524eb;Contradicts;0.9067856669425964;0.3911569714546203
101;Move oomkilladj (now more appropriately named oom_adj) from struct task_struct to struct mm_struct;more appropriately named;https://github.com/torvalds/linux/commit/2ff05b2b4eac2e63d345fc731ea151a060247f53;make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;https://github.com/torvalds/linux/commit/79befd0c08c4766f8fa27e37ac2a70e40840a56a;Contradicts;0.9453167915344238;0.3020467460155487
102;Move oomkilladj (now more appropriately named oom_adj) from struct task_struct to struct mm_struct;more appropriately named;https://github.com/torvalds/linux/commit/2ff05b2b4eac2e63d345fc731ea151a060247f53;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;https://github.com/torvalds/linux/commit/4837fe37adff1d159904f0c013471b1ecbcb455e;Contradicts;0.9370294213294984;0.6464522480964661
103;Move oomkilladj (now more appropriately named oom_adj) from struct task_struct to struct mm_struct;more appropriately named;https://github.com/torvalds/linux/commit/2ff05b2b4eac2e63d345fc731ea151a060247f53;remove task_t, convert to struct task_struct;cleanup, remove;https://github.com/torvalds/linux/commit/36c8b586896f60cb91a4fd526233190b34316baf;Contradicts;0.9617614150047302;0.6222831606864929
104;Taking task_lock() in select_bad_process() to check for OOM_DISABLE and in oom_kill_task() to check for threads sharing the same memory will be removed in the next patch in this series ;it will no longer be necessary;https://github.com/torvalds/linux/commit/2ff05b2b4eac2e63d345fc731ea151a060247f53;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;https://github.com/torvalds/linux/commit/4837fe37adff1d159904f0c013471b1ecbcb455e;Contradicts;0.9897860288619996;0.5993276834487915
105;Taking task_lock() in select_bad_process() to check for OOM_DISABLE and in oom_kill_task() to check for threads sharing the same memory will be removed in the next patch in this series ;it will no longer be necessary;https://github.com/torvalds/linux/commit/2ff05b2b4eac2e63d345fc731ea151a060247f53;Renames high_zoneidx to highest_zoneidx;Represents more precise meaning;https://github.com/torvalds/linux/commit/97a225e69a1f880886f33d2e65a7ace13f152caa;Contradicts;0.9335047602653505;0.6275131106376648
106;Taking task_lock() in select_bad_process() to check for OOM_DISABLE and in oom_kill_task() to check for threads sharing the same memory will be removed in the next patch in this series ;it will no longer be necessary;https://github.com/torvalds/linux/commit/2ff05b2b4eac2e63d345fc731ea151a060247f53;We can trivially add both the oom memcg and task_memcg.;Now that we have a single line for the oom context.;https://github.com/torvalds/linux/commit/f0c867d9588d9efc10d6a55009c9560336673369;Contradicts;0.9800918102264404;0.533928632736206
107;Taking task_lock() in select_bad_process() to check for OOM_DISABLE and in oom_kill_task() to check for threads sharing the same memory will be removed in the next patch in this series ;it will no longer be necessary;https://github.com/torvalds/linux/commit/2ff05b2b4eac2e63d345fc731ea151a060247f53;An admin can easily get the full oom context at a single line;makes parsing much easier;https://github.com/torvalds/linux/commit/ef8444ea01d7442652f8e1b8a8b94278cb57eafd;Contradicts;0.975940763950348;0.5106099843978882
108;Writing to /proc/pid/oom_adj for a kthread will now return -EINVAL;these threads are immune from oom killing already;https://github.com/torvalds/linux/commit/2ff05b2b4eac2e63d345fc731ea151a060247f53;Remove mm->oom_disable_count entirely;its unnecessary and currently buggy;https://github.com/torvalds/linux/commit/c9f01245b6a7d77d17deaa71af10f6aca14fa24e;Contradicts;0.92540442943573;0.5187196731567383
109;Writing to /proc/pid/oom_adj for a kthread will now return -EINVAL;these threads are immune from oom killing already;https://github.com/torvalds/linux/commit/2ff05b2b4eac2e63d345fc731ea151a060247f53;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;https://github.com/torvalds/linux/commit/4837fe37adff1d159904f0c013471b1ecbcb455e;Contradicts;0.92230486869812;0.6237803101539612
110;avoid deadlock caused by race between oom and cpuset_attach;race between oom and cpuset_attach;https://github.com/torvalds/linux/commit/7f4d454dee2e0bdd21bafd413d1c53e443a26540;Introduce a new state, TASK_DEAD;to avoid a confusion;https://github.com/torvalds/linux/commit/c394cc9fbb367f87faa2228ec2eabacd2d4701c6;Contradicts;0.9117246270179749;0.3767188787460327
111;avoid deadlock caused by race between oom and cpuset_attach;race between oom and cpuset_attach;https://github.com/torvalds/linux/commit/7f4d454dee2e0bdd21bafd413d1c53e443a26540;We can tolerate a comm being printed that is in the middle of an update;to avoid taking the lock;https://github.com/torvalds/linux/commit/da39da3a54fed88e29024f2f1f6cd7357cd03a44;Contradicts;0.939628541469574;0.375580757856369
112;avoid deadlock caused by race between oom and cpuset_attach;race between oom and cpuset_attach;https://github.com/torvalds/linux/commit/7f4d454dee2e0bdd21bafd413d1c53e443a26540;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;https://github.com/torvalds/linux/commit/4837fe37adff1d159904f0c013471b1ecbcb455e;Contradicts;0.9921058416366576;0.2903532981872558
113;set_current_state()/schedule_timeout();to reduce kernel size;https://github.com/torvalds/linux/commit/13e4b57f6a4e23ceb99794a650d777e74831f4a6;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;https://github.com/torvalds/linux/commit/4837fe37adff1d159904f0c013471b1ecbcb455e;Contradicts;0.9236894845962524;0.5029193162918091
114;This patch enables configuring a system so that a runaway job under one mem_exclusive cpuset cannot cause the killing of a job in another such cpuset that might be using very high compute and memory resources for a prolonged time.;prevent a runaway job in one cpuset from killing a job in another cpuset that is using high compute and memory resources for a prolonged time.;https://github.com/torvalds/linux/commit/ef08e3b4981aebf2ba9bd7025ef7210e8eec07ce;Killing such a task should be acceptable;it is highly unlikely it has done anything useful because it cannot modify any memory before it calls exec;https://github.com/torvalds/linux/commit/97fd49c2355ffdede6526afc0c72bc314d05f42a;Contradicts;0.973744571208954;0.4215561747550964
115;This patch enables configuring a system so that a runaway job under one mem_exclusive cpuset cannot cause the killing of a job in another such cpuset that might be using very high compute and memory resources for a prolonged time.;prevent a runaway job in one cpuset from killing a job in another cpuset that is using high compute and memory resources for a prolonged time.;https://github.com/torvalds/linux/commit/ef08e3b4981aebf2ba9bd7025ef7210e8eec07ce;Get rid of this hardcoded behavior;push the allocation mask down the show_mem path and use it instead of cpuset_current_mems_allowed;https://github.com/torvalds/linux/commit/9af744d743170b5f5ef70031dea8d772d166ab28;Contradicts;0.9530337452888488;0.3681064546108246
116;This patch enables configuring a system so that a runaway job under one mem_exclusive cpuset cannot cause the killing of a job in another such cpuset that might be using very high compute and memory resources for a prolonged time.;prevent a runaway job in one cpuset from killing a job in another cpuset that is using high compute and memory resources for a prolonged time.;https://github.com/torvalds/linux/commit/ef08e3b4981aebf2ba9bd7025ef7210e8eec07ce;signal to the process that no memory exists;given the constraints that the process (or the configuration of the process) has placed on the allocation behavior;https://github.com/torvalds/linux/commit/9b0f8b040acd8dfd23860754c0d09ff4f44e2cbc;Contradicts;0.9394241571426392;0.2547192573547363
117;This patch enables configuring a system so that a runaway job under one mem_exclusive cpuset cannot cause the killing of a job in another such cpuset that might be using very high compute and memory resources for a prolonged time.;prevent a runaway job in one cpuset from killing a job in another cpuset that is using high compute and memory resources for a prolonged time.;https://github.com/torvalds/linux/commit/ef08e3b4981aebf2ba9bd7025ef7210e8eec07ce;kill the current process;this is a constrained allocation and we should (kill the current process);https://github.com/torvalds/linux/commit/9b0f8b040acd8dfd23860754c0d09ff4f44e2cbc;Contradicts;0.9351270794868468;0.4473336637020111
118;This patch enables configuring a system so that a runaway job under one mem_exclusive cpuset cannot cause the killing of a job in another such cpuset that might be using very high compute and memory resources for a prolonged time.;prevent a runaway job in one cpuset from killing a job in another cpuset that is using high compute and memory resources for a prolonged time.;https://github.com/torvalds/linux/commit/ef08e3b4981aebf2ba9bd7025ef7210e8eec07ce;There is no clear decision in this sentence.;There is no clear rationale in this sentence.;https://github.com/torvalds/linux/commit/27ae357fa82be5ab73b2ef8d39dcb8ca2563483a;Contradicts;0.928763747215271;0.2022536695003509
119;Tweaking /proc/<pid>/oom_adj is not ideal;if the big research project really does run amuck allocating memory, it should be shot, not some other task outside the research projects mem_exclusive cpuset;https://github.com/torvalds/linux/commit/a49335cceab8afb6603152fcc3f7d3b6677366ca;We can tolerate a comm being printed that is in the middle of an update;to avoid taking the lock;https://github.com/torvalds/linux/commit/da39da3a54fed88e29024f2f1f6cd7357cd03a44;Contradicts;0.9225919246673584;0.2971974015235901
120;Tweaking /proc/<pid>/oom_adj is not ideal;if the big research project really does run amuck allocating memory, it should be shot, not some other task outside the research projects mem_exclusive cpuset;https://github.com/torvalds/linux/commit/a49335cceab8afb6603152fcc3f7d3b6677366ca;It is always allowed to adjust /proc/pid/oom_score_adj;If any CAP_SYS_ADMIN process would like to be biased against;https://github.com/torvalds/linux/commit/d46078b2888947a86b6bb997cd5927e602e8fdc9;Contradicts;0.997624695301056;0.4849392771720886
121;extend the use of the mem_exclusive flag of cpusets to manage such scenarios;manage such scenarios;https://github.com/torvalds/linux/commit/a49335cceab8afb6603152fcc3f7d3b6677366ca;Get rid of this hardcoded behavior;push the allocation mask down the show_mem path and use it instead of cpuset_current_mems_allowed;https://github.com/torvalds/linux/commit/9af744d743170b5f5ef70031dea8d772d166ab28;Contradicts;0.9701551795005798;0.2289293706417083
122;extend the use of the mem_exclusive flag of cpusets to manage such scenarios;manage such scenarios;https://github.com/torvalds/linux/commit/a49335cceab8afb6603152fcc3f7d3b6677366ca;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;https://github.com/torvalds/linux/commit/4837fe37adff1d159904f0c013471b1ecbcb455e;Contradicts;0.9396225214004515;0.669535756111145
123;applies a few comment and code cleanups to mm/oom_kill.c prior to applying a few small patches to improve cpuset management of memory placement;to improve cpuset management of memory placement;https://github.com/torvalds/linux/commit/a49335cceab8afb6603152fcc3f7d3b6677366ca;make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;https://github.com/torvalds/linux/commit/79befd0c08c4766f8fa27e37ac2a70e40840a56a;Contradicts;0.9171719551086426;0.449058324098587
124;applies a few comment and code cleanups to mm/oom_kill.c prior to applying a few small patches to improve cpuset management of memory placement;to improve cpuset management of memory placement;https://github.com/torvalds/linux/commit/a49335cceab8afb6603152fcc3f7d3b6677366ca;Remove mm->oom_disable_count entirely;its unnecessary and currently buggy;https://github.com/torvalds/linux/commit/c9f01245b6a7d77d17deaa71af10f6aca14fa24e;Contradicts;0.9478389620780944;0.1872682869434356
125;applies a few comment and code cleanups to mm/oom_kill.c prior to applying a few small patches to improve cpuset management of memory placement;to improve cpuset management of memory placement;https://github.com/torvalds/linux/commit/a49335cceab8afb6603152fcc3f7d3b6677366ca;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;https://github.com/torvalds/linux/commit/4837fe37adff1d159904f0c013471b1ecbcb455e;Contradicts;0.9971392154693604;0.4763265252113342
126;Use printk_ratelimit();to quieten it;https://github.com/torvalds/linux/commit/42639269f9ce4aac2e6c20bcbca30b5da8b9a899;We now take callback_mutex after iterating through the zonelist;we dont need it yet;https://github.com/torvalds/linux/commit/2b45ab3398a0ba119b1f672c7c56fd5a431b7f0a;Contradicts;0.9149708151817322;0.7414597272872925
127;Use printk_ratelimit();to quieten it;https://github.com/torvalds/linux/commit/42639269f9ce4aac2e6c20bcbca30b5da8b9a899;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;https://github.com/torvalds/linux/commit/4837fe37adff1d159904f0c013471b1ecbcb455e;Contradicts;0.9071820378303528;0.6589586138725281
128;Use printk_ratelimit();to quieten it;https://github.com/torvalds/linux/commit/42639269f9ce4aac2e6c20bcbca30b5da8b9a899;"
Call panic() instead of waking up the OOM reaper
";"
Memory allocation failure for creating the OOM reaper kernel thread";https://github.com/torvalds/linux/commit/c50842c8e1cddcdb69d3ece4f4df005a0e6c5ceb;Contradicts;0.9045703411102296;0.2846100926399231
129;Provides more debug info when the system is OOM;More debug info, system is OOM;https://github.com/torvalds/linux/commit/578c2fd6a7f378434655e5c480e23152a3994404;Have no license information of any form;GPL v2 only;https://github.com/torvalds/linux/commit/457c89965399115e5cd8bf38f9c597293405703d;Contradicts;0.9212200045585632;0.4198616147041321
130;make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;https://github.com/torvalds/linux/commit/79befd0c08c4766f8fa27e37ac2a70e40840a56a;Issue a SIGKILL to any thread sharing the same mm;Were safe;https://github.com/torvalds/linux/commit/1e99bad0d9c12a4aaa60cd812c84ef152564bcf5;Contradicts;0.9225598573684692;0.3819530010223388
131;make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;https://github.com/torvalds/linux/commit/79befd0c08c4766f8fa27e37ac2a70e40840a56a;ABI is not broken with userspace applications and allows oom_adj to be deprecated for future removal;This is required;https://github.com/torvalds/linux/commit/a63d83f427fbce97a6cea0db2e64b0eb8435cd10;Contradicts;0.926486313343048;0.4352397322654724
132;make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;https://github.com/torvalds/linux/commit/79befd0c08c4766f8fa27e37ac2a70e40840a56a;force oom kill on sysrq+f;oom;https://github.com/torvalds/linux/commit/08ab9b10d43aca091fdff58b69fc1ec89c5b8a83;Contradicts;0.968532383441925;0.1772514432668686
133;make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;https://github.com/torvalds/linux/commit/79befd0c08c4766f8fa27e37ac2a70e40840a56a;This patch causes SysRq+F to always kill an eligible thread;This patch can be used to force a kill even if another oom killed thread has failed to exit.;https://github.com/torvalds/linux/commit/08ab9b10d43aca091fdff58b69fc1ec89c5b8a83;Contradicts;0.9838082194328308;0.6323288679122925
134;make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;https://github.com/torvalds/linux/commit/79befd0c08c4766f8fa27e37ac2a70e40840a56a;Instead of special casing all the possible situations between PF_EXITING getting set and a thread detaching its mm where it may allocate memory, the solution is to give all exiting threads access to memory reserves if they call the oom killer;which probably wouldnt get updated when a change is made to the exit path;https://github.com/torvalds/linux/commit/9ff4868e3051d9128a24dd330bed32011a11421d;Contradicts;0.9075447916984558;0.3524984717369079
135;make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;https://github.com/torvalds/linux/commit/79befd0c08c4766f8fa27e37ac2a70e40840a56a;Adds a new sysctl, oom_kill_allocating_task;which will automatically kill the OOM-triggering task instead of scanning through the tasklist to find a memory-hogging target;https://github.com/torvalds/linux/commit/fe071d7e8aae5745c009c808bb8933f22a9e305a;Contradicts;0.9211438894271852;0.481751024723053
136;make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;https://github.com/torvalds/linux/commit/79befd0c08c4766f8fa27e37ac2a70e40840a56a;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;https://github.com/torvalds/linux/commit/4837fe37adff1d159904f0c013471b1ecbcb455e;Contradicts;0.9285837411880492;0.4647562503814697
137;make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;https://github.com/torvalds/linux/commit/79befd0c08c4766f8fa27e37ac2a70e40840a56a;Ensure that a non-NULL zonelist is always passed to the oom killer.;to always pass a non-NULL zonelist to the oom killer.;https://github.com/torvalds/linux/commit/8d060bf490930f305c4efc45724e861a268f4d2f;Contradicts;0.9179094433784484;0.690596342086792
138;make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;https://github.com/torvalds/linux/commit/79befd0c08c4766f8fa27e37ac2a70e40840a56a;Permit the OOM reaper on mlocked vmas;No fear of blocking on all those page locks anymore;https://github.com/torvalds/linux/commit/a213e5cf71cbcea4b23caedcb8fe6629a333b275;Contradicts;0.9664448499679564;0.5291460752487183
139;consider vfork();we dont have any reason;https://github.com/torvalds/linux/commit/19b4586cd9c8ed642798902e55c6f61ed576ad93;"
Call panic() instead of waking up the OOM reaper
";"
Memory allocation failure for creating the OOM reaper kernel thread";https://github.com/torvalds/linux/commit/c50842c8e1cddcdb69d3ece4f4df005a0e6c5ceb;Contradicts;0.9032042622566224;0.2620831429958343
140;cleanup has_intersects_mems_allowed();oom;https://github.com/torvalds/linux/commit/df1090a8dda40b6e11d8cd09e8fc900cfe913b38;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;https://github.com/torvalds/linux/commit/4837fe37adff1d159904f0c013471b1ecbcb455e;Contradicts;0.961542546749115;0.5794790983200073
141;kill duplicate OOM_DISABLE check;duplicate;https://github.com/torvalds/linux/commit/113e27f36dff9895049df324f292474854750d21;This patch avoids killing current in such a condition and simply falls back to the tasklist scan.;memory still needs to be freed;https://github.com/torvalds/linux/commit/121d1ba0a019e1465a53533aea133b1b0f6b442d;Contradicts;0.9616995453834534;0.5025919675827026
142;kill duplicate OOM_DISABLE check;duplicate;https://github.com/torvalds/linux/commit/113e27f36dff9895049df324f292474854750d21;We can tolerate a comm being printed that is in the middle of an update;to avoid taking the lock;https://github.com/torvalds/linux/commit/da39da3a54fed88e29024f2f1f6cd7357cd03a44;Contradicts;0.9295799732208252;0.5172664523124695
143;kill duplicate OOM_DISABLE check;duplicate;https://github.com/torvalds/linux/commit/113e27f36dff9895049df324f292474854750d21;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;https://github.com/torvalds/linux/commit/4837fe37adff1d159904f0c013471b1ecbcb455e;Contradicts;0.9455313682556152;0.5319722890853882
144;oom_kill_process() needs to check that p is unkillable;needs to check that p is unkillable;https://github.com/torvalds/linux/commit/f88ccad5886d5a864b8b0d48c666ee9998dec53f;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;https://github.com/torvalds/linux/commit/4837fe37adff1d159904f0c013471b1ecbcb455e;Contradicts;0.9552862048149108;0.5185385346412659
145;oom_kill_process() needs to check that p is unkillable;needs to check that p is unkillable;https://github.com/torvalds/linux/commit/f88ccad5886d5a864b8b0d48c666ee9998dec53f;Simplification of both alloc_warn() and dump_header() and getting rid of pr_cont altogether;Allows simplification;https://github.com/torvalds/linux/commit/0205f75571e3a70c35f0dd5e608773cce97d9dbb;Contradicts;0.9206472039222716;0.5340383052825928
146;dont try to kill oom_unkillable child;oom_unkillable;https://github.com/torvalds/linux/commit/7c59aec830c7ed6c745bd513982cee3563ed20c1;Killing such a task should be acceptable;it is highly unlikely it has done anything useful because it cannot modify any memory before it calls exec;https://github.com/torvalds/linux/commit/97fd49c2355ffdede6526afc0c72bc314d05f42a;Contradicts;0.9920228719711304;0.5483670830726624
147;dont try to kill oom_unkillable child;oom_unkillable;https://github.com/torvalds/linux/commit/7c59aec830c7ed6c745bd513982cee3563ed20c1;Instead of special casing all the possible situations between PF_EXITING getting set and a thread detaching its mm where it may allocate memory, the solution is to give all exiting threads access to memory reserves if they call the oom killer;which probably wouldnt get updated when a change is made to the exit path;https://github.com/torvalds/linux/commit/9ff4868e3051d9128a24dd330bed32011a11421d;Contradicts;0.9051265716552734;0.619225263595581
148;dont try to kill oom_unkillable child;oom_unkillable;https://github.com/torvalds/linux/commit/7c59aec830c7ed6c745bd513982cee3563ed20c1;Kill it and directly access;directly access;https://github.com/torvalds/linux/commit/d21142ece414ce1088cfcae760689aa60d6fee80;Contradicts;0.9846404790878296;0.5492734909057617
149;Fix it.;Fixes;https://github.com/torvalds/linux/commit/7c59aec830c7ed6c745bd513982cee3563ed20c1;We can tolerate a comm being printed that is in the middle of an update;to avoid taking the lock;https://github.com/torvalds/linux/commit/da39da3a54fed88e29024f2f1f6cd7357cd03a44;Contradicts;0.9506991505622864;0.5563599467277527
150;Fold __out_of_memory() into out_of_memory() and add a comment about locking for its call to oom_kill_process();__out_of_memory() only has a single caller;https://github.com/torvalds/linux/commit/0aad4b3124850e85fe54e610802f0917ce46a1ae;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;https://github.com/torvalds/linux/commit/4837fe37adff1d159904f0c013471b1ecbcb455e;Contradicts;0.9529120922088624;0.4641072750091553
151;Fold __out_of_memory() into out_of_memory() and add a comment about locking for its call to oom_kill_process();__out_of_memory() only has a single caller;https://github.com/torvalds/linux/commit/0aad4b3124850e85fe54e610802f0917ce46a1ae;Renames high_zoneidx to highest_zoneidx;Represents more precise meaning;https://github.com/torvalds/linux/commit/97a225e69a1f880886f33d2e65a7ace13f152caa;Contradicts;0.9072422981262208;0.2948006987571716
152;Fold __out_of_memory() into out_of_memory() and add a comment about locking for its call to oom_kill_process();__out_of_memory() only has a single caller;https://github.com/torvalds/linux/commit/0aad4b3124850e85fe54e610802f0917ce46a1ae;delete the corresponding comment;it will be checked in oom_unkillable_task();https://github.com/torvalds/linux/commit/f8159c13905bba26f3e1782a521dacf7a66fc1ce;Contradicts;0.9446593523025512;0.5160759091377258
153;Remove the redundancy in __oom_kill_task();redundancy;https://github.com/torvalds/linux/commit/b940fd703572f7f9e5f894c682c91c3cbd84c11e;We can tolerate a comm being printed that is in the middle of an update;to avoid taking the lock;https://github.com/torvalds/linux/commit/da39da3a54fed88e29024f2f1f6cd7357cd03a44;Contradicts;0.9072669148445128;0.4862862825393677
154;Remove the redundancy in __oom_kill_task();redundancy;https://github.com/torvalds/linux/commit/b940fd703572f7f9e5f894c682c91c3cbd84c11e;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;https://github.com/torvalds/linux/commit/4837fe37adff1d159904f0c013471b1ecbcb455e;Contradicts;0.9576603770256042;0.5704202651977539
155;fix a call to dump_header() where tasklist_lock is not read-locked;tasklist_lock is not read-locked, as required;https://github.com/torvalds/linux/commit/309ed882508cc471320ff79265e7340774d6746c;We can tolerate a comm being printed that is in the middle of an update;to avoid taking the lock;https://github.com/torvalds/linux/commit/da39da3a54fed88e29024f2f1f6cd7357cd03a44;Contradicts;0.9155205488204956;0.7241931557655334
156;"scan the tasklist for nodes that are allowed to allocate on currents set of nodes and kill the task with the highest badness() score
";it is better to allocate resources to tasks with a lower score and remove tasks with the highest badness() score.;https://github.com/torvalds/linux/commit/6f48d0ebd907ae419387f27b602ee98870cfa7bb;save roots task;better to save;https://github.com/torvalds/linux/commit/a63d83f427fbce97a6cea0db2e64b0eb8435cd10;Contradicts;0.9393123388290404;0.7170867919921875
157;"scan the tasklist for nodes that are allowed to allocate on currents set of nodes and kill the task with the highest badness() score
";it is better to allocate resources to tasks with a lower score and remove tasks with the highest badness() score.;https://github.com/torvalds/linux/commit/6f48d0ebd907ae419387f27b602ee98870cfa7bb;Replace both locking schemes with a single global mutex serializing OOM kills regardless of context.;regardless of context;https://github.com/torvalds/linux/commit/dc56401fc9f25e8f93899991ec858c98a331d88c;Contradicts;0.9010602831840516;0.1697644144296646
158;"scan the tasklist for nodes that are allowed to allocate on currents set of nodes and kill the task with the highest badness() score
";it is better to allocate resources to tasks with a lower score and remove tasks with the highest badness() score.;https://github.com/torvalds/linux/commit/6f48d0ebd907ae419387f27b602ee98870cfa7bb;CONFIG_GCOV_KERNEL was turned off for all tests;"my distributed build env didnt work with gcov compiles

Decision: a few more options had to be turned off depending on archs";https://github.com/torvalds/linux/commit/5a0e3ad6af8660be21ca98a971cd00f331318c05;Contradicts;0.9363425970077516;0.3908557295799255
159;"scan the tasklist for nodes that are allowed to allocate on currents set of nodes and kill the task with the highest badness() score
";it is better to allocate resources to tasks with a lower score and remove tasks with the highest badness() score.;https://github.com/torvalds/linux/commit/6f48d0ebd907ae419387f27b602ee98870cfa7bb;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;https://github.com/torvalds/linux/commit/4837fe37adff1d159904f0c013471b1ecbcb455e;Contradicts;0.9369191527366638;0.3567129075527191
160;"scan the tasklist for nodes that are allowed to allocate on currents set of nodes and kill the task with the highest badness() score
";it is better to allocate resources to tasks with a lower score and remove tasks with the highest badness() score.;https://github.com/torvalds/linux/commit/6f48d0ebd907ae419387f27b602ee98870cfa7bb;Setting the flag for current is not necessary;check and set is not racy;https://github.com/torvalds/linux/commit/83363b917a2982dd509a5e2125e905b6873505a3;Contradicts;0.9496417045593262;0.3350146412849426
161;"scan the tasklist for nodes that are allowed to allocate on currents set of nodes and kill the task with the highest badness() score
";it is better to allocate resources to tasks with a lower score and remove tasks with the highest badness() score.;https://github.com/torvalds/linux/commit/6f48d0ebd907ae419387f27b602ee98870cfa7bb;We are not checking whether the task is frozen;that would be racy and __thaw_task does that already;https://github.com/torvalds/linux/commit/63a8ca9b2084fa5bd91aa380532f18e361764109;Contradicts;0.9438066482543944;0.5061671137809753
