level_0;index;message_preprocessed;Decision;Rationale;URL;web_url
183;495;"So, I assume, that adding some tracepoints might help with debugging of
similar issues";adding some tracepoints ;might help with debugging of similar issues;https://api.github.com/repos/torvalds/linux/git/commits/422580c3cea7faaca67f6199375b79565d3d8ebd;https://github.com/torvalds/linux/commit/422580c3cea7faaca67f6199375b79565d3d8ebd
184;498;"How it works in practice? Below is an example which show how the problem
mentioned above can be found: one process is added twice to the
oom_reaper list";problem mentioned above can be found;How it works in practice;https://api.github.com/repos/torvalds/linux/git/commits/422580c3cea7faaca67f6199375b79565d3d8ebd;https://github.com/torvalds/linux/commit/422580c3cea7faaca67f6199375b79565d3d8ebd
187;508;" In
order to help distinguish first case from the second add printk to both
oom_killer_{enable,disable}";Add printk to both oom_killer_{enable,disable};Help distinguish first case from the second;https://api.github.com/repos/torvalds/linux/git/commits/d75da004c708c9fca7b53f7da293a295522414d9;https://github.com/torvalds/linux/commit/d75da004c708c9fca7b53f7da293a295522414d9
188;511;sched/headers: Prepare for new header dependencies before moving code to <linux/sched/coredump.h>;Prepare for new header dependencies before moving code to <linux/sched/coredump.h>;Prepare for new header dependencies;https://api.github.com/repos/torvalds/linux/git/commits/f7ccbae45c5e2c1077654b0e857e7efb1aa31c92;https://github.com/torvalds/linux/commit/f7ccbae45c5e2c1077654b0e857e7efb1aa31c92
189;513;"Create a trivial placeholder <linux/sched/coredump.h> file that just
maps to <linux/sched.h> to make this patch obviously correct and
bisectable";Create a trivial placeholder <linux/sched/coredump.h> file that just maps to <linux/sched.h>;to make this patch obviously correct and bisectable;https://api.github.com/repos/torvalds/linux/git/commits/f7ccbae45c5e2c1077654b0e857e7efb1aa31c92;https://github.com/torvalds/linux/commit/f7ccbae45c5e2c1077654b0e857e7efb1aa31c92
190;514;Include the new header in the files that are going to need it.;Include the new header in the files that are going to need it;files that are going to need it;https://api.github.com/repos/torvalds/linux/git/commits/f7ccbae45c5e2c1077654b0e857e7efb1aa31c92;https://github.com/torvalds/linux/commit/f7ccbae45c5e2c1077654b0e857e7efb1aa31c92
191;515;sched/headers: Prepare for new header dependencies before moving code to <linux/sched/mm.h>;Prepare for new header dependencies before moving code to <linux/sched/mm.h>;Prepare for new header dependencies;https://api.github.com/repos/torvalds/linux/git/commits/6e84f31522f931027bf695752087ece278c10d3f;https://github.com/torvalds/linux/commit/6e84f31522f931027bf695752087ece278c10d3f
192;517;"Create a trivial placeholder <linux/sched/mm.h> file that just
maps to <linux/sched.h> to make this patch obviously correct and
bisectable";Create a trivial placeholder <linux/sched/mm.h> file;to make this patch obviously correct and bisectable;https://api.github.com/repos/torvalds/linux/git/commits/6e84f31522f931027bf695752087ece278c10d3f;https://github.com/torvalds/linux/commit/6e84f31522f931027bf695752087ece278c10d3f
193;519;"   mm_alloc()
   __mmdrop()
   mmdrop()
   mmdrop_async_fn()
   mmdrop_async()
   mmget_not_zero()
   mmput()
   mmput_async()
   get_task_mm()
   mm_access()
   mm_release()
Include the new header in the files that are going to need it.";Include the new header in the files that are going to need it;that are going to need it;https://api.github.com/repos/torvalds/linux/git/commits/6e84f31522f931027bf695752087ece278c10d3f;https://github.com/torvalds/linux/commit/6e84f31522f931027bf695752087ece278c10d3f
194;528;oom-reaper: use madvise_dontneed() logic to decide if unmap the VMA;use madvise_dontneed() logic to decide if unmap the VMA;to decide if unmap the VMA;https://api.github.com/repos/torvalds/linux/git/commits/235190738aba7c5c94300c8d882842a535280e5a;https://github.com/torvalds/linux/commit/235190738aba7c5c94300c8d882842a535280e5a
196;533;"detail == NULL would give the same functionality as
.check_swap_entries==true.";detail == NULL would give the same functionality as .check_swap_entries==true;give the same functionality as .check_swap_entries==true;https://api.github.com/repos/torvalds/linux/git/commits/3e8715fdc03e8df4d26d8e436166e44e3e416d3b;https://github.com/torvalds/linux/commit/3e8715fdc03e8df4d26d8e436166e44e3e416d3b
199;550;"This patch simply removes the __GFP_NOFAIL special case in order to have a
more clear semantic without surprising side effects.";removes the __GFP_NOFAIL special case;more clear semantic without surprising side effects;https://api.github.com/repos/torvalds/linux/git/commits/06ad276ac18742c6b281698d41b27a290cd42407;https://github.com/torvalds/linux/commit/06ad276ac18742c6b281698d41b27a290cd42407
200;556;"Get rid of this hardcoded behavior and push the allocation mask down the
show_mem path and use it instead of cpuset_current_mems_allowed";Get rid of this hardcoded behavior;push the allocation mask down the show_mem path and use it instead of cpuset_current_mems_allowed;https://api.github.com/repos/torvalds/linux/git/commits/9af744d743170b5f5ef70031dea8d772d166ab28;https://github.com/torvalds/linux/commit/9af744d743170b5f5ef70031dea8d772d166ab28
201;567;Fix this by always priting the nodemask;Fix this by always printing the nodemask;always printing the nodemask;https://api.github.com/repos/torvalds/linux/git/commits/82e7d3abec86cba9df945a765bba384f8ac113a7;https://github.com/torvalds/linux/commit/82e7d3abec86cba9df945a765bba384f8ac113a7
204;571;" To prevent from ugly ifdefs the mask is printed even for
!NUMA configurations but this should be OK (a single node will be
printed).";The mask is printed even for NUMA configurations ;To prevent ugly ifdefs;https://api.github.com/repos/torvalds/linux/git/commits/82e7d3abec86cba9df945a765bba384f8ac113a7;https://github.com/torvalds/linux/commit/82e7d3abec86cba9df945a765bba384f8ac113a7
207;581;"We are trying hard to not invoke OOM killer as much as possible but
there is simply no reliable way to detect whether more reclaim retries
make sense";not invoke OOM killer as much as possible;there is simply no reliable way to detect whether more reclaim retries make sense;https://api.github.com/repos/torvalds/linux/git/commits/9254990fb9f0f15f25605748da20cfbeced7c816;https://github.com/torvalds/linux/commit/9254990fb9f0f15f25605748da20cfbeced7c816
208;589;" This means that we can finally allow
oom reaper also to tasks which share their mm with kthreads.";allow oom reaper also to tasks which share their mm with kthreads;This means that we can finally allow;https://api.github.com/repos/torvalds/linux/git/commits/1b51e65eab64fac72cab009691e8ca9915624876;https://github.com/torvalds/linux/commit/1b51e65eab64fac72cab009691e8ca9915624876
209;590;mm: make sure that kthreads will not refault oom reaped memory;make sure that kthreads will not refault oom reaped memory;not refault oom reaped memory;https://api.github.com/repos/torvalds/linux/git/commits/3f70dc38cec2ad6e5355f80c4c7a15a3f7e97a19;https://github.com/torvalds/linux/commit/3f70dc38cec2ad6e5355f80c4c7a15a3f7e97a19
210;600;"Make sure that no kthread context (users of use_mm) can ever see
corrupted data because of the oom reaper and hook into the page fault
path by checking MMF_UNSTABLE mm flag";Make sure that no kthread context (users of use_mm) can ever see corrupted data because of the oom reaper and hook into the page fault path;checking MMF_UNSTABLE mm flag;https://api.github.com/repos/torvalds/linux/git/commits/3f70dc38cec2ad6e5355f80c4c7a15a3f7e97a19;https://github.com/torvalds/linux/commit/3f70dc38cec2ad6e5355f80c4c7a15a3f7e97a19
211;602;" If the flag is set then
SIGBUS is triggered so any g-u-p user will get a error code";SIGBUS is triggered;the flag is set;https://api.github.com/repos/torvalds/linux/git/commits/3f70dc38cec2ad6e5355f80c4c7a15a3f7e97a19;https://github.com/torvalds/linux/commit/3f70dc38cec2ad6e5355f80c4c7a15a3f7e97a19
213;606;"There are no users of exit_oom_victim on !current task anymore so enforce
the API to always work on the current.";Enforce the API to always work on the current;There are no users of exit_oom_victim on !current task anymore;https://api.github.com/repos/torvalds/linux/git/commits/38531201c12144cd7d96abfdfe7449c2b01375e8;https://github.com/torvalds/linux/commit/38531201c12144cd7d96abfdfe7449c2b01375e8
214;608;"After ""oom: keep mm of the killed task available"" we can safely detect
an oom victim by checking task->signal->oom_mm so we do not need the
signal_struct counter anymore so let's get rid of it";Let's get rid of the signal_struct counter;We do not need it anymore;https://api.github.com/repos/torvalds/linux/git/commits/862e3073b3eed13f17bd6be6ca6052db15c0b728;https://github.com/torvalds/linux/commit/862e3073b3eed13f17bd6be6ca6052db15c0b728
216;611;" We can reuse
MMF_OOM_REAPED and rename it to a more generic MMF_OOM_SKIP.";Rename MMF_OOM_REAPED to MMF_OOM_SKIP;Make it more generic;https://api.github.com/repos/torvalds/linux/git/commits/862e3073b3eed13f17bd6be6ca6052db15c0b728;https://github.com/torvalds/linux/commit/862e3073b3eed13f17bd6be6ca6052db15c0b728
217;623;" __oom_reap_task_mm as well as oom_scan_process_thread do not
have to rely on find_lock_task_mm anymore and they will have a reliable
reference to the mm struct";__oom_reap_task_mm as well as oom_scan_process_thread do not have to rely on find_lock_task_mm anymore;they will have a reliable reference to the mm struct;https://api.github.com/repos/torvalds/linux/git/commits/26db62f179d112d345031e14926a4cda9cd40d6e;https://github.com/torvalds/linux/commit/26db62f179d112d345031e14926a4cda9cd40d6e
219;625;"Increasing the signal_struct for something as unlikely as the oom killer
is far from ideal but this approach will make the code much more
reasonable and long term we even might want to move task->mm into the
signal_struct anyway";Increasing the signal_struct for something as unlikely as the oom killer;far from ideal but this approach will make the code much more reasonable and long term we even might want to move task->mm into the signal_struct anyway;https://api.github.com/repos/torvalds/linux/git/commits/26db62f179d112d345031e14926a4cda9cd40d6e;https://github.com/torvalds/linux/commit/26db62f179d112d345031e14926a4cda9cd40d6e
220;627;mm,oom_reaper: do not attempt to reap a task twice;do not attempt to reap a task twice;do not attempt to reap a task twice;https://api.github.com/repos/torvalds/linux/git/commits/8496afaba93ece80a83cbd096f0675a1020ddfc4;https://github.com/torvalds/linux/commit/8496afaba93ece80a83cbd096f0675a1020ddfc4
221;633;mm,oom_reaper: reduce find_lock_task_mm() usage;reduce find_lock_task_mm() usage;mm, oom_reaper;https://api.github.com/repos/torvalds/linux/git/commits/7ebffa45551fe7db86a2b32bf586f124ef484e6e;https://github.com/torvalds/linux/commit/7ebffa45551fe7db86a2b32bf586f124ef484e6e
222;636;"__oom_reap_task() can be simplified a bit if it receives a valid mm from
oom_reap_task() which also uses that mm when __oom_reap_task() failed";__oom_reap_task() can be simplified a bit if it receives a valid mm from oom_reap_task();also uses that mm when __oom_reap_task() failed;https://api.github.com/repos/torvalds/linux/git/commits/7ebffa45551fe7db86a2b32bf586f124ef484e6e;https://github.com/torvalds/linux/commit/7ebffa45551fe7db86a2b32bf586f124ef484e6e
224;639;" Pinning mm's mm_count for
longer time is not really harmful because this will not pin much memory";Pinning mm's mm_count for longer time;not really harmful because this will not pin much memory;https://api.github.com/repos/torvalds/linux/git/commits/7ebffa45551fe7db86a2b32bf586f124ef484e6e;https://github.com/torvalds/linux/commit/7ebffa45551fe7db86a2b32bf586f124ef484e6e
227;643;mm: oom: deduplicate victim selection code for memcg and global oom;deduplicate victim selection code for memcg and global oom;improve code efficiency and maintainability;https://api.github.com/repos/torvalds/linux/git/commits/7c5f64f84483bd13886348edda8b3e7b799a7fdb;https://github.com/torvalds/linux/commit/7c5f64f84483bd13886348edda8b3e7b799a7fdb
229;649;mm, oom: fix uninitialized ret in task_will_free_mem();fix uninitialized ret in task_will_free_mem();uninitialized ret in task_will_free_mem();https://api.github.com/repos/torvalds/linux/git/commits/f33e6f0671b3ba81acef4d7c078af86afcc855c4;https://github.com/torvalds/linux/commit/f33e6f0671b3ba81acef4d7c078af86afcc855c4
230;656;"In order to help forward progress for the OOM killer, make sure that
this really rare case will not get in the way - we do this by hiding the
mm from the oom killer by setting MMF_OOM_REAPED flag for it";hide the mm from the oom killer by setting MMF_OOM_REAPED flag for it;help forward progress for the OOM killer;https://api.github.com/repos/torvalds/linux/git/commits/a373966d1f64c04ba9d0159087f0fa1b5aac4c33;https://github.com/torvalds/linux/commit/a373966d1f64c04ba9d0159087f0fa1b5aac4c33
232;659;mm, oom_reaper: do not attempt to reap a task more than twice;do not attempt to reap a task more than twice;do not attempt to reap a task more than twice;https://api.github.com/repos/torvalds/linux/git/commits/11a410d516e89320fe0817606eeab58f36c22968;https://github.com/torvalds/linux/commit/11a410d516e89320fe0817606eeab58f36c22968
233;664;" If the flag is present after
the failure then we set MMF_OOM_REAPED to hide this mm from the oom
killer completely so it can go and chose another victim";set MMF_OOM_REAPED to hide this mm from the oom killer completely;hide this mm from the oom killer completely;https://api.github.com/repos/torvalds/linux/git/commits/11a410d516e89320fe0817606eeab58f36c22968;https://github.com/torvalds/linux/commit/11a410d516e89320fe0817606eeab58f36c22968
234;665;"As a result a risk of OOM deadlock when the oom victim would be blocked
indefinetly and so the oom killer cannot make any progress should be
mitigated considerably while we still try really hard to perform all
reclaim attempts and stay predictable in the behavior.";mitigate the risk of OOM deadlock;considerably while we still try really hard to perform all reclaim attempts and stay predictable in the behavior.;https://api.github.com/repos/torvalds/linux/git/commits/11a410d516e89320fe0817606eeab58f36c22968;https://github.com/torvalds/linux/commit/11a410d516e89320fe0817606eeab58f36c22968
235;670;" Teach task_will_free_mem to skip
over MMF_OOM_REAPED tasks as well because they will be unlikely to free
anything more";Teach task_will_free_mem to skip over MMF_OOM_REAPED tasks;because they will be unlikely to free anything more;https://api.github.com/repos/torvalds/linux/git/commits/696453e66630ad45e644c4571307fa3ebec9a835;https://github.com/torvalds/linux/commit/696453e66630ad45e644c4571307fa3ebec9a835
238;678;" This
will allow us to replace try_oom_reaper by wake_oom_reaper because
task_will_free_mem implies the task is reapable now";replace try_oom_reaper by wake_oom_reaper;task_will_free_mem implies the task is reapable now;https://api.github.com/repos/torvalds/linux/git/commits/1af8bb43269563e458ebcf0ece812e9a970864b3;https://github.com/torvalds/linux/commit/1af8bb43269563e458ebcf0ece812e9a970864b3
239;679;" Therefore all paths
which bypass the oom killer are now reapable and so they shouldn't lock up
the oom killer.";all paths which bypass the oom killer are now reapable;so they shouldn't lock up the oom killer;https://api.github.com/repos/torvalds/linux/git/commits/1af8bb43269563e458ebcf0ece812e9a970864b3;https://github.com/torvalds/linux/commit/1af8bb43269563e458ebcf0ece812e9a970864b3
241;684;" Killing such a task should be
acceptable because it is highly unlikely it has done anything useful
because it cannot modify any memory before it calls exec";Killing such a task should be acceptable;it is highly unlikely it has done anything useful because it cannot modify any memory before it calls exec;https://api.github.com/repos/torvalds/linux/git/commits/97fd49c2355ffdede6526afc0c72bc314d05f42a;https://github.com/torvalds/linux/commit/97fd49c2355ffdede6526afc0c72bc314d05f42a
243;686;"[rientjes@google.com - drop printk when OOM_SCORE_ADJ_MIN killed task
 the setting is inherently racy and we cannot do much about it without
 introducing locks in hot paths]";drop printk when OOM_SCORE_ADJ_MIN killed task;the setting is inherently racy and we cannot do much about it without introducing locks in hot paths;https://api.github.com/repos/torvalds/linux/git/commits/97fd49c2355ffdede6526afc0c72bc314d05f42a;https://github.com/torvalds/linux/commit/97fd49c2355ffdede6526afc0c72bc314d05f42a
244;701;" As a result all the processes will share the same
oom_score_adj";Share the same oom_score_adj;As a result;https://api.github.com/repos/torvalds/linux/git/commits/44a70adec910d6929689e42b6e5cee5b7d202d20;https://github.com/torvalds/linux/commit/44a70adec910d6929689e42b6e5cee5b7d202d20
245;703;mm, oom_reaper: make sure that mmput_async is called only when memory was reaped;make sure that mmput_async is called only when memory was reaped;to ensure that mmput_async is only called when memory was reaped;https://api.github.com/repos/torvalds/linux/git/commits/e5e3f4c4f0e95ecbad2f8d2f4f6a29bb8a90226b;https://github.com/torvalds/linux/commit/e5e3f4c4f0e95ecbad2f8d2f4f6a29bb8a90226b
246;707;"We can, however, make sure that the mmput_async is only called when we
do not back off and reap some memory";make sure that the mmput_async is only called;when we do not back off and reap some memory;https://api.github.com/repos/torvalds/linux/git/commits/e5e3f4c4f0e95ecbad2f8d2f4f6a29bb8a90226b;https://github.com/torvalds/linux/commit/e5e3f4c4f0e95ecbad2f8d2f4f6a29bb8a90226b
247;711;"It is not clear whether this race is possible at all but it is better to
be more robust and do not pin mm_users unless we are sure we are
actually doing some real work during __oom_reap_task.";be more robust and do not pin mm_users unless we are sure we are actually doing some real work during __oom_reap_task;It is not clear whether this race is possible at all;https://api.github.com/repos/torvalds/linux/git/commits/e5e3f4c4f0e95ecbad2f8d2f4f6a29bb8a90226b;https://github.com/torvalds/linux/commit/e5e3f4c4f0e95ecbad2f8d2f4f6a29bb8a90226b
248;712;mm,oom: remove unused argument from oom_scan_process_thread().;remove unused argument from oom_scan_process_thread();unused argument;https://api.github.com/repos/torvalds/linux/git/commits/fbe84a09da746f781553051bb3dbc63f7b0a5162;https://github.com/torvalds/linux/commit/fbe84a09da746f781553051bb3dbc63f7b0a5162
250;717;oom_reaper: avoid pointless atomic_inc_not_zero usage.;avoid pointless atomic_inc_not_zero usage;pointless;https://api.github.com/repos/torvalds/linux/git/commits/9df10fb7b80bc2f540956ba01b5e7ee1012001a5;https://github.com/torvalds/linux/commit/9df10fb7b80bc2f540956ba01b5e7ee1012001a5
255;732;mm,oom: speed up select_bad_process() loop;speed up select_bad_process() loop;mm, oom;https://api.github.com/repos/torvalds/linux/git/commits/f44666b04605d1c7fd94ab90b7ccf633e7eff228;https://github.com/torvalds/linux/commit/f44666b04605d1c7fd94ab90b7ccf633e7eff228
256;739;"If we track number of TIF_MEMDIE threads inside signal_struct, we don't
need to do TIF_MEMDIE test on each thread";Track number of TIF_MEMDIE threads inside signal_struct;We don't need to do TIF_MEMDIE test on each thread;https://api.github.com/repos/torvalds/linux/git/commits/f44666b04605d1c7fd94ab90b7ccf633e7eff228;https://github.com/torvalds/linux/commit/f44666b04605d1c7fd94ab90b7ccf633e7eff228
258;741;"This patch adds a counter to signal_struct for tracking how many
TIF_MEMDIE threads are in a given thread group, and check it at
oom_scan_process_thread() so that select_bad_process() can use
for_each_process() rather than for_each_process_thread().";"This patch adds a counter to signal_struct for tracking how many TIF_MEMDIE threads are in a given thread group, and check it at oom_scan_process_thread()
";so that select_bad_process() can use for_each_process() rather than for_each_process_thread();https://api.github.com/repos/torvalds/linux/git/commits/f44666b04605d1c7fd94ab90b7ccf633e7eff228;https://github.com/torvalds/linux/commit/f44666b04605d1c7fd94ab90b7ccf633e7eff228
259;746;" We should strive for making this context as reliable
and independent on other subsystems as much as possible";strive for making this context as reliable and independent on other subsystems;as much as possible;https://api.github.com/repos/torvalds/linux/git/commits/ec8d7c14ea14922fe21945b458a75e39f11dd832;https://github.com/torvalds/linux/commit/ec8d7c14ea14922fe21945b458a75e39f11dd832
265;760;" This patch adds try_oom_reaper which checks the given task and
queues it for the oom reaper if that is safe to be done meaning that the
task doesn't share the mm with an alive process";"This patch adds try_oom_reaper.
";The decision is made in order to check the given task and queue it for the oom reaper if it is safe to be done, meaning that the task doesn't share the mm with an alive process.;https://api.github.com/repos/torvalds/linux/git/commits/3ef22dfff2390e75b379f9715388a852aa56e0d5;https://github.com/torvalds/linux/commit/3ef22dfff2390e75b379f9715388a852aa56e0d5
266;766;" This patch doesn't
change this behavior because we are not ready to allow those allocation
requests to fail yet (and maybe we will face the reality that we will
never manage to safely fail these request)";This patch doesn't change this behavior;because we are not ready to allow those allocation requests to fail yet (and maybe we will face the reality that we will never manage to safely fail these request);https://api.github.com/repos/torvalds/linux/git/commits/3da88fb3bacfaa33ff9d13730d17110bb2d9604d;https://github.com/torvalds/linux/commit/3da88fb3bacfaa33ff9d13730d17110bb2d9604d
267;767;" Instead __GFP_FS check is
moved down to out_of_memory and prevent from OOM victim selection there";move the __GFP_FS check down to out_of_memory and prevent OOM victim selection there;prevent OOM victim selection;https://api.github.com/repos/torvalds/linux/git/commits/3da88fb3bacfaa33ff9d13730d17110bb2d9604d;https://github.com/torvalds/linux/commit/3da88fb3bacfaa33ff9d13730d17110bb2d9604d
268;769;"Keep a comment in __alloc_pages_may_oom to make sure we do not forget
how GFP_NOFS is special and that we really want to do something about
Note to the current oom_notifier users";Keep a comment in __alloc_pages_may_oom;to make sure we do not forget how GFP_NOFS is special and that we really want to do something about;https://api.github.com/repos/torvalds/linux/git/commits/3da88fb3bacfaa33ff9d13730d17110bb2d9604d;https://github.com/torvalds/linux/commit/3da88fb3bacfaa33ff9d13730d17110bb2d9604d
270;771;" Not that this would be allowed
today because that would just lockup machine in most of the cases and
ruling out the OOM killer along the way";ruling out the OOM killer;lockup machine in most of the cases;https://api.github.com/repos/torvalds/linux/git/commits/3da88fb3bacfaa33ff9d13730d17110bb2d9604d;https://github.com/torvalds/linux/commit/3da88fb3bacfaa33ff9d13730d17110bb2d9604d
271;772;" Another difference is that
callbacks might be invoked sooner now because GFP_NOFS is a weaker
reclaim context and so there could be reclaimable memory which is just
not reachable now";callbacks might be invoked sooner now;GFP_NOFS is a weaker reclaim context and so there could be reclaimable memory which is just not reachable now;https://api.github.com/repos/torvalds/linux/git/commits/3da88fb3bacfaa33ff9d13730d17110bb2d9604d;https://github.com/torvalds/linux/commit/3da88fb3bacfaa33ff9d13730d17110bb2d9604d
272;777; Fix the condition by checking for the head as well;Fix the condition by checking for the head as well;checking for the head as well;https://api.github.com/repos/torvalds/linux/git/commits/af8e15cc85a253155fdcea707588bf6ddfc0be2e;https://github.com/torvalds/linux/commit/af8e15cc85a253155fdcea707588bf6ddfc0be2e
273;778;"Fixes: bb29902a7515 (""oom, oom_reaper: protect oom_reaper_list using simpler way"")";"Fixes: bb29902a7515 (""oom, oom_reaper: protect oom_reaper_list using simpler way"")";protect oom_reaper_list using simpler way;https://api.github.com/repos/torvalds/linux/git/commits/af8e15cc85a253155fdcea707588bf6ddfc0be2e;https://github.com/torvalds/linux/commit/af8e15cc85a253155fdcea707588bf6ddfc0be2e
274;779;oom, oom_reaper: protect oom_reaper_list using simpler way;protect oom_reaper_list using simpler way;simpler way;https://api.github.com/repos/torvalds/linux/git/commits/bb29902a7515208846114b3b36a4281a9bbf766a;https://github.com/torvalds/linux/commit/bb29902a7515208846114b3b36a4281a9bbf766a
276;788;In order to close this race, make the oom_reaper thread freezable;make the oom_reaper thread freezable;In order to close this race;https://api.github.com/repos/torvalds/linux/git/commits/e26796066fdf929cbba22dabb801808f986acdb9;https://github.com/torvalds/linux/commit/e26796066fdf929cbba22dabb801808f986acdb9
278;791;"Entries are only added/removed from oom_reaper_list at head so we can
use a single linked list and hence save a word in task_struct.";Use a single linked list;Save a word in task_struct;https://api.github.com/repos/torvalds/linux/git/commits/29c696e1c6eceb5db6b21f0c89495fcfcd40c0eb;https://github.com/torvalds/linux/commit/29c696e1c6eceb5db6b21f0c89495fcfcd40c0eb
279;795;"This patch fixes the issue by introducing a new MMF_OOM_KILLED mm flag
which is set in oom_kill_process atomically and oom reaper is disabled
if the flag was already set.";This patch fixes the issue by introducing a new MMF_OOM_KILLED mm flag which is set in oom_kill_process atomically and oom reaper is disabled if the flag was already set.;Fixes the issue by introducing a new MMF_OOM_KILLED mm flag and disabling the oom reaper if the flag was already set.;https://api.github.com/repos/torvalds/linux/git/commits/855b018325737f7691f9b7d86339df40aa4e47c3;https://github.com/torvalds/linux/commit/855b018325737f7691f9b7d86339df40aa4e47c3
280;803;"The situation would improve considerably if wake_oom_reaper used a more
robust queuing";wake_oom_reaper used a more robust queuing;The situation would improve considerably;https://api.github.com/repos/torvalds/linux/git/commits/03049269de433cb5fe2859be9ae4469ceb1163ed;https://github.com/torvalds/linux/commit/03049269de433cb5fe2859be9ae4469ceb1163ed
283;808;"Inform about the successful/failed oom_reaper attempts and dump all the
held locks to tell us more who is blocking the progress.";Inform about the successful/failed oom_reaper attempts and dump all the held locks;to tell us more who is blocking the progress;https://api.github.com/repos/torvalds/linux/git/commits/bc448e897b6d24aae32701763b8a1fe15d29fa26;https://github.com/torvalds/linux/commit/bc448e897b6d24aae32701763b8a1fe15d29fa26
284;817;"This patch reduces the probability of such a lockup by introducing a
specialized kernel thread (oom_reaper) which tries to reclaim additional
memory by preemptively reaping the anonymous or swapped out memory owned
by the oom victim under an assumption that such a memory won't be needed
when its owner is killed and kicked from the userspace anyway";This patch reduces the probability of such a lockup by introducing a specialized kernel thread (oom_reaper) which tries to reclaim additional memory by preemptively reaping the anonymous or swapped out memory owned by the oom victim.;under an assumption that such a memory won't be needed when its owner is killed and kicked from the userspace anyway;https://api.github.com/repos/torvalds/linux/git/commits/aac453635549699c13a84ea1456d5b0e574ef855;https://github.com/torvalds/linux/commit/aac453635549699c13a84ea1456d5b0e574ef855
285;819;" This is
considered a reasonable constrain because the overall system health is
more important than debugability of a particular application";considered a reasonable constrain;the overall system health is more important than debugability of a particular application;https://api.github.com/repos/torvalds/linux/git/commits/aac453635549699c13a84ea1456d5b0e574ef855;https://github.com/torvalds/linux/commit/aac453635549699c13a84ea1456d5b0e574ef855
286;820;"A kernel thread has been chosen because we need a reliable way of
invocation so workqueue context is not appropriate because all the
workers might be busy (e.g";A kernel thread has been chosen;we need a reliable way of invocation so workqueue context is not appropriate because all the workers might be busy;https://api.github.com/repos/torvalds/linux/git/commits/aac453635549699c13a84ea1456d5b0e574ef855;https://github.com/torvalds/linux/commit/aac453635549699c13a84ea1456d5b0e574ef855
288;822;" Kswapd which sounds
like another good fit is not appropriate as well because it might get
blocked on locks during reclaim as well";Kswapd which sounds like another good fit is not appropriate as well;it might get blocked on locks during reclaim as well;https://api.github.com/repos/torvalds/linux/git/commits/aac453635549699c13a84ea1456d5b0e574ef855;https://github.com/torvalds/linux/commit/aac453635549699c13a84ea1456d5b0e574ef855
289;823;"oom_reaper has to take mmap_sem on the target task for reading so the
solution is not 100% because the semaphore might be held or blocked for
write but the probability is reduced considerably wrt";oom_reaper has to take mmap_sem on the target task for reading;the semaphore might be held or blocked for write but the probability is reduced considerably wrt;https://api.github.com/repos/torvalds/linux/git/commits/aac453635549699c13a84ea1456d5b0e574ef855;https://github.com/torvalds/linux/commit/aac453635549699c13a84ea1456d5b0e574ef855
291;825;" In order to prevent
from blocking on the lock without any forward progress we are using only
a trylock and retry 10 times with a short sleep in between";Using only a trylock and retry 10 times with a short sleep in between;To prevent from blocking on the lock without any forward progress;https://api.github.com/repos/torvalds/linux/git/commits/aac453635549699c13a84ea1456d5b0e574ef855;https://github.com/torvalds/linux/commit/aac453635549699c13a84ea1456d5b0e574ef855
292;826;" Users of
mmap_sem which need it for write should be carefully reviewed to use
_killable waiting as much as possible and reduce allocations requests
done with the lock held to absolute minimum to reduce the risk even
further";"Users of mmap_sem which need it for write should be carefully reviewed to use _killable waiting as much as possible and reduce allocations requests done with the lock held to absolute minimum
";to reduce the risk even further;https://api.github.com/repos/torvalds/linux/git/commits/aac453635549699c13a84ea1456d5b0e574ef855;https://github.com/torvalds/linux/commit/aac453635549699c13a84ea1456d5b0e574ef855
293;830;" As the operation is potentially disruptive we are trying to
limit it to the ncessary minimum and the reaper blocks any updates while
it operates on an mm";limit it to the necessary minimum;the operation is potentially disruptive;https://api.github.com/repos/torvalds/linux/git/commits/aac453635549699c13a84ea1456d5b0e574ef855;https://github.com/torvalds/linux/commit/aac453635549699c13a84ea1456d5b0e574ef855
296;838;" - Add a missing newline
 - Realign arguments";Add a missing newline;missing;https://api.github.com/repos/torvalds/linux/git/commits/756a025f00091918d9d09ca3229defb160b409c0;https://github.com/torvalds/linux/commit/756a025f00091918d9d09ca3229defb160b409c0
297;852;" As a preparation to extend the userspace interfaces,
this patch adds MM_SHMEMPAGES counter to mm_rss_stat to account for
shmem pages separately from MM_FILEPAGES";adds MM_SHMEMPAGES counter to mm_rss_stat;to account for shmem pages separately from MM_FILEPAGES;https://api.github.com/repos/torvalds/linux/git/commits/eca56ff906bdd0239485e8b47154a6e73dd9a2f3;https://github.com/torvalds/linux/commit/eca56ff906bdd0239485e8b47154a6e73dd9a2f3
299;855;mm/oom_kill.c: avoid attempting to kill init sharing same memory;avoid attempting to kill init sharing same memory;avoid attempting to kill init;https://api.github.com/repos/torvalds/linux/git/commits/a2b829d95958da2025ef844c0f53ac15ad720fac;https://github.com/torvalds/linux/commit/a2b829d95958da2025ef844c0f53ac15ad720fac
301;862;"Introduce is_sysrq_oom helper function indicating oom kill triggered
by sysrq to improve readability";Introduce is_sysrq_oom helper function;to improve readability;https://api.github.com/repos/torvalds/linux/git/commits/db2a0dd7a43de595d3f0542986bb17ccb6cc364c;https://github.com/torvalds/linux/commit/db2a0dd7a43de595d3f0542986bb17ccb6cc364c
