url;new_message1;Decision;Rationale
https://github.com/spring-projects/spring-boot/commit/5188ee526657dd70f640615640169d95a48d55b1;Extract <iden> auto-configuration from  <file_name>  <iden>  <enter> Extract <iden> auto-configuration classes from  <file_name>  <iden> specific auto-configuration, allowing <iden> to be used without  <file_name>  <iden> if require. ;Extract auto-configuration from <file_name>;specific auto-configuration, allowing <iden> to be used without <file_name> if required
https://github.com/spring-projects/spring-boot/commit/43e54d38f7b2b7d8c4bc6fff6fab431a80a6e952;Make fields private where possible ;Make fields private;where possible
https://github.com/spring-projects/spring-boot/commit/6c255e5785110f3309928452d9113726b97f130b;Reduce logging in Travis ;Reduce logging in Travis;
https://github.com/spring-projects/spring-boot/commit/a9c9c383f4c7afe0119bded0d005d1481acf71ed;Polish  <file_name> <enter> Aplly consistent formatting, drop JDK 8 support and cleanup repo locations to use spring.io. ;Apply consistent formatting, drop JDK 8 support, and cleanup repo locations to use spring.io.  ;Polish, consistent formatting, drop JDK 8 support, cleanup repo locations to use spring.io.  
https://github.com/spring-projects/spring-boot/commit/57147241cb9119e1c7af494bd48c76bfb4f5808a;Make <iden> optional for <iden>  <enter> This commit removes the required dependency on `<iden>` instances when creating `<iden>` beans, making it optional. <enter>  Closes <issue_link> ;Make <iden> optional for <iden>;This commit removes the required dependency on `<iden>` instances when creating `<iden>` beans, making it optional.
https://github.com/spring-projects/spring-boot/commit/1c0bcc13cfa3aa00a8fea96e2ecb2e1867859a96;Set <iden> in default <iden>  <enter> Only affects the default <iden> (so when users are not overriding the default global user details). Makes the <iden> effectively available as it would be if we used <iden>.inMemoryAuthentication() as a shared object in the <iden>. <enter>  Fixes <issue_link> ;Set <iden> in default <iden>  ;Only affects the default <iden> (so when users are not overriding the default global user details).
https://github.com/spring-projects/spring-boot/commit/8749fc745b9ea7355b4afca883d54f7d039b36db;Disallow all extensions in actuator endpoints (except .json)  <enter> Along with the recent change in <iden> to use content-disposition 'inline' (which prevents the download), it also makes sense to limit the extensions allowed by the actuator endpoints. Really there *is* no extension for these endpoints, but since all of them explicitly produce JSON we can add .json for browsers as a convenience in case the app would otherwise choose to send XML. <enter>  Fixes <issue_link> ;Disallow all extensions in actuator endpoints (except .json);Along with the recent change in <iden> to use content-disposition 'inline' (which prevents the download), it also makes sense to limit the extensions allowed by the actuator endpoints. Really there *is* no extension for these endpoints, but since all of them explicitly produce JSON we can add .json for browsers as a convenience in case the app would otherwise choose to send XML. Fixes <issue_link>
https://github.com/spring-projects/spring-boot/commit/deef784403419ed57cb733089c0326d8b0781dd2;Blitz some more special characters from the metric names  <enter> When MVC path matchers are used as metric keys, they can still contain invalid characters and patterns (like asterisks). This change removes some more special characters and also tidies up the names a bit so no key part starts or ends with '-' (which is ugly). <enter>  Fixes <issue_link> ;Blitz some more special characters from the metric names  ;When MVC path matchers are used as metric keys, they can still contain invalid characters and patterns (like asterisks). This change removes some more special characters and also tidies up the names a bit so no key part starts or ends with '-' (which is ugly)
https://github.com/spring-projects/spring-boot/commit/437fb75424d1a2d852aec0a3cd16b55c3080cf30;Add /error to ignored paths for security autoconfig  <enter> Protecting /error doesn't make a great deal of sense and if it is protected you don't get the ErrorPageFilter for the attempt at loading it, so Tomcat renders its own HTML error page (when deployed as <iden>). <enter>  Fixes <issue_link> ;Add /error to ignored paths for security autoconfig;Protecting /error doesn't make a great deal of sense and if it is protected you don't get the ErrorPageFilter for the attempt at loading it, so Tomcat renders its own HTML error page
https://github.com/spring-projects/spring-boot/commit/56115b9baab9cb0eb3f512bef12b21218dbf18c6;Fix broken test (use web app context) ;Fix broken test (use web app context)  ;broken test
https://github.com/spring-projects/spring-boot/commit/46fbca66a69d102db55f7c454565f82ff5be6b98;Fix typo 'a' -> 'an' ;Fix typo 'a' -> 'an'  ;Fix typo
https://github.com/spring-projects/spring-boot/commit/e0a061707e01ef32da5d8f574b8a3ccf8b83dcd9;Fix checkstyle header violation  <enter> See  <issue_link> ;Fix checkstyle header violation  ;See <issue_link>
https://github.com/spring-projects/spring-boot/commit/53296cd16109dc53de867c4cb12b10cecf47bb78;Backport build script updates ;Backport build script updates  ;
https://github.com/spring-projects/spring-boot/commit/8ccf7ee489fccaeafbaf49a210f41d188922b113;Make file detection more resilient across restarts  <enter> Retain file snapshot state across devtools restarts to help prevent detection failures. <enter>  Closes <issue_link> ;Make file detection more resilient across restarts;Retain file snapshot state across devtools restarts to help prevent detection failures
https://github.com/spring-projects/spring-boot/commit/826f42746a113d2eb76238145ec074cf7c3bf4f8;Fix package name for boot-loader-tools  <enter> Issue: #53129653 ;Fix package name for boot-loader-tools  ;Issue: #53129653
https://github.com/spring-projects/spring-boot/commit/24072bed96d0d2a8b2029df35156404dc3976a72;Improve error handling in <iden> upgrade checks  <enter> See  <pr_link> ;Improve error handling in <iden> upgrade checks;See <pr_link>
https://github.com/spring-projects/spring-boot/commit/dd11b8adba6226e5be30944b4c8c8d42eaf12430;Fix checkstyle violation  <enter> See  <pr_link> ;Fix checkstyle violation;see the PR link
https://github.com/spring-projects/spring-boot/commit/b6e4c0f01286ec31439ae941ff842700374367de;Add group property to  <file_name> <enter> See  <pr_link> ;Add group property to <file_name>;See <pr_link>
https://github.com/spring-projects/spring-boot/commit/911b12f28d1a6584eb9a0f849f6e953fad840b86;Fix <iden> deprecation  <enter> See  <pr_link> ;Fix <iden> deprecation <enter> See <pr_link>  ;deprecation
https://github.com/spring-projects/spring-boot/commit/0975b5b2203aeb8c91eaeba6b3c83605911d57a6;Fix link formatting in custom <iden> section  <enter> See  <pr_link> ;Fix link formatting in custom <iden> section  ;See <pr_link>
https://github.com/spring-projects/spring-boot/commit/46e59503ec4b3d8bea4c789f763882ab629750f4;Use JSONObject.putOpt in  <file_name> <enter> Closes <pr_link> ;Use JSONObject.putOpt in <file_name> <enter> Closes <pr_link>;
https://github.com/spring-projects/spring-boot/commit/f9d94c6ed080c45bc96a76e134d9db5bb038f900;Remove duplicate word in docs ;Remove duplicate word in docs;duplicate
https://github.com/spring-projects/spring-boot/commit/02a1c435874fa8ed72db227b3bd911d079fc7cee;Fix tests ;Fix tests;Fix
https://github.com/spring-projects/spring-boot/commit/ee4205a0498440f3003ace8c5ccf36cbe74eab00;Remove unnecessary logging by start-docker script ;Remove unnecessary logging by start-docker script  ;unnecessary
https://github.com/spring-projects/spring-boot/commit/87680b4ee595ef9417495f443f0b475ff96e9e87;Fix profile precedence when active and include provided  <enter> Before <version>, if profiles were activated via the environment using the active and include profile property, profiles specified via the active property would take precedence. This commit restores that behavior. <enter>  Fixes <issue_link> ;Fix profile precedence when active and include provided  ;If profiles were activated via the environment using the active and include profile property, profiles specified via the active property would take precedence. This commit restores that behavior.
https://github.com/spring-projects/spring-boot/commit/57dfbd50a7dd8829dbc5bec19aa58cac34ae03b0;Fix documentation for health endpoint security  <enter> Fixes <issue_link> ;Fix documentation for health endpoint security  ;Fixes <issue_link>
https://github.com/spring-projects/spring-boot/commit/1fb51dcc0d57d571b5c61e7c8ee96928e0ffceec;Send Slack Notifications when build completes  <enter> Closes <issue_link> ;Send Slack Notifications when build completes;Closes <issue_link>
https://github.com/spring-projects/spring-boot/commit/d5c0009c6eb0e77e4e1013d149d33de7dccdbd4d;Rename samples to smoke tests  <enter> Closes <issue_link> ;Rename samples to smoke tests;Closes the <issue_link>
https://github.com/spring-projects/spring-boot/commit/05e6af23cf2e60d5c61388fbb954bd56f00b9f94;Prepend without replacing in  <file_name> <enter> It was incorrect to simply replace existing instances because you can't tell from the instance which media types and java types it supports. This fix just prepends the custom converters so they get higher priority. <enter>  Fixes <issue_link> ;Prepend without replacing in <file_name>  ;It was incorrect to simply replace existing instances because you can't tell from the instance which media types and java types it supports. This fix just prepends the custom converters so they get higher priority.
https://github.com/spring-projects/spring-boot/commit/09200361defde95ec48bd9169ab5db7590c9440b;Align expectations of various <iden> configurations  <enter> They all want to create an <iden> and when that happens user sees no MBeans, or sometimes just one set (<iden> Core, <iden> or <iden>). To harmonise them we create a  @bean  of type <iden> and link to it in the other autoconfigs <enter>  Fixes <issue_link> ;Align expectations of various <iden> configurations;They all want to create an <iden> and when that happens user sees no MBeans, or sometimes just one set (<iden> Core, <iden> or <iden>). To harmonise them we create a  @bean  of type <iden> and link to it in the other autoconfigs
https://github.com/spring-projects/spring-boot/commit/b0579c1cf38aa6815ee180a2e61640cfbc2447d2;Ensure JPA vendor properties are period separated  <enter> If you bind to <iden>> you get a nested <iden> instead of period-separated keys. This change just makes  <file_name>  expose a <iden>> so the keys are sane. <enter>  Fixes <issue_link> ;Ensure JPA vendor properties are period separated;This change just makes <file_name> expose a <iden> so the keys are sane
https://github.com/spring-projects/spring-boot/commit/2b616fb7d94c8ec08ff8d750126d6470649fae72;Extract logic for duplicate file removal so it can be shared  <enter> .. between <iden> and Gradle plugins. Also fixed bug in recursive scanning logic. <enter> Really  fixes <issue_link> ;Extract logic for duplicate file removal so it can be shared between <iden> and Gradle plugins. Also fixed bug in recursive scanning logic. Really fixes <issue_link>;can be shared, fixed bug, fixes
https://github.com/spring-projects/spring-boot/commit/3d437711363ade1717a7e11b7b781d240bad4983;Register an <iden> in security autoconfig  <enter> This is quite a big step, but I think it helps a lot. Since <iden> always creates an <iden> if it doesn't find one already registered, it makes sense to also make it into a  @bean . <iden> does not register its <iden> by default though, so we have to do that for it if the user has created one with an  <iden>  <iden>, but not registered it as a  @bean . <enter> Having the  @bean  (marked  @primary  to prevent issues with  <iden> ) makes it easier to reason about what <iden> has done for you, and easier to default in simple use cases to the boot-created <iden>. For example, if I want an OAuth2 Authorization Server with password grant, it makes total sense for the <iden> for users to be the same as the  @primary  one. Now it is easy to set that up (just  @autowire  it). ;Register an <iden> in security autoconfig  ;it helps a lot
https://github.com/spring-projects/spring-boot/commit/6a10df09333c214dcaa984ff53e9f95c1c49cc58;Fix freeMarker->freemarker ;Fix freeMarker->freemarker;The need to correct the naming from freeMarker to freemarker
https://github.com/spring-projects/spring-boot/commit/f9094143d72a99bb52ad6414568ee2c93611115c;Remove undefined <iden> appender from basic log4j config  <enter> Fixes <issue_link> ;Remove undefined <iden> appender from basic log4j config <enter> Fixes <issue_link> ;Fixes <issue_link>
https://github.com/spring-projects/spring-boot/commit/b2b487ee5f5769137c7ba6372df01b7cd0908ad5;Add <iden> for <iden>  <enter> <iden> is exposed via server.servletPath. <enter>  Fixes <issue_link> ;Add <iden> for <iden>  ;<iden> is exposed via server.servletPath.
https://github.com/spring-projects/spring-boot/commit/c709423ab8e26f10f6734ad645e4996ebb2d7e4e;Typos in Javadocs ;Fix typos in Javadocs;Improve documentation accuracy
https://github.com/spring-projects/spring-boot/commit/089233e47295c23cd7c7f2c56f50a4fdedab682a;Add  <file_name> <enter> [#48055575] [bs-31] Add hooks for failed application context startup ;Add hooks for failed application context startup;[bs-31]
https://github.com/spring-projects/spring-boot/commit/5e9b8c3340d25fbf0e7d64b306ae7b3557188b9a;Add missing depdendency ;Add missing dependency;missing
https://github.com/spring-projects/spring-boot/commit/84a213f774845e3ab50803dfb00e2e0449b02952;Add README to cli ;Add README to cli;
https://github.com/spring-projects/spring-boot/commit/9bb6e0f497d8760e31607fb0c199c3bb5679a3b4;Fix test ;Fix test;Fix
https://github.com/spring-projects/spring-boot/commit/c25736d84f92e6d9158927b63e690cb5f2bae65e;Add test for nested properties ;Add test for nested properties;test for nested properties
https://github.com/spring-projects/spring-boot/commit/f11c030b7185b60dba0b116b0e0859600b6700ad;Align  <file_name>  Javadoc with documentation  <enter> See  <pr_link> ;Align <file_name> Javadoc with documentation;See <pr_link>
https://github.com/spring-projects/spring-boot/commit/c7449b57ce3bb07da849ddd0efd7291a7678aad9;Add  <file_name>  option for  <file_name>  building  <enter> This commit adds a  <file_name>  option to the configuration of the Maven plugin spring-boot:build- <file_name>  goal and the Gradle plugin  <file_name>  task. The new option gives users control over pulling the  <file_name> <file_name>  and run  <file_name>  from a remote  <file_name>  registry to the local <iden> daemon. <enter> See  <pr_link> ;Add <file_name> option for <file_name> building;This commit adds a <file_name> option to the configuration of the Maven plugin spring-boot:build-<file_name> goal and the Gradle plugin <file_name> task. The new option gives users control over pulling the <file_name> and run <file_name> from a remote <file_name> registry to the local <iden> daemon.
https://github.com/spring-projects/spring-boot/commit/9c46dacf7e959103a5dbdd801f6edaed4f03937d;Add XMLUnit to spring-boot-starter-test  <enter> Closes <pr_link> ;Add XMLUnit to spring-boot-starter-test  ;Closes <pr_link>
https://github.com/spring-projects/spring-boot/commit/a79f71cbe802a8d87bc22e6eba67553ccedd54a7;Add <iden> auto-configuration  <enter> Update Spring <iden> auto-configuration so that `<iden>` from `<iden>` is implicitly applied. Prior to this commit `<iden>` interfaces would only get picked up if `<iden>` was added alongside with the `@SpringBootApplication`. <enter>  Fixes <issue_link> Closes <pr_link> ;Update Spring <iden> auto-configuration so that `<iden>` from `<iden>` is implicitly applied.;Prior to this commit `<iden>` interfaces would only get picked up if `<iden>` was added alongside with the `@SpringBootApplication`.
https://github.com/spring-projects/spring-boot/commit/83fbdc6ea897a61f62182b26733a4036b198a7a4;Fix NPE in  <file_name>  when migration.installedOn is null  <enter> See  <pr_link> ;Fix NPE in <file_name> when migration.installedOn is null;See <pr_link>
https://github.com/spring-projects/spring-boot/commit/9746c63209427081350b4b396ef21790842471b8;"Update  <file_name> <enter> Replace line break with missing line fold '
' to continue the property value. <enter>  Closes <pr_link> ";Update <file_name>, Replace line break with missing line fold, Closes <pr_link>;to continue the property value
