Decision1;Rationale1;Decision2;Rationale2;Relationship;Alpha
 the lid_init_state selection needs to be set to ACPI_BUTTON_LID_INIT_OPEN  ;In order for the Linux LID code to work properly with this implementation;only trigger acpi_pm_wakeup_event() in the acpi_button_notify() path and dont do that in the acpi_lid_initialize_state() path;To avoid the confusion;Contradicts;0.732337236404419
 the lid_init_state selection needs to be set to ACPI_BUTTON_LID_INIT_OPEN  ;In order for the Linux LID code to work properly with this implementation;"The only solution is to add a DMI based blacklist and ignore the LID device on these tablets.
";There is nothing the ACPI button driver (or the gpio code) can do to fix this.;Contradicts;0.9227952361106873
 the lid_init_state selection needs to be set to ACPI_BUTTON_LID_INIT_OPEN  ;In order for the Linux LID code to work properly with this implementation;"the ""open"" choice is worse";"the ""method"" operation mode implementation can be buggy on some platforms";Contradicts;0.5372995734214783
 the lid_init_state selection needs to be set to ACPI_BUTTON_LID_INIT_OPEN  ;In order for the Linux LID code to work properly with this implementation;it is sufficient to set/unset the wakeup mask bits for them during system sleep transitions;"this means that the reference counting of ""wakeup"" GPEs doesnt really make sense";Contradicts;0.7292149066925049
 the lid_init_state selection needs to be set to ACPI_BUTTON_LID_INIT_OPEN  ;In order for the Linux LID code to work properly with this implementation;Remove the old GPE type handling entirely  ;Gets rid of various quirks, like the implicit disabling with GPE type setting;Contradicts;0.5139456391334534
 the lid_init_state selection needs to be set to ACPI_BUTTON_LID_INIT_OPEN  ;In order for the Linux LID code to work properly with this implementation;We no longer need a pointer from struct acpi_button back to the struct acpi_device;no longer need;Contradicts;0.5530309677124023
 the lid_init_state selection needs to be set to ACPI_BUTTON_LID_INIT_OPEN  ;In order for the Linux LID code to work properly with this implementation;Add CONFIG_ACPI_PROC_EVENT to allow removal of /proc/acpi/event;to allow removal of /proc/acpi/event;Contradicts;0.5232023000717163
 the lid_init_state selection needs to be set to ACPI_BUTTON_LID_INIT_OPEN  ;In order for the Linux LID code to work properly with this implementation;un-export ACPI_ERROR() -- use printk(KERN_ERR...);use printk(KERN_ERR...);Contradicts;0.7444307208061218
Turn lid_blacklst DMI table into a generic quirk table;ACPI: button;Fix an issue in button.lid_init_state=ignore mode;Reported-and-tested-by: Zhao Lijian <lijian.zhao@intel.com>;Contradicts;0.5280389189720154
Turn lid_blacklst DMI table into a generic quirk table;ACPI: button;While using KEY event type, there is no such problem;no such problem;Contradicts;0.5892412662506104
Turn lid_blacklst DMI table into a generic quirk table;ACPI: button;"proc_fops is declared as ""const""";should give some thoughts;Contradicts;0.5261881947517395
"Add a new ""disabled"" value for the lid_init_state module option";can be used to disable LID support on devices where it is completely broken;update Lid state unconditionally in the button driver .resume() callback  ;overlooked the resume case;Contradicts;0.7690134644508362
"Add a new ""disabled"" value for the lid_init_state module option";can be used to disable LID support on devices where it is completely broken;making the ACPI button driver loadable as a module even if not booted in ACPI mode;to fix the asymmetry and provide the acpi_lid_open() symbol;Contradicts;0.5958079695701599
"Add a new ""disabled"" value for the lid_init_state module option";can be used to disable LID support on devices where it is completely broken;"The only solution is to add a DMI based blacklist and ignore the LID device on these tablets.
";There is nothing the ACPI button driver (or the gpio code) can do to fix this.;Contradicts;0.809007465839386
"Add a new ""disabled"" value for the lid_init_state module option";can be used to disable LID support on devices where it is completely broken;Button GPEs have been enabled in the acpi_wake_device_init() during boot;the button driver enables them for the second time;Contradicts;0.7469255924224854
"Add a new ""disabled"" value for the lid_init_state module option";can be used to disable LID support on devices where it is completely broken;"rmmoded directories will be empty and return ""."" and "".."" -- no harm";no harm;Contradicts;0.5478664040565491
[ an action or a change that has been made, including a description of the patch behaviour ];[ the reason for a decision or value judgment ];While using KEY event type, there is no such problem;no such problem;Contradicts;0.5018157362937927
[ an action or a change that has been made, including a description of the patch behaviour ];[ the reason for a decision or value judgment ];"rmmoded directories will be empty and return ""."" and "".."" -- no harm";no harm;Contradicts;0.5693426728248596
[ an action or a change that has been made, including a description of the patch behaviour ];[ the reason for a decision or value judgment ];un-export ACPI_ERROR() -- use printk(KERN_ERR...);use printk(KERN_ERR...);Contradicts;0.7828320264816284
update Lid state unconditionally in the button driver .resume() callback  ;overlooked the resume case;only trigger acpi_pm_wakeup_event() in the acpi_button_notify() path and dont do that in the acpi_lid_initialize_state() path;To avoid the confusion;Contradicts;0.9652805924415588
update Lid state unconditionally in the button driver .resume() callback  ;overlooked the resume case;"The only solution is to add a DMI based blacklist and ignore the LID device on these tablets.
";There is nothing the ACPI button driver (or the gpio code) can do to fix this.;Contradicts;0.7976793050765991
update Lid state unconditionally in the button driver .resume() callback  ;overlooked the resume case;Remove lid_init_state=method mode;Fixes: ecb10b694b72 (ACPI / button: Remove lid_init_state=method mode);Contradicts;0.6488412022590637
update Lid state unconditionally in the button driver .resume() callback  ;overlooked the resume case;This patch makes it deprecated;lid_init__state=open is more useful than this mode;Contradicts;0.6729013919830322
update Lid state unconditionally in the button driver .resume() callback  ;overlooked the resume case;it should not send the complement switch event for the unreliable initial lid state notification;However this mechanism is not suitable for lid_init_state=open/method;Contradicts;0.8344817161560059
update Lid state unconditionally in the button driver .resume() callback  ;overlooked the resume case;When we removed the procfs dir on error or if the driver is unbound;the two variables acpi_lid_dir and acpi_button_dir were not reset;Contradicts;0.7688733339309692
update Lid state unconditionally in the button driver .resume() callback  ;overlooked the resume case;this patch stops sending the initial lid state to the userspace;to avoid sending the wrong lid state to the userspace to trigger such kind of wrong suspending;Contradicts;0.9669692516326904
update Lid state unconditionally in the button driver .resume() callback  ;overlooked the resume case;it is sufficient to set/unset the wakeup mask bits for them during system sleep transitions;"this means that the reference counting of ""wakeup"" GPEs doesnt really make sense";Contradicts;0.7163429856300354
update Lid state unconditionally in the button driver .resume() callback  ;overlooked the resume case;only the necessary includes are there;necessary;Contradicts;0.7191224098205566
update Lid state unconditionally in the button driver .resume() callback  ;overlooked the resume case;Remove the old GPE type handling entirely  ;Gets rid of various quirks, like the implicit disabling with GPE type setting;Contradicts;0.5892200469970703
update Lid state unconditionally in the button driver .resume() callback  ;overlooked the resume case;Remove button->device pointer;button;Contradicts;0.7335673570632935
update Lid state unconditionally in the button driver .resume() callback  ;overlooked the resume case;Use acpi_devices handle instead of drivers  ;-;Contradicts;0.9026492238044739
update Lid state unconditionally in the button driver .resume() callback  ;overlooked the resume case;un-export ACPI_ERROR() -- use printk(KERN_ERR...);use printk(KERN_ERR...);Contradicts;0.6845303773880005
Fix an issue in button.lid_init_state=ignore mode;Reported-and-tested-by: Zhao Lijian <lijian.zhao@intel.com>;Remove lid_init_state=method mode;Fixes: ecb10b694b72 (ACPI / button: Remove lid_init_state=method mode);Contradicts;0.5339236855506897
Fix an issue in button.lid_init_state=ignore mode;Reported-and-tested-by: Zhao Lijian <lijian.zhao@intel.com>;This patch makes it deprecated;lid_init__state=open is more useful than this mode;Contradicts;0.5536026358604431
Fix an issue in button.lid_init_state=ignore mode;Reported-and-tested-by: Zhao Lijian <lijian.zhao@intel.com>;Remove the old GPE type handling entirely  ;Gets rid of various quirks, like the implicit disabling with GPE type setting;Contradicts;0.8075802326202393
Fix a build warning in the ACPI button driver when CONFIG_PROC_FS is not enabled by marking the unused function as __maybe_unused;not enabled, unused;"The only solution is to add a DMI based blacklist and ignore the LID device on these tablets.
";There is nothing the ACPI button driver (or the gpio code) can do to fix this.;Contradicts;0.9645082354545593
Fix a build warning in the ACPI button driver when CONFIG_PROC_FS is not enabled by marking the unused function as __maybe_unused;not enabled, unused;Fix unused function warnings for CONFIG_PM_SLEEP;unused function warnings;Contradicts;0.7871647477149963
Fix a build warning in the ACPI button driver when CONFIG_PROC_FS is not enabled by marking the unused function as __maybe_unused;not enabled, unused;Most gfp.h inclusion directives were ignored  ;stuff from gfp.h was usually wildly available and often used in preprocessor macros;Contradicts;0.585749626159668
Fix a build warning in the ACPI button driver when CONFIG_PROC_FS is not enabled by marking the unused function as __maybe_unused;not enabled, unused;Remove the old GPE type handling entirely  ;Gets rid of various quirks, like the implicit disabling with GPE type setting;Contradicts;0.6571962237358093
Fix a build warning in the ACPI button driver when CONFIG_PROC_FS is not enabled by marking the unused function as __maybe_unused;not enabled, unused;"rmmoded directories will be empty and return ""."" and "".."" -- no harm";no harm;Contradicts;0.5180545449256897
Increment wakeup count only when notified;-;Remove the old GPE type handling entirely  ;Gets rid of various quirks, like the implicit disabling with GPE type setting;Contradicts;0.5598258376121521
Increment wakeup count only when notified;-;un-export ACPI_ERROR() -- use printk(KERN_ERR...);use printk(KERN_ERR...);Contradicts;0.5108926892280579
only trigger acpi_pm_wakeup_event() in the acpi_button_notify() path and dont do that in the acpi_lid_initialize_state() path;To avoid the confusion;While using KEY event type, there is no such problem;no such problem;Contradicts;0.5346936583518982
only trigger acpi_pm_wakeup_event() in the acpi_button_notify() path and dont do that in the acpi_lid_initialize_state() path;To avoid the confusion;Remove the old GPE type handling entirely  ;Gets rid of various quirks, like the implicit disabling with GPE type setting;Contradicts;0.6857666373252869
only trigger acpi_pm_wakeup_event() in the acpi_button_notify() path and dont do that in the acpi_lid_initialize_state() path;To avoid the confusion;un-export ACPI_ERROR() -- use printk(KERN_ERR...);use printk(KERN_ERR...);Contradicts;0.6003605723381042
Variants of proc_create{,_data} that directly take a seq_file show callback;drastically reduces the boilerplate code in the callers;Remove lid_init_state=method mode;Fixes: ecb10b694b72 (ACPI / button: Remove lid_init_state=method mode);Contradicts;0.5133824348449707
Variants of proc_create{,_data} that directly take a seq_file show callback;drastically reduces the boilerplate code in the callers;When we removed the procfs dir on error or if the driver is unbound;the two variables acpi_lid_dir and acpi_button_dir were not reset;Contradicts;0.5289962887763977
Variants of proc_create{,_data} that directly take a seq_file show callback;drastically reduces the boilerplate code in the callers;Remove the old GPE type handling entirely  ;Gets rid of various quirks, like the implicit disabling with GPE type setting;Contradicts;0.8896327614784241
Variants of proc_create{,_data} that directly take a seq_file show callback;drastically reduces the boilerplate code in the callers;"proc_fops is declared as ""const""";should give some thoughts;Contradicts;0.5749815702438354
Variants of proc_create{,_data} that directly take a seq_file show callback;drastically reduces the boilerplate code in the callers;Change the argument to take a pointer to an acpi_integer;support 64-bit integers on all platforms;Contradicts;0.6038927435874939
Variants of proc_create{,_data} that directly take a seq_file show callback;drastically reduces the boilerplate code in the callers;Also remove includes of input.h from non-input sources only for BIT macro definition;non-input sources, BIT macro definition;Contradicts;0.5068488121032715
Variants of proc_create{,_data} that directly take a seq_file show callback;drastically reduces the boilerplate code in the callers;Re-name acpi_bus_generate_event() to acpi_bus_generate_proc_event()  ;to make sure there is no confusion that it is for /proc/acpi/event only;Contradicts;0.5827615261077881
Variants of proc_create{,_data} that directly take a seq_file show callback;drastically reduces the boilerplate code in the callers;un-export ACPI_ERROR() -- use printk(KERN_ERR...);use printk(KERN_ERR...);Contradicts;0.7215312719345093
making the ACPI button driver loadable as a module even if not booted in ACPI mode;to fix the asymmetry and provide the acpi_lid_open() symbol;"The only solution is to add a DMI based blacklist and ignore the LID device on these tablets.
";There is nothing the ACPI button driver (or the gpio code) can do to fix this.;Contradicts;0.7671921849250793
making the ACPI button driver loadable as a module even if not booted in ACPI mode;to fix the asymmetry and provide the acpi_lid_open() symbol;This patch makes it deprecated;lid_init__state=open is more useful than this mode;Contradicts;0.7160195112228394
making the ACPI button driver loadable as a module even if not booted in ACPI mode;to fix the asymmetry and provide the acpi_lid_open() symbol;"The second argument of ACPI driver .remove() operation is only used by the ACPI processor driver
";the value passed to that driver through it is always available from the given struct acpi_device objects removal_type field;Contradicts;0.70038902759552
making the ACPI button driver loadable as a module even if not booted in ACPI mode;to fix the asymmetry and provide the acpi_lid_open() symbol;Remove the old GPE type handling entirely  ;Gets rid of various quirks, like the implicit disabling with GPE type setting;Contradicts;0.6126500368118286
making the ACPI button driver loadable as a module even if not booted in ACPI mode;to fix the asymmetry and provide the acpi_lid_open() symbol;un-export ACPI_ERROR() -- use printk(KERN_ERR...);use printk(KERN_ERR...);Contradicts;0.7580773234367371
"The only solution is to add a DMI based blacklist and ignore the LID device on these tablets.
";There is nothing the ACPI button driver (or the gpio code) can do to fix this.;adds an acpi_handle_debug call  ;to help debugging this;Contradicts;0.6032112836837769
"The only solution is to add a DMI based blacklist and ignore the LID device on these tablets.
";There is nothing the ACPI button driver (or the gpio code) can do to fix this.;The ->sync hook allows all of the relevant event queues to be flushed;to prevent events from being missed due to race conditions;Contradicts;0.5858190059661865
"The only solution is to add a DMI based blacklist and ignore the LID device on these tablets.
";There is nothing the ACPI button driver (or the gpio code) can do to fix this.;The ->sync hook allows all of the relevant event queues to be flushed;to prevent events from being missed due to race conditions;Contradicts;0.5858190059661865
"The only solution is to add a DMI based blacklist and ignore the LID device on these tablets.
";There is nothing the ACPI button driver (or the gpio code) can do to fix this.;This patch adds a mechanism to insert lid events as a compensation for the platform triggered ones to form a complete event switches  ;in order to make sure that the platform triggered events can always be reliably delivered to the userspace;Contradicts;0.9552225470542908
"The only solution is to add a DMI based blacklist and ignore the LID device on these tablets.
";There is nothing the ACPI button driver (or the gpio code) can do to fix this.;Add ACPI Button event via netlink routine;-;Contradicts;0.5685564279556274
"The only solution is to add a DMI based blacklist and ignore the LID device on these tablets.
";There is nothing the ACPI button driver (or the gpio code) can do to fix this.;add ACPI Button event back via netlink routine;Now ACPI events are sent to userspace via netlink;Contradicts;0.539610743522644
"The only solution is to add a DMI based blacklist and ignore the LID device on these tablets.
";There is nothing the ACPI button driver (or the gpio code) can do to fix this.;Button GPEs have been enabled in the acpi_wake_device_init() during boot;the button driver enables them for the second time;Contradicts;0.6574010252952576
"The only solution is to add a DMI based blacklist and ignore the LID device on these tablets.
";There is nothing the ACPI button driver (or the gpio code) can do to fix this.;Use GPE reference counting to support shared GPEs  ;the wakeup enable mask bits of GPEs are set as soon as the GPEs are enabled to wake up the system;Contradicts;0.5038667917251587
"The only solution is to add a DMI based blacklist and ignore the LID device on these tablets.
";There is nothing the ACPI button driver (or the gpio code) can do to fix this.;it is sufficient to set/unset the wakeup mask bits for them during system sleep transitions;"this means that the reference counting of ""wakeup"" GPEs doesnt really make sense";Contradicts;0.922550618648529
"The only solution is to add a DMI based blacklist and ignore the LID device on these tablets.
";There is nothing the ACPI button driver (or the gpio code) can do to fix this.;Im fairly confident about the coverage of this conversion patch  ;Given the fact that I had only a couple of failures from tests on step 6;Contradicts;0.9304666519165039
"The only solution is to add a DMI based blacklist and ignore the LID device on these tablets.
";There is nothing the ACPI button driver (or the gpio code) can do to fix this.;Introduce a new wake-up flag, always_enabled, for marking devices that should be permanently enabled to generate run-time events  ;devices that should be permanently enabled to generate run-time events;Contradicts;0.52631676197052
"The only solution is to add a DMI based blacklist and ignore the LID device on these tablets.
";There is nothing the ACPI button driver (or the gpio code) can do to fix this.;Introduce a reference counter for run-wake devices and a function that will initialize all of the run-time wake-up fields for given device.;-;Contradicts;0.6609838604927063
"The only solution is to add a DMI based blacklist and ignore the LID device on these tablets.
";There is nothing the ACPI button driver (or the gpio code) can do to fix this.;Add an API to allow devices to indicate whether or not they want their devices GPE to be enabled for both runtime and wakeup events;to allow devices to indicate whether or not they want their devices GPE to be enabled;Contradicts;0.5425845980644226
"The only solution is to add a DMI based blacklist and ignore the LID device on these tablets.
";There is nothing the ACPI button driver (or the gpio code) can do to fix this.;whitespace fix  ;This does not change any actual console output;Contradicts;0.5471939444541931
"The only solution is to add a DMI based blacklist and ignore the LID device on these tablets.
";There is nothing the ACPI button driver (or the gpio code) can do to fix this.;Better to oops and learn about a bug;than to silently cover it up;Contradicts;0.7639837861061096
"The only solution is to add a DMI based blacklist and ignore the LID device on these tablets.
";There is nothing the ACPI button driver (or the gpio code) can do to fix this.;leave ->owner as easy-manipulative field;somebody will forget to unpin previous/pin current module when switching ->owner;Contradicts;0.7976706624031067
"The only solution is to add a DMI based blacklist and ignore the LID device on these tablets.
";There is nothing the ACPI button driver (or the gpio code) can do to fix this.;dont want such modular code;definitely;Contradicts;0.6898743510246277
evemu-record after noticing a spurious suspend is too late to detect;a LID closed event is the (probable) cause of this;While using KEY event type, there is no such problem;no such problem;Contradicts;0.6576566100120544
evemu-record after noticing a spurious suspend is too late to detect;a LID closed event is the (probable) cause of this;un-export ACPI_ERROR() -- use printk(KERN_ERR...);use printk(KERN_ERR...);Contradicts;0.5780016779899597
adds an acpi_handle_debug call  ;to help debugging this;This patch makes it deprecated;lid_init__state=open is more useful than this mode;Contradicts;0.886807918548584
adds an acpi_handle_debug call  ;to help debugging this;When we removed the procfs dir on error or if the driver is unbound;the two variables acpi_lid_dir and acpi_button_dir were not reset;Contradicts;0.5289319753646851
adds an acpi_handle_debug call  ;to help debugging this;Remove the old GPE type handling entirely  ;Gets rid of various quirks, like the implicit disabling with GPE type setting;Contradicts;0.6301801800727844
adds an acpi_handle_debug call  ;to help debugging this;Remove unneeded acpi_handle from driver;unneeded;Contradicts;0.6949425935745239
Fix function prototypes for module_param_call();-;This patch makes it deprecated;lid_init__state=open is more useful than this mode;Contradicts;0.6388698816299438
Fix function prototypes for module_param_call();-;While using KEY event type, there is no such problem;no such problem;Contradicts;0.590203046798706
Fix function prototypes for module_param_call();-;Remove the old GPE type handling entirely  ;Gets rid of various quirks, like the implicit disabling with GPE type setting;Contradicts;0.6610884666442871
fix whitespace in pr_fmt() to align log entries;align log entries;This patch makes it deprecated;lid_init__state=open is more useful than this mode;Contradicts;0.6005964279174805
fix whitespace in pr_fmt() to align log entries;align log entries;While using KEY event type, there is no such problem;no such problem;Contradicts;0.5512595772743225
fix whitespace in pr_fmt() to align log entries;align log entries;Remove the old GPE type handling entirely  ;Gets rid of various quirks, like the implicit disabling with GPE type setting;Contradicts;0.6508988738059998
fix whitespace in pr_fmt() to align log entries;align log entries;"This patch is to eliminate the above warning message
";Device PNP0C0D:00 failed to resume: error 1;Contradicts;0.6351128220558167
fix whitespace in pr_fmt() to align log entries;align log entries;un-export ACPI_ERROR() -- use printk(KERN_ERR...);use printk(KERN_ERR...);Contradicts;0.5699059963226318
The ->sync hook allows all of the relevant event queues to be flushed;to prevent events from being missed due to race conditions;This patch makes it deprecated;lid_init__state=open is more useful than this mode;Contradicts;0.6101716756820679
The ->sync hook allows all of the relevant event queues to be flushed;to prevent events from being missed due to race conditions;percpu.h modifications were reverted  ;so that it could be applied as a separate patch and serve as bisection point;Contradicts;0.5380921959877014
The ->sync hook allows all of the relevant event queues to be flushed;to prevent events from being missed due to race conditions;Remove the old GPE type handling entirely  ;Gets rid of various quirks, like the implicit disabling with GPE type setting;Contradicts;0.7265521883964539
The ->sync hook allows all of the relevant event queues to be flushed;to prevent events from being missed due to race conditions;un-export ACPI_ERROR() -- use printk(KERN_ERR...);use printk(KERN_ERR...);Contradicts;0.5873116850852966
It breaks docking stations basically;there is no way to have a user-space hwdb to fix that;While using KEY event type, there is no such problem;no such problem;Contradicts;0.721520185470581
It breaks docking stations basically;there is no way to have a user-space hwdb to fix that;it is sufficient to set/unset the wakeup mask bits for them during system sleep transitions;"this means that the reference counting of ""wakeup"" GPEs doesnt really make sense";Contradicts;0.8459145426750183
It breaks docking stations basically;there is no way to have a user-space hwdb to fix that;only the necessary includes are there;necessary;Contradicts;0.7093050479888916
It breaks docking stations basically;there is no way to have a user-space hwdb to fix that;failures were fixed;Build tests were done on the following configurations;Contradicts;0.8032366037368774
It breaks docking stations basically;there is no way to have a user-space hwdb to fix that;We no longer need a pointer from struct acpi_button back to the struct acpi_device;no longer need;Contradicts;0.8519871830940247
It breaks docking stations basically;there is no way to have a user-space hwdb to fix that;"proc_fops is declared as ""const""";should give some thoughts;Contradicts;0.509850025177002
It breaks docking stations basically;there is no way to have a user-space hwdb to fix that;"rmmoded directories will be empty and return ""."" and "".."" -- no harm";no harm;Contradicts;0.5916290879249573
libinput (1.7.0+) can fix the state of the lid switch for us: you need to set the udev property LIBINPUT_ATTR_LID_SWITCH_RELIABILITY to write_open;can fix the state of the lid switch for us;This patch makes it deprecated;lid_init__state=open is more useful than this mode;Contradicts;0.9260413646697998
libinput (1.7.0+) can fix the state of the lid switch for us: you need to set the udev property LIBINPUT_ATTR_LID_SWITCH_RELIABILITY to write_open;can fix the state of the lid switch for us;add #ifdefs to prevent them from being built in that case  ;several suspend/resume functions in ACPI drivers are not used for CONFIG_PM_SLEEP unset;Contradicts;0.830618143081665
libinput (1.7.0+) can fix the state of the lid switch for us: you need to set the udev property LIBINPUT_ATTR_LID_SWITCH_RELIABILITY to write_open;can fix the state of the lid switch for us;CONFIG_GCOV_KERNEL was turned off for all tests and a few more options had to be turned off depending on archs to make things build;my distributed build env didnt work with gcov compiles, like ipr on powerpc/64 which failed due to missing writeq;Contradicts;0.5231216549873352
libinput (1.7.0+) can fix the state of the lid switch for us: you need to set the udev property LIBINPUT_ATTR_LID_SWITCH_RELIABILITY to write_open;can fix the state of the lid switch for us;Remove the old GPE type handling entirely  ;Gets rid of various quirks, like the implicit disabling with GPE type setting;Contradicts;0.7108982801437378
libinput (1.7.0+) can fix the state of the lid switch for us: you need to set the udev property LIBINPUT_ATTR_LID_SWITCH_RELIABILITY to write_open;can fix the state of the lid switch for us;"rmmoded directories will be empty and return ""."" and "".."" -- no harm";no harm;Contradicts;0.756912112236023
assume the user will use the internal keyboard before this timeout expires;logind only checks the lid switch value after a timeout;Remove the old GPE type handling entirely  ;Gets rid of various quirks, like the implicit disabling with GPE type setting;Contradicts;0.6380757093429565
assume the user will use the internal keyboard before this timeout expires;logind only checks the lid switch value after a timeout;We no longer need a pointer from struct acpi_button back to the struct acpi_device;no longer need;Contradicts;0.502798855304718
assume the user will use the internal keyboard before this timeout expires;logind only checks the lid switch value after a timeout;un-export ACPI_ERROR() -- use printk(KERN_ERR...);use printk(KERN_ERR...);Contradicts;0.5713346600532532
"userspace requires to see ""close"" event after the system is resumed";so that it can determine whether the internal display should remain dark and the external display should be lit on;This patch makes it deprecated;lid_init__state=open is more useful than this mode;Contradicts;0.5105665326118469
"userspace requires to see ""close"" event after the system is resumed";so that it can determine whether the internal display should remain dark and the external display should be lit on;this patch stops sending the initial lid state to the userspace;to avoid sending the wrong lid state to the userspace to trigger such kind of wrong suspending;Contradicts;0.5486745834350586
"userspace requires to see ""close"" event after the system is resumed";so that it can determine whether the internal display should remain dark and the external display should be lit on;Remove the old GPE type handling entirely  ;Gets rid of various quirks, like the implicit disabling with GPE type setting;Contradicts;0.7408079504966736
"userspace requires to see ""close"" event after the system is resumed";so that it can determine whether the internal display should remain dark and the external display should be lit on;We no longer need a pointer from struct acpi_button back to the struct acpi_device;no longer need;Contradicts;0.6246978044509888
"userspace requires to see ""close"" event after the system is resumed";so that it can determine whether the internal display should remain dark and the external display should be lit on;un-export ACPI_ERROR() -- use printk(KERN_ERR...);use printk(KERN_ERR...);Contradicts;0.5285205841064453
Reversion of button.lid_init_state=method;doing so can enter a regression loop, but facilitates users to work the reported regressions around with;While using KEY event type, there is no such problem;no such problem;Contradicts;0.5165059566497803
Remove lid_init_state=method mode;Fixes: ecb10b694b72 (ACPI / button: Remove lid_init_state=method mode);This patch adds a mechanism to insert lid events as a compensation for the platform triggered ones to form a complete event switches  ;in order to make sure that the platform triggered events can always be reliably delivered to the userspace;Contradicts;0.5640896558761597
Remove lid_init_state=method mode;Fixes: ecb10b694b72 (ACPI / button: Remove lid_init_state=method mode);Button GPEs have been enabled in the acpi_wake_device_init() during boot;the button driver enables them for the second time;Contradicts;0.6149165034294128
Remove lid_init_state=method mode;Fixes: ecb10b694b72 (ACPI / button: Remove lid_init_state=method mode);not all ACPI drivers use/want it;they should not have to #undef PREFIX to define their own;Contradicts;0.7870277762413025
Remove lid_init_state=method mode;Fixes: ecb10b694b72 (ACPI / button: Remove lid_init_state=method mode);un-export ACPI_ERROR() -- use printk(KERN_ERR...);use printk(KERN_ERR...);Contradicts;0.5166075825691223
The ->sync hook allows all of the relevant event queues to be flushed;to prevent events from being missed due to race conditions;This patch makes it deprecated;lid_init__state=open is more useful than this mode;Contradicts;0.6101716756820679
The ->sync hook allows all of the relevant event queues to be flushed;to prevent events from being missed due to race conditions;percpu.h modifications were reverted  ;so that it could be applied as a separate patch and serve as bisection point;Contradicts;0.5380921959877014
The ->sync hook allows all of the relevant event queues to be flushed;to prevent events from being missed due to race conditions;Remove the old GPE type handling entirely  ;Gets rid of various quirks, like the implicit disabling with GPE type setting;Contradicts;0.7265521883964539
The ->sync hook allows all of the relevant event queues to be flushed;to prevent events from being missed due to race conditions;un-export ACPI_ERROR() -- use printk(KERN_ERR...);use printk(KERN_ERR...);Contradicts;0.5873116850852966
This patch makes it deprecated;lid_init__state=open is more useful than this mode;While using KEY event type, there is no such problem;no such problem;Contradicts;0.5355420708656311
have a separate patch to make lid_init_state=method deprecated  ;lid_init_state=method is buggy;This patch adds a mechanism to insert lid events as a compensation for the platform triggered ones to form a complete event switches  ;in order to make sure that the platform triggered events can always be reliably delivered to the userspace;Contradicts;0.6309941411018372
have a separate patch to make lid_init_state=method deprecated  ;lid_init_state=method is buggy;When we removed the procfs dir on error or if the driver is unbound;the two variables acpi_lid_dir and acpi_button_dir were not reset;Contradicts;0.5419777035713196
have a separate patch to make lid_init_state=method deprecated  ;lid_init_state=method is buggy;it is sufficient to set/unset the wakeup mask bits for them during system sleep transitions;"this means that the reference counting of ""wakeup"" GPEs doesnt really make sense";Contradicts;0.6281877160072327
This patch adds a mechanism to insert lid events as a compensation for the platform triggered ones to form a complete event switches  ;in order to make sure that the platform triggered events can always be reliably delivered to the userspace;it should not send the complement switch event for the unreliable initial lid state notification;However this mechanism is not suitable for lid_init_state=open/method;Contradicts;0.8293910026550293
This patch adds a mechanism to insert lid events as a compensation for the platform triggered ones to form a complete event switches  ;in order to make sure that the platform triggered events can always be reliably delivered to the userspace;Remove pointer to old lid_sysfs on unbind;ACPI / button;Contradicts;0.5028573274612427
This patch adds a mechanism to insert lid events as a compensation for the platform triggered ones to form a complete event switches  ;in order to make sure that the platform triggered events can always be reliably delivered to the userspace;When we removed the procfs dir on error or if the driver is unbound;the two variables acpi_lid_dir and acpi_button_dir were not reset;Contradicts;0.8720148205757141
This patch adds a mechanism to insert lid events as a compensation for the platform triggered ones to form a complete event switches  ;in order to make sure that the platform triggered events can always be reliably delivered to the userspace;removed ACPI Button event which originally was sent to userspace via /proc/acpi/event;Remove the old /proc/acpi/event interface;Contradicts;0.8385393619537354
This patch adds a mechanism to insert lid events as a compensation for the platform triggered ones to form a complete event switches  ;in order to make sure that the platform triggered events can always be reliably delivered to the userspace;add #ifdefs to prevent them from being built in that case  ;several suspend/resume functions in ACPI drivers are not used for CONFIG_PM_SLEEP unset;Contradicts;0.7161503434181213
This patch adds a mechanism to insert lid events as a compensation for the platform triggered ones to form a complete event switches  ;in order to make sure that the platform triggered events can always be reliably delivered to the userspace;Remove the old GPE type handling entirely  ;Gets rid of various quirks, like the implicit disabling with GPE type setting;Contradicts;0.8162992000579834
This patch adds a mechanism to insert lid events as a compensation for the platform triggered ones to form a complete event switches  ;in order to make sure that the platform triggered events can always be reliably delivered to the userspace;"This patch is to eliminate the above warning message
";Device PNP0C0D:00 failed to resume: error 1;Contradicts;0.6776241660118103
This patch adds a mechanism to insert lid events as a compensation for the platform triggered ones to form a complete event switches  ;in order to make sure that the platform triggered events can always be reliably delivered to the userspace;dont try to use a non-existent lid device;non-existent;Contradicts;0.5228011608123779
This patch adds a mechanism to insert lid events as a compensation for the platform triggered ones to form a complete event switches  ;in order to make sure that the platform triggered events can always be reliably delivered to the userspace;Remove button->device pointer;button;Contradicts;0.8892360925674438
This patch adds a mechanism to insert lid events as a compensation for the platform triggered ones to form a complete event switches  ;in order to make sure that the platform triggered events can always be reliably delivered to the userspace;"rmmoded directories will be empty and return ""."" and "".."" -- no harm";no harm;Contradicts;0.6978293657302856
