Decision1;Rationale1;Decision2;Rationale2;Relationship;Alpha
applies a few comment and code cleanups to mm/oom_kill.c prior to applying a few small patches to improve cpuset management of memory placement;to improve cpuset management of memory placement;Teach task_will_free_mem to skip over MMF_OOM_REAPED tasks;because they will be unlikely to free anything more;Contradicts;0.7345564961433411
applies a few comment and code cleanups to mm/oom_kill.c prior to applying a few small patches to improve cpuset management of memory placement;to improve cpuset management of memory placement;all paths which bypass the oom killer are now reapable;so they shouldnt lock up the oom killer;Contradicts;0.6642050743103027
applies a few comment and code cleanups to mm/oom_kill.c prior to applying a few small patches to improve cpuset management of memory placement;to improve cpuset management of memory placement;Remove mm->oom_disable_count entirely;its unnecessary and currently buggy;Contradicts;0.9478389620780945
applies a few comment and code cleanups to mm/oom_kill.c prior to applying a few small patches to improve cpuset management of memory placement;to improve cpuset management of memory placement;Rename MMF_OOM_REAPED to MMF_OOM_SKIP;Make it more generic;Contradicts;0.6374332308769226
applies a few comment and code cleanups to mm/oom_kill.c prior to applying a few small patches to improve cpuset management of memory placement;to improve cpuset management of memory placement;kill a bogus PF_DEAD/TASK_DEAD check;bogus PF_DEAD/TASK_DEAD check;Contradicts;0.5090306401252747
applies a few comment and code cleanups to mm/oom_kill.c prior to applying a few small patches to improve cpuset management of memory placement;to improve cpuset management of memory placement;Introduce a new state, TASK_DEAD;to avoid a confusion;Contradicts;0.6326460242271423
applies a few comment and code cleanups to mm/oom_kill.c prior to applying a few small patches to improve cpuset management of memory placement;to improve cpuset management of memory placement;Theres no need to fill the ring buffer with this information;if its already been printed and the condition that triggered the previous OOM killer has not yet been alleviated.;Contradicts;0.5670166611671448
applies a few comment and code cleanups to mm/oom_kill.c prior to applying a few small patches to improve cpuset management of memory placement;to improve cpuset management of memory placement;fix constraint deadlock;constraint deadlock;Contradicts;0.5425630211830139
applies a few comment and code cleanups to mm/oom_kill.c prior to applying a few small patches to improve cpuset management of memory placement;to improve cpuset management of memory placement;prevent oom from killing a process with children/sibling unkillable;fix oom issue;Contradicts;0.5605344176292419
applies a few comment and code cleanups to mm/oom_kill.c prior to applying a few small patches to improve cpuset management of memory placement;to improve cpuset management of memory placement;"OOM killer gives ""BUG: scheduling while atomic"" and the machine hangs";there isnt enough memory, badness() needs to do its PF_SWAPOFF return after the task_unlock;Contradicts;0.5832736492156982
applies a few comment and code cleanups to mm/oom_kill.c prior to applying a few small patches to improve cpuset management of memory placement;to improve cpuset management of memory placement;Create a trivial placeholder <linux/sched/coredump.h> file that just maps to <linux/sched.h>;to make this patch obviously correct and bisectable;Contradicts;0.5555012822151184
applies a few comment and code cleanups to mm/oom_kill.c prior to applying a few small patches to improve cpuset management of memory placement;to improve cpuset management of memory placement;Create a trivial placeholder <linux/sched/mm.h> file;to make this patch obviously correct and bisectable;Contradicts;0.7495309710502625
applies a few comment and code cleanups to mm/oom_kill.c prior to applying a few small patches to improve cpuset management of memory placement;to improve cpuset management of memory placement;We can tolerate a comm being printed that is in the middle of an update;to avoid taking the lock;Contradicts;0.5633593201637268
applies a few comment and code cleanups to mm/oom_kill.c prior to applying a few small patches to improve cpuset management of memory placement;to improve cpuset management of memory placement;Rename mark_tsk_oom_victim() to mark_oom_victim();which is easier on the eye.;Contradicts;0.8080927729606628
applies a few comment and code cleanups to mm/oom_kill.c prior to applying a few small patches to improve cpuset management of memory placement;to improve cpuset management of memory placement;CONFIG_GCOV_KERNEL was turned off for all tests;"my distributed build env didnt work with gcov compiles

Decision: a few more options had to be turned off depending on archs";Contradicts;0.6687723994255066
applies a few comment and code cleanups to mm/oom_kill.c prior to applying a few small patches to improve cpuset management of memory placement;to improve cpuset management of memory placement;use this helper in place of tsk_is_oom_victim;Any context which operates on a remote mm struct should use this helper;Contradicts;0.5077559351921082
applies a few comment and code cleanups to mm/oom_kill.c prior to applying a few small patches to improve cpuset management of memory placement;to improve cpuset management of memory placement;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;Contradicts;0.9971392154693604
applies a few comment and code cleanups to mm/oom_kill.c prior to applying a few small patches to improve cpuset management of memory placement;to improve cpuset management of memory placement;"
Call panic() instead of waking up the OOM reaper
";"
Memory allocation failure for creating the OOM reaper kernel thread";Contradicts;0.5994346737861633
applies a few comment and code cleanups to mm/oom_kill.c prior to applying a few small patches to improve cpuset management of memory placement;to improve cpuset management of memory placement;Giving TIF_MEMDIE only to the main thread and the currently allocating task;To reduce the risk ;Contradicts;0.552270233631134
applies a few comment and code cleanups to mm/oom_kill.c prior to applying a few small patches to improve cpuset management of memory placement;to improve cpuset management of memory placement;Deflate the balloon a bit instead of killing processes;If the resource manager inflated the balloon to a size where memory allocations can not be satisfied anymore, it is better to deflate the balloon a bit;Contradicts;0.7103206515312195
applies a few comment and code cleanups to mm/oom_kill.c prior to applying a few small patches to improve cpuset management of memory placement;to improve cpuset management of memory placement;Give the oom victim access to the memory reserves;That shouldnt be necessary;Contradicts;0.7163117527961731
applies a few comment and code cleanups to mm/oom_kill.c prior to applying a few small patches to improve cpuset management of memory placement;to improve cpuset management of memory placement;Setting the flag for current is not necessary;check and set is not racy;Contradicts;0.7420071959495544
applies a few comment and code cleanups to mm/oom_kill.c prior to applying a few small patches to improve cpuset management of memory placement;to improve cpuset management of memory placement;push the re-check loop out of freeze_processes into check_frozen_processes;to make the code more readable as per Rafael;Contradicts;0.8380426168441772
applies a few comment and code cleanups to mm/oom_kill.c prior to applying a few small patches to improve cpuset management of memory placement;to improve cpuset management of memory placement;Rename try_set_zonelist_oom() to oom_zonelist_trylock() and rename clear_zonelist_oom() to oom_zonelist_unlock();to imply there is proper locking semantics;Contradicts;0.5360171794891357
applies a few comment and code cleanups to mm/oom_kill.c prior to applying a few small patches to improve cpuset management of memory placement;to improve cpuset management of memory placement;signal to the process that no memory exists;given the constraints that the process (or the configuration of the process) has placed on the allocation behavior;Contradicts;0.8497006893157959
applies a few comment and code cleanups to mm/oom_kill.c prior to applying a few small patches to improve cpuset management of memory placement;to improve cpuset management of memory placement;Renames high_zoneidx to highest_zoneidx;Represents more precise meaning;Contradicts;0.8896900415420532
applies a few comment and code cleanups to mm/oom_kill.c prior to applying a few small patches to improve cpuset management of memory placement;to improve cpuset management of memory placement;Have no license information of any form;GPL v2 only;Contradicts;0.8022302389144897
applies a few comment and code cleanups to mm/oom_kill.c prior to applying a few small patches to improve cpuset management of memory placement;to improve cpuset management of memory placement;The MMU_NOTIFY_UNMAP is always the safe default;users of mmu notifier should assume that every for the range is going away when that event happens;Contradicts;0.5066642165184021
applies a few comment and code cleanups to mm/oom_kill.c prior to applying a few small patches to improve cpuset management of memory placement;to improve cpuset management of memory placement;We can trivially add both the oom memcg and task_memcg.;Now that we have a single line for the oom context.;Contradicts;0.6265853643417358
applies a few comment and code cleanups to mm/oom_kill.c prior to applying a few small patches to improve cpuset management of memory placement;to improve cpuset management of memory placement;We dont need to print the debug information for the each task, as well as play with task selection (considering tasks children), so we cant use the existing oom_kill_process();Not mentioned in the sentence;Contradicts;0.6314395666122437
applies a few comment and code cleanups to mm/oom_kill.c prior to applying a few small patches to improve cpuset management of memory placement;to improve cpuset management of memory placement;The oom reaper cannot run on the mm anymore;the munlock is safe to do in exit_mmap();Contradicts;0.7094950675964355
applies a few comment and code cleanups to mm/oom_kill.c prior to applying a few small patches to improve cpuset management of memory placement;to improve cpuset management of memory placement;There is no clear decision in this sentence.;There is no clear rationale in this sentence.;Contradicts;0.6700220704078674
applies a few comment and code cleanups to mm/oom_kill.c prior to applying a few small patches to improve cpuset management of memory placement;to improve cpuset management of memory placement;We are not checking whether the task is frozen;that would be racy and __thaw_task does that already;Contradicts;0.6526027321815491
applies a few comment and code cleanups to mm/oom_kill.c prior to applying a few small patches to improve cpuset management of memory placement;to improve cpuset management of memory placement;Remove the oom_reaper from exit_mmap;make the code easier to read;Contradicts;0.549422025680542
applies a few comment and code cleanups to mm/oom_kill.c prior to applying a few small patches to improve cpuset management of memory placement;to improve cpuset management of memory placement;These tests are no longer necessary;it is now guaranteed that fatal_signal_pending will be set if the code enters ptrace_stop during a coredump;Contradicts;0.6311756372451782
applies a few comment and code cleanups to mm/oom_kill.c prior to applying a few small patches to improve cpuset management of memory placement;to improve cpuset management of memory placement;delete the corresponding comment;it will be checked in oom_unkillable_task();Contradicts;0.8850640654563904
applies a few comment and code cleanups to mm/oom_kill.c prior to applying a few small patches to improve cpuset management of memory placement;to improve cpuset management of memory placement;Kill it and directly access;directly access;Contradicts;0.5167738795280457
applies a few comment and code cleanups to mm/oom_kill.c prior to applying a few small patches to improve cpuset management of memory placement;to improve cpuset management of memory placement;removes PF_OOM_ORIGIN;behavior is equivalent to setting the processs oom_score_adj to OOM_SCORE_ADJ_MAX;Contradicts;0.7701413035392761
applies a few comment and code cleanups to mm/oom_kill.c prior to applying a few small patches to improve cpuset management of memory placement;to improve cpuset management of memory placement;per-cpu pageset statistics are now suppressed;extremely verbose in oom killer output;Contradicts;0.5212292671203613
applies a few comment and code cleanups to mm/oom_kill.c prior to applying a few small patches to improve cpuset management of memory placement;to improve cpuset management of memory placement;skip zombies when iterating tasklist;oom;Contradicts;0.7060713768005371
applies a few comment and code cleanups to mm/oom_kill.c prior to applying a few small patches to improve cpuset management of memory placement;to improve cpuset management of memory placement;Kswapd which sounds like another good fit is not appropriate as well;it might get blocked on locks during reclaim as well;Contradicts;0.7186104655265808
The comment changed in oom_kill.c was seriously misleading;seriously misleading;make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;Contradicts;0.7857457399368286
The comment changed in oom_kill.c was seriously misleading;seriously misleading;kill duplicate OOM_DISABLE check;duplicate;Contradicts;0.6914198398590088
The comment changed in oom_kill.c was seriously misleading;seriously misleading;This patch reintroduces the code removed in 8c5cd6f3;it is obsoleted;Contradicts;0.6880045533180237
The comment changed in oom_kill.c was seriously misleading;seriously misleading;ABI is not broken with userspace applications and allows oom_adj to be deprecated for future removal;This is required;Contradicts;0.6232977509498596
The comment changed in oom_kill.c was seriously misleading;seriously misleading;Killing such a task should be acceptable;it is highly unlikely it has done anything useful because it cannot modify any memory before it calls exec;Contradicts;0.6566998958587646
The comment changed in oom_kill.c was seriously misleading;seriously misleading;This patch causes SysRq+F to always kill an eligible thread;This patch can be used to force a kill even if another oom killed thread has failed to exit.;Contradicts;0.5134674310684204
The comment changed in oom_kill.c was seriously misleading;seriously misleading;Create a trivial placeholder <linux/sched/coredump.h> file that just maps to <linux/sched.h>;to make this patch obviously correct and bisectable;Contradicts;0.5185293555259705
The comment changed in oom_kill.c was seriously misleading;seriously misleading;Create a trivial placeholder <linux/sched/mm.h> file;to make this patch obviously correct and bisectable;Contradicts;0.5106028914451599
The comment changed in oom_kill.c was seriously misleading;seriously misleading;We can tolerate a comm being printed that is in the middle of an update;to avoid taking the lock;Contradicts;0.8766393065452576
The comment changed in oom_kill.c was seriously misleading;seriously misleading;Im fairly confident about the coverage of this conversion patch;Given the fact that I had only a couple of failures from tests on step 6;Contradicts;0.8396530151367188
The comment changed in oom_kill.c was seriously misleading;seriously misleading;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;Contradicts;0.7810201048851013
The comment changed in oom_kill.c was seriously misleading;seriously misleading;Giving TIF_MEMDIE only to the main thread and the currently allocating task;To reduce the risk ;Contradicts;0.5594018697738647
The comment changed in oom_kill.c was seriously misleading;seriously misleading;Setting the flag for current is not necessary;check and set is not racy;Contradicts;0.5016074776649475
The comment changed in oom_kill.c was seriously misleading;seriously misleading;push the re-check loop out of freeze_processes into check_frozen_processes;to make the code more readable as per Rafael;Contradicts;0.5434077978134155
The comment changed in oom_kill.c was seriously misleading;seriously misleading;Have no license information of any form;GPL v2 only;Contradicts;0.6112967133522034
The comment changed in oom_kill.c was seriously misleading;seriously misleading;The MMU_NOTIFY_UNMAP is always the safe default;users of mmu notifier should assume that every for the range is going away when that event happens;Contradicts;0.5712825059890747
The comment changed in oom_kill.c was seriously misleading;seriously misleading;An admin can easily get the full oom context at a single line;makes parsing much easier;Contradicts;0.8548235297203064
The comment changed in oom_kill.c was seriously misleading;seriously misleading;It is always allowed to adjust /proc/pid/oom_score_adj;If any CAP_SYS_ADMIN process would like to be biased against;Contradicts;0.514496386051178
Use printk_ratelimit();to quieten it;has_intersects_mems_allowed() should use while_each_thread();has own thread iterate logic;Contradicts;0.5166600942611694
Use printk_ratelimit();to quieten it;oom_kill_process() needs to check that p is unkillable;needs to check that p is unkillable;Contradicts;0.520993173122406
Use printk_ratelimit();to quieten it;Remove mm->oom_disable_count entirely;its unnecessary and currently buggy;Contradicts;0.5298246145248413
Use printk_ratelimit();to quieten it;We now take callback_mutex after iterating through the zonelist;we dont need it yet;Contradicts;0.9149708151817322
Use printk_ratelimit();to quieten it;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;Contradicts;0.9071820378303528
Use printk_ratelimit();to quieten it;"
Call panic() instead of waking up the OOM reaper
";"
Memory allocation failure for creating the OOM reaper kernel thread";Contradicts;0.9045703411102295
Use printk_ratelimit();to quieten it;It is better to simply test for intersection between the tasks mems_allowed in their task descriptors;It is better;Contradicts;0.7031263709068298
Use printk_ratelimit();to quieten it;push the re-check loop out of freeze_processes into check_frozen_processes;to make the code more readable as per Rafael;Contradicts;0.543936014175415
Use printk_ratelimit();to quieten it;oom_kill: has_intersects_mems_allowed() needs rcu_read_lock();rcu_read_lock() is needed for has_intersects_mems_allowed();Contradicts;0.5537917017936707
Use printk_ratelimit();to quieten it;use N_MEMORY instead;handle with the nodes which have memory,;Contradicts;0.8871060609817505
Use printk_ratelimit();to quieten it;We dont need to print the debug information for the each task, as well as play with task selection (considering tasks children), so we cant use the existing oom_kill_process();Not mentioned in the sentence;Contradicts;0.5353772640228271
Use printk_ratelimit();to quieten it;We are not checking whether the task is frozen;that would be racy and __thaw_task does that already;Contradicts;0.5771154761314392
Use printk_ratelimit();to quieten it;Adding a set_freezable() call;will clear the PF_NOFREEZE flag and thus make the OOM reaper visible to the freezer;Contradicts;0.711043119430542
Use printk_ratelimit();to quieten it;The order of the tests have been switched and capable() is used instead;smack_setprocattr() rejected accesses to tasks other than current just after calling __capable();Contradicts;0.8606225252151489
Use printk_ratelimit();to quieten it;The fix is to remove __show_mem() and add its argument to show_mem() in all implementations;to prevent this breakage;Contradicts;0.5381954908370972
Provides more debug info when the system is OOM;More debug info, system is OOM;This patch causes SysRq+F to always kill an eligible thread;This patch can be used to force a kill even if another oom killed thread has failed to exit.;Contradicts;0.7998629808425903
Provides more debug info when the system is OOM;More debug info, system is OOM;Theres no need to emit any warning about the oom condition if the thread is already exiting;since it will not be killed;Contradicts;0.6442437767982483
Provides more debug info when the system is OOM;More debug info, system is OOM;CONFIG_GCOV_KERNEL was turned off for all tests;"my distributed build env didnt work with gcov compiles

Decision: a few more options had to be turned off depending on archs";Contradicts;0.6010898351669312
Provides more debug info when the system is OOM;More debug info, system is OOM;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;Contradicts;0.8926007151603699
Provides more debug info when the system is OOM;More debug info, system is OOM;Setting the flag for current is not necessary;check and set is not racy;Contradicts;0.609906017780304
Provides more debug info when the system is OOM;More debug info, system is OOM;Reduce the race window by checking all tasks after OOM killer has been disabled;checking all tasks after OOM killer has been disabled;Contradicts;0.5750814080238342
Provides more debug info when the system is OOM;More debug info, system is OOM;push the re-check loop out of freeze_processes into check_frozen_processes;to make the code more readable as per Rafael;Contradicts;0.5460839867591858
Provides more debug info when the system is OOM;More debug info, system is OOM;Have no license information of any form;GPL v2 only;Contradicts;0.9212200045585632
Provides more debug info when the system is OOM;More debug info, system is OOM;We dont need to print the debug information for the each task, as well as play with task selection (considering tasks children), so we cant use the existing oom_kill_process();Not mentioned in the sentence;Contradicts;0.6193762421607971
Provides more debug info when the system is OOM;More debug info, system is OOM;We are not checking whether the task is frozen;that would be racy and __thaw_task does that already;Contradicts;0.580325722694397
Provides more debug info when the system is OOM;More debug info, system is OOM;These tests are no longer necessary;it is now guaranteed that fatal_signal_pending will be set if the code enters ptrace_stop during a coredump;Contradicts;0.6543401479721069
Provides more debug info when the system is OOM;More debug info, system is OOM;The fix is to remove __show_mem() and add its argument to show_mem() in all implementations;to prevent this breakage;Contradicts;0.5806273818016052
Provides more debug info when the system is OOM;More debug info, system is OOM;This patch causes only memory information to be displayed for nodes that are allowed by currents cpuset when dumping the VM state;to prevent verbosity that can be harmful and cause other important messages to be scrolled from the kernel log and incur a significant time delay;Contradicts;0.8007947206497192
make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;oom_kill_process() needs to check that p is unkillable;needs to check that p is unkillable;Contradicts;0.514635443687439
make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;dont try to kill oom_unkillable child;oom_unkillable;Contradicts;0.5859793424606323
make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;This patch reintroduces the code removed in 8c5cd6f3;it is obsoleted;Contradicts;0.655624270439148
make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;Issue a SIGKILL to any thread sharing the same mm;Were safe;Contradicts;0.9225598573684692
make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;Preventing the livelock;caring more about preventing the livelock;Contradicts;0.5134401917457581
make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;Filter the tasklist dump to only those tasks that are eligible for oom kill.;Those tasks that are eligible for oom kill.;Contradicts;0.606108546257019
make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;This patch ensures that the badness score of any eligible task is never 0;so the machine doesnt unnecessarily panic because it cannot find a task to kill.;Contradicts;0.6475167870521545
make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;KDE or GNOME is chosen for oom kill on desktop systems;help specifically in cases where;Contradicts;0.8271818161010742
make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;ABI is not broken with userspace applications and allows oom_adj to be deprecated for future removal;This is required;Contradicts;0.9264863133430481
make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;Teach task_will_free_mem to skip over MMF_OOM_REAPED tasks;because they will be unlikely to free anything more;Contradicts;0.5673384070396423
make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;Killing such a task should be acceptable;it is highly unlikely it has done anything useful because it cannot modify any memory before it calls exec;Contradicts;0.8488796949386597
make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;Fix this by making the type signed and return 1, meaning the thread is still eligible for kill, if the value is negative.;making the type signed and return 1, meaning the thread is still eligible for kill, if the value is negative;Contradicts;0.8987082242965698
make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;force oom kill on sysrq+f;oom;Contradicts;0.968532383441925
make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;This patch causes SysRq+F to always kill an eligible thread;This patch can be used to force a kill even if another oom killed thread has failed to exit.;Contradicts;0.9838082194328308
make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;silently return the oom killer;its only giving access to memory reserves and is otherwise a no-op;Contradicts;0.6230158805847168
make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;fold oom_kill_task() into its parent function, oom_kill_process();oom_kill_task() has a single caller;Contradicts;0.6087995767593384
make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;Remove mm->oom_disable_count entirely;its unnecessary and currently buggy;Contradicts;0.7511710524559021
make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;Remove the count;Its better to remove the count;Contradicts;0.5449900031089783
make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;Instead of special casing all the possible situations between PF_EXITING getting set and a thread detaching its mm where it may allocate memory, the solution is to give all exiting threads access to memory reserves if they call the oom killer;which probably wouldnt get updated when a change is made to the exit path;Contradicts;0.9075447916984558
make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;remove deprecated oom_adj;deprecated;Contradicts;0.5943536758422852
make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;not invoke OOM killer as much as possible;there is simply no reliable way to detect whether more reclaim retries make sense;Contradicts;0.7863723635673523
make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;Lets get rid of the signal_struct counter;We do not need it anymore;Contradicts;0.5305875539779663
make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;This patch removes the cpuset_zone_allowed() call;to force the caller to explicitly choose between the hardwall and the softwall case;Contradicts;0.5189833045005798
make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;Dont cause all threads in all other thread groups to gain TIF_MEMDIE;otherwise well get a thundering herd eating our memory reserve;Contradicts;0.6152323484420776
make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;Introduce a new state, TASK_DEAD;to avoid a confusion;Contradicts;0.6580360531806946
make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;Introduce is_init;to capture this case;Contradicts;0.5291327834129333
make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;Tasks that do not have an intersection in their mems_allowed with the current task are not explicitly restricted from being OOM killed;it is quite possible that the candidate task has allocated memory there before and has since changed its mems_allowed.;Contradicts;0.513511598110199
make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;Theres no need to fill the ring buffer with this information;if its already been printed and the condition that triggered the previous OOM killer has not yet been alleviated.;Contradicts;0.5055822730064392
make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;Adds a new sysctl, oom_kill_allocating_task;which will automatically kill the OOM-triggering task instead of scanning through the tasklist to find a memory-hogging target;Contradicts;0.9211438894271851
make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;Fixes a deadlock in the OOM killer for allocations that are not __GFP_HARDWALL;deadlock in the OOM killer for allocations that are not __GFP_HARDWALL;Contradicts;0.6444045305252075
make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;We now take callback_mutex after iterating through the zonelist;we dont need it yet;Contradicts;0.5995673537254333
make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;kill those individual threads;When finding other threads that share an mm with that task;Contradicts;0.5201002955436707
make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;"OOM killer gives ""BUG: scheduling while atomic"" and the machine hangs";there isnt enough memory, badness() needs to do its PF_SWAPOFF return after the task_unlock;Contradicts;0.6129381060600281
make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;CONFIG_MMU=n doesnt have oom reaper so lets stick to the original ALLOC_NO_WATERMARKS approach;CONFIG_MMU=n doesnt have oom reaper;Contradicts;0.7736890316009521
make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;Add printk to both oom_killer_{enable,disable};Help distinguish first case from the second;Contradicts;0.5589573979377747
make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;Create a trivial placeholder <linux/sched/coredump.h> file that just maps to <linux/sched.h>;to make this patch obviously correct and bisectable;Contradicts;0.5344921350479126
make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;Get rid of this hardcoded behavior;push the allocation mask down the show_mem path and use it instead of cpuset_current_mems_allowed;Contradicts;0.7696573138237
make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;We can tolerate a comm being printed that is in the middle of an update;to avoid taking the lock;Contradicts;0.8052539229393005
make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;Avoid panicking the system for sysrq+f when no processes are killed;no processes are killed;Contradicts;0.6528230905532837
make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;Replace both locking schemes with a single global mutex serializing OOM kills regardless of context.;regardless of context;Contradicts;0.7904558777809143
make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;Rename mark_tsk_oom_victim() to mark_oom_victim();which is easier on the eye.;Contradicts;0.5499014258384705
make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;CONFIG_GCOV_KERNEL was turned off for all tests;"my distributed build env didnt work with gcov compiles

Decision: a few more options had to be turned off depending on archs";Contradicts;0.8247938752174377
make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;Fix node-oriented allocation handling in oom-kill.c;bugfix;Contradicts;0.5449724197387695
make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;This patch displays the oom killer header whenever it panics;bug reports can include pertinent information to debug the issue, if possible;Contradicts;0.808784544467926
make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;Contradicts;0.9285837411880493
make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;Simplification of both alloc_warn() and dump_header() and getting rid of pr_cont altogether;Allows simplification;Contradicts;0.5866101384162903
