Decision1;Rationale1;Decision2;Rationale2;Relationship;Alpha;similarity_rationales
This patch enables configuring a system so that a runaway job under one mem_exclusive cpuset cannot cause the killing of a job in another such cpuset that might be using very high compute and memory resources for a prolonged time.;prevent a runaway job in one cpuset from killing a job in another cpuset that is using high compute and memory resources for a prolonged time.;kill the current process;this is a constrained allocation and we should (kill the current process);Contradicts;0.9351270794868468;0.4473336637020111
This patch enables configuring a system so that a runaway job under one mem_exclusive cpuset cannot cause the killing of a job in another such cpuset that might be using very high compute and memory resources for a prolonged time.;prevent a runaway job in one cpuset from killing a job in another cpuset that is using high compute and memory resources for a prolonged time.;There is no clear decision in this sentence.;There is no clear rationale in this sentence.;Contradicts;0.928763747215271;0.20225366950035095
Tweaking /proc/<pid>/oom_adj is not ideal;if the big research project really does run amuck allocating memory, it should be shot, not some other task outside the research projects mem_exclusive cpuset;We can tolerate a comm being printed that is in the middle of an update;to avoid taking the lock;Contradicts;0.9225919246673584;0.2971974015235901
Tweaking /proc/<pid>/oom_adj is not ideal;if the big research project really does run amuck allocating memory, it should be shot, not some other task outside the research projects mem_exclusive cpuset;It is always allowed to adjust /proc/pid/oom_score_adj;If any CAP_SYS_ADMIN process would like to be biased against;Contradicts;0.997624695301056;0.4849392771720886
extend the use of the mem_exclusive flag of cpusets to manage such scenarios;manage such scenarios;Get rid of this hardcoded behavior;push the allocation mask down the show_mem path and use it instead of cpuset_current_mems_allowed;Contradicts;0.9701551795005798;0.22892937064170837
extend the use of the mem_exclusive flag of cpusets to manage such scenarios;manage such scenarios;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;Contradicts;0.9396225214004515;0.669535756111145
applies a few comment and code cleanups to mm/oom_kill.c prior to applying a few small patches to improve cpuset management of memory placement;to improve cpuset management of memory placement;make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;Contradicts;0.9171719551086426;0.44905832409858704
applies a few comment and code cleanups to mm/oom_kill.c prior to applying a few small patches to improve cpuset management of memory placement;to improve cpuset management of memory placement;Remove mm->oom_disable_count entirely;its unnecessary and currently buggy;Contradicts;0.9478389620780944;0.18726828694343567
applies a few comment and code cleanups to mm/oom_kill.c prior to applying a few small patches to improve cpuset management of memory placement;to improve cpuset management of memory placement;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;Contradicts;0.9971392154693604;0.47632652521133423
Use printk_ratelimit();to quieten it;We now take callback_mutex after iterating through the zonelist;we dont need it yet;Contradicts;0.9149708151817322;0.7414597272872925
Use printk_ratelimit();to quieten it;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;Contradicts;0.9071820378303528;0.6589586138725281
Use printk_ratelimit();to quieten it;"
Call panic() instead of waking up the OOM reaper
";"
Memory allocation failure for creating the OOM reaper kernel thread";Contradicts;0.9045703411102296;0.2846100926399231
Provides more debug info when the system is OOM;More debug info, system is OOM;Have no license information of any form;GPL v2 only;Contradicts;0.9212200045585632;0.4198616147041321
make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;Issue a SIGKILL to any thread sharing the same mm;Were safe;Contradicts;0.9225598573684692;0.38195300102233887
make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;ABI is not broken with userspace applications and allows oom_adj to be deprecated for future removal;This is required;Contradicts;0.926486313343048;0.4352397322654724
make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;force oom kill on sysrq+f;oom;Contradicts;0.968532383441925;0.1772514432668686
make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;This patch causes SysRq+F to always kill an eligible thread;This patch can be used to force a kill even if another oom killed thread has failed to exit.;Contradicts;0.9838082194328308;0.6323288679122925
make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;Instead of special casing all the possible situations between PF_EXITING getting set and a thread detaching its mm where it may allocate memory, the solution is to give all exiting threads access to memory reserves if they call the oom killer;which probably wouldnt get updated when a change is made to the exit path;Contradicts;0.9075447916984558;0.35249847173690796
make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;Adds a new sysctl, oom_kill_allocating_task;which will automatically kill the OOM-triggering task instead of scanning through the tasklist to find a memory-hogging target;Contradicts;0.9211438894271852;0.481751024723053
make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;Contradicts;0.9285837411880492;0.4647562503814697
make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;Ensure that a non-NULL zonelist is always passed to the oom killer.;to always pass a non-NULL zonelist to the oom killer.;Contradicts;0.9179094433784484;0.690596342086792
make the magical value of -17 in /proc/<pid>/oom_adj defeat the oom-killer altogether;iscsi/lvm2/multipath needs guaranteed protection from the oom-killer;Permit the OOM reaper on mlocked vmas;No fear of blocking on all those page locks anymore;Contradicts;0.9664448499679564;0.5291460752487183
consider vfork();we dont have any reason;"
Call panic() instead of waking up the OOM reaper
";"
Memory allocation failure for creating the OOM reaper kernel thread";Contradicts;0.9032042622566224;0.26208314299583435
cleanup has_intersects_mems_allowed();oom;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;Contradicts;0.961542546749115;0.5794790983200073
kill duplicate OOM_DISABLE check;duplicate;This patch avoids killing current in such a condition and simply falls back to the tasklist scan.;memory still needs to be freed;Contradicts;0.9616995453834534;0.5025919675827026
kill duplicate OOM_DISABLE check;duplicate;We can tolerate a comm being printed that is in the middle of an update;to avoid taking the lock;Contradicts;0.9295799732208252;0.5172664523124695
kill duplicate OOM_DISABLE check;duplicate;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;Contradicts;0.9455313682556152;0.5319722890853882
oom_kill_process() needs to check that p is unkillable;needs to check that p is unkillable;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;Contradicts;0.9552862048149108;0.5185385346412659
oom_kill_process() needs to check that p is unkillable;needs to check that p is unkillable;Simplification of both alloc_warn() and dump_header() and getting rid of pr_cont altogether;Allows simplification;Contradicts;0.9206472039222716;0.5340383052825928
dont try to kill oom_unkillable child;oom_unkillable;Killing such a task should be acceptable;it is highly unlikely it has done anything useful because it cannot modify any memory before it calls exec;Contradicts;0.9920228719711304;0.5483670830726624
dont try to kill oom_unkillable child;oom_unkillable;Instead of special casing all the possible situations between PF_EXITING getting set and a thread detaching its mm where it may allocate memory, the solution is to give all exiting threads access to memory reserves if they call the oom killer;which probably wouldnt get updated when a change is made to the exit path;Contradicts;0.9051265716552734;0.619225263595581
dont try to kill oom_unkillable child;oom_unkillable;Kill it and directly access;directly access;Contradicts;0.9846404790878296;0.5492734909057617
Fix it.;Fixes;We can tolerate a comm being printed that is in the middle of an update;to avoid taking the lock;Contradicts;0.9506991505622864;0.5563599467277527
Fold __out_of_memory() into out_of_memory() and add a comment about locking for its call to oom_kill_process();__out_of_memory() only has a single caller;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;Contradicts;0.9529120922088624;0.4641072750091553
Fold __out_of_memory() into out_of_memory() and add a comment about locking for its call to oom_kill_process();__out_of_memory() only has a single caller;Renames high_zoneidx to highest_zoneidx;Represents more precise meaning;Contradicts;0.9072422981262208;0.29480069875717163
Fold __out_of_memory() into out_of_memory() and add a comment about locking for its call to oom_kill_process();__out_of_memory() only has a single caller;delete the corresponding comment;it will be checked in oom_unkillable_task();Contradicts;0.9446593523025512;0.5160759091377258
Remove the redundancy in __oom_kill_task();redundancy;We can tolerate a comm being printed that is in the middle of an update;to avoid taking the lock;Contradicts;0.9072669148445128;0.4862862825393677
Remove the redundancy in __oom_kill_task();redundancy;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;Contradicts;0.9576603770256042;0.5704202651977539
fix a call to dump_header() where tasklist_lock is not read-locked;tasklist_lock is not read-locked, as required;We can tolerate a comm being printed that is in the middle of an update;to avoid taking the lock;Contradicts;0.9155205488204956;0.7241931557655334
"scan the tasklist for nodes that are allowed to allocate on currents set of nodes and kill the task with the highest badness() score
";it is better to allocate resources to tasks with a lower score and remove tasks with the highest badness() score.;save roots task;better to save;Contradicts;0.9393123388290404;0.7170867919921875
"scan the tasklist for nodes that are allowed to allocate on currents set of nodes and kill the task with the highest badness() score
";it is better to allocate resources to tasks with a lower score and remove tasks with the highest badness() score.;Replace both locking schemes with a single global mutex serializing OOM kills regardless of context.;regardless of context;Contradicts;0.9010602831840516;0.1697644144296646
"scan the tasklist for nodes that are allowed to allocate on currents set of nodes and kill the task with the highest badness() score
";it is better to allocate resources to tasks with a lower score and remove tasks with the highest badness() score.;CONFIG_GCOV_KERNEL was turned off for all tests;"my distributed build env didnt work with gcov compiles

Decision: a few more options had to be turned off depending on archs";Contradicts;0.9363425970077516;0.39085572957992554
"scan the tasklist for nodes that are allowed to allocate on currents set of nodes and kill the task with the highest badness() score
";it is better to allocate resources to tasks with a lower score and remove tasks with the highest badness() score.;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;Contradicts;0.9369191527366638;0.3567129075527191
"scan the tasklist for nodes that are allowed to allocate on currents set of nodes and kill the task with the highest badness() score
";it is better to allocate resources to tasks with a lower score and remove tasks with the highest badness() score.;Setting the flag for current is not necessary;check and set is not racy;Contradicts;0.9496417045593262;0.3350146412849426
"scan the tasklist for nodes that are allowed to allocate on currents set of nodes and kill the task with the highest badness() score
";it is better to allocate resources to tasks with a lower score and remove tasks with the highest badness() score.;We are not checking whether the task is frozen;that would be racy and __thaw_task does that already;Contradicts;0.9438066482543944;0.5061671137809753
"scan the tasklist for nodes that are allowed to allocate on currents set of nodes and kill the task with the highest badness() score
";it is better to allocate resources to tasks with a lower score and remove tasks with the highest badness() score.;Give it access to memory reserves with a higher scheduling priority;so that it may quickly exit and free its memory;Contradicts;0.9410224556922911;0.5368397235870361
the most memory-hogging task, or the one configured by the user with /proc/pid/oom_adj, is always selected in such scenarios;This ensures;signal to the process that no memory exists;given the constraints that the process (or the configuration of the process) has placed on the allocation behavior;Contradicts;0.956520676612854;0.5053021311759949
Use a sane heuristic, ensure that killing a task would likely free memory for current and avoid needlessly killing others at all costs;To use a sane heuristic, ensure that killing a task would likely free memory for current and avoid needlessly killing others at all costs because their potential memory freeing is unknown;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;Contradicts;0.9141089916229248;0.30251771211624146
Use a sane heuristic, ensure that killing a task would likely free memory for current and avoid needlessly killing others at all costs;To use a sane heuristic, ensure that killing a task would likely free memory for current and avoid needlessly killing others at all costs because their potential memory freeing is unknown;Kill it and directly access;directly access;Contradicts;0.9057732820510864;0.05454641580581665
MADV_COLD can be used by a process to mark a memory range as not expected to be used in the near future;not expected to be used in the near future;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;Contradicts;0.9931730628013612;0.4827367961406708
deciding which pages to evict early during memory pressure;The hint can help kernel in early eviction during memory pressure;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;Contradicts;0.9116172194480896;0.41382062435150146
It moves active file page -> inactive file LRU, active anon page -> inactive anon LRU;MADV_FREE doesnt move active anonymous pages to inactive file LRUs head, because MADV_COLD is a little bit different semantic.;CONFIG_GCOV_KERNEL was turned off for all tests;"my distributed build env didnt work with gcov compiles

Decision: a few more options had to be turned off depending on archs";Contradicts;0.9136754870414734;0.7201592922210693
It moves active file page -> inactive file LRU, active anon page -> inactive anon LRU;MADV_FREE doesnt move active anonymous pages to inactive file LRUs head, because MADV_COLD is a little bit different semantic.;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;Contradicts;0.938182294368744;0.31375613808631897
MADV_FREE means its okay to discard when the memory pressure because the content of the page is garbage so freeing such pages is almost zero overhead;we dont need to swap out and access afterward causes just minor fault;Enforce the API to always work on the current;There are no users of exit_oom_victim on !current task anymore;Contradicts;0.9034539461135864;0.6912137269973755
MADV_FREE means its okay to discard when the memory pressure because the content of the page is garbage so freeing such pages is almost zero overhead;we dont need to swap out and access afterward causes just minor fault;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;Contradicts;0.9950359463691713;0.5823999047279358
reclaiming them requires swap-out/in in the end;its bigger cost;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;Contradicts;0.9097198843955994;0.3873930275440216
Print oom_score_adj value for the OOM Killed process to document what the oom score adjust value was at the time the process was OOM Killed ;To document what the oom score adjust value was at the time the process was OOM Killed;Theres no need to fill the ring buffer with this information;if its already been printed and the condition that triggered the previous OOM killer has not yet been alleviated.;Contradicts;0.9895562529563904;0.628413200378418
Print oom_score_adj value for the OOM Killed process to document what the oom score adjust value was at the time the process was OOM Killed ;To document what the oom score adjust value was at the time the process was OOM Killed;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;Contradicts;0.9322550296783448;0.39409685134887695
Print oom_score_adj value for the OOM Killed process to document what the oom score adjust value was at the time the process was OOM Killed ;To document what the oom score adjust value was at the time the process was OOM Killed;use N_MEMORY instead;handle with the nodes which have memory,;Contradicts;0.9425869584083556;0.4311906397342682
Print oom_score_adj value for the OOM Killed process to document what the oom score adjust value was at the time the process was OOM Killed ;To document what the oom score adjust value was at the time the process was OOM Killed;Have no license information of any form;GPL v2 only;Contradicts;0.9942891597747804;0.29422882199287415
Users, especially system administrators, will find it useful to immediately see the UID of the process;it useful to immediately see the UID of the process;lets wait for it to actually happen in real life before we make the locking more complex again;Although this is possible in principle;Contradicts;0.933809220790863;0.7100688219070435
remove redundant OOM score normalization in select_bad_process();redundant OOM score normalization;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;Contradicts;0.9601075053215028;0.5691930055618286
remove redundant OOM score normalization in select_bad_process();redundant OOM score normalization;It is always allowed to adjust /proc/pid/oom_score_adj;If any CAP_SYS_ADMIN process would like to be biased against;Contradicts;0.9162005186080932;0.5604156851768494
remove redundant OOM score normalization in select_bad_process();redundant OOM score normalization;The fix is to remove __show_mem() and add its argument to show_mem() in all implementations;to prevent this breakage;Contradicts;0.9159671664237976;0.5358348488807678
mem_cgroup_scan_tasks() can use CSS_TASK_ITER_PROCS in order to check only one thread from each thread group;"Since commit c03cd7738a83 (""cgroup: Include dying leaders with live threads in PROCS iterations"") corrected how CSS_TASK_ITER_PROCS works";Remove mm->oom_disable_count entirely;its unnecessary and currently buggy;Contradicts;0.9248720407485962;0.21011529862880707
mem_cgroup_scan_tasks() can use CSS_TASK_ITER_PROCS in order to check only one thread from each thread group;"Since commit c03cd7738a83 (""cgroup: Include dying leaders with live threads in PROCS iterations"") corrected how CSS_TASK_ITER_PROCS works";The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;Contradicts;0.9189197421073914;0.2760796844959259
mem_cgroup_scan_tasks() can use CSS_TASK_ITER_PROCS in order to check only one thread from each thread group;"Since commit c03cd7738a83 (""cgroup: Include dying leaders with live threads in PROCS iterations"") corrected how CSS_TASK_ITER_PROCS works";push the re-check loop out of freeze_processes into check_frozen_processes;to make the code more readable as per Rafael;Contradicts;0.9063016176223756;0.3219446539878845
mem_cgroup_scan_tasks() can use CSS_TASK_ITER_PROCS in order to check only one thread from each thread group;"Since commit c03cd7738a83 (""cgroup: Include dying leaders with live threads in PROCS iterations"") corrected how CSS_TASK_ITER_PROCS works";Renames high_zoneidx to highest_zoneidx;Represents more precise meaning;Contradicts;0.9021994471549988;0.15672940015792847
fix uninitialized oc->constraint;uninitialized;We can tolerate a comm being printed that is in the middle of an update;to avoid taking the lock;Contradicts;0.9463487863540648;0.6511762738227844
oom_kill_task() will kill them anyway;t->mm == NULL doesnt really matter;We can tolerate a comm being printed that is in the middle of an update;to avoid taking the lock;Contradicts;0.9049578309059144;0.6535994410514832
This patch reintroduces the code removed in 8c5cd6f3;it is obsoleted;Get rid of this hardcoded behavior;push the allocation mask down the show_mem path and use it instead of cpuset_current_mems_allowed;Contradicts;0.91290944814682;0.35368403792381287
Issue a SIGKILL to any thread sharing the same mm;Were safe;This patch avoids killing current in such a condition and simply falls back to the tasklist scan.;memory still needs to be freed;Contradicts;0.9684728980064392;0.49878746271133423
Issue a SIGKILL to any thread sharing the same mm;Were safe;We can tolerate a comm being printed that is in the middle of an update;to avoid taking the lock;Contradicts;0.9363452196121216;0.5085208415985107
Preventing the livelock;caring more about preventing the livelock;It will trigger an OOM livelock;if its parent is unable to reap it due to doing an allocation and waiting for the OOM killer to kill it;Contradicts;0.906271517276764;0.5097132325172424
avoid killing a task if a thread sharing its mm cannot be killed;a thread sharing its mm cannot be killed;Killing such a task should be acceptable;it is highly unlikely it has done anything useful because it cannot modify any memory before it calls exec;Contradicts;0.9202899932861328;0.6458963751792908
avoid killing a task if a thread sharing its mm cannot be killed;a thread sharing its mm cannot be killed;This patch causes SysRq+F to always kill an eligible thread;This patch can be used to force a kill even if another oom killed thread has failed to exit.;Contradicts;0.9114421010017396;0.5517367720603943
avoid killing a task if a thread sharing its mm cannot be killed;a thread sharing its mm cannot be killed;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;Contradicts;0.9684464931488036;0.5118328332901001
Filter the tasklist dump to only those tasks that are eligible for oom kill.;Those tasks that are eligible for oom kill.;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;Contradicts;0.9809746742248536;0.48859745264053345
Filter the tasklist dump to only those tasks that are eligible for oom kill.;Those tasks that are eligible for oom kill.;None ;more pointed memcg page statistics for memcg-oom and take hierarchy into consideration;Contradicts;0.9103249311447144;0.44383981823921204
This patch ensures that the badness score of any eligible task is never 0;so the machine doesnt unnecessarily panic because it cannot find a task to kill.;Get rid of this hardcoded behavior;push the allocation mask down the show_mem path and use it instead of cpuset_current_mems_allowed;Contradicts;0.9004099369049072;0.3061453402042389
This patch ensures that the badness score of any eligible task is never 0;so the machine doesnt unnecessarily panic because it cannot find a task to kill.;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;Contradicts;0.9204038977622986;0.2988651990890503
save roots task;better to save;kill those individual threads;When finding other threads that share an mm with that task;Contradicts;0.920467495918274;0.4046308994293213
ABI is not broken with userspace applications and allows oom_adj to be deprecated for future removal;This is required;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;Contradicts;0.9855388402938844;0.5246537923812866
Remove this dubious PF_EXITING check;dubious;We can tolerate a comm being printed that is in the middle of an update;to avoid taking the lock;Contradicts;0.9678029417991638;0.6030383706092834
giving the dying task an even higher priority;to be sure it will be scheduled sooner and free the desired memory;to avoid boosting the dying task priority in case of mem_cgroup OOM;Another good suggestion implemented here;Contradicts;0.9701312780380248;0.6138247847557068
giving the dying task an even higher priority;to be sure it will be scheduled sooner and free the desired memory;This patch avoids killing current in such a condition and simply falls back to the tasklist scan.;memory still needs to be freed;Contradicts;0.9638588428497314;0.5694321393966675
to avoid boosting the dying task priority in case of mem_cgroup OOM;Another good suggestion implemented here;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;Contradicts;0.9093525409698486;0.6853006482124329
to avoid boosting the dying task priority in case of mem_cgroup OOM;Another good suggestion implemented here;improve that even further;there is a common pattern to do a range lookup first and then do something about that;Contradicts;0.9647380709648132;0.5565631985664368
deduplicate victim selection code for memcg and global oom;improve code efficiency and maintainability;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;Contradicts;0.9395585656166076;0.624091386795044
fix uninitialized ret in task_will_free_mem();uninitialized ret in task_will_free_mem();We can tolerate a comm being printed that is in the middle of an update;to avoid taking the lock;Contradicts;0.935595154762268;0.628041684627533
fix uninitialized ret in task_will_free_mem();uninitialized ret in task_will_free_mem();The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;Contradicts;0.9070180058479308;0.6527209281921387
hide the mm from the oom killer by setting MMF_OOM_REAPED flag for it;help forward progress for the OOM killer;Teach task_will_free_mem to skip over MMF_OOM_REAPED tasks;because they will be unlikely to free anything more;Contradicts;0.9196491241455078;0.3717186152935028
hide the mm from the oom killer by setting MMF_OOM_REAPED flag for it;help forward progress for the OOM killer;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;Contradicts;0.9666697978973388;0.4506945013999939
hide the mm from the oom killer by setting MMF_OOM_REAPED flag for it;help forward progress for the OOM killer;An admin can easily get the full oom context at a single line;makes parsing much easier;Contradicts;0.9888556599617004;0.3851701021194458
hide the mm from the oom killer by setting MMF_OOM_REAPED flag for it;help forward progress for the OOM killer;Kill it and directly access;directly access;Contradicts;0.96465665102005;0.3785098195075989
set MMF_OOM_REAPED to hide this mm from the oom killer completely;hide this mm from the oom killer completely;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;Contradicts;0.980414867401123;0.2576318383216858
set MMF_OOM_REAPED to hide this mm from the oom killer completely;hide this mm from the oom killer completely;An admin can easily get the full oom context at a single line;makes parsing much easier;Contradicts;0.9637911915779114;0.11322566866874695
set MMF_OOM_REAPED to hide this mm from the oom killer completely;hide this mm from the oom killer completely;Kill it and directly access;directly access;Contradicts;0.9239727258682252;0.18104960024356842
set MMF_OOM_REAPED to hide this mm from the oom killer completely;hide this mm from the oom killer completely;removes PF_OOM_ORIGIN;behavior is equivalent to setting the processs oom_score_adj to OOM_SCORE_ADJ_MAX;Contradicts;0.9602887630462646;0.2256835401058197
Teach task_will_free_mem to skip over MMF_OOM_REAPED tasks;because they will be unlikely to free anything more;we must not skip this process;because its sub-thread originated the coredump;Contradicts;0.9313011169433594;0.27515724301338196
Teach task_will_free_mem to skip over MMF_OOM_REAPED tasks;because they will be unlikely to free anything more;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;Contradicts;0.928740382194519;0.4327395558357239
Teach task_will_free_mem to skip over MMF_OOM_REAPED tasks;because they will be unlikely to free anything more;An admin can easily get the full oom context at a single line;makes parsing much easier;Contradicts;0.9512616991996764;0.4038890600204468
replace try_oom_reaper by wake_oom_reaper;task_will_free_mem implies the task is reapable now;"
Call panic() instead of waking up the OOM reaper
";"
Memory allocation failure for creating the OOM reaper kernel thread";Contradicts;0.9584692120552064;0.18047299981117249
all paths which bypass the oom killer are now reapable;so they shouldnt lock up the oom killer;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;Contradicts;0.9884097576141356;0.3564581871032715
Killing such a task should be acceptable;it is highly unlikely it has done anything useful because it cannot modify any memory before it calls exec;This patch avoids killing current in such a condition and simply falls back to the tasklist scan.;memory still needs to be freed;Contradicts;0.9511706829071044;0.4469456076622009
Killing such a task should be acceptable;it is highly unlikely it has done anything useful because it cannot modify any memory before it calls exec;Deflate the balloon a bit instead of killing processes;If the resource manager inflated the balloon to a size where memory allocations can not be satisfied anymore, it is better to deflate the balloon a bit;Contradicts;0.9252411127090454;0.3739727735519409
drop printk when OOM_SCORE_ADJ_MIN killed task;the setting is inherently racy and we cannot do much about it without introducing locks in hot paths;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;Contradicts;0.93562513589859;0.27014076709747314
make sure that the mmput_async is only called;when we do not back off and reap some memory;We can tolerate a comm being printed that is in the middle of an update;to avoid taking the lock;Contradicts;0.9187334775924684;0.7717176675796509
be more robust and do not pin mm_users unless we are sure we are actually doing some real work during __oom_reap_task;It is not clear whether this race is possible at all;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;Contradicts;0.9820636510849;0.3644872009754181
remove unused argument from oom_scan_process_thread();unused argument;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;Contradicts;0.9289954900741576;0.5850855112075806
avoid pointless atomic_inc_not_zero usage;pointless;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;Contradicts;0.908858835697174;0.49080735445022583
Fix this by making the type signed and return 1, meaning the thread is still eligible for kill, if the value is negative.;making the type signed and return 1, meaning the thread is still eligible for kill, if the value is negative;Remove mm->oom_disable_count entirely;its unnecessary and currently buggy;Contradicts;0.94746994972229;0.3621935248374939
Fix this by making the type signed and return 1, meaning the thread is still eligible for kill, if the value is negative.;making the type signed and return 1, meaning the thread is still eligible for kill, if the value is negative;This patch avoids killing current in such a condition and simply falls back to the tasklist scan.;memory still needs to be freed;Contradicts;0.9431933760643004;0.49848753213882446
Fix this by making the type signed and return 1, meaning the thread is still eligible for kill, if the value is negative.;making the type signed and return 1, meaning the thread is still eligible for kill, if the value is negative;We can tolerate a comm being printed that is in the middle of an update;to avoid taking the lock;Contradicts;0.9132379293441772;0.49279332160949707
Fix this by making the type signed and return 1, meaning the thread is still eligible for kill, if the value is negative.;making the type signed and return 1, meaning the thread is still eligible for kill, if the value is negative;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;Contradicts;0.951137125492096;0.42315995693206787
force oom kill on sysrq+f;oom;This patch avoids killing current in such a condition and simply falls back to the tasklist scan.;memory still needs to be freed;Contradicts;0.9903081059455872;0.4576836824417114
force oom kill on sysrq+f;oom;We can tolerate a comm being printed that is in the middle of an update;to avoid taking the lock;Contradicts;0.9716376066207886;0.4946576654911041
force oom kill on sysrq+f;oom;Deflate the balloon a bit instead of killing processes;If the resource manager inflated the balloon to a size where memory allocations can not be satisfied anymore, it is better to deflate the balloon a bit;Contradicts;0.9105663299560548;-0.02426394447684288
This patch causes SysRq+F to always kill an eligible thread;This patch can be used to force a kill even if another oom killed thread has failed to exit.;This patch avoids killing current in such a condition and simply falls back to the tasklist scan.;memory still needs to be freed;Contradicts;0.9958349466323853;0.4350532293319702
This patch causes SysRq+F to always kill an eligible thread;This patch can be used to force a kill even if another oom killed thread has failed to exit.;We can tolerate a comm being printed that is in the middle of an update;to avoid taking the lock;Contradicts;0.9140267968177797;0.42610394954681396
Theres no need to emit any warning about the oom condition if the thread is already exiting;since it will not be killed;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;Contradicts;0.9478787183761596;0.6707035899162292
fold oom_kill_task() into its parent function, oom_kill_process();oom_kill_task() has a single caller;We dont need to print the debug information for the each task, as well as play with task selection (considering tasks children), so we cant use the existing oom_kill_process();Not mentioned in the sentence;Contradicts;0.9629665613174438;0.5451340079307556
add tracepoints for debugging oom_score_adj;debugging oom_score_adj;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;Contradicts;0.937024176120758;0.3833261728286743
fix integer overflow of points in oom_badness;integer overflow of points in oom_badness;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;Contradicts;0.9294591546058656;0.34147360920906067
Remove the unnecessary return value, rename, unexport and collapse __thaw_process() into it;unnecessary return value;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;Contradicts;0.9759669899940492;0.48486563563346863
Remove mm->oom_disable_count entirely;its unnecessary and currently buggy;We can tolerate a comm being printed that is in the middle of an update;to avoid taking the lock;Contradicts;0.9420555233955384;0.6923775672912598
Remove mm->oom_disable_count entirely;its unnecessary and currently buggy;The flag is set in mark_oom_victim and never cleared;so it is stable in the exit_mmap path;Contradicts;0.9374249577522278;0.43081045150756836
Remove mm->oom_disable_count entirely;its unnecessary and currently buggy;We can trivially add both the oom memcg and task_memcg.;Now that we have a single line for the oom context.;Contradicts;0.9654608964920044;0.42052367329597473
