;Decision1;Rationale1;URL1;Decision2;Rationale2;URL2;Relationship;Alpha;similarity_rationales
71;Add mem_dump_obj() to print source of memory block;to print source of memory block;https://github.com/torvalds/linux/commit/8e7f37f2aaa56b723a24f6872817cf9c6410b613;we dont encode seperate size and next fields into each slob block;"use the sign bit to distinguish between ""size"" or ""next""";https://github.com/torvalds/linux/commit/95b35127f13661abb0dc3459042cdb417d21e692;Contradicts;0.8011776208877563;0.68255215883255
72;Add mem_dump_obj() to print source of memory block;to print source of memory block;https://github.com/torvalds/linux/commit/8e7f37f2aaa56b723a24f6872817cf9c6410b613;Slob does not need any special definitions;since we introduce a fallback case;https://github.com/torvalds/linux/commit/2e892f43ccb602e8ffad73396a1000f2040c9e0b;Contradicts;0.8919273614883423;0.571667492389679
73;There are kernel facilities such as per-CPU reference counts that give error messages in generic handlers or callbacks  ;messages are unenlightening;https://github.com/torvalds/linux/commit/8e7f37f2aaa56b723a24f6872817cf9c6410b613;All documentation files were explicitly excluded;explicitly excluded;https://github.com/torvalds/linux/commit/b24413180f5600bcb3bb70fbed5cf186b60864bd;Contradicts;0.9435585141181946;0.7107151746749878
74;There are kernel facilities such as per-CPU reference counts that give error messages in generic handlers or callbacks  ;messages are unenlightening;https://github.com/torvalds/linux/commit/8e7f37f2aaa56b723a24f6872817cf9c6410b613;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;https://github.com/torvalds/linux/commit/20c2df83d25c6a95affe6157a4c9cac4cf5ffaac;Contradicts;0.8028975129127502;0.3817563056945801
75;There are kernel facilities such as per-CPU reference counts that give error messages in generic handlers or callbacks  ;messages are unenlightening;https://github.com/torvalds/linux/commit/8e7f37f2aaa56b723a24f6872817cf9c6410b613;Slob does not need any special definitions;since we introduce a fallback case;https://github.com/torvalds/linux/commit/2e892f43ccb602e8ffad73396a1000f2040c9e0b;Contradicts;0.8899502754211426;0.4717026054859161
76;this is not a problem when creating a new use of this facility  ;the bug is almost certainly in the code implementing that new use;https://github.com/torvalds/linux/commit/8e7f37f2aaa56b723a24f6872817cf9c6410b613;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;https://github.com/torvalds/linux/commit/20c2df83d25c6a95affe6157a4c9cac4cf5ffaac;Contradicts;0.9698386788368224;0.2198901325464248
77;"This pointer can reference the middle of the block as well as the beginning of the block, as needed by things like RCU callback functions and timer handlers that might not know where the beginning of the memory block is
";as needed by things like RCU callback functions and timer handlers that might not know where the beginning of the memory block is;https://github.com/torvalds/linux/commit/8e7f37f2aaa56b723a24f6872817cf9c6410b613;the allocation return address can be printed only for slab and slub  ;only when the necessary debug has been enabled;https://github.com/torvalds/linux/commit/8e7f37f2aaa56b723a24f6872817cf9c6410b613;Contradicts;0.8366007208824158;0.5273250341415405
78;"This pointer can reference the middle of the block as well as the beginning of the block, as needed by things like RCU callback functions and timer handlers that might not know where the beginning of the memory block is
";as needed by things like RCU callback functions and timer handlers that might not know where the beginning of the memory block is;https://github.com/torvalds/linux/commit/8e7f37f2aaa56b723a24f6872817cf9c6410b613;All documentation files were explicitly excluded;explicitly excluded;https://github.com/torvalds/linux/commit/b24413180f5600bcb3bb70fbed5cf186b60864bd;Contradicts;0.9900942444801332;0.2804147899150848
79;"This pointer can reference the middle of the block as well as the beginning of the block, as needed by things like RCU callback functions and timer handlers that might not know where the beginning of the memory block is
";as needed by things like RCU callback functions and timer handlers that might not know where the beginning of the memory block is;https://github.com/torvalds/linux/commit/8e7f37f2aaa56b723a24f6872817cf9c6410b613;I do not see it as an option;SLUB shrinker would be too costly to call since SLUB does not keep free slabs on a separate list;https://github.com/torvalds/linux/commit/d6e0b7fa11862433773d986b5f995ffdf47ce672;Contradicts;0.9990659356117249;0.3652446568012237
80;"This pointer can reference the middle of the block as well as the beginning of the block, as needed by things like RCU callback functions and timer handlers that might not know where the beginning of the memory block is
";as needed by things like RCU callback functions and timer handlers that might not know where the beginning of the memory block is;https://github.com/torvalds/linux/commit/8e7f37f2aaa56b723a24f6872817cf9c6410b613;The new rule is: page->lru is what you use;if you want to keep your page on a list;https://github.com/torvalds/linux/commit/34bf6ef94a835a8f1d8abd3e7d38c6c08d205867;Contradicts;0.8965041041374207;0.4909248948097229
81;"This pointer can reference the middle of the block as well as the beginning of the block, as needed by things like RCU callback functions and timer handlers that might not know where the beginning of the memory block is
";as needed by things like RCU callback functions and timer handlers that might not know where the beginning of the memory block is;https://github.com/torvalds/linux/commit/8e7f37f2aaa56b723a24f6872817cf9c6410b613;we dont care about the RCU head state before passing it to call_rcu();anyway;https://github.com/torvalds/linux/commit/875352c94224c88f5aa28cb77206f993bd31b7a2;Contradicts;0.8760831952095032;0.2832043766975403
82;"This pointer can reference the middle of the block as well as the beginning of the block, as needed by things like RCU callback functions and timer handlers that might not know where the beginning of the memory block is
";as needed by things like RCU callback functions and timer handlers that might not know where the beginning of the memory block is;https://github.com/torvalds/linux/commit/8e7f37f2aaa56b723a24f6872817cf9c6410b613;adds alloc_pages_exact_node() that only checks the nid;To avoid a comparison and branch, this patch;https://github.com/torvalds/linux/commit/6484eb3e2a81807722c5f28efef94d8338b7b996;Contradicts;0.9510998129844666;0.4418749213218689
83;"This pointer can reference the middle of the block as well as the beginning of the block, as needed by things like RCU callback functions and timer handlers that might not know where the beginning of the memory block is
";as needed by things like RCU callback functions and timer handlers that might not know where the beginning of the memory block is;https://github.com/torvalds/linux/commit/8e7f37f2aaa56b723a24f6872817cf9c6410b613;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;https://github.com/torvalds/linux/commit/20c2df83d25c6a95affe6157a4c9cac4cf5ffaac;Contradicts;0.9818750023841858;0.4177387952804565
84;"This pointer can reference the middle of the block as well as the beginning of the block, as needed by things like RCU callback functions and timer handlers that might not know where the beginning of the memory block is
";as needed by things like RCU callback functions and timer handlers that might not know where the beginning of the memory block is;https://github.com/torvalds/linux/commit/8e7f37f2aaa56b723a24f6872817cf9c6410b613;Slob does not need any special definitions;since we introduce a fallback case;https://github.com/torvalds/linux/commit/2e892f43ccb602e8ffad73396a1000f2040c9e0b;Contradicts;0.9342201948165894;0.4443759620189667
85;These functions and handlers can use mem_dump_obj();to print out better hints as to where the problem might lie;https://github.com/torvalds/linux/commit/8e7f37f2aaa56b723a24f6872817cf9c6410b613;I do not see it as an option;SLUB shrinker would be too costly to call since SLUB does not keep free slabs on a separate list;https://github.com/torvalds/linux/commit/d6e0b7fa11862433773d986b5f995ffdf47ce672;Contradicts;0.9939306974411012;0.3088061809539795
86;These functions and handlers can use mem_dump_obj();to print out better hints as to where the problem might lie;https://github.com/torvalds/linux/commit/8e7f37f2aaa56b723a24f6872817cf9c6410b613;The new rule is: page->lru is what you use;if you want to keep your page on a list;https://github.com/torvalds/linux/commit/34bf6ef94a835a8f1d8abd3e7d38c6c08d205867;Contradicts;0.856963574886322;0.4111190140247345
87;The information printed can depend on kernel configuration;depend on kernel configuration;https://github.com/torvalds/linux/commit/8e7f37f2aaa56b723a24f6872817cf9c6410b613;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;https://github.com/torvalds/linux/commit/20c2df83d25c6a95affe6157a4c9cac4cf5ffaac;Contradicts;0.8987814784049988;0.3913585245609283
88;The information printed can depend on kernel configuration;depend on kernel configuration;https://github.com/torvalds/linux/commit/8e7f37f2aaa56b723a24f6872817cf9c6410b613;Slob does not need any special definitions;since we introduce a fallback case;https://github.com/torvalds/linux/commit/2e892f43ccb602e8ffad73396a1000f2040c9e0b;Contradicts;0.8838474154472351;0.5703030824661255
89;the allocation return address can be printed only for slab and slub  ;only when the necessary debug has been enabled;https://github.com/torvalds/linux/commit/8e7f37f2aaa56b723a24f6872817cf9c6410b613;Slob does not need any special definitions;since we introduce a fallback case;https://github.com/torvalds/linux/commit/2e892f43ccb602e8ffad73396a1000f2040c9e0b;Contradicts;0.9128775596618652;0.5767441987991333
90;build with CONFIG_DEBUG_SLAB=y and either use sizes with ample space to the next power of two or use the SLAB_STORE_USER when creating the kmem_cache structure;For slab;https://github.com/torvalds/linux/commit/8e7f37f2aaa56b723a24f6872817cf9c6410b613;I do not see it as an option;SLUB shrinker would be too costly to call since SLUB does not keep free slabs on a separate list;https://github.com/torvalds/linux/commit/d6e0b7fa11862433773d986b5f995ffdf47ce672;Contradicts;0.9881039261817932;0.162156879901886
91;build with CONFIG_DEBUG_SLAB=y and either use sizes with ample space to the next power of two or use the SLAB_STORE_USER when creating the kmem_cache structure;For slab;https://github.com/torvalds/linux/commit/8e7f37f2aaa56b723a24f6872817cf9c6410b613;We remove kmemtrace  ;kmemtrace has been superseded by kmem trace events and perf-kmem;https://github.com/torvalds/linux/commit/039ca4e74a1cf60bd7487324a564ecf5c981f254;Contradicts;0.8505476713180542;0.4965949952602386
92;build with CONFIG_DEBUG_SLAB=y and either use sizes with ample space to the next power of two or use the SLAB_STORE_USER when creating the kmem_cache structure;For slab;https://github.com/torvalds/linux/commit/8e7f37f2aaa56b723a24f6872817cf9c6410b613;we dont encode seperate size and next fields into each slob block;"use the sign bit to distinguish between ""size"" or ""next""";https://github.com/torvalds/linux/commit/95b35127f13661abb0dc3459042cdb417d21e692;Contradicts;0.8358720541000366;0.5742344260215759
93;build with CONFIG_DEBUG_SLAB=y and either use sizes with ample space to the next power of two or use the SLAB_STORE_USER when creating the kmem_cache structure;For slab;https://github.com/torvalds/linux/commit/8e7f37f2aaa56b723a24f6872817cf9c6410b613;Slob does not need any special definitions;since we introduce a fallback case;https://github.com/torvalds/linux/commit/2e892f43ccb602e8ffad73396a1000f2040c9e0b;Contradicts;0.989068567752838;0.6332048177719116
94;Use CONFIG_STACKTRACE for slub  ;to enable printing of the allocation-time stack trace.;https://github.com/torvalds/linux/commit/8e7f37f2aaa56b723a24f6872817cf9c6410b613;All documentation files were explicitly excluded;explicitly excluded;https://github.com/torvalds/linux/commit/b24413180f5600bcb3bb70fbed5cf186b60864bd;Contradicts;0.8253954648971558;0.40130814909935
95;Use CONFIG_STACKTRACE for slub  ;to enable printing of the allocation-time stack trace.;https://github.com/torvalds/linux/commit/8e7f37f2aaa56b723a24f6872817cf9c6410b613;I do not see it as an option;SLUB shrinker would be too costly to call since SLUB does not keep free slabs on a separate list;https://github.com/torvalds/linux/commit/d6e0b7fa11862433773d986b5f995ffdf47ce672;Contradicts;0.9674761295318604;0.1358599364757537
96;Use CONFIG_STACKTRACE for slub  ;to enable printing of the allocation-time stack trace.;https://github.com/torvalds/linux/commit/8e7f37f2aaa56b723a24f6872817cf9c6410b613;We remove kmemtrace  ;kmemtrace has been superseded by kmem trace events and perf-kmem;https://github.com/torvalds/linux/commit/039ca4e74a1cf60bd7487324a564ecf5c981f254;Contradicts;0.9028729796409608;0.5905473828315735
97;Use CONFIG_STACKTRACE for slub  ;to enable printing of the allocation-time stack trace.;https://github.com/torvalds/linux/commit/8e7f37f2aaa56b723a24f6872817cf9c6410b613;remove bigblock tracking;slob;https://github.com/torvalds/linux/commit/d87a133fc21d842e3cc285e6bbff727181abec81;Contradicts;0.8014223575592041;0.5042703747749329
98;Use CONFIG_STACKTRACE for slub  ;to enable printing of the allocation-time stack trace.;https://github.com/torvalds/linux/commit/8e7f37f2aaa56b723a24f6872817cf9c6410b613;Slob does not need any special definitions;since we introduce a fallback case;https://github.com/torvalds/linux/commit/2e892f43ccb602e8ffad73396a1000f2040c9e0b;Contradicts;0.891501247882843;0.6572788953781128
99;have some use eventually for annotations in drivers/gpu;I might;https://github.com/torvalds/linux/commit/95d6c701f4ca7c44dc148d664f604541266a2333;All documentation files were explicitly excluded;explicitly excluded;https://github.com/torvalds/linux/commit/b24413180f5600bcb3bb70fbed5cf186b60864bd;Contradicts;0.9094549417495728;0.547309160232544
100;have some use eventually for annotations in drivers/gpu;I might;https://github.com/torvalds/linux/commit/95d6c701f4ca7c44dc148d664f604541266a2333;I do not see it as an option;SLUB shrinker would be too costly to call since SLUB does not keep free slabs on a separate list;https://github.com/torvalds/linux/commit/d6e0b7fa11862433773d986b5f995ffdf47ce672;Contradicts;0.9979288578033448;0.072838544845581
101;have some use eventually for annotations in drivers/gpu;I might;https://github.com/torvalds/linux/commit/95d6c701f4ca7c44dc148d664f604541266a2333;They are no longer needed;They have become so simple;https://github.com/torvalds/linux/commit/b5568280c9b9162b384be9d447013b74d682d4b3;Contradicts;0.9902605414390564;0.5591809749603271
102;have some use eventually for annotations in drivers/gpu;I might;https://github.com/torvalds/linux/commit/95d6c701f4ca7c44dc148d664f604541266a2333;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;https://github.com/torvalds/linux/commit/20c2df83d25c6a95affe6157a4c9cac4cf5ffaac;Contradicts;0.9369899034500122;0.5038456320762634
103;have some use eventually for annotations in drivers/gpu;I might;https://github.com/torvalds/linux/commit/95d6c701f4ca7c44dc148d664f604541266a2333;"
Use a destructor will BUG()
";"
Any attempt to";https://github.com/torvalds/linux/commit/c59def9f222d44bb7e2f0a559f2906191a0862d7;Contradicts;0.8265944123268127;0.7624736428260803
104;Updates gfpflags_allow_blocking();Theres a ton of callers all over the place for that already.;https://github.com/torvalds/linux/commit/95d6c701f4ca7c44dc148d664f604541266a2333;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;https://github.com/torvalds/linux/commit/20c2df83d25c6a95affe6157a4c9cac4cf5ffaac;Contradicts;0.9059980511665344;0.4226154685020447
105;Slab pages will be shared between multiple cgroups;global and node counters will reflect the total number of slab pages;https://github.com/torvalds/linux/commit/d42f3245c7e299e017213fa028c319316bcdb7f4;I do not see it as an option;SLUB shrinker would be too costly to call since SLUB does not keep free slabs on a separate list;https://github.com/torvalds/linux/commit/d6e0b7fa11862433773d986b5f995ffdf47ce672;Contradicts;0.9611005783081056;0.2581795156002044
106;Slab pages will be shared between multiple cgroups;global and node counters will reflect the total number of slab pages;https://github.com/torvalds/linux/commit/d42f3245c7e299e017213fa028c319316bcdb7f4;They are no longer needed;They have become so simple;https://github.com/torvalds/linux/commit/b5568280c9b9162b384be9d447013b74d682d4b3;Contradicts;0.8145231604576111;0.2242254763841629
107;Slab pages will be shared between multiple cgroups;global and node counters will reflect the total number of slab pages;https://github.com/torvalds/linux/commit/d42f3245c7e299e017213fa028c319316bcdb7f4;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;https://github.com/torvalds/linux/commit/20c2df83d25c6a95affe6157a4c9cac4cf5ffaac;Contradicts;0.964247703552246;0.5306829214096069
108;The size of slab memory shouldnt exceed 4Gb on 32-bit machines;it will fit into atomic_long_t we use for vmstats;https://github.com/torvalds/linux/commit/d42f3245c7e299e017213fa028c319316bcdb7f4;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;https://github.com/torvalds/linux/commit/20c2df83d25c6a95affe6157a4c9cac4cf5ffaac;Contradicts;0.8914187550544739;0.487815111875534
109;The size of slab memory shouldnt exceed 4Gb on 32-bit machines;it will fit into atomic_long_t we use for vmstats;https://github.com/torvalds/linux/commit/d42f3245c7e299e017213fa028c319316bcdb7f4;Slob does not need any special definitions;since we introduce a fallback case;https://github.com/torvalds/linux/commit/2e892f43ccb602e8ffad73396a1000f2040c9e0b;Contradicts;0.9921751618385316;0.5748453736305237
110;I want to use this in a memory allocation tracker in drm for stuff thats tied to the lifetime of a drm_device, not the underlying struct device;slab does this already;https://github.com/torvalds/linux/commit/fd7cb5753ef49964ea9db5121c3fc9a4ec21ed8e;I do not see it as an option;SLUB shrinker would be too costly to call since SLUB does not keep free slabs on a separate list;https://github.com/torvalds/linux/commit/d6e0b7fa11862433773d986b5f995ffdf47ce672;Contradicts;0.9993209838867188;0.0841692388057708
111;I want to use this in a memory allocation tracker in drm for stuff thats tied to the lifetime of a drm_device, not the underlying struct device;slab does this already;https://github.com/torvalds/linux/commit/fd7cb5753ef49964ea9db5121c3fc9a4ec21ed8e;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;https://github.com/torvalds/linux/commit/20c2df83d25c6a95affe6157a4c9cac4cf5ffaac;Contradicts;0.9068729877471924;0.3580186665058136
112;I want to use this in a memory allocation tracker in drm for stuff thats tied to the lifetime of a drm_device, not the underlying struct device;slab does this already;https://github.com/torvalds/linux/commit/fd7cb5753ef49964ea9db5121c3fc9a4ec21ed8e;Slob does not need any special definitions;since we introduce a fallback case;https://github.com/torvalds/linux/commit/2e892f43ccb602e8ffad73396a1000f2040c9e0b;Contradicts;0.9303285479545592;0.5668988227844238
113;CONFIG_SLUB_DEBUG or CONFIG_SLOB, and blocks stop being aligned  ;blocks stop being aligned;https://github.com/torvalds/linux/commit/59bb47985c1db229ccff8c5deebecd54fc77d2a9;patch ensures alignment on all arches and cache sizes;Still;https://github.com/torvalds/linux/commit/59bb47985c1db229ccff8c5deebecd54fc77d2a9;Contradicts;0.9797922372817992;0.610467255115509
114;CONFIG_SLUB_DEBUG or CONFIG_SLOB, and blocks stop being aligned  ;blocks stop being aligned;https://github.com/torvalds/linux/commit/59bb47985c1db229ccff8c5deebecd54fc77d2a9;This patch makes the slab and slub code use page->lru universally instead of mixing ->list and ->lru;mixing ->list and ->lru;https://github.com/torvalds/linux/commit/34bf6ef94a835a8f1d8abd3e7d38c6c08d205867;Contradicts;0.8060001730918884;0.4618017077445984
115;CONFIG_SLUB_DEBUG or CONFIG_SLOB, and blocks stop being aligned  ;blocks stop being aligned;https://github.com/torvalds/linux/commit/59bb47985c1db229ccff8c5deebecd54fc77d2a9;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;https://github.com/torvalds/linux/commit/20c2df83d25c6a95affe6157a4c9cac4cf5ffaac;Contradicts;0.8010009527206421;0.4237115085124969
116;CONFIG_SLUB_DEBUG or CONFIG_SLOB, and blocks stop being aligned  ;blocks stop being aligned;https://github.com/torvalds/linux/commit/59bb47985c1db229ccff8c5deebecd54fc77d2a9;Slob does not need any special definitions;since we introduce a fallback case;https://github.com/torvalds/linux/commit/2e892f43ccb602e8ffad73396a1000f2040c9e0b;Contradicts;0.986481785774231;0.6060459613800049
117;make the kmalloc() alignment to size explicitly guaranteed for power-of-two sizes under all configurations;provide to mm users what they need without difficult workarounds or own reimplementations;https://github.com/torvalds/linux/commit/59bb47985c1db229ccff8c5deebecd54fc77d2a9;I do not see it as an option;SLUB shrinker would be too costly to call since SLUB does not keep free slabs on a separate list;https://github.com/torvalds/linux/commit/d6e0b7fa11862433773d986b5f995ffdf47ce672;Contradicts;0.953311800956726;0.4121634364128113
118;make the kmalloc() alignment to size explicitly guaranteed for power-of-two sizes under all configurations;provide to mm users what they need without difficult workarounds or own reimplementations;https://github.com/torvalds/linux/commit/59bb47985c1db229ccff8c5deebecd54fc77d2a9;its okay to change this situation;default slab allocator, SLUB, doesnt use this technique;https://github.com/torvalds/linux/commit/61f47105a2c9c60e950ca808b7560f776f9bfa31;Contradicts;0.9639650583267212;0.5444033145904541
119;make the kmalloc() alignment to size explicitly guaranteed for power-of-two sizes under all configurations;provide to mm users what they need without difficult workarounds or own reimplementations;https://github.com/torvalds/linux/commit/59bb47985c1db229ccff8c5deebecd54fc77d2a9;They are no longer needed;They have become so simple;https://github.com/torvalds/linux/commit/b5568280c9b9162b384be9d447013b74d682d4b3;Contradicts;0.9176321029663086;0.6102646589279175
120;make the kmalloc() alignment to size explicitly guaranteed for power-of-two sizes under all configurations;provide to mm users what they need without difficult workarounds or own reimplementations;https://github.com/torvalds/linux/commit/59bb47985c1db229ccff8c5deebecd54fc77d2a9;We remove kmemtrace  ;kmemtrace has been superseded by kmem trace events and perf-kmem;https://github.com/torvalds/linux/commit/039ca4e74a1cf60bd7487324a564ecf5c981f254;Contradicts;0.8713335990905762;0.419603019952774
121;make the kmalloc() alignment to size explicitly guaranteed for power-of-two sizes under all configurations;provide to mm users what they need without difficult workarounds or own reimplementations;https://github.com/torvalds/linux/commit/59bb47985c1db229ccff8c5deebecd54fc77d2a9;"slob: fix bug - when slob allocates ""struct kmem_cache"", it does not force alignment";it does not force alignment;https://github.com/torvalds/linux/commit/0701a9e649bf0ffdac0a761d3c3d1041f5375d90;Contradicts;0.8567066192626953;0.6256098747253418
122;make the kmalloc() alignment to size explicitly guaranteed for power-of-two sizes under all configurations;provide to mm users what they need without difficult workarounds or own reimplementations;https://github.com/torvalds/linux/commit/59bb47985c1db229ccff8c5deebecd54fc77d2a9;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;https://github.com/torvalds/linux/commit/20c2df83d25c6a95affe6157a4c9cac4cf5ffaac;Contradicts;0.845459520816803;0.3393151760101318
123;make the kmalloc() alignment to size explicitly guaranteed for power-of-two sizes under all configurations;provide to mm users what they need without difficult workarounds or own reimplementations;https://github.com/torvalds/linux/commit/59bb47985c1db229ccff8c5deebecd54fc77d2a9;we dont encode seperate size and next fields into each slob block;"use the sign bit to distinguish between ""size"" or ""next""";https://github.com/torvalds/linux/commit/95b35127f13661abb0dc3459042cdb417d21e692;Contradicts;0.8488527536392212;0.3408535718917846
124;make the kmalloc() alignment to size explicitly guaranteed for power-of-two sizes under all configurations;provide to mm users what they need without difficult workarounds or own reimplementations;https://github.com/torvalds/linux/commit/59bb47985c1db229ccff8c5deebecd54fc77d2a9;Slob does not need any special definitions;since we introduce a fallback case;https://github.com/torvalds/linux/commit/2e892f43ccb602e8ffad73396a1000f2040c9e0b;Contradicts;0.9121804237365724;0.3582954406738281
125;patch ensures alignment on all arches and cache sizes;Still;https://github.com/torvalds/linux/commit/59bb47985c1db229ccff8c5deebecd54fc77d2a9;I do not see it as an option;SLUB shrinker would be too costly to call since SLUB does not keep free slabs on a separate list;https://github.com/torvalds/linux/commit/d6e0b7fa11862433773d986b5f995ffdf47ce672;Contradicts;0.8399131298065186;0.0769425109028816
126;patch ensures alignment on all arches and cache sizes;Still;https://github.com/torvalds/linux/commit/59bb47985c1db229ccff8c5deebecd54fc77d2a9;"slob: fix bug - when slob allocates ""struct kmem_cache"", it does not force alignment";it does not force alignment;https://github.com/torvalds/linux/commit/0701a9e649bf0ffdac0a761d3c3d1041f5375d90;Contradicts;0.8828772902488708;0.7368803024291992
127;patch ensures alignment on all arches and cache sizes;Still;https://github.com/torvalds/linux/commit/59bb47985c1db229ccff8c5deebecd54fc77d2a9;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;https://github.com/torvalds/linux/commit/20c2df83d25c6a95affe6157a4c9cac4cf5ffaac;Contradicts;0.969732403755188;0.4191205501556396
128;patch ensures alignment on all arches and cache sizes;Still;https://github.com/torvalds/linux/commit/59bb47985c1db229ccff8c5deebecd54fc77d2a9;Slob does not need any special definitions;since we introduce a fallback case;https://github.com/torvalds/linux/commit/2e892f43ccb602e8ffad73396a1000f2040c9e0b;Contradicts;0.9167347550392152;0.4825071096420288
129;improve memory accounting;improve;https://github.com/torvalds/linux/commit/6a486c0ad4dcdee3946842c64884d2978bfe2602;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;https://github.com/torvalds/linux/commit/20c2df83d25c6a95affe6157a4c9cac4cf5ffaac;Contradicts;0.8786198496818542;0.3586698770523071
130;Modifying a counter on page allocation and freeing should be acceptable even for the small system scenarios SLOB is intended for;SLOB is intended for;https://github.com/torvalds/linux/commit/6a486c0ad4dcdee3946842c64884d2978bfe2602;Make dead caches discard free slabs immediately;slub;https://github.com/torvalds/linux/commit/d6e0b7fa11862433773d986b5f995ffdf47ce672;Contradicts;0.909539759159088;0.6960606575012207
131;Modifying a counter on page allocation and freeing should be acceptable even for the small system scenarios SLOB is intended for;SLOB is intended for;https://github.com/torvalds/linux/commit/6a486c0ad4dcdee3946842c64884d2978bfe2602;I do not see it as an option;SLUB shrinker would be too costly to call since SLUB does not keep free slabs on a separate list;https://github.com/torvalds/linux/commit/d6e0b7fa11862433773d986b5f995ffdf47ce672;Contradicts;0.9943108558654784;0.2028613686561584
132;Modifying a counter on page allocation and freeing should be acceptable even for the small system scenarios SLOB is intended for;SLOB is intended for;https://github.com/torvalds/linux/commit/6a486c0ad4dcdee3946842c64884d2978bfe2602;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;https://github.com/torvalds/linux/commit/20c2df83d25c6a95affe6157a4c9cac4cf5ffaac;Contradicts;0.9480730295181274;0.3936967849731445
133;it might look like a memory leak  ;As they also dont appear in /proc/slabinfo;https://github.com/torvalds/linux/commit/6a486c0ad4dcdee3946842c64884d2978bfe2602;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;https://github.com/torvalds/linux/commit/20c2df83d25c6a95affe6157a4c9cac4cf5ffaac;Contradicts;0.929329514503479;0.3656203150749206
134;"SLAB doesnt actually use page allocator directly
";no change there;https://github.com/torvalds/linux/commit/6a486c0ad4dcdee3946842c64884d2978bfe2602;Make dead caches discard free slabs immediately;slub;https://github.com/torvalds/linux/commit/d6e0b7fa11862433773d986b5f995ffdf47ce672;Contradicts;0.8475188612937927;0.6858303546905518
135;add three helpers, convert the appropriate places;these three patches;https://github.com/torvalds/linux/commit/a50b854e073cd3335bbbada8dcff83a857297dd7;slab_mutex for kmem_cache_shrink is removed;after its applied, there is no need in taking the slab_mutex;https://github.com/torvalds/linux/commit/03afc0e25f7fc03537014a770f4c54ebbe63a24c;Contradicts;0.9141575694084167;0.2694389522075653
136;add three helpers, convert the appropriate places;these three patches;https://github.com/torvalds/linux/commit/a50b854e073cd3335bbbada8dcff83a857297dd7;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;https://github.com/torvalds/linux/commit/20c2df83d25c6a95affe6157a4c9cac4cf5ffaac;Contradicts;0.8615742921829224;0.3830276429653168
137;add three helpers, convert the appropriate places;these three patches;https://github.com/torvalds/linux/commit/a50b854e073cd3335bbbada8dcff83a857297dd7;Cleanup zeroing allocations;Slab allocators;https://github.com/torvalds/linux/commit/81cda6626178cd55297831296ba8ecedbfd8b52d;Contradicts;0.8855900168418884;0.5132333040237427
138;to find out the size of a potentially huge page;Its unnecessarily hard;https://github.com/torvalds/linux/commit/a50b854e073cd3335bbbada8dcff83a857297dd7;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;https://github.com/torvalds/linux/commit/20c2df83d25c6a95affe6157a4c9cac4cf5ffaac;Contradicts;0.9473156332969666;0.2794389426708221
139;union of slab_list and lru;slab_list and lru are the same bits;https://github.com/torvalds/linux/commit/adab7b68189d14504e9f690ee7eb7e98af68301b;This rips out support for the dtor pointer from kmem_cache_create() completely and fixes up every single callsite in the kernel  ;there were about 224 callsites;https://github.com/torvalds/linux/commit/20c2df83d25c6a95affe6157a4c9cac4cf5ffaac;Contradicts;0.904276728630066;0.4136781692504883
140;verify that this change is safe to do by examining the object file produced from slob.c before and after this patch is applied;safe to do;https://github.com/torvalds/linux/commit/adab7b68189d14504e9f690ee7eb7e98af68301b;I do not see it as an option;SLUB shrinker would be too costly to call since SLUB does not keep free slabs on a separate list;https://github.com/torvalds/linux/commit/d6e0b7fa11862433773d986b5f995ffdf47ce672;Contradicts;0.9652844071388244;0.1206282377243042
