Decision1;Rationale1;Decision2;Rationale2;Relationship;Alpha
Added <file_name> large logo;to enhance appearance;Brought in old <file_name> for compatibility. Renamed new <file_name> to <method_name>  ;for compatibility;Contradicts;0.5027915835380554
Added <file_name> large logo;to enhance appearance;Delete <file_name> files;because were using Git now;Contradicts;0.8436118364334106
Added <file_name> large logo;to enhance appearance;Remove 11;Omit signing;Contradicts;0.8862321376800537
Added <file_name> large logo;to enhance appearance;Remove fast-tests maven target;Many of our tests store data in static fields, so the tests cannot be run in parallel;Contradicts;0.7877097129821777
Add tests for serialization of <method_name>;serialization;Brought in old <file_name> for compatibility. Renamed new <file_name> to <method_name>  ;for compatibility;Contradicts;0.8987894654273987
Add tests for serialization of <method_name>;serialization;Adding bogus markdown;should be removed later;Contradicts;0.5808403491973877
Add tests for serialization of <method_name>;serialization;Add type wildcard;wildcard;Contradicts;0.5850392580032349
Add tests for serialization of <method_name>;serialization;Remove fast-tests maven target;Many of our tests store data in static fields, so the tests cannot be run in parallel;Contradicts;0.5231438279151917
Remove <iden> from <file_name> and related methods;<iden> is no longer needed;Incorporated <iden>s patch for <file_name>;<enter>;Contradicts;0.9895875453948975
Remove <iden> from <file_name> and related methods;<iden> is no longer needed;Improved <iden>: <file_name>  ;fails few times;Contradicts;0.605329692363739
Remove <iden> from <file_name> and related methods;<iden> is no longer needed;Brought in old <file_name> for compatibility. Renamed new <file_name> to <method_name>  ;for compatibility;Contradicts;0.6034653186798096
Remove <iden> from <file_name> and related methods;<iden> is no longer needed;Update <iden> version, improve <file_name> javadoc, update release notes;improve <file_name> javadoc, update release notes;Contradicts;0.6228498220443726
Remove <iden> from <file_name> and related methods;<iden> is no longer needed;Fix javac build, Replace both() with <iden>()  ;Fix, <iden>();Contradicts;0.9735805988311768
Remove <iden> from <file_name> and related methods;<iden> is no longer needed;Adding <iden> annotation for field parameters;Pull request <pr_link> && <pr_link>;Contradicts;0.8363214135169983
Delete all constructors created since <version> was released. Fix style issues.;Create a <iden> for <method_name> <enter>;no inline comment  ;comment space;Contradicts;0.6168122887611389
Delete all constructors created since <version> was released. Fix style issues.;Create a <iden> for <method_name> <enter>;Brought in old <file_name> for compatibility. Renamed new <file_name> to <method_name>  ;for compatibility;Contradicts;0.5353903770446777
Delete all constructors created since <version> was released. Fix style issues.;Create a <iden> for <method_name> <enter>;Create a class <method_name>  ;This class keeps the data together that are needed for creating a runner for a single data set of a <file_name> test.;Contradicts;0.5630942583084106
Delete all constructors created since <version> was released. Fix style issues.;Create a <iden> for <method_name> <enter>;Adding bogus markdown;should be removed later;Contradicts;0.5991834402084351
Delete all constructors created since <version> was released. Fix style issues.;Create a <iden> for <method_name> <enter>;Add more contributors;increase contributors;Contradicts;0.7073169946670532
Make serialization of <file_name> compatible with <version>;compatibility;Brought in old <file_name> for compatibility. Renamed new <file_name> to <method_name>  ;for compatibility;Contradicts;0.6157751679420471
Fix method names;in <method_name>;Brought in old <file_name> for compatibility. Renamed new <file_name> to <method_name>  ;for compatibility;Contradicts;0.5476875901222229
Make  <file_name>  abstract  ;Fix issue 30;Brought in old <file_name> for compatibility. Renamed new <file_name> to <method_name>  ;for compatibility;Contradicts;0.7040877342224121
Make  <file_name>  abstract  ;Fix issue 30;Delete <file_name> files;because were using Git now;Contradicts;0.8517075181007385
Make  <file_name>  abstract  ;Fix issue 30;Remove 11;Omit signing;Contradicts;0.7176702618598938
Make  <file_name>  abstract  ;Fix issue 30;Remove fast-tests maven target;Many of our tests store data in static fields, so the tests cannot be run in parallel;Contradicts;0.6260282397270203
Create <file_name> in org.junit.runners.model and deprecate the one in org.junit.internal.runners.model. Update <file_name> to have a useful message. This allows developers who write custom runners to properly handle multiple exceptions without depending on internal classes.;Provides a more organized structure for custom runners and reduces dependencies on internal classes.;Brought in old <file_name> for compatibility. Renamed new <file_name> to <method_name>  ;for compatibility;Contradicts;0.6733262538909912
Create <file_name> in org.junit.runners.model and deprecate the one in org.junit.internal.runners.model. Update <file_name> to have a useful message. This allows developers who write custom runners to properly handle multiple exceptions without depending on internal classes.;Provides a more organized structure for custom runners and reduces dependencies on internal classes.;Delete <file_name> files;because were using Git now;Contradicts;0.9827965497970581
Cleaning up compile errors;from reverting hamcrest change;Adding bogus markdown;should be removed later;Contradicts;0.8218817114830017
Make  <file_name>  more beautiful by creating a <iden>  <enter> extension point in  <file_name>  <enter>;beautiful;Brought in old <file_name> for compatibility. Renamed new <file_name> to <method_name>  ;for compatibility;Contradicts;0.7987957000732422
Make  <file_name>  more beautiful by creating a <iden>  <enter> extension point in  <file_name>  <enter>;beautiful;Delete <file_name> files;because were using Git now;Contradicts;0.8290234208106995
Make  <file_name>  more beautiful by creating a <iden>  <enter> extension point in  <file_name>  <enter>;beautiful;Remove 11;Omit signing;Contradicts;0.5173876285552979
Make  <file_name>  more beautiful by creating a <iden>  <enter> extension point in  <file_name>  <enter>;beautiful;Update <file_name> to make the name field volatile;This ensures that the name is published across threads correctly--for instance, if a parallelized runner is used.;Contradicts;0.5833287835121155
Make  <file_name>  more beautiful by creating a <iden>  <enter> extension point in  <file_name>  <enter>;beautiful;Removed the unnecessary <iden>: block in javadoc;unnecessary;Contradicts;0.6018111705780029
Incorporated <iden>s patch for <file_name>;<enter>;Brought in old <file_name> for compatibility. Renamed new <file_name> to <method_name>  ;for compatibility;Contradicts;0.565081000328064
Fix javadoc on <file_name>;-;Brought in old <file_name> for compatibility. Renamed new <file_name> to <method_name>  ;for compatibility;Contradicts;0.516968309879303
Fix javadoc on <file_name>;-;Adding bogus markdown;should be removed later;Contradicts;0.6192546486854553
Removed unused import;unused;Adding bogus markdown;should be removed later;Contradicts;0.824763834476471
reuse code properly from <file_name>;CategoriesMark2;Brought in old <file_name> for compatibility. Renamed new <file_name> to <method_name>  ;for compatibility;Contradicts;0.5963453054428101
reuse code properly from <file_name>;CategoriesMark2;Adding bogus markdown;should be removed later;Contradicts;0.6785368919372559
Simplify <iden> implementation for backward compatibility;for backward compatibility;Brought in old <file_name> for compatibility. Renamed new <file_name> to <method_name>  ;for compatibility;Contradicts;0.6294731497764587
no #<iden>, no inline comment, added space in comment  ;added space in comment;Improved <iden>: <file_name>  ;fails few times;Contradicts;0.603432834148407
no #<iden>, no inline comment, added space in comment  ;added space in comment;Brought in old <file_name> for compatibility. Renamed new <file_name> to <method_name>  ;for compatibility;Contradicts;0.750399649143219
no #<iden>, no inline comment, added space in comment  ;added space in comment;Adding bogus markdown;should be removed later;Contradicts;0.5390043258666992
Improved <iden>: <file_name>  ;fails few times;Brought in old <file_name> for compatibility. Renamed new <file_name> to <method_name>  ;for compatibility;Contradicts;0.8313639163970947
Improved <iden>: <file_name>  ;fails few times;Adding bogus markdown;should be removed later;Contradicts;0.6383399367332458
Brought in old <file_name> for compatibility. Renamed new <file_name> to <method_name>  ;for compatibility;Remove 11;Omit signing;Contradicts;0.6130973100662231
Brought in old <file_name> for compatibility. Renamed new <file_name> to <method_name>  ;for compatibility;Update <file_name> to make the name field volatile;This ensures that the name is published across threads correctly--for instance, if a parallelized runner is used.;Contradicts;0.6180397272109985
Brought in old <file_name> for compatibility. Renamed new <file_name> to <method_name>  ;for compatibility;Remove fast-tests maven target;Many of our tests store data in static fields, so the tests cannot be run in parallel;Contradicts;0.5692554116249084
Comparing arrays declared as <iden> now uses array comparison. There was also a strange change to the <file_name> file that I reverted.;<none>;Create a class <method_name>  ;This class keeps the data together that are needed for creating a runner for a single data set of a <file_name> test.;Contradicts;0.5087993741035461
Comparing arrays declared as <iden> now uses array comparison. There was also a strange change to the <file_name> file that I reverted.;<none>;Fix javac build, Replace both() with <iden>()  ;Fix, <iden>();Contradicts;0.5093747973442078
Move <file_name> to package org.junit.runners.model  ;It is common to add tests to the same package as the class under test;Delete <file_name> files;because were using Git now;Contradicts;0.7356410622596741
Move <file_name> to package org.junit.runners.model  ;It is common to add tests to the same package as the class under test;Remove 11;Omit signing;Contradicts;0.6831487417221069
Delete <file_name> files;because were using Git now;Update <file_name>;to test ant profile;Contradicts;0.7543824315071106
Delete <file_name> files;because were using Git now;Adding bogus markdown;should be removed later;Contradicts;0.5645521879196167
Delete <file_name> files;because were using Git now;remove f prefix from field names, add <file_name>, change <file_name>;reformatting and standardizing field names;Contradicts;0.647841215133667
Fixes <issue_link>;Fix <version> release notes, make sure markdown errors halt <file_name>;Adding bogus markdown;should be removed later;Contradicts;0.5188138484954834
"Update version in <file_name>; delete obsolete <file_name>; remove duplication in <file_name>";obsolete, duplication;Adding bogus markdown;should be removed later;Contradicts;0.5101588368415833
Update <file_name>;to test ant profile;Remove 11;Omit signing;Contradicts;0.5582616925239563
Update <iden> version, improve <file_name> javadoc, update release notes;improve <file_name> javadoc, update release notes;Adding bogus markdown;should be removed later;Contradicts;0.5444334745407104
further documentation cleanup;especially around <file_name>;Adding bogus markdown;should be removed later;Contradicts;0.669551432132721
Remove useless variable ( <pr_link> )  ;useless;Add type wildcard;wildcard;Contradicts;0.5116041898727417
Remove 11;Omit signing;Adding <iden> annotation for field parameters;Pull request <pr_link> && <pr_link>;Contradicts;0.5151077508926392
Add more contributors;increase contributors;Remove fast-tests maven target;Many of our tests store data in static fields, so the tests cannot be run in parallel;Contradicts;0.6979457139968872
Fix javac build, Replace both() with <iden>()  ;Fix, <iden>();Remove fast-tests maven target;Many of our tests store data in static fields, so the tests cannot be run in parallel;Contradicts;0.521199643611908
Adding <iden> annotation for field parameters;Pull request <pr_link> && <pr_link>;Removed the unnecessary <iden>: block in javadoc;unnecessary;Contradicts;0.6637910604476929
